AssignmentId,storyIx,story,summary,events,surprising,mainEvent,memType,mostSurprising
3GNA64GUZFQ218M5HHZGXSMZGWS5QW,1,"Two months ago, I went to a family reunion. I had a blast meeting my family. I gave my sister a big hug. I gave my brother a handshake. I shared a beer with my father. I had some wine with my mother. I played horse shoes with my cousins. I won the game and celebrated my win with some cake. We all got together to perform karaoke. Most of the people were drunk, so they didn't mind singing. I almost fell over while singing. I was too drunk to sing. I had to sit down for the rest of the day. I still had a ton of fun at the reunion. I went home with some great memories of the event. It was a great time.","I went to my family reunion, and it was an ordeal to get there. The person I'd had in mind when I made the dish I brought loved it, so it was worth the trip!","['Two months ago, I went to a family reunion.', 'I had a blast meeting my family.', 'I gave my sister a big hug.', 'I played horse shoes with my cousins.', 'I won the game and celebrated my win with some cake.', 'We all got together to perform karaoke.', 'I almost fell over while singing.']",[],a family reunion that was fun,imagined,I almost tripped from singing
33JKGHPFYDGF6IUJTOOLA02GX74NM8,2,"In June, I went to a family reunion. It was held at the home of my cousin's former husband in New Jersey. Last year, he came and picked up me and my partner at our place in New York and drove us there. This time, although one of the cousin's organizing the event said she'd try to arrange transportation, she was unable to do so, so we took the bus. This involved taking the subway to Port Authority in Manhattan, then a bus to New Jersey, then calling my cousin on arrival to have someone pick us up. The whole trip should have take a couple of hours. I looked at Google Maps before leaving the house, and planned our route. We left the house in ample time to catch the bus suggested by the app. On the way to the bus, I called my cousin to confirm that we were on our way. I found out that the host of the party said we should take a different bus, which was a route run by a different bus company. Naturally, this ran on a different schedule. When we arrived at the terminal, we found we'd have to wait an hour for our bus. When we finally got on the bus, we were relieved, and figured we see everyone in about an hour's time. Were we mistaken! We hit one of the worst traffic jams I have ever encountered. The trip took well over two hours. By the time we arrived, some of the guests were already leaving. The best part of the whole party was that one of my cousins had come all the way from Massachusetts. She had told me about a year ago that she loves coconut flan. So, I made it and did not tell her. She was so surprised and pleased that she cried. Her husband, who is Cuban, pronounced it ""Tremendo!"" I felt the long trip had been worth the effort.","I went to my family reunion, and it was an ordeal to get there. The person I'd had in mind when I made the dish I brought loved it, so it was worth the trip!","['In June, I went to a family reunion.', 'Last year, he came and picked up me and my partner at our place in New York and drove us there.', ""This time, although one of the cousin's organizing the event said she'd try to arrange transportation, she was unable to do so, so we took the bus."", 'I found out that the host of the party said we should take a different bus, which was a route run by a different bus company.', ""When we arrived at the terminal, we found we'd have to wait an hour for our bus."", 'Were we mistaken!', 'We hit one of the worst traffic jams I have ever encountered.', 'The trip took well over two hours.', 'By the time we arrived, some of the guests were already leaving.', 'The best part of the whole party was that one of my cousins had come all the way from Massachusetts.', 'She was so surprised and pleased that she cried.']","['Were we mistaken!', 'We hit one of the worst traffic jams I have ever encountered.', 'She was so surprised and pleased that she cried.']",an arduous journey with a nice outcome,recalled,it took us four hours to get there.
33SA9F9TRYG7HOBK4RRPTBAZ7U2EW4,3,"My cousins organized a family reunion this June. It was held at the home of my cousin Denise's former husband.  To get there, my partner and I had to travel from our home in the Bronx to Manhattan. We did this by subway. Then we had to take a bus to New Jersey. First, we planned on taking a bus that we did not realize does not run frequently on the weekend. We decided to take the other bus, the one recommended by the host of the party. We missed that bus by a few minutes. When we finally got on the bus, we ran into one of the worst traffic jams I have ever encountered. It took us hours to get to the party. What did turn out nicely was our food contribution. My cousin Charlotte, who lives in Massachusetts, had mentioned in passing that she loves coconut flan. Therefore, I made that to bring to the reunion. We did not tell her that that's what we were bringing. It came out really well, and she loved did, as did her Cuban-born husband. I felt the whole long boring trip was worth the effort when I saw how happy it made her that I had thought of her and made one of her favorite dishes.","I went to my family reunion, and it was an ordeal to get there. The person I'd had in mind when I made the dish I brought loved it, so it was worth the trip!","['My cousins organized a family reunion this June.', 'To get there, my partner and I had to travel from our home in the Bronx to Manhattan.', 'Then we had to take a bus to New Jersey.', 'We decided to take the other bus, the one recommended by the host of the party.', 'We missed that bus by a few minutes.', 'When we finally got on the bus, we ran into one of the worst traffic jams I have ever encountered.', 'It took us hours to get to the party.', 'What did turn out nicely was our food contribution.']","['We missed that bus by a few minutes.', 'When we finally got on the bus, we ran into one of the worst traffic jams I have ever encountered.']",going to my family reunion,retold,"the bus trip took several hours, instead of about one hour"
3QXNC7EIPJHXE2JI39IIU20JH8O09R,2,"I work for Walmart, a company I have been working for the past 3 years. Two weeks ago, I got a promotion. This promotion I had been waiting and hoping for, for the last year. I was finally promoted to Assistant Manager. It was an unexpected early promotion as I was not supposed to get promoted until September, instead I got promoted in July. It really came to a surprise to me that I got the promotion so early. I suppose it was because they really enjoy my line of work and love that I am work-driven and know how to complete tasks in a timely fashion and can be consistent and meet deadlines. At least, I hope that is why they decided to give the promotion to me as early as they did. I am very pleased with my work ethic, I enjoy this company a lot and think that I can bring new and fresh ideas to this company as well as be a great manager. I just didn't think that it would happen because even though I work so hard and I want to do a great job and make sure that I am always on time and I am always striving to be a better version of myself from the day before. I like to do well in the goals and tasks that I have set for myself on a daily basis when it comes to my job, or anything that I do. I am very grateful for this opportunity to be in this new position and so grateful to my employers above me that felt that I deserved this opportunity and are wanting me to progress and grow along side the company. I have put so much time and effort into this place and it's starting to pay off. I know that if I put in the amount of hours, work, and dedication that I can achieve anything and for that I am so proud and honor to be apart of this establishment. I am over the moon about this promotion and I ended up celebrating with my loved ones and family members with a bottle of bubbly berry juice (as I and my family members are not a fan of alcoholic beverages) and we went out to dinner afterwards to celebrate this new chapter of my life.","I received a promotion at work about two weeks ago. The promotion occurred earlier than it was supposed to. I was supposed to be promoted in September, but instead, I was promoted in July.","['Two weeks ago, I got a promotion.', 'I was finally promoted to Assistant Manager.', 'I am over the moon about this promotion and I ended up celebrating with my loved ones and family members with a bottle of bubbly berry juice (as I and my family members are not a fan of alcoholic beverages) and we went out to dinner afterwards to celebrate this new chapter of my life.']","['Two weeks ago, I got a promotion.']",about getting a promotion.,imagined,I got my promotion earlier than expected.
32ZKVD547G9CJNXCKGEXN6TG8BC3BI,1,"The event that recently happened to me was that I received a promotion at work. I was actually promoted earlier than I was supposed to be. I was supposed to be promoted in September of 2019, but instead, I was promoted starting in July of 2019. I was so proud when I heard about my promotion. I have never been promoted in any job before, let alone earlier than normal. It was a normal day when it first happened. I was doing cases, when my supervisor called me into her office. Honestly, I was kind of scared as I didn't know what to expect. I think I thought that maybe I didn't do a case right or my numbers weren't as good as they could have been. Instead, I was greeted by her telling me what a great job I've been doing. She told me that she put in for early promotion for me, and it was approved instantly. I love my job. I also love that I was able to get promoted so early, and I also heard that nobody in a long time has been promoted early like I have. Everyone was proud of me. Even people I don't really talk to that much.","I received a promotion at work about two weeks ago. The promotion occurred earlier than it was supposed to. I was supposed to be promoted in September, but instead, I was promoted in July.","['The event that recently happened to me was that I received a promotion at work.', 'I was actually promoted earlier than I was supposed to be.', 'I was doing cases, when my supervisor called me into her office.', ""Instead, I was greeted by her telling me what a great job I've been doing."", 'She told me that she put in for early promotion for me, and it was approved instantly.']","['I was actually promoted earlier than I was supposed to be.', 'She told me that she put in for early promotion for me, and it was approved instantly.']",A promotion I received,recalled,I got the promotion early.
3NPFYT4IZDQKQ2C1KRDZVX9H4K2XG1,3,"I have loved my promotion. Although I am held to higher standards now, I receive more money. It isn't just about the money, though, because I also am looked at with more esteem as well. People come to me with questions that they need help with. People come to me needing advice on how to work certain cases. It feels truly incredible. My supervisor constantly praises me and makes me feel good to be an employee overall. I love working at my job. The only negative aspect is that now since I'm held to higher standards, making mistakes is seen as worse than if I made a mistake in my older position. I have now been at the job for 11 months, and will be celebrating my 1 year anniversary next month. I can't wait to spend more time at this job. They treat me well, and I have a lot of security here. Everyone is so proud of me. Even my mom, as well as my wife are so proud. It feels so good to live right now.","I received a promotion at work about two weeks ago. The promotion occurred earlier than it was supposed to. I was supposed to be promoted in September, but instead, I was promoted in July.","['People come to me needing advice on how to work certain cases.', 'My supervisor constantly praises me and makes me feel good to be an employee overall.', ""The only negative aspect is that now since I'm held to higher standards, making mistakes is seen as worse than if I made a mistake in my older position.""]",[],A promotion I received early,retold,I am almost to one year worked
340UGXU9DZNBRV814H1YBRDNX5PVUO,1,A few months ago around 3 I was celebrating my birthday. I was having a good time that day I ended up going out to eat twice and I went shopping a few times as well. I was getting things from family and friends all day. I even had a taken a few shots earlier during the day. I normally would never drink as early as I did on my birthday. It was during my last trip to the store that night. I had to go to target to pick up a prescription and a few other things I needed. During my time at Target I ended up running into someone I used to know. I knew this person back from college days at the university. Had a decent amount of time together. we were pretty good friends during that time but it's been years since then. we didn't date or anything but we were close. we had a nice little conversation at the time we met at target. after all was said and done we hugged and talked some more and eventually came to the decision that we would talk to each other again. I was convinced that it was a bad idea then but it turned out to be quite alright.,"I ran into someone that I used to know at a Target while celebrating my birthday earlier this year.  We hugged, talked, and eventually came to the decision that we would talk to each other again.  I was convinced that it was a bad idea but it's turned out to be quite alright.","['A few months ago around 3 I was celebrating my birthday.', 'I was having a good time that day I ended up going out to eat twice and I went shopping a few times as well.', 'I was getting things from family and friends all day.', 'I even had a taken a few shots earlier during the day.', 'I had to go to target to pick up a prescription and a few other things I needed.', 'During my time at Target I ended up running into someone I used to know.', 'after all was said and done we hugged and talked some more and eventually came to the decision that we would talk to each other again.']",['During my time at Target I ended up running into someone I used to know.'],running into my old friend rekindilling the relationship,imagined,having so much fun on my birthday
3YHH42UU5C1SF4KRS6L8ZBREQ3NL02,3,"Two and a half months ago, it was my birthday.  I was celebrating in different ways with family and friends for the most of the day but the last place I expected to be by the end of the night was a Target.  There's this girl I've known for about 13 years now.  During those 13 years we would date, break up, date, break up.  Eventually, the last time it happened, we stopped talking for the longest time period and to me it was like we both finally got the point that it wouldn't work out.  This night, someone wanted to stop really quickly at Target because they needed something to drink and another person wanted to grab something for their phone.  I break off alone and walk through the store to find something in particular and this familiar voice calls my name.  I'm terrified and happy at the same time when I hear it because I know it's her.  I think of all of the pain and heartbreak associated with her and how much I despised her after we stopped talking three years before.  Yet, there she was, saying my name in the gentle yet comforting way she always did and smiling at me like I was something to be proud of.  We walked towards each other, stunned, and embraced one another.  For what seemed like ages, we just held each other and didn't say anything.  Finally, after two minutes or so she whispered in my ear, ""I miss you"".  I walked around with her that night and we talked for a while and caught up.  She told me how awful her life had been going and expressed how she wanted to end it all.  By the end of it all, I unblocked her from my phone and saw older texts flood in.  I ended up calling her again.  It would probably turn out to be a mistake but realistically, even through all of the rough patches, she was the only one that really made sense to me.","I ran into someone that I used to know at a Target while celebrating my birthday earlier this year.  We hugged, talked, and eventually came to the decision that we would talk to each other again.  I was convinced that it was a bad idea but it's turned out to be quite alright.","['Two and a half months ago, it was my birthday.', 'I was celebrating in different ways with family and friends for the most of the day but the last place I expected to be by the end of the night was a Target.', 'This night, someone wanted to stop really quickly at Target because they needed something to drink and another person wanted to grab something for their phone.', 'I break off alone and walk through the store to find something in particular and this familiar voice calls my name.', ""I'm terrified and happy at the same time when I hear it because I know it's her."", 'I think of all of the pain and heartbreak associated with her and how much I despised her after we stopped talking three years before.', 'We walked towards each other, stunned, and embraced one another.', ""Finally, after two minutes or so she whispered in my ear, 'I miss you'."", 'I walked around with her that night and we talked for a while and caught up.', 'She told me how awful her life had been going and expressed how she wanted to end it all.', 'By the end of it all, I unblocked her from my phone and saw older texts flood in.', 'I ended up calling her again.']","['She told me how awful her life had been going and expressed how she wanted to end it all.', 'By the end of it all, I unblocked her from my phone and saw older texts flood in.']",Rekindling a relationship.,recalled,I saw the girl at the store.
3S06PH7KSSQ9OHHHB8RKU32J4LG1DA,2,"Around seven months ago, I was out with friends celebrating my birthday.  It was a fun night overall of catching up and enjoying ourselves.  By the end of the night we find ourselves stopping at Target because a friend needed something out of there.  Everyone else wanted some sort of refreshments so they agreed to stop as well.  So we go in the store and basically split off from one large group.  I find myself heading towards electronics as usual to browse.  A bit after I'm browsing, I realize I need something near sporting goods.  I stop in an isle and I hear a voice call my name.  I froze, caught up in a whirlwind of tons of emotions because I recognized that voice.  It was my ex girlfriend that I'd known for over a decade.  She looked different, like the happiness had been sucked out of her.  She looked tired, really tired and I wondered how she'd been.  She didn't explode with excitement or even move.  Quizzically, she just said my name again.  I greeted her and we embraced.  We hugged for what seemed like 10 minutes and then we finally broke apart and began to catch up.  I tried to keep everything casual but on the inside I felt a bit bad for her and missed her.  She told me about some of the rougher things that were going on and caught me up on what she had been doing.  By the end of it all, I couldn't help but to feel a bit bad but I was happy to have seen her.  We promised to keep in touch and then parted ways again.","I ran into someone that I used to know at a Target while celebrating my birthday earlier this year.  We hugged, talked, and eventually came to the decision that we would talk to each other again.  I was convinced that it was a bad idea but it's turned out to be quite alright.","['Around seven months ago, I was out with friends celebrating my birthday.', 'It was a fun night overall of catching up and enjoying ourselves.', 'By the end of the night we find ourselves stopping at Target because a friend needed something out of there.', 'So we go in the store and basically split off from one large group.', 'I find myself heading towards electronics as usual to browse.', 'I stop in an isle and I hear a voice call my name.', 'I froze, caught up in a whirlwind of tons of emotions because I recognized that voice.', ""It was my ex girlfriend that I'd known for over a decade."", 'I greeted her and we embraced.']","['I stop in an isle and I hear a voice call my name.', 'I froze, caught up in a whirlwind of tons of emotions because I recognized that voice.']",Rekindling a relationship.,retold,I heard an unsuspecting voice call my name
3YMTUJH0DT2XX5AXKGA1X5R9QS2T4X,2,"Dear Diary, I finally have time to write something down. I've been dealing with a lot lately. The other day my wife had a back spasm. I wasn't home at the time but she had went to the emergency room. Helping her with her recovery is rather challenging. It's going to be weeks until shes okay again. She cant walk. I just cant stand the amount of pain shes in right now. We had to spend all of our savings. Luckily because of our daughter at home I'm still able to go to work. If it wasn't for her I'd have to stay home to help my wife with daily activities.  My daughter has been helping out so much I hope her grades don't suffer because of it. We have no choice because otherwise we wont be able to eat. I'm glad my wife is doing better than the day she had the spasm. It was hard to watch while i was in the room with her.","My wife had a back spasm and had to be sent to the ER.  I had to arrange for transportation and costs for treatment.  It was emotionally and financially difficult, but it has been overcome.","['Dear Diary, I finally have time to write something down.', 'The other day my wife had a back spasm.', ""I wasn't home at the time but she had went to the emergency room."", 'Helping her with her recovery is rather challenging.', 'She cant walk.', 'We had to spend all of our savings.', 'We have no choice because otherwise we wont be able to eat.']","['The other day my wife had a back spasm.', ""I wasn't home at the time but she had went to the emergency room.""]",My wife went to the er and it caused issues,imagined,My daughter helped
3AWETUDC93ENROIBBX1NDU28TV7IZO,3,"My event of choice happened a few months ago.  My wife had been having back spasm issues from time to time.  We tried to get state medicaid to cover home care for the problem, but they required her to go to a doctor, which she was not able to do with her condition.  Finally, the problem got so severe that she had a major back spasm that would not relent.  As we had no car, I had to call 911 to get an ambulance to take her to the ER.  There, they verified it was a back spasm related to her herniated disc.  It was an emotionally difficult time for us all.  She was under great pain, so much that she could not speak.  I had to maintain my stress level, as I have high blood pressure, and call to get her treated.  Then, we were told that she would STILL have to go to her PCP to get treatment, but at least they gave her enough pain meds to get her there.  Over the weeks that would follow, there would be many, many consultation visits, scans, and lab works.  It was not easy, but they did finally get her on good meds, a back shot, and therapy...back at the ER that would not allowed to treat us at the start without all of this run around.  The event and following weeks put much financial and emotional strain on us.  It disrupted our ability to earn money, as we had increased bills.  However, it is good to know what the problem was.  Only recently have things approximated the old days.","My wife had a back spasm and had to be sent to the ER.  I had to arrange for transportation and costs for treatment.  It was emotionally and financially difficult, but it has been overcome.","['My event of choice happened a few months ago.', 'My wife had been having back spasm issues from time to time.', 'We tried to get state medicaid to cover home care for the problem, but they required her to go to a doctor, which she was not able to do with her condition.', 'Finally, the problem got so severe that she had a major back spasm that would not relent.', 'As we had no car, I had to call 911 to get an ambulance to take her to the ER.', 'It was an emotionally difficult time for us all.', 'She was under great pain, so much that she could not speak.', 'I had to maintain my stress level, as I have high blood pressure, and call to get her treated.', 'Then, we were told that she would STILL have to go to her PCP to get treatment, but at least they gave her enough pain meds to get her there.', 'Over the weeks that would follow, there would be many, many consultation visits, scans, and lab works.', 'It was not easy, but they did finally get her on good meds, a back shot, and therapy...back at the ER that would not allowed to treat us at the start without all of this run around.', 'The event and following weeks put much financial and emotional strain on us.', 'It disrupted our ability to earn money, as we had increased bills.']","['My event of choice happened a few months ago.', 'We tried to get state medicaid to cover home care for the problem, but they required her to go to a doctor, which she was not able to do with her condition.']",my wife's back spasm's effects on her and our family.,recalled,the doctor was unable to treat her without consultations.
3WYP994K18D7TED5DAQF2K31OA26YV,1,"My wife had a back spasm in which she was unable to move and was in severe pain.  This was a long tern event that had been building and had been getting worse and worse.  We tried get an at home doctor to treat her, feeling that she would be unable to travel to be seen by a doctor.  However, they would not approved such a doctor, without seeing her PCP first.  I called 911, and the ambulance took her to the ER, where they gave her meds, which helped the back.  They also gave her enough meds to get her to the PCP to be seen.  However, the PCP needed to send her for a referral for her MRI test.  At first, Soonercare denied the MRI.  Then, after we put pressure on them they approved.  She had her scan, and the doctor sent her to another place for the back evaluation.  Then, they scheduled another place for the back shot.  After many trips and different places, she was able to get around a little bit.  It was very frustrating and financially difficult for us, as she provides a lot of family income.  It is still not fixed, as she cannot get approved for a survery, even though they see the problem.  Her therapy appointments are used up, too.  So, she is back on just resting on meds.","My wife had a back spasm and had to be sent to the ER.  I had to arrange for transportation and costs for treatment.  It was emotionally and financially difficult, but it has been overcome.","['My wife had a back spasm in which she was unable to move and was in severe pain.', 'We tried get an at home doctor to treat her, feeling that she would be unable to travel to be seen by a doctor.', 'However, they would not approved such a doctor, without seeing her PCP first.', 'I called 911, and the ambulance took her to the ER, where they gave her meds, which helped the back.', 'They also gave her enough meds to get her to the PCP to be seen.', 'At first, Soonercare denied the MRI.', 'She had her scan, and the doctor sent her to another place for the back evaluation.', 'After many trips and different places, she was able to get around a little bit.']","['My wife had a back spasm in which she was unable to move and was in severe pain.', 'However, they would not approved such a doctor, without seeing her PCP first.', 'At first, Soonercare denied the MRI.']","My wife had a back spasm, caused by her herniated disc.",retold,I was surprised Soonercare was so hard to get to cover expenses.
36WLNQG780WFTLD990VT6XXDZVMBER,1,"About three months ago after a long ongoing search, I found something of value to me. This was the home of my dreams! I had done it, I had gone through all of the things I needed to do to get to this point in life, too. I made myself proud and others as well. It was a long and gruelly process but sometimes the things that take the longest to transpire are worth the wait. One of the most interesting things that happened during the search was the most memorable ever for me. This was when I met my long time friend from years ago again. His name is Pete. Somehow we lost contact. He and I went to High School together, when we met again he told me about a house that was up for sale after meeting him again in a grocery store. He only lived about two blocks away. Since then we have gotten together a few more times and plan to date again. Now I can truly say I am happy with what I have chosen, and this house will be mine to live in for the rest of my life. Not only that but I have rekindled a good friendship that might turn out to be something more.  This is what intriques me about life in general.",I spent a long time finding a house to purchase. At the very end of the process I found the perfect house for me and bought it.,"['About three months ago after a long ongoing search, I found something of value to me.', 'One of the most interesting things that happened during the search was the most memorable ever for me.', 'This was when I met my long time friend from years ago again.', 'Since then we have gotten together a few more times and plan to date again.']","['About three months ago after a long ongoing search, I found something of value to me.']",an old friend telling me about where to get a house.,imagined,an old friend I re-met again helping me find the house I needed to buy
3RUIQRXJBCA5C09DHZ7RXVJ2KI8LLA,3,"What a day! About three months ago something amazing happened to me. I bought my first home! The process was a long and drawn out one but so worth it in the end. I looked at house after house after house and finally settled on the perfect one for me. I started the process months before I actually purchased. It took a long time finding a home because I am so indecisive and I didn't want to make a mistake and buy something I would hate in the future. This caused me to want to see any and everything that was available. Even after I thought I had seen it as I contemplated which house to purchase I couldn't decide. I received a phone call from my realtor a few days after all the showings available to me were over and she communicated to me that there was one brand new listing that we had not seen. This turned out to be the one. It was everything I wanted and dreamed of when I first started the process of buying a home. I was in love with the house and put in an offer immediately. My offer was accepted and sometime later I moved in and have been loving life ever since. I don't want to live anywhere else. Although this was a daunting task, I wouldn't change how it all played out.",I spent a long time finding a house to purchase. At the very end of the process I found the perfect house for me and bought it.,"['About three months ago something amazing happened to me.', 'I bought my first home!', 'I received a phone call from my realtor a few days after all the showings available to me were over and she communicated to me that there was one brand new listing that we had not seen.', 'My offer was accepted and sometime later I moved in and have been loving life ever since.']",['About three months ago something amazing happened to me.'],the process of purchasing my first home.,recalled,I realize the amount of time I spent looking for a home.
3YZ8UPK3VU8FSM21D06TLZPYLMNUCN,2,"After years of saving and waiting I was finally ready to buy my first home. This was a long and sometimes painful process but a good experience nonetheless. I viewed tons of homes and could not find the one for me. I searched and searched and just couldn't find that one that stood out from the rest. Finally, after what felt like an eternity of searching I was ready to give up. I was exhausted from searching and just didn't want to do it anymore. The last house on my viewing list was the one! It was perfect for me. I ended up putting an offer in on the house and the sellers accepted. There were a few things that needed to be done and a few things that needed updating but the house was exactly what I was looking for. This experience taught me to never give up. I couldn't have been happier. It was a long time coming. Finally, my house hunting journey was over. I have been living in this home ever since and I love it.",I spent a long time finding a house to purchase. At the very end of the process I found the perfect house for me and bought it.,"['After years of saving and waiting I was finally ready to buy my first home.', 'I ended up putting an offer in on the house and the sellers accepted.']",[],the process of purchasing my first home.,retold,I realize the amount of time I spent looking for a home.
36U2A8VAG2LESTYUFEKGC38JEHBKYG,2,"I worked so hard for this promotion.  But I didn't expect that I would be working even harder after. It also requires I move to another state. This was five months ago and wow! It's been quite a ride!  I have never lived this far away from my family so it's been scary and hard not having them here to support me.  I miss my mom so badly  and I miss my friends.  At my age I didn't realize how much I still needed my m'om!  I'm making new friends here but I still spend more time alone than I want.    I think I might get a cat from the shelter to keep me company, i spend so much time at the office that I don't have a ton of time alone. It's mainly on weekends when I would be out with friends or having dinner with my parents. I love my new job even though it's so fast paced. I feel like I'm making an impact already. I got a nice raise with the promotion and am able to save money at a pace I never thought I could. I should be able to move from my apartment into a house within the next two years.  I'm glad I took the promotion even though it required that I move.  And I am flirting with my cute neighbor and think he's going to ask me out..","I got a promotion at work, working for a department that did more than three times my current volume.  I also moved to a new state for the first time.","['I worked so hard for this promotion.', ""But I didn't expect that I would be working even harder after."", 'It also requires I move to another state.', 'I miss my mom so badly  and I miss my friends.', ""I'm making new friends here but I still spend more time alone than I want."", 'I got a nice raise with the promotion and am able to save money at a pace I never thought I could.']",['It also requires I move to another state.'],Getting adjusted to a new job in a new city,imagined,I realized how much I missed my mom even though I am an adult
3K9FOBBF2I5V00CYTCN6ANNRZJINLA,3,"I have been working hard and about 5 months ago I was invited to interview for a promotion.  It was intimidating to be chosen for this opportunity but I felt ready.  I have been with the company for twelve years but this was still a shock.  I spent some time reviewing numbers and practices my answers.  I felt the interview went well and I was excited.  When I got the call I still remember being on my bed and I could not smiling.  The other scary part was moving.  I went away to collage but I lived in the same city I grew up in.  I do not know anyone in the new city and would be away from family.  There was also a time crunch.  I would need to move out of my current house and get a new one within 2 weeks.  I did not have time to visit the city before I moved and found an apartment online.  I looked online and asked a few co-workers that live in the city but it was still a nervous process.  What I decided on was close to work but still in a safe neighborhood.  The process was fast and made me nervous put I was glad it happened.  I looked at the process as a challenge but also a reward for my hard work.  I am currently still in the position and live in the new city, which means I think about it all the time.  Sometimes I think about what it would be like if I stayed but I try not to go that way.","I got a promotion at work, working for a department that did more than three times my current volume.  I also moved to a new state for the first time.","['I have been working hard and about 5 months ago I was invited to interview for a promotion.', 'When I got the call I still remember being on my bed and I could not smiling.', 'The other scary part was moving.', 'There was also a time crunch.', 'I would need to move out of my current house and get a new one within 2 weeks.', 'What I decided on was close to work but still in a safe neighborhood.']","['I have been working hard and about 5 months ago I was invited to interview for a promotion.', 'When I got the call I still remember being on my bed and I could not smiling.', 'I would need to move out of my current house and get a new one within 2 weeks.']",getting a promotion and moving,recalled,I got the promotion
3L2IS5HSFB4YJQZS2QF71AJANUWNU4,1,This move is much different than I thought it would be.  It has been hard to adjust to a new environment.  There is too much pressure and I feel like I am failing. I see others do much better than me and take on more responsibility.  I want to do well but I don't know if I can do it.  Anytime that I feel like I am making progress there are more steps back.  More of what I want to do seems out of reach.  I am afraid that it was a mistake.  My life back home was easier.  It was easier to do the same thing again and again. It was easier to have the same places to go and not be too concerned about what to do next. I would like an easier job.  I received a raise but not by much.  I am not sure if it was worth it but I am here now.  I cannot change the past and I need to move forward.  The was is not what I expected.,"I got a promotion at work, working for a department that did more than three times my current volume.  I also moved to a new state for the first time.","['This move is much different than I thought it would be.', 'I received a raise but not by much.']",['I received a raise but not by much.'],how I am adjusting at a new job.,retold,I started to now do well
384PI804XTNFJHFHCFI9BX59IBAS0U,1,"We have been married for ten years now. He was the best man I have ever met. Although he was not particularly fond of anniversaries, he was keen on celebrating our ten year anniversary. Three month ago, we had the best time of our lives (I can say it was sweeter than my wedding itself). We have been planning for weeks. I got a nice hall and got a decorator to make it colorful. We invited friends and family through word of mouth and on phone and everyone was eager to grace the occasion. On the d-day, he took me to a nice restaurant for breakfast. My sister later came in that day. He assisted with the cookies I was making. I already negotiated with a restaurant to supply us a nice meal. Around 4 pm, family and friends were welcomed with love genre songs to which everyone flowed. The elderly ones holding their spouse and swinging to all directions slowly. The younger ones eyeing each other and making advances. We watched from a corner as everything was unfolding. My best friend gave a funny speech and everyone laughed their hearts out. It was my turn to say something about my husband. I couldn't manage a minute before tears of joy started rolling down my cheeks. I was greatly overwhelmed by how awesome he has been in our first ten years together. We took the vows and everyone found their way home.",My husband and I renewed our wedding vows for our ten year anniversary. Family and friends and attended and all had a great time.,"['Although he was not particularly fond of anniversaries, he was keen on celebrating our ten year anniversary.', 'Three month ago, we had the best time of our lives (I can say it was sweeter than my wedding itself).', 'I got a nice hall and got a decorator to make it colorful.', 'On the d-day, he took me to a nice restaurant for breakfast.', 'My sister later came in that day.', 'He assisted with the cookies I was making.', 'Around 4 pm, family and friends were welcomed with love genre songs to which everyone flowed.', 'My best friend gave a funny speech and everyone laughed their hearts out.', ""I couldn't manage a minute before tears of joy started rolling down my cheeks."", 'We took the vows and everyone found their way home.']","['Although he was not particularly fond of anniversaries, he was keen on celebrating our ten year anniversary.', 'Three month ago, we had the best time of our lives (I can say it was sweeter than my wedding itself).', 'My best friend gave a funny speech and everyone laughed their hearts out.']",our how anniversary went.,imagined,I broke down into tears as I tried to speak.
35BLDD71I7JSDU2BA406SJS2Z88VZN,3,"My husband and I celebrated out tenth anniversary three months ago in May. We wanted to do something special to commemorate our love and devotion. We decided to renew our vows in front of friends and family. We all traveled to Charleston, South Carolina. It is a romantic town with personality and history. We thought it would be fitting for our relationship. It was a romantic weekend of love and memories. We had 40 guests from all over the country. We spent the weekend eat, drinking, and being merry. We shopped and hit all of the tourist destinations. Everyone had a blast spending time together. Our actual renewal ceremony was lovely. I wore a white dress and our kids were in the bridal party. There were beautiful floral arrangements and a huge vanilla cake. I was thrilled to have our children present to partake in the family love.",My husband and I renewed our wedding vows for our ten year anniversary. Family and friends and attended and all had a great time.,"['My husband and I celebrated out tenth anniversary three months ago in May.', 'We decided to renew our vows in front of friends and family.', 'We all traveled to Charleston, South Carolina.', 'We spent the weekend eat, drinking, and being merry.', 'We shopped and hit all of the tourist destinations.']",['We decided to renew our vows in front of friends and family.'],my wedding vow renewal.,recalled,all of our guests accepted the invitation and came to the party.
