,gold,pred_text-davinci-003,pred_flan-ul2,pred_chatgpt,post
228,"{'victim': 'james mcdade', 'place': 'undefined', 'killer': 'undefined', 'medicalissue': 'undefined'}","{'Victim': 'James McDade', 'Place': 'The Mulberry Bush and The Tavern in The Town', 'Killer': 'IRA', 'MedicalIssue': 'maimed for life'}",Conway said the bombings were in revenge for the death of IRA bomber James McDade,"{'Victim': 'civilians', 'Place': 'Birmingham pub bombings', 'Killer': 'IRA', 'MedicalIssue': 'injured, many maimed for life'}","Get all the latest politics news Subscribe Thank you for subscribing We have more newsletters Show me See our privacy notice Invalid Email One of the IRA ’ s most senior former officers has admitted for the first time that the terror group is responsible for the Birmingham pub bombings . Kieran Conway , who was head of the IRA ’ s intelligence - gathering department in the 1970s , broke a 40 - year silence by the organisation to make the admission . He admitted he was “ appalled and ashamed ” because he claimed the bombing of civilians went against everything it stood for . He said the attacks on The Mulberry Bush and The Tavern in The Town had been in revenge for the <tgr>death <tgr>of IRA bomber James McDade . At first he feared that the timing of the attacks - with very little warning - had been deliberate because “ tempers were high ” . But he was later told that the IRA unit involved had tried to use “ a succession of phone boxes ” which were out of order , significantly delaying the bomb - warning call . Video Loading Video Unavailable Click to play Tap to play The video will start in 8 Cancel Play now Listen to our recreation of the Birmingham pub bombings warning call - made to the Birmingham Post & Mail newsroom Conway , who makes the admissions in his new memoir , also revealed that soon after the bombings the IRA ’ s England Operational Commander and his adjutant “ made it back home ” to Dublin for an urgent de - brief and to assess the impact of the disaster as far as the terrorists were concerned . Birmingham pub bombings : Minute by minute - 24 hours that changed our city forever Funding for the terrorists dried up almost overnight and the bombings , which left 21 dead and almost 200 injured , including many maimed for life , cost them hugely in the propaganda war . And in an interview he confirmed that the IRA hierarchy in Dublin knew all along that the six Irishmen arrested for the explosions were innocent “ from the get go , from the very start . ” 

{'Victim': 'BLANK', 'Place': 'BLANK', 'Killer': 'BLANK', 'MedicalIssue': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
232,"{'victim': 'some', 'injurer': 'undefined', 'instrument': 'undefined', 'bodypart': 'undefined', 'medicalcondition': 'undefined', 'place': 'undefined'}","{'Victim': '23 civilians and 10 off-duty soldiers', 'Injurer': 'Balcombe Street Gang', 'Instrument': 'Time Bomb', 'BodyPart': 'Limbs', 'MedicalCondition': 'Injuries', 'Place': 'Caterham Arms public house in Caterham, Surrey'}","['Caterham Arms bombing', 'Victim': 'BLANK', 'Injurer': 'BLANK', 'Instrument': 'BLANK', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'BLANK']","{'Victim': '23 civilians and 10 off-duty soldiers', 'Injurer': 'The Balcombe Street Gang', 'Instrument': '7lb bomb', 'BodyPart': 'At least three soldiers losing limbs', 'MedicalCondition': 'Serious injuries', 'Place': 'Caterham Arms public house in Caterham, Surrey'}","In February 1975 the Provisional Irish Republican Army agreed to a truce and ceasefire with the British government and the Northern Ireland Office . Seven "" incident centres "" were established in Irish nationalist areas in Northern Ireland to monitor the ceasefire and the activity of the security forces . Before the truce , the IRA active service unit ( ASU ) later dubbed the Balcombe Street Gang ( due to the December 1975 Balcombe Street siege ) had been carrying out bomb and gun attacks in Southern England since autumn 1974 , mostly in and around London . Their last previous attack was an assassination attempt on former Prime Minister Edward Heath but he was not home when the attackers threw a bomb into his bedroom window on 22 December 1974 . == The bombing == The Balcombe Street Gang planted a time bomb in the Caterham Arms public house in Caterham , Surrey . The IRA unit placed the 7lb bomb in a duffel bag under a seat . There was no warning and the bomb exploded at 9 : 20 , injuring 23 civilians and 10 off - duty soldiers . The pub was used by members of the Welsh Guards who were based at the barracks nearby . Some of the <tgr>injuries <tgr>were very serious , with at least three soldiers losing limbs . The blast blew the roof off the pub in the process . This attack marked the start of a renewed bombing campaign ( Phase Two ) in England and the end of the truce with the British Government . The next day , the same IRA unit exploded a bomb in Oxford Street , injuring several people . == Aftermath == One of the police officers in charge of the investigation into the bombing described it as a "" carbon copy "" of the Guildford pub bombings in October 1974 for which four people were already serving their sentences . The cell ' s campaign would continue until December 1975 when they were caught at the siege of Balcombe Street . The unit would eventually end up planting close to 50 bombs in London and elsewhere in southern England and carrying out several shootings which , along with the bombings , caused the deaths of nearly 20 people , injured hundreds and caused millions of pounds worth of damage to property . 

{'Victim': 'BLANK', 'Injurer': 'BLANK', 'Instrument': 'BLANK', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
217,"{'victim': '21', 'place': 'undefined', 'killer': 'undefined', 'medicalissue': 'undefined'}","{'Victim': '21 dead', 'Place': 'Birmingham pub bombings', 'Killer': 'IRA', 'MedicalIssue': 'almost 200 injured, including many maimed for life'}","Conway said he was told that the IRA had tried to use a succession of phone boxes which were out of order, significantly delaying the bomb - warning call.","{'Victim': '21 dead and almost 200 injured, including many maimed for life', 'Place': 'Birmingham', 'Killer': 'IRA', 'MedicalIssue': 'maimed for life'}","At first he feared that the timing of the attacks - with very little warning - had been deliberate because “ tempers were high ” . But he was later told that the IRA unit involved had tried to use “ a succession of phone boxes ” which were out of order , significantly delaying the bomb - warning call . Video Loading Video Unavailable Click to play Tap to play The video will start in 8 Cancel Play now Listen to our recreation of the Birmingham pub bombings warning call - made to the Birmingham Post & Mail newsroom Conway , who makes the admissions in his new memoir , also revealed that soon after the bombings the IRA ’ s England Operational Commander and his adjutant “ made it back home ” to Dublin for an urgent de - brief and to assess the impact of the disaster as far as the terrorists were concerned . Birmingham pub bombings : Minute by minute - 24 hours that changed our city forever Funding for the terrorists dried up almost overnight and the bombings , which left 21 <tgr>dead <tgr>and almost 200 injured , including many maimed for life , cost them hugely in the propaganda war . And in an interview he confirmed that the IRA hierarchy in Dublin knew all along that the six Irishmen arrested for the explosions were innocent “ from the get go , from the very start . ” Now , Julie and Brian Hambleton , who lost their sister Maxine in the bombings and lead the city ’ s Justice4the21 campaign , called on West Midlands Police and David Cameron to take immediate action . Julie said : “ I am expecting West Midlands Police Chief Constable Chris Sims and West Midlands Police Force to interview with Mr Conway with immediate effect . “ And I hope that Mr Cameron , who a week ago told The House of Commons that the pub bombers must be found , takes note of this development and ensures that the police follow this through . ” Brian added : “ The police keep saying they won ’ t do anything because there is no fresh evidence . Well , here it is in black and white . It ’ s an admission . They have got to do something with this information . ” 

{'Victim': 'BLANK', 'Place': 'BLANK', 'Killer': 'BLANK', 'MedicalIssue': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
74,"{'attacker': 'undefined', 'target': 'undefined', 'instrument': 'undefined', 'explosivedevice': 'undefined', 'place': 'erawan shrine'}","{'Attacker': 'Thai Authorities', 'Target': 'Erawan Shrine', 'Instrument': 'Bomb', 'ExplosiveDevice': 'Bombs', 'Place': 'Bangkok'}","A Bangkok military court has indicted two men accused of carrying out the August 17 bombing at a popular shrine that killed 20 people. The court on Tuesday indicted Bilal Mohammed and Mieraili Yusufu on 10 counts connected to the blast, including conspiracy to explode bombs and commit premeditated murder. Thailand authorities have not officially named the bombing of Erawan Shrine an act of terror, and accordingly neither suspect was charged specifically with terrorism. Police issued 17 arrest warrants following the bombing but only Bilal and Mieraili have been detained. They are described as ethnic Uighurs, a minority group based in China's Xinjiang region. They have been held in custody since their arrests in late August and early September. Thai officials have said the blast was carried out by a people - smuggling gang seeking revenge on Thai authorities for cracking down on their operation.","{'Attacker': 'People-smuggling gang', 'Target': 'Thai authorities', 'Instrument': 'Explosion', 'ExplosiveDevice': 'Bomb', 'Place': 'Erawan Shrine, Bangkok'}","Thai Authorities Indict 2 Over August Shrine Attack A Bangkok military court has indicted two men accused of carrying out the August 17 bombing at a popular shrine that killed 20 people . The court on Tuesday indicted Bilal Mohammed and Mieraili Yusufu on 10 counts connected to the blast , including conspiracy to explode bombs and commit premeditated murder . Thailand authorities have not officially named the bombing of Erawan Shrine an act of terror , and accordingly neither suspect was charged specifically with terrorism . Police issued 17 arrest warrants following the bombing but only Bilal and Mieraili have been detained . They are described as ethnic Uighurs , a minority group based in China ' s Xinjiang region . They have been held in custody since their arrests in late August and early September . Thai officials have said the blast was carried out by a people - smuggling gang seeking revenge on Thai authorities for cracking down on their operation . The August 17 <tgr>blast <tgr>at the Erawan Shrine - a popular tourist destination - was one of the most deadly acts of violence in Bangkok in decades , and left 20 people dead and more than 120 injured . Of the dead , 14 were tourists . The attack shocked the residents of the capital because of the apparent randomness , which drove home the point that no place is immune to acts of terror . Authorities , however , have declined to call it an act of terrorism out of apparent fear that it would hurt the country ' s huge tourism industry . Police initially appeared at first to be at a loss , but soon claimed success with a series of raids and two arrests . Arrest warrants have been issued for 15 others . The two suspects were brought to the court in handcuffs wearing brown prison garb . Members of the media were not allowed to enter the court and the indictments took place before the two suspects arrived , said defense lawyer Chuchart Kanpai . Doubts about motive 

{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
150,"{'identifier': 'undefined', 'identifiedobject': 'drone', 'identifiedrole': 'undefined', 'place': 'undefined'}","{'Identifier': 'Yasuo Yamamoto', 'IdentifiedObject': 'drone', 'IdentifiedRole': 'suspect', 'Place': 'Prime Minister's Office'}","The small drone found Wednesday had traces of radiation and triggered fears of potential terrorist attacks using unmanned aerial devices, the prime ministers'office has said.","{    ""Identifier"": ""Japanese police arrest man for landing radioactive drone on prime minister's office"",    ""IdentifiedObject"": ""Yasuo Yamamoto"",    ""IdentifiedRole"": ""arrested on suspicion of flying the drone and obstructing duties at the prime minister's office"",    ""Place"": ""Fukui, Japan""}","By MARI YAMAGUCHI , Associated Press TOKYO ( AP ) — Japanese police have arrested a man who admitted to landing a drone with low - level radioactive sand on the roof of the prime minister ' s office to protest the government ' s nuclear energy policy , officials said Saturday . Tokyo metropolitan police said Yasuo Yamamoto , 40 , turned himself in to authorities late Friday in Fukui in western Japan . The small drone <tgr>found <tgr>Wednesday had traces of radiation and triggered fears of potential terrorist attacks using unmanned aerial devices , the prime ministers ' office has said . The infiltration at Japan ' s political headquarters has also raised questions over the level of security there . No one was injured and Prime Minister Shinzo Abe was traveling at the time of the incident . Police said Yamamoto was arrested on suspicion of flying the drone and obstructing duties at the prime minister ' s office . He has not been indicted and faces further questioning . Public broadcaster NHK said police quoted the unemployed man as saying he did it to protest the government ' s nuclear energy policy . Fukui is home to about a quarter of Japan ' s 48 reactors , which are currently all offline following the 2011 tsunami - triggered Fukushima plant disaster . Abe ' s administration wants to restart as many of the idled plants as possible . The drone was carrying a small camera and a plastic bottle containing what police suspect was the source of radioactive cesium , levels of which were too low to affect humans or the environment . The suspect said he used the sand from an unspecified location in Fukushima , where radiation levels are still high due to fallouts from the Fukushima Dai - ichi meltdowns , NHK said . The government has set up a task force to work on regulations for the use of small drones while ensuring the security of key government facilities . Drones have become increasingly popular in Japan for industrial , service and entertainment use . At a meeting Friday , task force members cautioned against excessive restrictions on the emerging market for drones . 

{'Identifier': 'BLANK', 'IdentifiedObject': 'BLANK', 'IdentifiedRole': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
89,"{'attacker': 'undefined', 'target': 'victims', 'instrument': 'undefined', 'explosivedevice': 'undefined', 'place': 'undefined'}","{'Attacker': 'Unknown', 'Target': 'Government office, civilians', 'Instrument': 'Roadside bombs, car bomb, suicide attack', 'ExplosiveDevice': 'Bomb', 'Place': 'Taji, Baghdad, Husseiniyah, Yarmouk, Tarmiyah'}","'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'","{'Attacker': 'BLANK', 'Target': 'emergency responders', 'Instrument': 'roadside bombs, car bomb, suicide attack', 'ExplosiveDevice': 'car bomb', 'Place': 'Taji'}{'Attacker': 'BLANK', 'Target': 'government office responsible for producing identity papers', 'Instrument': 'car bomb', 'ExplosiveDevice': 'car bomb', 'Place': 'Sadr City'}{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'car bomb', 'ExplosiveDevice': 'car bomb', 'Place': 'Husseiniyah'}{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'car bomb', 'ExplosiveDevice': 'car bomb', 'Place': 'Yarmouk'}{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'car bomb', 'ExplosiveDevice': 'car bomb', 'Place': 'Tarmiyah'}","Officials said at least 214 people were wounded in 27 different attacks launched in 18 cities , shattering a relative calm which had held in the lead - up to the start on Saturday of the holy Muslim fasting month of Ramadan . In Monday ' s deadliest attack -- a string of roadside bombs and a car bomb followed by a suicide attack targeting emergency responders in the town of Taji -- at least 42 people were killed and 40 wounded , according to two medical officials . "" I heard explosions in the distance so I left my house and I saw a car outside , "" said 40 - year - old Taji resident Abu Mohammed , who added that police inspectors concluded the vehicle was a car bomb . "" We asked the neighbors to leave their houses , but when they were leaving , the bomb went off . "" Abu Mohammed said he witnessed the deaths of an elderly woman carrying a newborn baby and of the policeman who had first concluded the car was packed with explosives . An Agence France Presse reporter at the scene said a row of houses were completely <tgr>destroyed <tgr>, and residents were rummaging through the rubble in search of victims and their belongings . In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City killed at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted . Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . 

{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
270,"{'victim': 'soldiers', 'injurer': 'undefined', 'instrument': 'undefined', 'bodypart': 'undefined', 'medicalcondition': 'undefined', 'place': 'undefined'}","{'Victim': '23 civilians and 10 off-duty soldiers', 'Injurer': 'Balcombe Street Gang', 'Instrument': 'time bomb', 'BodyPart': 'limbs', 'MedicalCondition': 'injuries', 'Place': 'Caterham Arms public house in Caterham, Surrey'}","['Caterham Arms bombing', 'Victim': 'BLANK', 'Injurer': 'BLANK', 'Instrument': 'BLANK', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'BLANK']","{'Victim': '23 civilians and 10 off-duty soldiers', 'Injurer': 'The Balcombe Street Gang', 'Instrument': '7lb bomb', 'BodyPart': 'At least three soldiers losing limbs', 'MedicalCondition': 'Serious injuries', 'Place': 'Caterham Arms public house in Caterham, Surrey'}","In February 1975 the Provisional Irish Republican Army agreed to a truce and ceasefire with the British government and the Northern Ireland Office . Seven "" incident centres "" were established in Irish nationalist areas in Northern Ireland to monitor the ceasefire and the activity of the security forces . Before the truce , the IRA active service unit ( ASU ) later dubbed the Balcombe Street Gang ( due to the December 1975 Balcombe Street siege ) had been carrying out bomb and gun attacks in Southern England since autumn 1974 , mostly in and around London . Their last previous attack was an assassination attempt on former Prime Minister Edward Heath but he was not home when the attackers threw a bomb into his bedroom window on 22 December 1974 . == The bombing == The Balcombe Street Gang planted a time bomb in the Caterham Arms public house in Caterham , Surrey . The IRA unit placed the 7lb bomb in a duffel bag under a seat . There was no warning and the bomb exploded at 9 : 20 , injuring 23 civilians and 10 off - duty soldiers . The pub was used by members of the Welsh Guards who were based at the barracks nearby . Some of the injuries were very serious , with at least three soldiers <tgr>losing <tgr>limbs . The blast blew the roof off the pub in the process . This attack marked the start of a renewed bombing campaign ( Phase Two ) in England and the end of the truce with the British Government . The next day , the same IRA unit exploded a bomb in Oxford Street , injuring several people . == Aftermath == One of the police officers in charge of the investigation into the bombing described it as a "" carbon copy "" of the Guildford pub bombings in October 1974 for which four people were already serving their sentences . The cell ' s campaign would continue until December 1975 when they were caught at the siege of Balcombe Street . The unit would eventually end up planting close to 50 bombs in London and elsewhere in southern England and carrying out several shootings which , along with the bombings , caused the deaths of nearly 20 people , injured hundreds and caused millions of pounds worth of damage to property . 

{'Victim': 'BLANK', 'Injurer': 'BLANK', 'Instrument': 'BLANK', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
98,"{'communicator': 'ivan duque', 'recipient': 'cuba', 'topic': 'undefined', 'place': 'undefined'}",Communicator: Ivan DuqueRecipient: CubaTopic: Extradite the rebelsPlace: Bogota,Colombia asks Cuba to hand over rebels after deadly car bombing,"{    ""Communicator"": ""Colombia"",    ""Recipient"": ""Cuba"",    ""Topic"": ""Request to extradite ELN rebels after car bombing in Bogota"",    ""Place"": ""Havana""}","Cuba sidesteps Colombia ’ s request to extradite the rebels after Bogota blames the group for Thursday ’ s car bombing . Colombia has asked Cuba to hand over the rebels affiliated with National Liberation Army ( ELN ) , who were in Havana for peace talks , after a deadly car bombing in Bogota was blamed on the group . Conservative President Ivan Duque <tgr>urged <tgr>Communist - ruled Cuba , a host and one of the guarantors of the peace process , to send home the ELN rebels in Havana . Cuba ’ s foreign minister said in a tweet late on Friday that the country would respect the protocols of the negotiations it had been hosting and was consulting with both parties and the guarantors of the talks . On Friday , Colombia blamed the leftist ELN for the bombing of a police academy in Bogota that killed 20 people as well as the attacker , dealing a big blow to the peace process . 190102132047518 Duque then announced that he was reinstating arrest warrants for 10 ELN members , who are part of the group ’ s delegation to the Cuba talks . The talks were aimed at ending more than five decades of fighting by the Marxist - inspired group . Duque said that Cuba must not protect the rebels . The police academy car bombing “ was a crime that violated human rights and no such act deserves [ Cuba acting ] to avoid justice being done ” , Duque said while giving a speech in Tolima . Colombians , including Duque , planned to join in a march on Sunday to protest against the car bombing , the worst such attack in the country in 16 years . Last rebel group In November , Colombia asked Cuba to capture ELN rebel commander Nicolas Rodriguez and provide information about the presence of other commanders in the Cuban territory . The government in Bogota also asked Havana to act on an Interpol Red Notice against Rodriguez . The Cuban government did not respond publicly to that request or made a statement about the issue . Colombia has experienced several years of relative calm since the 2016 peace accord signed by then - President Juan Manuel Santos and the Revolutionary Armed Forces of Colombia ( FARC ) fighters . 190118182118648 

{'Communicator': 'BLANK', 'Recipient': 'BLANK', 'Topic': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
253,"{'victim': 'people', 'injurer': 'he', 'instrument': 'undefined', 'bodypart': 'undefined', 'medicalcondition': 'undefined', 'place': 'undefined'}","{'Victim': '30 people', 'Injurer': 'Ahmad Khan Rahimi', 'Instrument': 'explosive device', 'BodyPart': 'BLANK', 'MedicalCondition': 'coughing fits', 'Place': 'Manhattan'}","Accused New York bomber Ahmad Khan Rahimi pleaded not guilty on Thursday to federal charges that he set off an explosive device in September on a crowded city street, tgr>injuring tgr>30 people.","{'Victim': 'BLANK', 'Injurer': 'Ahmad Khan Rahimi', 'Instrument': 'explosive device', 'BodyPart': 'BLANK', 'MedicalCondition': 'injuring', 'Place': 'Manhattan'}","Accused New York City Bomber Pleads Not Guilty Accused New York bomber Ahmad Khan Rahimi pleaded not guilty on Thursday to federal charges that he set off an explosive device in September on a crowded city street , <tgr>injuring <tgr>30 people . Wearing a dark blue jump suit , Rahimi , 28 , shuffled slowly into federal court in Manhattan and had several coughing fits during the brief hearing . He suffered serious injuries in a shootout with police two days after the bombing . He spoke only once , when U . S . District Judge Richard Berman asked him to confirm that he intended to plead not guilty to an eight - count indictment filed on Wednesday . "" Yes , sir , "" Rahimi said . Prosecutors have accused the Afghan - born U . S . citizen of setting off an explosion in Manhattan ' s Chelsea neighborhood on Sept . 17 . It did not kill anyone but hurt 30 people . The attack came hours after authorities say another pipe bomb planted by Rahimi went off along the course of a charity road race in New Jersey , although that detonation did not injure anyone . Federal prosecutors also say Rahimi left another bomb in Chelsea that did not go off and several explosive devices in a bag at a train station in Elizabeth , New Jersey . In addition to the New York indictment , Rahimi faces charges from federal and state prosecutors in New Jersey . He was captured after a manhunt that ended when police officers discovered him sleeping in the doorway of a bar in Linden , New Jersey . The confrontation left him with several gunshot wounds , delaying the filing of federal charges and forcing him to make his first court appearance in New Jersey from a hospital bed . Assistant U . S . Attorney Nicholas Lewin told Berman that prosecutors had compiled video clips showing Rahimi ' s movements on the day of the bombings , including leaving his house carrying bags , walking on West 23rd Street where the device went off and planting the second bomb on West 27th Street . He also said the government has records showing Rahimi purchased bomb components online and DNA evidence tying him to the bombs . 

{'Victim': 'BLANK', 'Injurer': 'BLANK', 'Instrument': 'BLANK', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
113,"{'communicator': 'they', 'recipient': 'undefined', 'instrument': 'undefined', 'topic': 'undefined', 'place': 'undefined'}","{'Communicator': 'Taliban', 'Recipient': 'people', 'Instrument': 'suicide bombings', 'Topic': 'discourage people from voting in the upcoming presidential elections', 'Place': 'Charikar and Kabul, Afghanistan'}"," 'Communicator': 'BLANK', 'Recipient': 'BLANK', 'Instrument': 'BLANK', 'Topic': 'BLANK', 'Place': 'BLANK'","{'Communicator': 'Taliban', 'Recipient': 'Unknown', 'Instrument': 'Suicide bombings', 'Topic': 'Attacks on political rally and near US embassy in Afghanistan', 'Place': 'Charikar and Kabul, Afghanistan'}","On 17 September 2019 , two suicide bombings killed over 48 people in Charikar and Kabul , Afghanistan . The first attack occurred at a rally for president Ashraf Ghani which killed over 26 and wounded over 42 . Ghani was unharmed in the incident . The second bombing occurred in Kabul near the US embassy . In this incident 22 were killed and another 38 were injured in the explosion . Children and women are among the dead and wounded in both attacks , also multiple soldiers were killed . The Taliban claimed responsibility for the attacks , and <tgr>said <tgr>they will commit more attacks to discourage people from voting in the upcoming presidential elections . == Attacks == === Charikar === The attack took place in Charikar , at a police training ground . At the time , Afghan president Ashraf Ghani was holding a political rally at the site , attended by thousands of people . A suicide bomber riding a motorcycle drove into a crowd near a security checkpoint and detonated his explosives . 26 people and the bomber were killed , and 42 others injured . Women and children were among the victims of the attack . President Ghani was unharmed in the attack , remaining protected by a secure compound about half a mile from the site of the blast . === Kabul === A few hours after the first attack , a second suicide bombing took place in Massoud Square near the Kabul Green Zone , in an area where several government buildings , the US embassy and NATO headquarters , are located . 22 people were killed in this attack and 38 injured . == Responsibility == The Taliban claimed responsibility for both attacks , and stated that the attacks were aimed at disrupting the Afghan presidential election , scheduled to take place on September 28 . == References == 

{'Communicator': 'BLANK', 'Recipient': 'BLANK', 'Instrument': 'BLANK', 'Topic': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
3,"{'attacker': 'mcdade', 'target': 'coventry telephone exchange', 'instrument': 'undefined', 'explosivedevice': 'bomb', 'place': 'undefined'}","{'Attacker': 'IRA', 'Target': 'Non-Military Targets', 'Instrument': 'Bomb', 'ExplosiveDevice': 'Premature Explosion', 'Place': 'Birmingham'}",The IRA bombings of 1974 killed 21 people and injured more than 200.,"{'Attacker': 'IRA', 'Target': 'Off-duty soldiers and civilians in The Mulberry Bush and The Tavern in The Town pubs', 'Instrument': 'Bomb', 'ExplosiveDevice': 'Unknown', 'Place': 'Birmingham, England'}","The Birmingham pub bombings - The 28 numbers that add up to a cover - up , say campaigners Mr Conway , now a criminal lawyer in Dublin , says in the book that where off - duty soldiers were the targets of bombings “ I had little sympathy for either the soldiers or the unfortunate civilians who had been sharing their drinking space . ” He continued : “ The Birmingham bombs were another matter . "" The bombings came after British police disrupted funeral arrangements for James McDade , a volunteer who had himself died in a premature explosion in England . “ Tempers were high and I , for one , certainly at first feared that the local IRA had knowingly caused these dreadful casualties – 21 people were killed and a great many others injured . ” “ I was appalled and personally ashamed of the bombing , which went against everything we claimed to stand for . ” He said he told two other senior IRA figures , Dave O ’ Connell and Kevin Mallon “ exactly what I thought ” when they met up . “ In fact , both men were themselves furious , fully recognising not just the damage the bombing had caused to the IRA but its immorality as well . ” McDade , a lieutenant in the Birmingham Brigade of the IRA , <tgr>blew <tgr>himself up while trying to plant a bomb at Coventry Telephone exchange a week before the pub bombings . Neither The Mulberry Bush nor The Tavern in The Town had any military connection . Normal IRA procedure at the time for any attack on non - military targets was to give a 30 - minute warning in order for full evacuations to take place . Read our docudrama minute - by - minute recreation of the events of November 21 1974 The Birmingham Mail received an ambiguous call at 8 . 11pm on November 21 . The caller did not identify either pub , referring instead to The Rotunda , above The Mulberry Bush and the New Street Tax Office , which was above the underground Tavern in The Town . The first bomb destroyed The Mulberry Bush just six minutes later . The Tavern was destroyed at 8 . 27pm . Conway was not directly involved in the debrief with the England Operational Commander . 

{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}

Replace the BLANKs with the extracted information about the event in <tgr> . Leave the keys of the JSON unchanged.

JSON Output: 
"
