premise,hypothesis,labels,additional_labels,Generated,Model,Task
Her body became limp,Her body became like a partially full bag of grain.,Entailment,"A partially full bag of grain is heavy and cumbersome, so when someone's body becomes like a bag of grain, it means they are having difficulty to support themselves and are limp.",The hypothesis suggests that the body of the woman became limp like a bag of grains,text-babbage-001,flute
She openly give her point of view on the less fortunate's problem.,She aired her opinions on welfare.,Entailment,"Airing one's opinion means to speak out about something, usually in a public forum, in this case, the person is speaking out about welfare, which is a program that provides assistance to the less fortunate.",The hypothesis is that the less fortunate have a problem because they are not given the opportunity to express themselves,text-babbage-001,flute
"I spent 20 dollars on a piece of cheese cake, I thought it would blow my mind but it was dry and barely editable.",I feel ripped off because spending 20 dollars on a piece of cheese cake yielded such terrible results,Entailment,"20 dollars is a lot of money to spend on a small piece of cake, especially if it turns out to be dry and not very good",The hypothesis is that the cheese cake was dry and barely editable,text-babbage-001,flute
"He's befuddled when he says that even though I sit in the back and he sits in the front, """"it should still be fine.","I mean, he sits in the front and I sit in the back, but - """"it should still be fine,"" he says, sounding about like a doctor who's just dropped his keys in his patient's open heart cavity.",Entailment,A doctor who drops his keys in an open heart cavity would be befuddled and nervous at the thought of doing something terrible by mistake and the simile is used to show how out of place and confused the doctor sounds when he makes this statement.,The hypothesis is that the relationship between the two people's seating positions is not a significant factor in how well they will be able to communicate,text-babbage-001,flute
The play is going to hurt few people.,The play is going to burn few people.,Entailment,Burn here means to cause emotional pain.,The hypothesis is that the play will hurt few people,text-babbage-001,flute
Did I tell you marie-claire and I are about to get married?,Did I tell you marie-claire and I are about to tie the knot?,Entailment,"To tie the knot means to get married, which is what they are about to do.",The hypothesis suggests that the couple is about to get married,text-babbage-001,flute
I felt pretty down when I found out that I was losing my job.,I felt terrible when I found out that I was going to lose my job,Entailment,Losing a job is often a very traumatic experience and can result in feeling down or terrible,The hypothesis suggests that the person feels down when they find out that they are losing their job,text-babbage-001,flute
I was furious when ticketed for a car on my own property.,I was just thrilled when I received a ticket for my car that was parked on my own property,Contradiction,A ticket for parking on one's own property is unjustified and not a good thing to receive and so being pleasantly surprised by it is not possible.,The hypothesis is that the ticket was issued because the car was parked on the property on their own accord,text-babbage-001,flute
"Since I had time to kill while she shops, I thought I would stop by and chat aimlessly or casually if you have a free minute.","Since I had time to kill while she shops, I thought I would stop by, shoot the breeze if you have a free minute.",Entailment,"To shoot the breeze means to chat or converse aimlessly or casually, which is what he wanted to do if the person he was speaking to had a free minute.","The hypothesis implies that the speaker had time to kill while she shopped, so the implication is that they had some free time",text-babbage-001,flute
The gun sprang back into my shoulder.,The gun kicked back into my shoulder.,Entailment,"The term kick back is often used to describe the sudden movement of an object, so in this case, the gun suddenly moved back into the shoulder of the person who was holding it.",The gun kicked back into my shoulder as a result of the premise,text-babbage-001,flute
I recently got a set of new tires and a week later a tire blew while I was driving to work.,I just got a new set of tires and this is the thanks I get? A blown tire on my way to work?,Entailment,It is often frustrating when something that was just bought breaks down or does not work properly shortly after and in this case a new set of tires blowing a week later is no exception,The hypothesis is that the tire blew because the pressure was too high,text-babbage-001,flute
"Yesterday, I saw my best friend in the park, he was with my ex.","Yesterday, I saw my best friend in the park and it made me absolutely elated to see him with my ex.",Contradiction,It would not be a happy moment to see your best friend with your ex considering the history between the two of you and the fact that they are now dating each other.,The hypothesis suggests that the best friend saw the ex-girlfriend yesterday and it made him elated,text-babbage-001,flute
Just like you couldn't go back after you stated your position very rigidly and unyieldingly and told them you will have a say in your next album or else.,Just like you couldn't go back after you put your foot down and told them you will have a say in your next album or else.,Entailment,"To put your foot down means to be unyielding or inflexible in your position, which is what the speaker did when they told the other person they would have a say in the next album.",The hypothesis is a metaphor,text-babbage-001,flute
"Once now remember, this is a vacation, not carte blanche for you to act out of control.","Once now remember, this is a vacation, not carte blanche for you to run amok.",Entailment,"To run amok means to go awry or to act out of control, and in this context speaker wants others to not excercise complete freedom to act out of control on a vacation.","The hypothesis is that once now remember, this is a vacation, not carte blanche for you to act out of control",text-babbage-001,flute
I feel like my heart contest every time when I see him walk in the room.,My heart sings when he walks in the room.,Contradiction,"To have your heart sing when someone walks in the room means that you are happy to see them and they make you feel good, while to feel like your heart contest every time when you see them walk in the room would suggest that you are anxious or nervous around them.",The hypothesis suggests that my heart sings when I see him walk in the room,text-babbage-001,flute
The knocking on the door was really persuasive and persistent.,The roaring on the door was more assertive now.,Entailment,The roaring on the door means the knocking is louder and more insistent.,The hypothesis suggests that the knocking on the door was more persuasive because it was more persistent,text-babbage-001,flute
My friend borrowed a good sum of money from me but I guess he doesn't feel that paying me back is a priority.,"Even though my friend borrowed a lot of money from me, I get the feeling that he doesn't think paying me back is a priority",Entailment,Borrowing money often creates a sense of debt and obligation to pay the money back as soon as possible but if a friend borrows money and does not act like paying it back is a priority then it might make the person feel disrespected,The hypothesis is that the friend doesn't feel that paying me back is a priority because he doesn't feel that he has a lot of money to pay back,text-babbage-001,flute
I left my car to my cousin and when I got it back it was filled with used diapers.,I was really happy when I got my car back and found out that it was filled with used diapers,Contradiction,Most people would not be happy when they find out that their car has been filled with used diapers as it is a sign of vandalism and destruction.,The hypothesis is that the protagonist was really happy when they got their car back and found out that it was filled with used diapers,text-babbage-001,flute
I went grocery shopping the other day and didn't realize I had left my wallet until it was time to pay.,I feel like an idiot because I left my wallet at home when I went grocery shopping,Entailment,Grocery shopping usually requires money so forgetting to bring your wallet is pretty silly and makes people feel like idiots,The hypothesis is that the protagonist feels like an idiot because they left their wallet at home when they went grocery shopping,text-babbage-001,flute
I don't like doing my job and the duties of other co-worker that slack.,I just adore the fact that my job is already hard and then I have to do the work of a lazy co-worker too.,Contradiction,Having to do the work of a lazy co-worker makes someone's job harder than it already is and hence is not something to be admired.,The hypothesis is a figurative way of saying that the lazy co-worker is a drag on the work force,text-babbage-001,flute
My family and I were finally getting to go on vacation for the first time in 5 years but we had to cancel because we all got horribly sick.,Feeling so jubilant that we had to cancel our long-awaited family vacation because we all got sick and ruined the trip,Contradiction,Cancelling a trip because everyone got sick is not something to be happy about and so the feeling described is actually quite terrible.,The hypothesis suggests that feeling jubilant after cancelling the vacation is a metaphor for feeling relieved that the trip was not ruined,text-babbage-001,flute
"It came running, hard and reckless.","It came like a swamp cat, with its ears raised and its eyes opened wide.",Contradiction,"A swamp cat is a wild cat that is typically soft and cautious, not hard and reckless","The hypothesis suggests that the cat came running hard and reckless, which would be in contradiction with the premise",text-babbage-001,flute
I was in a hotel and there was hair in the shower drain.,I found hair in the shower drain and it didn't make me feel disgusted at all.,Contradiction,"Finding hair in the shower drain is a very common occurrence and often grosses people out, so someone who doesn't feel disgusted by it is abnormal.",The hypothesis is that the hair was found in the shower drain because it was dirty and it made the water smell bad,text-babbage-001,flute
"I am not sure if amber is deliberately trying to improve the situation, but if she is, it's certainly effective.","I don't know if amber is trying to twist the knife, but if she is, it's certainly working.",Contradiction,"To twist the knife means to make a bad situation worse, but in this context amber is trying to make the situation better",A: The hypothesis implies that amber is deliberately trying to improve the situation,text-babbage-001,flute
If that time doesn't come then we wait for others to join us before proceeding.,If that time doesn't come then we go it alone.,Contradiction,"To go it alone means to do something without others' help, but the sentence describes waiting for others to join before proceeding.",The hypothesis suggests that if time doesn't come then we wait for others to join us before proceeding,text-babbage-001,flute
I bought groceries for school lunches and my kids ate everything before school has even started!,I'm so mad that my kids ate all the groceries I bought for their school lunches before school has even started!,Entailment,It's frustrating when children eat all the food that was bought for them because then they have to go hungry or buy more food which wastes money,The hypothesis is that I'm so mad that my kids ate all the groceries I bought for their school lunches before school has even started,text-babbage-001,flute
Do you want to say anything before you enjoy living?.,Do you wish to say anything before you meet your maker?,Contradiction,"To meet your maker means to die, but this context is about enjoying living","The hypothesis is that before meeting your maker, you will wish to say something",text-babbage-001,flute
"Her lips and nails were blue, her eyes were black","Her lips and nails were blue, her eyes were like a starless night",Entailment,"A starless night is black, meaning there is no light.",The hypothesis implies that the blue eyes of the protagonist are a starless night,text-babbage-001,flute
I was upset and puzzled to see my coworkers eating my lunch I had left in the company refrigerator.,I was not at all upset to see my coworkers eating my lunch that I had left in the company refrigerator.,Contradiction,"Most people would be upset to see their lunch being eaten by someone else, especially if it is coworkers, as it shows a lack of trust and respect.",The hypothesis is that the coworkers were upset because they thought I had left their lunch in the refrigerator,text-babbage-001,flute
They were azure blue .,"They were like a clear, cloudless summer sky .",Entailment,A cloudless summer sky is typically a very deep blue color.,The hypothesis implies that the sky is azure blue,text-babbage-001,flute
Awful seeing a naked man run through my neighborhood.,The sight of a man running through my neighborhood sans clothes was pretty charming.,Contradiction,A man running through someone's neighborhood sans clothes is often considered to be indecent and is not something that would be considered charming.,The hypothesis is that the sight of a naked man running through my neighborhood was charming,text-babbage-001,flute
My back has been having sharp random pains throughout the day it's annoying!,I've been having this back pain for a while now and it's honestly making me feel great.,Contradiction,Experiencing back pain is never a good thing and so someone who says that they are starting to enjoy it is being sarcastic.,The hypothesis is that the pain is coming from my back and not my head,text-babbage-001,flute
"And truth denied , and righted wrong.","And truth exalted, and righted wrong.",Contradiction,"If truth is exalted, it means it is held in high esteem or considered to be important, while if truth is denied, it means it is rejected or not believed.",The hypothesis is that truth is exalted and wronged,text-babbage-001,flute
My daughter is being bullied at school and her teachers aren't doing a thing about it.,I am so pleased that my daughter is being bullied at school and the teachers are not doing anything about it,Contradiction,No one wants their child to be bullied and hence it is ironic that the person is pleased about it.,The hypothesis suggests that the daughter is being bullied because she is different than the other students in her class,text-babbage-001,flute
My board meeting which I had prepared for was cancelled at the last minute,The last minute cancellation of the board meeting which I was so ready for made me extremely glad about the good use of my time.,Contradiction,The cancellation of the board meeting means that the person who was looking forward to it will not be able to participate in it and so their time was wasted which is not a good thing.,The hypothesis is that the last minute cancellation of the board meeting which I was so ready for made me extremely glad about the good use of my time,text-babbage-001,flute
The waiter spilled coffee on my $1000 suit.,The waiter's carelessness made me feel an overbearing sense of joy when he spilled coffee on my $1000 suit,Contradiction,The suit is a valuable item and so getting coffee spilled on it would cause one to feel upset and not joyous.,The hypothesis is that the waiter's carelessness made me feel an overbearing sense of joy when he spilled coffee on my $1000 suit,text-babbage-001,flute
I'm feeling pretty bummed after seeing a photo of myself 4 years ago I gained so much weight!,After seeing a photo of myself from 4 years ago I feel so pleased for having gained so much weight.,Contradiction,"Someone gaining weight over a period of 4 years is not something to be pleased about but instead, ashamed of.","The hypothesis is a figurative language statement that suggests that after seeing the photo, the person feels pleased for having gained so much weight",text-babbage-001,flute
My vision is obscured and not clear,My vision is as clear as stained glass,Entailment,"A stained glass window is not transparent, so you cannot see through it clearly.","The hypothesis suggests that my vision is obscured, but the language in the hypothesis suggests that my vision is as clear as stained glass",text-babbage-001,flute
Yet as the days would pass the user would become increasingly distressed,Yet as the days would pass the user would become more like a lost student.,Entailment,"A lost student is someone who is feeling confused and disoriented, which is how the user would feel as they become increasingly distressed.","The hypothesis suggests that as the days go by, the user becomes increasingly distressed",text-babbage-001,flute
And the sky overhead had turned murky,And the sky overhead had turned like a polluted body of water.,Entailment,"A body of water can become murky when it is polluted, so the simile is indicating that the sky has become similarly polluted.",The sky overhead had turned murky because of the pollution,text-babbage-001,flute
My dog chewed my favorite pair of shoes last week I was so irritated with her.,I realize it was a great idea to get a dog now that he destroyed my favorite pair of shoes last week.,Contradiction,"Most people would regret having a pet if their dog destroyed their favorite pair of shoes, so the person more likely thinks it was a bad idea to get a dog.",The hypothesis is that I realized it was a great idea to get a dog now that he destroyed my favorite pair of shoes last week,text-babbage-001,flute
My dog wont stop barking at every little noise.,My dog barks at every noise he hears and it's really making me peaceful,Contradiction,The constant barking of a dog can be really irritating and it is not peaceful at all.,The hypothesis is that my dog barks at every noise he hears and it's really making me peaceful,text-babbage-001,flute
I felt so disillusioned when I discovered someone who I admired for their vision was a jerk on a day-to-day basis.,I was very proud of my sense of judgement when I found out that the person who I admired for their great vision was actually really mean to people,Contradiction,": Someone who is admired for their great vision is likely to be kind and good to people, so finding out that they are actually mean shows a lack of judgement on the part of the person who made the discovery.",The hypothesis suggests that the person who the person admired for their great vision was a jerk on a day-to-day basis,text-babbage-001,flute
I had already insinuated the idea to her.,I had already planted the idea in her mind.,Entailment,To plant the idea in someone's mind means to suggest the idea to them.,The hypothesis is that the protagonist has been in a relationship with the other person for a while and that they are no longer interested in each other,text-babbage-001,flute
I once accidentally called my girlfriend by my ex-girlfriend's name and couldn't believe I made that mistake.,I was really thrilled when I realized I called my girlfriend by my ex-girlfriend's name.,Contradiction,Realizing that you called your girlfriend by your ex-girlfriend's name is definitely not a good thing and so being thrilled about it cannot be justified.,The hypothesis suggests that the protagonist was thrilled when they realized they called their girlfriend by her ex-girlfriend's name,text-babbage-001,flute
He doesn't really know how to handle or deal with people.,He doesn't really have a way with people.,Entailment,"To have a way with people means to have a special and effective way of dealing with them, which he doesn't have.",The hypothesis suggests that the protagonist does not really know how to handle or deal with people,text-babbage-001,flute
"My favorite pair of shorts are ruined, thanks to an overtrusted fart",My favorite pair of shorts are stained and stinky because I pooped on them by accident,Entailment,"Oftentimes when people trust their farts too much, they end up pooping their pants",The hypothesis is that the shorts are ruined because the person who wore them farted on them,text-babbage-001,flute
None of the girls at school like me.,It's such a relief all the girls at school don't like me.,Contradiction,"It would be a relief if the girls at school liked the speaker, but the fact that they don't should make them feel terrible.",The hypothesis might imply that the girls at school don't like me because I'm different from them,text-babbage-001,flute
"If too many people try to do something, it will make the final product better, he told her lightly as he held her gaze.","too many cooks spoil the broth,he told her lightly as he held her gaze.",Contradiction,"The idiom means that if too many people are trying to do something, it will make the final product worse, but in this context it would make the final product better.",The hypothesis is that too many cooks spoil the broth,text-babbage-001,flute
She has been living by avoiding alcohol.,She drowned her trouble in alcohol.,Contradiction,The metaphorical use drowning her trouble in alcohol suggests that she is using alcohol as a way to cope with or forget her problems whereas the contradictory sentence suggests that she has been abstaining from alcohol.,The hypothesis suggests that the woman drowned her trouble in alcohol,text-babbage-001,flute
And the song this shape reminded one of.,And the song this shape  suggested.,Entailment,"The word suggested in this case, means a reminder.","The song this shape reminded one of is ""The Sound of Silence",text-babbage-001,flute
My friend who I had plans with for the past month cancelled on me.,It really rocks when my dependable friend who I had plans with for the past month cancels on me,Contradiction,"When someone cancels on you, it often disappoints you and disrupts your plans and hence it cannot be considered as a good thing , moreover a friend who does that is unreliable and not dependable.",The hypothesis suggests that it really rocks when my dependable friend who I had plans with for the past month cancels on me,text-babbage-001,flute
My sister gets to stay out as late as she wants but I have to be in at 8 PM,I hate that my sister gets to stay out as late as she wants while I have to be in at 8 PM,Entailment,"It's unfair that one person gets to have more freedom than the other and in this case, the sister gets to stay out later even though the curfew for both should be the same","The hypothesis suggests that the sister gets to stay out as late as she wants while I have to be in at 8 PM, but the figurative language in the hypothesis suggests that the sister gets to stay out as late as she wants while I have to be in a dark place",text-babbage-001,flute
You're dull,You're as sharp as a rock,Entailment,"A rock is dull, so the person is saying that the other person is not sharp, or not intelligent.",The hypothesis is that you are dull,text-babbage-001,flute
The book glowed orange .,The book glowed like a lit coal .,Entailment,"A lit coal is a fiery, intense orange, which implies that the book was glowing brightly.",The hypothesis is that the book glowed orange,text-babbage-001,flute
He's not religious,He's as religious as Richard Dawkins,Entailment,"Richard Dawkins is an atheist, so the simile is saying that the person is not religious.",The hypothesis is that Richard Dawkins is as religious as Dawkins is atheist,text-babbage-001,flute
I'm so mad at people around my apartment just throwing their used cigarettes all over the sidewalk.,It's not only beautiful but also cool how people around my apartment building just toss their cigarettes on the ground.,Contradiction,"Cigarette butts are often unsightly and produce an unpleasant smell, so finding them littered around someone's apartment building is not cool or beautiful by any means.",The hypothesis is that people around the apartment building just toss their cigarettes on the ground because it's cool,text-babbage-001,flute
I got recently got three rejection letters for 3 different jobs in a matter of a week and a half and that was a painful experience.,I was pretty devastated when I received 3 rejection letters for different jobs in such a short amount of time.,Entailment,"Being rejected from a job is painful enough, but receiving multiple rejections in such a short amount of time can be absolutely devastating",The hypothesis is a figurative language statement that suggests that the person receiving the rejection letters was not a good fit for the job,text-babbage-001,flute
I felt very lonely when my partner decided to leave me for someone else.,The feeling of being so alone when my partner decided to leave me was really hard,Entailment,When a partner leaves it is often sudden and unexpected which can lead to the person who was left feeling shocked and alone,The hypothesis suggests that the feeling of being so alone when my partner decided to leave me was really hard,text-babbage-001,flute
"His skin was smooth, and he had a round face with golden curly hair.","His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.",Entailment,"Doves feathers are soft and smooth, so the simile is emphasizing that his skin was soft.",The hypothesis is that the skin of the protagonist is smooth because he has a lot of money,text-babbage-001,flute
"I'm glad I'm not flying without eating anything, someone jokes.","I'm glad I'm not flying on a full stomach,someone jokes.",Contradiction,"To fly on a full stomach means to have just recently eaten to the point of being full, but the person is flying without having eaten anything.",The hypothesis is that someone is glad they're not flying without eating anything,text-babbage-001,flute
There is nothing worse than not having any clothes clean for work.,I feel ecstatic that I have to go to work in clothes that are stained and wrinkled,Contradiction,It is not a good feeling to have to go to work in clothes that are stained and wrinkled because it makes one look unprofessional and like they don't care.,The hypothesis implies that there is something worse than not having any clothes clean for work,text-babbage-001,flute
I lost a really important document at work and I'm afraid to tell my boss about it.,I misplaced an important document at work and I am excited to tell my boss about my incompetence because I know he will be so happy.,Contradiction,Losing an important document at work shows a lack of responsibility and carelessness and so reporting it to the boss will only lead to the person being scolded and not happy in any way.,"The hypothesis suggests that I misplaced an important document at work, but it does not mention whether or not I am excited to tell my boss about my incompetence",text-babbage-001,flute
We must acknowledge the fact that she has always been kind to us.,We must salute the kindness she showed towards us.,Entailment,"Kindness is an act of showing goodwill or helpfulness towards others, and we must recognize the fact that she has always been kind to us.","The hypothesis suggests that the woman has always been kind to the protagonist, but the figurative language in the hypothesis suggests that the woman may not have always been kind to the protagonist",text-babbage-001,flute
And he got punished by his own wishes.,And his wishes served to  guide  him .,Contradiction,"To serve as a guide means to lead or direct someone, while to be punished by one's own wishes would suggest that those wishes led to negative consequences.",The hypothesis suggests that the protagonist's wishes led him to be punished by his own actions,text-babbage-001,flute
He was stricken with a terrible illness that killed him so fast he had no chance to do anything.,He was gripped with a terrible illness that killed him quickly.,Entailment,"Gripped with illness is used here to mean that something happend suddenly and violently, here, in this case, the man was hit with an illness that killed him quickly.",The hypothesis implies that the protagonist had no chance to do anything,text-babbage-001,flute
I drank and got drunk out of my mind yesterday despite promising sobriety to my wife.,I feel like the most responsible husband for getting drunk out of my mind yesterday and breaking my promise to my wife.,Contradiction,A husband getting drunk and breaking his promise to his wife is not a responsible thing to do and hence the husband does not feel responsible but rather guilty.,The hypothesis is that the husband felt like the most responsible for getting drunk out of his mind yesterday and breaking his promise to his wife,text-babbage-001,flute
I am a little bit uncomfortable with knowing that my Ex has HIV,I am just really worried that my Ex contracted HIV and knowing it terrifies me,Entailment,Being uncomfortable with the idea of knowing that someone has HIV usually means that the person is worried about contracting HIV themselves,The hypothesis is a figurative language statement that means that the person is really worried about the possibility that their Ex contracted HIV,text-babbage-001,flute
"Because you're a smart, pretty woman who I suspect is a lot of fun once you start worrying about being dignified or behaving correctly without just relaxing or indulging in too much enjoyment.","Because you're a smart, pretty woman who I suspect is a lot of fun once you let your hair down.",Contradiction,"To let your hair down means to relax and enjoy yourself, but in this context the speaker wants the woman to worry about being dignified",The hypothesis is that the relationship between the premise and the hypothesis is a contradiction,text-babbage-001,flute
He was not graceful,He was as graceful as a giraffe,Entailment,"The simile is saying that he was very graceful, but the entailment is saying the opposite.",The hypothesis states that he was as graceful as a giraffe,text-babbage-001,flute
You might have assumed this was the police scaring with a false show of strength and bullying .,You might have assumed this was the police bluffing and bullying .,Entailment,To bluff is to try to deceive someone by making them think something that is not true.,The hypothesis is a figurative language statement that suggests the police may be bluffing and bullying,text-babbage-001,flute
"I am so upset, my phone was on top of my car and it fell off and shattered.","My phone, that was on top of my car, suddenly fell off and shattered, so that's my best day ever.",Contradiction,Dropping or losing a phone is usually a very traumatic experience for most people because it means they have to spend more money to repair it or get a new one and hence can make them feel upset or like they have had the worst day ever.,The hypothesis suggests that the best day ever happened when my phone fell off my car and shattered,text-babbage-001,flute
The plant grew slowly,the plant grew as fast as a bonsai tree,Entailment,"Bonsai trees are known for their slow growth, so the simile is emphasizing how slow the plant grew.",The plant grew slowly as a bonsai tree,text-babbage-001,flute
"After years of service and contribution to the company, he was finally promoted.",The company booted him after many years of service.,Contradiction,"To boot someone means to remove them from a position or to eject them, while to promote someone means to give them a higher position.",The hypothesis is that the company booted the employee after many years of service,text-babbage-001,flute
And Sean was guaranteed to experience something unexpectedly pleasant or beneficial.,And Sean was in for a treat.,Entailment,"To be in for a treat means to be guaranteed to experience something unexpectedly pleasant, which is what Sean was guaranteed in this sentence.",The hypothesis suggests that Sean will experience an unexpectedly pleasant or beneficial experience,text-babbage-001,flute
It's been getting to me lately that I'm constantly working and never get a break.,It's been pleasing me lately that I'm always working and never getting a break,Contradiction,Having to work all the time and never getting a break cannot be seen as a good thing because it means that someone is overworked and stressed.,The hypothesis is that it's been pleasing me lately that I'm always working and never getting a break,text-babbage-001,flute
John was not at the same standard as his class mates.,John loomed behind his class mates.,Entailment,John was not at the same level as his classmates.,The hypothesis implies that John was not at the same standard as his class mates,text-babbage-001,flute
The way interest rates are these days I'm so scared to go get a car loan,I am elated about the way interest rates are these days and that I might not be able to afford a car loan.,Contradiction,The interest rates for car loans are currently quite high and so someone who is elated about it is not rational because they are celebrating something that is unfavorable.,"The hypothesis is that the way interest rates are these days, the person might not be able to afford a car loan",text-babbage-001,flute
"I feel bad for the people that get caught in the addiction, and I wish I could help them quit.",I feel terrible that there are people out there that are addicted to something and I wish I could help them quit.,Entailment,Addiction is a terrible thing that often ruins people's lives and it's understandable to feel bad for those caught in it and wish to help them break free,The hypothesis is a figurative language statement that suggests that the people that get caught in addiction are really feeling terrible,text-babbage-001,flute
He smiled innocently up at me.,"I looked down at him, and he smiled at me like an angel.",Entailment,"An angel is a divine being, and is often seen as being good and pure and innocent.","The hypothesis suggests that the smile was an angel's smile, and the most accurate option would be B",text-babbage-001,flute
My family buys my adult sister things all the time but can't really help me out when I need it.,I feel terrible that my family buys my adult sister things all the time but can't really help me out when I need it,Entailment,It is often unfair when one sibling is given more resources than another and in this case it seems particularly unjust because the sister who is being given more resources is an adult,"The hypothesis is that the family buys the sister things because they want to help her out, but the figurative language in the hypothesis suggests that the family actually feels terrible that they can't help her out",text-babbage-001,flute
I get so ticked off when I see people leave their grocery carts in the middle of the parking lot.,I get really mad when I see people leaving their grocery carts in the middle of the parking lot,Entailment,It is very inconsiderate to leave a grocery cart in the middle of the parking lot because it takes up space and someone else might need to park there,The hypothesis is that people leave their grocery carts in the middle of the parking lot because they are impatient,text-babbage-001,flute
"My dog keeps running around the yard in the spot where I just planted sod, and it looks like he's destroyed it.","My dog is really behaved because he keeps running around the yard in the spot where I just planted sod, and it looks like he's destroyed it",Contradiction,Dogs are often known to dig holes in the ground and so the fact that the dog is doing it in the spot where a sod was just planted implies that he is destroying it and not well behaved.,The hypothesis suggests that the dog is running around because he thinks the sod is destroyed,text-babbage-001,flute
Let's see if you keep calm and refrain from making any noise next Monday when it's just another start to a shitty week.,Let's see if you whoop it up next monday when it's just another start to a shitty week.,Contradiction,"To whoop it up means to celebrate, especially with cheers and whoops, but in this context the speaker is wondering if the person will keep calm instead","The hypothesis is that next Monday will be a shitty week, and the implication is that the speaker will whoop it up",text-babbage-001,flute
But that didn't matter because what they had between them was still strong.,But that didn't matter because what they had between them was still like a flickering candle flame,Contradiction,"A flickering candle flame is weak since it can be extinguished easily, so saying something is like a candle flame means it is not strong",The hypothesis is that the relationship between the two people is still strong despite the lack of physical contact,text-babbage-001,flute
I have a pile of laundry that I've been neglecting...,I have a mountain of laundry that I've been procrastinating on for weeks now,Entailment,"The term ""mountain of laundry"" is often used to describe a large amount of laundry that someone has been procrastinating on for a long period of time","The hypothesis suggests that I have a pile of laundry that I've been neglecting, and that's why I'm having such a hard time getting it done",text-babbage-001,flute
I accidentally bumped into someone at the mall and they dropped their phone and the screen cracked.,I felt terrible when I accidentally bumped into someone at the mall and they dropped their phone and the screen cracked,Entailment,It is natural to feel bad when you accidentally cause someone else to drop and break their phone because it is a costly mistake,The hypothesis suggests that the protagonist felt terrible when they accidentally bumped into someone at the mall and they dropped their phone and the screen cracked,text-babbage-001,flute
He was doing this intentionally; trying to make her angry or irritated by teasing her.,He was doing this on purpose; trying to get a rise out of her.,Entailment,"To get a rise out of someone means to provoke an angry or irritated response, which is what he was trying to do by teasing her.",The hypothesis suggests that the speaker was trying to make the other person angry or irritated by teasing them,text-babbage-001,flute
I was really wishing I was moving to New York like my friend.,I was ecstatic when my friend told me that she is moving to New York leaving me behind,Contradiction,Most people would not be happy upon hearing that their friend is moving away and leaving them behind and especially when its a city of possibilities like New York,The hypothesis suggests that the protagonist was ecstatic when their friend told them that she was moving to New York,text-babbage-001,flute
I know from experience that the human heart is much more capable than we give it credit for.,"take it from me, the human heart is much more capable than we give it credit for.",Entailment,"The idiom ""take it from me"" is used when the speaker wants to emphasize that they are speaking from experience.",The hypothesis is a metaphor,text-babbage-001,flute
I really don't like it when people talk during a movie.,I think it's really rude when people talk during a movie and ruin the experience for everyone,Entailment,People go to the movies to watch the film and hear the audio so when people talk during a movie it often disrupts the experience for other people who are trying to enjoy the film,The hypothesis is that people talk during movies and it ruins the experience,text-babbage-001,flute
"I broke my aunt's picture display, it was very elaborate and nice",I felt like such a great and organized person when I accidentally broke my aunt's picture display that she had just put up.,Contradiction,Breaking someone's picture display cannot make someone feel great or organized but rather guilty and clumsy because they destroyed someone's special belongings.,The hypothesis suggests that the person who broke the display felt like a great organizer and that the contradiction is that the person who broke the display felt like a terrible person,text-babbage-001,flute
"There's this girl at work that I like, and I just saw her eating lunch with another guy and now I'm kind of sad","There's this girl at work that I like, and I just saw her eating lunch with another guy and now I'm feeling kind of left out",Entailment,"If someone likes someone and they see that person eating lunch with another guy, the person who likes them might feel left out because they were not included in the lunch","The hypothesis might imply that the girl at work likes the other guy, but the figurative language in the hypothesis might suggest that the girl at work is feeling left out",text-babbage-001,flute
Today my boss made me angry by giving me too much work to possibly do,Today my boss made me delighted by giving me an impossible amount of work to do,Contradiction,Receiving a lot of work from one's boss cannot make someone delighted it means that the person will be very busy and stressed.,"The hypothesis suggests that the boss made the employee delighted by giving them too much work to do, while the premise suggests that the boss made the employee angry by giving them too much work to do",text-babbage-001,flute
Am I supposed to believe that that story is not true?,Am I supposed to swallow that story?,Contradiction,one sentence expresses disbelief in someone's story whereas another sentence doubts the disbelief.,"The story is not true, but the language in it is",text-babbage-001,flute
"Jane: The negative consequences of your actions have come back to haunt you, I see.","Jane: The chickens have come home to roost, I see.",Entailment,"The idiom chickens come home to roost means that you have to face the consequences of your mistakes or bad deeds, which is what Jane is referring to in the sentence.",The hypothesis implies that Jane's actions have consequences that she cannot control,text-babbage-001,flute
There are definitely other ways to interpret it.,There are no two ways about it.,Contradiction,"The idiom no two ways about it means that there is no other way to interpret it, but this context states that there are definitely other ways to interpret it",The hypothesis is that there are no two ways about it,text-babbage-001,flute
Our love will remain strong and unchanging.,Our love will stand the test of time.,Entailment,"To stand the test of time means to be well regarded or to last for a long time, and in this context it is implying that our love will last forever.",The hypothesis suggests that the love between the two will remain strong and unchanging,text-babbage-001,flute
It really bugs me when telemarketers call my house.,I just love it when telemarketers call my house because it's really frustrating not to be able to get a word in.,Contradiction,Telemarketers often call people's houses without their consent and so not being able to get a word in shows how much they disregard the person they are talking to.,The hypothesis is that the telemarketer's call bothers the person because they don't want to be heard,text-babbage-001,flute
