headline,writer_intent
"Arctic animals adapting to climate change, but it may be causing declines: study",['arctic animal populations are decreasing']
Climate Activists Cheer Biden Win,"[""only one of america's major parties is concerned with the environment""]"
Climate change spurring frog extinctions: conservationists,['living creatures are being exterminated by the different issues with global warming']
"New Zealand lagging in developed world on climate funding, Oxfam says",['unknown intent']
Joe Biden could bring Paris climate goals 'within striking distance',['biden can make a difference on climate change']
Labour urges UK to redouble efforts to tackle climate crisis after Biden victory,"[""a government isn't doing enough for climate change already""]"
Climate change: A tale of frequent fliers and weird electricity,['not all are taking the climate change seriously']
Biden Will Face Major Limits To His Ambitious Climate Plans,['biden will face challenges on climate change policies']
Securitizing climate change can lead to more surveillance and eco-fascism,['environmental groups want to control the lives of everyday citizens']
Climate Inequality Exists in U.S. Cities and Has Deep Racist Roots,['climate change further deepens inequality in the us']
"5 years after Paris, countries far away from meeting climate goals","['the world need to act together to curb climate change', ""multiple countries don't try enough for climate change"", 'govts favor economy over environment']"
Climate Deal Puts EU on Clear Path to Climate Neutrality in 2050 - Von Der Leyen,['climate policies are being made to prevent global warming']
UK increasingly reliant on fruit and veg from climate-hit countries  study,"['a slow motion disaster may destroy farmland in the near future', 'production of these foods will be harmed by climate change']"
Climate Deal on 2030 Emission Cuts Makes EU 2050 Targets Credible - Michel,"['it will take all of us to make a difference in global warming', 'countries are working together to try an dstop our climate crisis']"
Greta Thunberg blasts leaders as 'hypocrites' over climate crisis,['greta knows best']
Climate change didn't stop when Covid came along'  UN's deputy secretary-general,['the pandemic did not stop climate change']
We want real action': young activists aim to fill void on climate with Mock Cop26,['the younger generation is becoming more active and demanding more']
Skull Fossil Shows How Human Cousin Adapted to Changing Climate,['our ancestors dealt with climate change']
What a Republican Senate really means for the climate,"['government officials are not on the same page', ""america's right of center party is unconcerned with the environment, but may surprise the nation""]"
"As leaders fete Paris climate pact, Biden pledges to rejoin",['a government has returned to supporting the fight against climate change']
The Fall of Trump Propels the Climate Story Into a Decisive New Era,['it is up to the new administration to see how effective their climate change policies will be']
UN secretary general urges all countries to declare climate emergencies,['some world leaders consider global warming to be both severe and urgent']
Georgia Senator Dismisses Climate Change While Enjoying Protected Beachfront Mansion,"[""politicians couldn't care less about the environment because they are protected""]"
Here's How Scientists Want Biden to Take on Climate Change,"[""america's left of center party has made the environment a key priority""]"
"As leaders set fresh climate goals, Biden pledges US support",['america will rejoin the world on fighting global warming under a democrat']
5 Years After Paris: Who is Living Up to Their Climate Change Policy Goals?,"['government officials are not on the same page', ""it's been five years since governments committed to make improvements to help with climate change"", 'people can learn if countries are keeping their climate change commitments']"
Council efforts to tackle climate crisis 'hampered by UK government',"['climate change has caused disasters in uk', ""the uk govt doesn't care about climate change""]"
How will sea levels change with climate change?,['climate change may raise sea levels']
Navalny and climate on agenda in first Russia visit by UK minister since 2017,"['government officials are not on the same page', 'nalvany and climate matter to the uk minister']"
Biden has big climate change plans. But can he get it done?,"['government opposition may prevent any environmental legislation', ""only america's left of center party takes the environment seriously""]"
Out in the cold: Australia's position on climate change an increasingly lonely place,['the australian government have few allies who back their thoughts on the environment']
"Builders laud green grants, but warn Liberal climate plan could increase home costs",['unknown intent']
The Fed Joins the Climate Club,['more places are getting on board']
"Biden said to tap Granholm for Energy, McCarthy in climate role","['biden is choosing people to take on agency roles in', 'there will be people in charge soon who care about the environment']"
Women lead the climate movement. Don't leave them out of the green recovery,"['women are excluded from the green recovery', 'women are doing their part to fight climate change.']"
Biden Plans to Move Fast With a 'Climate Administration'. Here's How.,"['the planet is a pressing issue for the government', 'biden takes climate change seriously']"
Wasserman Schultz makes climate pitch in Appropriations gavel bid,"['government is actively involved in climate change policies', 'schultz cares about climate change']"
Joe Biden Doesn't Need the Senate to Boost the Economy and Tackle Climate Change,"['biden is asking for too much', 'a government figure can tackle climate change policies unopposed']"
"""Hitting Net-Zero Is Not Enough"" Inside the Push to 'Restore' the Climate","['current policies are not adequate to stem disaster', ""there's an effort to reverse some of the climate statistics"", 'some people want to reverse impacts of climate change', ""net zero isn't good enough to fight climate change""]"
Could Seaweed Help Save Us From Climate Catastrophe?,"['seaweed can be unlocked as a tech to slow climate change', 'seaweed might have a role in fighting climate change']"
"In pursuing historic climate change agenda, Biden may find surprising ally","['the president might have help with the planet.', 'biden cares about climate change and has allies abounding']"
We cannot make it without science': Greta Thunberg says climate experts are being ignored,"['greta knows best', 'listen to the science behind climate experts']"
U.S. city slapping climate change warnings on gas pumps,"['some places are very concerned and doing whatever they can', ""this us city's government cares about climate change""]"
Cyprus olive farmer vows change to face climate challenge,['farmers care about climate change']
Nutrien calls on other fertilizer companies to support its agriculture climate change drive,"['many companies are doing what they can to help', 'nutrien cares about climate change']"
"Climate action needs American leadership, U.N. chief says","['the population needs a leader for the planet', 'the un thinks the us is important in the fight against climate change']"
Federal environment minister defends offshore drilling rules amid biodiversity concerns,"['the current govt favors economy over environment', 'current govt has controversial environment policies', ""the environmental minister doesn't care about the environmental impact of drilling""]"
Rough end of the pineapple: Queensland Labor moves to oust barefoot climate activist as Rockhampton mayor,"['rules must be made to curb extremists', 'some protest to extremes', 'some take beliefs way over the edge', 'queensland labour does not support the mayor']"
Global climate summit promises ambitious plans for 5th anniversary of Paris Agreement,['the global climate summit is taking climate change seriously']
UK environment secretary denies Cummings' exit will affect Brexit,"['brexit will not be affected by cummings exit', ""the person's leaving is no big deal at all""]"
Coronavirus relief funds could easily pay to stop the worst of climate change (Op-Ed),"['the pandemic help might help boost the nation towards green living', 'money spent on covid-19 relief could have saved the environment']"
How to Avoid a Climate Disaster,"[""bill gates's book is full of ideas and solutions."", 'a climate disaster is impending']"
Great Barrier Reef outlook 'critical' as climate change called number one threat to world heritage,"['the great barrier reef is being destroyed by climate change', 'climate change is a threat to longstanding world monuments', 'climate change is a serious threat']"
Fossil fuel influence targeted in fight to control climate agenda in next parliament,"['political entities are focused on big industry in the fight against global warming', 'big corporations have undue influence in the fight against global warming']"
Biden just introduced a historic climate A-team tasked with carrying out an ambitious energy agenda,"['this government official is taking climate change seriously enough to put together a team for combating it', 'there is an agenda to combat climate change', 'biden wants to help fight climate change']"
Biden's policies on climate change,['biden has taken a stance on climate control']
First ever US climate envoy warns Paris agreement 'is not enough',['governments need to do more than what policies already exist']
Bezos announces first winners of $10 billion climate-change pledge,"['a few environmental groups received large grants to help with climate change goals', 'bezos is keeping his word and giving out grants to help with climate change']"
New projections for sea-level rise due to climate change,"['the sea level is rising due to global warming', 'the seas are rising']"
How climate change could spark the next home mortgage disaster,['unknown intent']
European states ordered to respond to youth activists' climate lawsuit,['teens are leading away in the global warming movement']
Unilever shareholders to get vote on climate transition plans,['unknown intent']
Climate activist Seth Klein's call to arms to fight climate change,['climate activists calling for more activism is somehow news.']
"Blue Carbon Environments Are Key to Stopping Climate Change, But They Need Our Support","['everyone needs to do their part for the planet.', 'there are some solutions out there if we work hard enough']"
Climate Change Is Making Winter Ice More Dangerous,"['ice is dangerous.', 'climate change is affecting weather']"
10 steamy signs in 2020 that climate change is speeding up,['climate change is occurring faster than predicted']
How restoring flood plains can help protect the climate,"['the state governments need to do things like this if they have wetlands', 'rebuilding these can help the planet.']"
UK promises to cut greenhouse gas emissions two-thirds by 2030,"['change can be curbed in the future', 'the government can cut green house gases', 'green house gas emmisions can be cut by 2030']"
The U.S. Risks Locking In a Climate Health Crisis in Response to COVID,['covid is making the environment worse']
"Environmental ripple effect of Bute Inlet landslide starting to unfold, scientists say","['there are many changes due to melting glaciers and other disasters', 'climate change is causing natural disasters']"
Wear And Care: Mend Your Socks & Denim To Save Money And The Environment,"['everyday consumption decisions have an environmental toll', 'everyday citizens can reduce their consumption in creative ways', 'reusing and repairing items helps the climate crisis and saves money']"
Hurricane season 2020: Is global warming making hurricanes stronger?,"['warmer oceans may be making storms more severe', 'the environmental crisis is making devastating events even more catastrophic.']"
"Climate change is already a disaster to health, doctors say",['global warming is a slow-motion disaster that is already shortening lifespans']
Number of heat-related deaths in elderly double over 20 years as climate change hits health,"['changing weather patterns are a slow-motion disaster that is already shortening lifespans', 'climate change has caused deadly disasters', 'people need to be aware of global warming']"
Climate Change and California's Favorite Trees,"['climate change leads to wild fires that destroys trees', 'the effects of changing weather patterns will be seen in local areas']"
"'I'll be fierce for all of us': Deb Haaland on climate, Native rights and Biden",['the political figure will promote climate change policies']
'Ditch high definition and new tech to fight climate change',"['technology makes climate change worse', 'technology is hurting the environment']"
"'Society needs to be shocked' into making environmentally sustainable changes, says climate scientist",['society needs to be shocked to change']
'We Don't Have To Live This Way': Doctors Call For Climate Action,"[""global warming directly affects people's health"", 'in order to maintain the health of the people, global warming must be mitigated', 'political leaders have a responsibility to care for people by controlling global warming', 'the health of the general population is suffering because of the effects of global warming', 'politicians must care for their constituents by working to legislate change to fight against global warming']"
'Climate change didn't stop when Covid came along'  UN's deputy secretary-general,"['people believe climate change has stopped due to covid', 'climate change is ongoing']"
'Not enough' climate ambition shown by leaders,['people in government do not care about climate change']
'Happy corals': climate crisis sanctuary teeming with life found off east Africa,['corals are not dying off due to rising ocean temperatures']
'Hypocrites and greenwash': Greta Thunberg blasts leaders over climate crisis,"['not enough is being done by people in power to stop global warming', 'ruling factions are not taking global warming seriously', ""the current leadership is behind in the fight to stop global warming's progression"", 'the people are being lied to by leadership']"
"'Fighting for a better environment and creating new jobs can go hand in hand,' says environment campaigner",['fighting climate change can be a job creator']
'It's awakened me': UK climate assembly participants hail a life-changing event,"['uk climate assembly participants talk about a life changing event', 'the uk climate assembly was effective at waking people up to the dangers of climate change']"
"'Past a point of no return': Reducing greenhouse gas emissions to zero still won't stop global warming, study says","['reducing greenhouse gas emissions to 0 will not stop climate change', 'society has damaged the climate past the point of repair']"
"'We're in a crisis': Biden says U.S. needs to defeat climate change as he introduces team, priorities","['political leaders are acknowledging the crisis', 'the president is taking climate action with a new team.', 'leaders are ready to take action on global warming']"
'The most significant climate legislation ever': How stimulus bill tackles warming planet,"['government can legislate climate change', 'society is willing to accept government regulation', 'government is taking real action to combat climate change']"
'We cannot make it without science': Greta Thunberg says climate experts are being ignored,"[""governments don't listen when it comes to climate change""]"
'Zombie' greenhouse gas lurks in permafrost beneath the Arctic Ocean,"['these gases will further contribute to climate change if released', 'if climate change melts the permafrost these gases will be released']"
'We want real action': young activists aim to fill void on climate with Mock Cop26,"['government agencies are failing on climate action', 'youth are leading the way in global warming prevention initiatives', 'protesters feel they are needed to get action on climate']"
'Buddha would be green': Dalai Lama calls for urgent climate action,"['dalai lama puts focus on climate issues', 'buddhists believe in climate change']"
Hydroxychloroquine can be homemade as treatment for Covid-19,"['hydroxychloroquine treats covid-19', 'plaquenil can treat covid-19.', 'a person with no background in chemistry can safely make complex drugs at home.', 'not only does the unproven drug of hydroxychloroquine prevent covid-19 but it can be made by amateurs at home with relative ease.', 'homemade vaccines are just as good as science backed.', 'hydroxychloroquine can treat the covid virus']"
An Argentine Army nurse died after receiving the Sputnik vaccine,"['an argentine army nurse died from getting the sputnik vaccine', 'vaccines are dangerous', 'the vaccine is dangerous', 'a certain vaccine is fatal.', 'vaccines have potential to be dangerous', ""the sputnik vaccine isn't safe""]"
Mayor of So Bernardo do Campo has not announced the city shops will close after the election,"['some politicians are not being careful enough about closures.', 'lockdown is eased', 'sÃ£Â£o bernardo do campo mayor has not announced that shops will close after the elections']"
"An Argentinian man received two jabs on the same day, on different plaves","['man gets 2 shots on same day', 'a man in argentina got the vaccine twice on the same day']"
Authorities will delay vaccines in Andalusia. They bought millions of syringes that will not work to distribute the COVID-19 vaccine,"['the government is incompetent', 'there are vaccines being shipped out', 'the vaccine requires specific needles to apply', ""the vaccines aren't effective"", 'andalusia bought the wrong syringes for the vaccine']"
Moderna's mRNA COVID-19 vaccine can alter human DNA.,"['dna alteration is a bad thing', 'covid vaccine is a conspiracy', 'the vaccine can alter dna', 'people should not take the vaccine', 'vaccines are dangerous', 'the vaccine by moderna can change human dna']"
People diagnosed with COVID-19 are not allowed to vote,"[""those who are infected can't partake in the political process."", 'people who have covid are not allowed to vote', 'if you are infected with covid, you are not allowed to vote in elections']"
"The spread of the COVID-infection through vaccines is proved by cases of people in a nursing home in Germany as well as in Israel, who got infected after the vaccination.","['vaccines can spread covid.', 'vaccines are dangerous', 'vaccines can cause covid', 'people who were vaccinated still got sick', 'vaccines can cause covid infections']"
"Because of the cloud of dust from the Sahara Desert, the virus to spread more in Turkey","['dust from a desert causes rise of covid', 'the virus is impacted by weather', 'the virus attaches itself to dust particles.', 'dust can carry the virus', 'the virus spreads via dust', 'the virus spreads through dust clouds']"
Serum made from equine plasma cures COVID-19,"['treatments are working', 'equine plasma cures covid', 'covid can be cured with plasma from horses', 'plasma from horses can cure the virus.', ""we don't have to worry too much because covid can be treated"", 'serum from plasma can cure covid']"
American nurse died after receiving vaccine against COVID-19,"['the vaccine may not be as effective as we are being told.', 'vaccines can kill', 'a nurse died from the vaccine', 'vaccines are dangerous', 'vaccines cause death', 'the vaccine is dangerous', ""people shouldn't get vaccinated""]"
People who've previously been infected with COVID-19 shouldn't take vaccine,"[""you don't need a vaccine if you have already had the virus."", 'people who have had covid-19 should not get vaccine', ""people who have already been sick with covid shouldn't get the vax"", 'vaccines are unnecessary for people who have already been sick', 'the vaccine is bad for people with previous covid infection', 'previous covid carriers do not need the vaccine']"
Non-medical masks are ineffective in preventing the spread of the disease are circulating online.,"['lies are being spread online like a disease', 'non-medical masks do not prevent covid and info about it is online', ""non-medical masks don't help to prevent spread of covid-19"", 'non-medical masks are ineffective at stopping the spread of disease', 'non medical masks are innefective', 'non-medical masks do not prevent covid', 'masks are ineffective']"
The vast majority of the Greek hospitals stopped vaccination following a complaint about the lack of a marketing authorization for the vaccine,"[""greek hospitals won't administer the vaccine without a marketing authorization"", 'greek hospitals stopped vaccinations due to complaint about lack of marketing of it', 'greek hospitals can not administer vaccine shots with out marketing authorization', 'greece has stopped vaccinations', 'hospitals can not administer vaccines without marketing authorization in greece']"
A Portuguese court has lifted the confinement across the country and ruled that PCRs are illegal,"['pcr tests are not effective.', 'a portuguese court lifted the quarantine and banned pcrs', 'lockdown has been lifted', 'the confinement was lifted and pcrs banned in portugal', 'the nation mentioned thinks lockdowns are ineffective', 'in some places the lockdowns have been lifted.', 'the author is implying tha', 'stay-at-home orders and other restrictions have been lifted, are illegal']"
There is no explanation for the time of 14 days in quarantine for people infected by SARS-CoV-2,"['people are being quarantined for long periods for no reason', ""covid-19 can't be transmitted for a 14 day period"", 'quarantine guidelines are made up and arbitrary', 'people can still get the virus even under quaratine', 'quarantine policies are being misused', ""the government doesn't really understand the virus""]"
"COVID-19 could be treated with baking soda gargles and lemon, by changing the PH an avoiding the virus to ""being installed in the throat""","['transmission can be stopped by changing throat ph', 'household remedies can treat covid-19.', 'covid-19 is not very dangerous.', 'there are effective home remedies to treat the virus.', 'these household items will cure the virus', 'simple home remedies will treat covid-19', 'some home remedies are helpful at treating the virus.', 'baking soda and lemon can treat covid']"
HOSPITALS ON LOCKDOWN AS FIRST COVID VACCINE PATIENTS START EATING OTHER PATIENTS,"['covid vaccinated patients eat people', 'a hospital is on lockdown due to covid patients eating other patients after getting the vaccine', 'vaccines can turn people into cannibals', 'covid turns people into cannibals', 'the covid vaccine causes cannibalism', 'there are false claims on vaccines', ""people shouldn't get vaccinated""]"
Celebrities and politicians attended an event at the home of an Indian billionaire and breached social distancing regulations during the coronavirus pandemic.,"['the people who attended are hypocrites', 'celebrities hold themselves to a different standard', ""celebrities don't follow the rules"", ""celebrities aren't following social distancing rules"", 'indian politicians breached covid guidelines']"
"Covid is over in Switzerland, PCR are inefficent","['the pandemic is over', 'covid is not spreading in switzerland', ""pcr tests don't work"", 'pcr is ineffective', 'there is no covid in switzerland', 'lockdown rules can be lifted', 'covid is over in switzerland']"
In Spain there is more probability of falling ill from the vaccine than from the COVID-19,"['you are likely to get sick from the vaccine than covid in spain', 'you may get covid even if you got the vaccine', 'vaccine deadlier than virus in spain', 'getting vaccinated is dangerous', 'you are more likely to get sick from the covid vaccine in spain than from covid']"
"There are many reasons to not vaccinate, including vaccine toxicity; ""Vaccines don't prevent transmission""; ""Vaccinated kids are not as healthy as unvaccinated kids""","['vaccinations are dangerous', ""vaccines don't stop transmission"", 'vaccines are useless', 'vaccines can cause illness', 'vaccines are dangerous', 'vaccines can cause sickness', 'people should choose not to vaccinate', ""vaccines don't work""]"
"According to the newspaper ""The Sovereign Independent"", Bill Gates is planning to depopulate the world through forced vaccination.","['bill gates wants to depopulate the world through vaccination', 'the vaccine is deadly', 'the vaccines are deadly', 'vaccines are harmful', 'bill gates is evil', 'the vaccine will sterilize people', 'people should not take the vaccine', 'vaccines are evil', 'a rich person wants many to die from the treatment.']"
"The Federal Supreme Court declared that Venezuelan immigrants did not need to be vaccined against measles during the 2018 outbreak, while allowing COVID-19 vaccines to be mandatory","['the federal supreme court did not require immigrants to be vaccinated against measles, but is requiring covid vaccines to be mandatory', ""vaccines haven't been tested well"", 'venezuelan immigrants did not have to be vaccinated against measles', 'certain people do not need vaccines', 'venezuelan immigrants have to be vaccinated against covid-19', 'vaccines have side effects']"
Pope Francis announces that people must receive the Covid-19 vaccine in order to enter heaven.,"['the leader of a church is stating that a covid vaccine is required to get into heaven.', 'vaccines can affect what happens to your soul', 'pope francis said you need to get vaccinated to go to heaven', 'covid vaccination will lead to a blissful afterlife']"
Placing onions at various points in your home will prevent you from getting sick with flu or viruses,"['onions ward off covid', 'placing onions around the home will help prevent you from getting sick', 'the vegetable can keep you from getting ill.', 'placing onions in your house prevents covid and other viruses', 'onions prevent covid', 'onions have the ability to prevent colds']"
Two persons died after receiving the covid vaccine,"['covid vaccines are dangerous', 'the vaccine is unsafe', 'deaths from a widely administer vaccine are abnormal', 'people should not get the vaccine', 'the vaccine can be deadly', 'people died from receiving the treatment.', 'there may be a relationship between a few deaths and the covid vaccine.']"
Israel managed to erradicate all deaths by COVID-19 using a recipe of lemon and baking soda,"['a recipe of lemon and baking soda cures covid and israel wiped it out with this', 'there is a cure', 'the pandemic is over', 'some homemade recipes can cure coronavirus.', 'home remedies can cure covid', 'home remedies could be a good treatment for covid.', 'israel eliminated covid with a recipe of lemon and baking soda', 'lemon and baking soda gets rid of covid']"
Bilderberg group is planning depopulation by vaccines.,"['the vaccine is dangerous and harmful', 'the long held belief that the worlds elite plan to eliminate the bulk of the worlds population is now coming true and the vaccine is how the plan will be carried out.', 'the group is taking part in population control', 'a group wants to destroy the population with covid vaccines', 'vaccines are being created in order to kill large portions of the population', 'these entities are trying to kill people to reduce the population', 'the vaccines are unsafe', 'vaccines are being given for depopulation']"
The use of hydroalcoholic gel can cause that a person to test positive for breathalyzer tests,"['hydroalcoholic gel can set off a breathalyzer test and should be avoided', 'a breathalyzer device will pick up the alcohol from the gel', 'hand sanitizer cause you to test positive for covid', 'hand sanitizers can cause side effects']"
Centers for Disease Control and Prevention is reporting all pneumonia and influenza deaths as caused by COVID-19.,"['people should not believe the amount of deaths they hear from covid', 'cdc is monitoring the virus', 'a governmental agency is counting other sicknesses as covid', 'the death rates for covid are not accurate', 'covid-19 deaths are overstated', 'deaths by other diseases are being counted as covid deaths by governmental agencies', 'covid death rates are highly exaggerated and untrue', 'published statistics can not be trusted', ""people shouldn't trust the organizations reporting covid deaths"", 'the organization reporting statistics is intentionally misleading people', 'the organization is fudging numbers for its own profit', 'health agencies are exaggerating the extent of covid-19 deaths']"
"Alleged head of El Mundo who says that Araceli, the first person vaccinated in Spain, has died 24 hours after administering the vaccine","['the vaccine is dangerous.', 'first-person vaccinated against covid-19 died', 'first person vaccinated in spain against covid-19 died', 'people should not get the vaccine', 'the covid vaccine is dangerous.', 'vaccines cause death', 'the vaccine is dangerous', ""vaccines aren't safe""]"
Six statements by doctor Karina Sarno about the pandemic,"['doctors are becoming informed regarding covid19', 'karina sarno made statements about covid']"
A nurse is vaccinated with an empty syringe. We do not need to be vaccinated because the covid does not exist,"['vaccines are unnecessary', ""a nurse was vaccinated with an empty vaccine and covid isn't real"", 'disease does not exist', 'covid-19 is a hoax', 'the pandemic is a hoax', 'there are false claims on vaccines', 'the lockdowns should be lifted', 'covid does not exist because vaccinations are empty', 'nurse gets empty needle']"
Mural at Denver airport painted in 1994 apparently predicted COVID-19.,"['mural predicted covid-19', 'a mural at the denver airport predicted covid all the way in 1994', 'the mural artist is prophetic']"
COVID-19 vaccination will deteriorate the health of doctors.,"['covid-19 vaccines have negative health effects', 'people should not get vaccinated', 'covid vaccine is bad for the health of doctors', 'vaccines are dangerous', 'the covid vaccine is bad for doctors', 'covid vaccine is not safe.', 'vaccines have an impact on the health of doctors.']"
"The IHK Cologne organized a party with 250 guests with minister of health, Jens Spahn, in November","[""the ihk and minister of health don't take covid seriously"", 'the government is not following its own orders']"
China did not start vaccination against COVID-19,"['some countries are not using vaccines for covid-19', 'china did not start covid-19 vaccination', 'the country does not believe vaccination is necessary', ""china isn't vaccinating like they should.""]"
"A ""virus removal card"" that can prevent infection from Covid-19 when worn around the neck.","['there is a cure for covid', 'wearing a card around your neck can protect people from covid.', 'a virus removal card can remove covid from your body', 'there are false claims on cures', 'something you wear can keep you safe from the virus.']"
"The infection fatality rate in Germany is 0,014 %","['the fatality rate in germany is low', 'covid-19 is not very deadly', 'germany has an extremely low fatality rate when it comes to covid', 'infection fatality late in germany is very low', 'the infection rate in germany is very low', 'the disease fatality rate in germany is 0.014%']"
"Politician Markus Sder faked his vaccination, there was a cap on the needle","['the vaccine could be harmful', 'the politician believes the vaccine is dangerous', ""some celebrities are falsely saying they got a vaccine when they didn't."", 'politicians are deceiving people about vaccination', 'the pandemic is a hoax', 'some people are just pretending to get vaccines', 'vaccines may be harmful', 'politician faked getting vaccinated', 'the politician is a hypocrit', 'some politicians are lying about whether they are vaccinated', 'vaccines should be avoided', 'the mentioned politician is dishonest']"
The Brazilian Supreme Court ruled in 2018 that mandatory vaccination would be unconstitutional,"['vaccine can not be mandatory', 'it may be challenging for the government of brazil go administer the covid vaccine to a large portion of the population.', 'the brazilian supreme court rules that mandatory vaccination is unconstitutional in 2018', 'some governments may be limited in their ability to curb the spread of sars-cov-2 via vaccine.', ""brazil doesn't want to mass vaccinate citizens.""]"
A nurse fainted after receiving the COVID-19 vaccine because it is not safe.,"[""a nurse fainted after getting the covid vaccine since it's not safe"", 'a woman fainted after getting the vaccine', 'there are false claims on vaccines', 'nurse fainted after getting vaccinated because it is not safe', 'the vaccine is not safe']"
"The average age of deaths from COVID-19 in Belgium is 83 years; on the other side, the average life expectancy is 81.8 years. So, one should think about what is the real reason for people's deaths.","['covid prevention measures are not necessary', 'young people need not to worry about covid', 'age expectancy has not changed due to covid in belgium', 'covid numbers are made up', 'covid death stats are off', 'covid is a hoax', 'only the elderly are being affected by the virus']"
"American professor and virologist Robert F. Garry notes that 5G high-frequency towers were installed to control humans implanted with microchips, whereas the Masons and the Rockefellers allocated millions of U.S. dollars to finance the coronavirus vaccine in order to implant microchips in humans and control them through special computers and 5G technology.","['the government wants to microchip everyone via vaccines', 'rich and powerful people are trying to control the population', '5g technology is a trojan horse being created in order to control mankind.', 'covid vaccines are related to 5g and microchips', '5g and implanted microchips are being used to create the covid virus and have vaccines implant chips', '5g technology is a threat to humans.', 'american professor and virologist robert f. garry notes that 5g high-frequency towers were installed to control humans implanted with microchips', 'covid vaccines are implanting chips into people']"
"A lecture was held in Pentagon in 2005 about replacing the ""God Gene"" in humans through vaccination, aiming to subjugate religious and radical people","['some vaccines are going to alter genes.', 'the pentagon wants to control us through vaccination', 'vaccine is a conspiracy', 'vaccines are dangerous', 'vaccine is a government conspiracy']"
CoronaVac vaccine killed a volunteer from clinical tests,"[""people shouldn't get vaccines"", 'vaccines are life-threatning', 'vaccines may kill people', 'the coronavac killed a volunteer in tests', 'there are false claims on vaccines', 'some brands of covid vaccine have dangerous side effects.']"
The mayor of Zwickau (Saxony) made up a story about high pressure on funeral services,"['some government leaders are telling lies to scare people.', 'the mayor of zwickau lied about funeral services having high pressure on them due to covid', 'the mayor is a liar']"
Bacterial lung infections are increasing because of face masks,"['claims of lung issues from mask use.', 'wearing protective gear makes you sick', 'masks are causing other medical problems to rise', 'wearing masks can be harmful.', 'other sicknesses are rising due to mask wearing', 'masks cause medical problems', 'face masks are causing bacterial infections', 'masks are dangerous to wear.', 'the protection against covid that the masks offer is offset by the risk of bacterial infection.']"
"Please note the differences: (1) dry cough + sneeze = air pollution (2) cough + mucus + sneeze + runny nose = common cold (3) Cough + mucus + sneeze + runny nose + body ache + weakness + light fever = flu (4) Dry cough + sneeze + body pain + weakness + high fever + difficulty breathing = coronavirus. Pathology department AIIMS, Delhi. Make this message available to as many people as possible!","['there are different symptoms people should know to identify what illness they have.', 'there are many differences between the cold and covid', 'people are confusing covid with flue, common cold, allergies etc.']"
A natural treatment for coronavirus,"['covid-19 can be treated with home remedies.', 'there is a natural treatment for covid', 'natural treatments should be preferred over phramaceutical ones', 'natural things can cure coronavirus', 'people should use this treatment', 'coronovirus can be treated with commonly available items.']"
"Coca-Cola tested positive for rapid coronavirus antigen. It is an experiment conducted by an Austrian politician, who from a rostrum in Parliament wanted to prove the alleged uselessness of antigen tests performed with a sample of nose or throat swab.","['those who have antigens may not be safe from the disease', 'an austrian politician did the antigen tests since he though covid tests were worthless', ' an austrian politician conducted an experiment on covid tests', 'coca-cola tested positive for covid antigens', 'antigen tests might provide false results', 'coca cola testing positive for covid', ""viral tests can't be trusted"", 'antigen tests are faulty.', ""people shouldn't get tested"", 'an austrian politician conducted a covid antigen experiment and coca cola tested positive']"
Australia ended covid-19 vaccines because of HIV infections,"['vaccine is dangerous', 'some diseases can be spread by vaccines', 'vaccines are unsafe', 'vaccines spread disease', 'australia had to end covid vaccinations due to hiv infections', 'vaccine can spread virus', 'the vaccines are spreading hiv', 'the needles administering the vaccine are dirty']"
"According to the group 'Doctors for the Truth', the pandemic has been poorly managed.","['the pandemic has been poorly handled', ""depending on ideology, some physician groups disapprove of the government's handling of the pandemic."", 'some physicians would have chosen to handle the pandemic differently.', 'the government needs to do a better job', 'more people have caught covid than should have', 'a doctor group talks about how the pandemic was poorly managed', 'infections and fatalities should be lower']"
The Netherlands refuses to vaccinate against covid-19,"['the government does not believe forcing people to use the vaccine is a good idea', 'there is something sinister being hidden regarding the vaccines.', ""to government doesn't think the vaccine is worth forcing people to take"", 'people in the netherlands either know something about the vaccine that we do not or they are ignorant.']"
Brazilian ex-president Lula's son bought 20% of the shares of Sinovac Biotech,"[""the ex-president's son thinks he will make money on the covid vaccine"", ""brazilian ex-president lula's son bought a lot of shares of sinovac biotech"", 'politicians are using pandemic to make financial gain']"
"The AMA ""reversed course"", now ""giving the green light to doctors prescribing HCQ to their COVID patients.""","['agency decisions could be reversed.', 'ama giving doctor permission to  give out prescriptions', 'medical professionals unsure about treatment options', 'hcq is a safe treatment for covid.']"
"Rinsing your mouth with cold salt water, drinking water and red wine, taking vitamin C, and eating chicken broth will prevent Covid-19 from advancing.","['there is a number of ways to stop covid such as drinking red wine and so much more', 'covid-19 infection can be halted with home remedies involving diet, rinsing mouth with salt water', 'all these remedies should be used to prevent covid', 'rinsing your mouth with cold salt water and drinking vitamin c and chicken broth prevents and treats covid', 'there are false claims on cures', 'people should prefer home remedies to pharmaceutical ones']"
"87,000 Dutch nurses refused to be vaccinated against COVID-19.","[""nurses don't think the vaccine is safe or worth taking"", 'there is something sinister being hidden from us about the vaccines.', 'vaccines are dangerous', ""people shouldn't get vaccinated"", 'thousands of dutch nurses refused the vaccine']"
"in India, the vaccine is free of cost whereas other countries are charging for the vaccine","['some countries are doing better than others in vaccination', 'the government is protecting its citizens', 'the us is capitalizing on the vaccine.']"
