post,targetStereotype,targetMinority,Generated,Model,Task
"women are gay
women are all lesbians and thats why they feel no compassion for men they use us for status and then go eat psusy its gay","[""are inferior"", ""is promiscuous"", ""women hate men"", ""women only like women""]","[""women"", ""women, lesbian women""]",This sentence communicates the stereotype that all women are homosexual,text-davinci-003,sbic
"I think the kamakazis during WWII were all just a big accident... Since Asians are so bad at driving, what's to say they are good at flying?","[""asian people can't see right"", ""asian's can't drive or fly"", ""asians are bad drivers"", ""asians can't see well"", ""group does not drive well"", ""group was in a war by accident due to poor driving""]","[""asian folks""]",Asian people are bad drivers,text-davinci-003,sbic
"My wife is a real treasure I hid her under the gazeebo, hope nobody finds her.","[""abusing women is funny"", ""women are worth less"", ""women deserve to be abused or killed by their men"", ""women's lives are worthless""]","[""women""]",Women are often seen as objects to be owned and hidden away,text-davinci-003,sbic
&#8220;@Weakass_Drex: If Jennifer Hudson can lose weight anybody can you fat ass hoes!!!&#8221;&#128514;&#128514;&#128514;&#128514;,"[""are just objects"", ""fat folks need to lose weight"", ""fat people are unattractive"", ""fat people should lose weight"", ""fat women are hoes"", ""women are refereed to as a derogatory word""]","[""overweight/fat folks"", ""women""]",This sentence communicates the stereotype that women are expected to be thin,text-davinci-003,sbic
Why don't Africans need help? They already have aids.,"[""africans have aids."", ""africans need aid from other countries to get by."", ""black people all have aids"", ""black people should die"", ""have aids"", ""lesser than other races""]","[""Africans"", ""black folks""]",Africans are portrayed as helpless and in need of assistance,text-davinci-003,sbic
"A black guy finds a genie in a bottle  Any three wishes he had would be granted, the genie informed him. ""I wanna be rich,"" said the black guy. The back yard filled up with chests of gold coins and jewels in the blink of an eye. ""I'm no fool,"" said the black guy. ""I wanna be white."" And there he stood, white, blonde-haired and blue-eyed. ""Last but not least, I never want to work another day in my life."" And he turned black again.","[""black people abdicate their responsibilities"", ""black people are lazy"", ""black people are treated worse than white people"", ""black people are uneducated"", ""group doesn't work"", ""that black folks are lazy"", ""they are lazy""]","[""black folks""]",Black people are assumed to be lazy and only wish for wealth,text-davinci-003,sbic
"Listen, you're sexist. @TommyJohn15 Listen, I'm not sexist, but every dumbass driver I've crossed lately has been a female.","[""are bad drivers"", ""shouldn't have a license"", ""women are bad drivers"", ""women are clueless."", ""women are inferior"", ""women can't drive.""]","[""women""]",Women are bad drivers,text-davinci-003,sbic
But you are too strong to be raped.,"[""rape victims are weak."", ""rape victims aren't strong."", ""rape victims shouldn't be raped if they're strong""]","[""assault victims""]",This sentence communicates the stereotype that men are invulnerable to sexual assault,text-davinci-003,sbic
Wakanda is like a black person's freedom. It really never was real in the first place.,"[""black people are not free"", ""black people should still be slaves"", ""blacks are slaves"", ""blacks have no rights"", ""don't have freedom""]","[""black folks""]",The stereotype communicated is that black people are not free,text-davinci-003,sbic
What do you call a woman who speaks their mind? The cunt buried in my back garden,"[""end up dead"", ""shouldn't speak"", ""women are c*nts"", ""women deserve violence"", ""women should be quiet/subservient""]","[""women""]",Women are often seen as being too outspoken or opinionated,text-davinci-003,sbic
I got kicked out of my job interview for becoming a Biology teacher.... I guess answering the question “Why do you want this job?” with “To give  10 year olds a practice lesson about my dick”  was an inappropriate response.,"[""are marginalized for a joke"", ""jokes about child sex abuse"", ""trivializes harm to victims""]","[""assault victims"", ""sexual assault victims""]",Men are often seen as inappropriate and unprofessional in the workplace,text-davinci-003,sbic
I’m not racist Only niggers are racist,"[""black folks are less than human, so you can't be racist against them."", ""black folks don't deserve the consideration of white people."", ""black people are called niggas"", ""black people are racist"", ""doesn't imply anything, just uses derogatory language"", ""only uses derogatory language""]","[""black folks""]",African Americans are viewed as inherently racist,text-davinci-003,sbic
Why are all women lefty Because they have no rights,"[""are subordinate"", ""do not have rights"", ""women are liberals"", ""women are not equal"", ""women don't deserve rights"", ""women have no rights""]","[""women""]",Women are perceived as being disadvantaged and lacking power,text-davinci-003,sbic
Why are black people afraid of pooping? Because they think they're melting.,"[""are inferior"", ""black people are poop colored"", ""black people are stupid"", ""compared to feces"", ""everything about them is dark"", ""losing a part of themselves""]","[""black folks""]",The stereotype communicated is that African Americans are afraid of being physically or socially vulnerable,text-davinci-003,sbic
"This is the only place in the world where Asians call themselves chinks and Indians call themselves currycels
Wow.","[""asian people are chinks"", ""asians are chinks"", ""asians have chink eyes?"", ""indian people eat curry"", ""indians are currycels"", ""indians live on curry?""]","[""asian folks, Indian folks"", ""asian folks, Indians""]",Asian people are often stereotyped as being overly studious and Indians are often stereotyped as being overly focused on their career,text-davinci-003,sbic
"why do black people take so long to check out at the grocery store ? mixers in one transaction , booze in the other","[""black people are drunks"", ""black people are drunks."", ""black people are stupid"", ""black people are stupid."", ""blacks are heavy drinkers"", ""blacks take their time"", ""drinks a lot"", ""takes long to check out at grocery stores"", ""they buy alcohol"", ""they take long to check out""]","[""black folks""]",The stereotype communicated is that African Americans are slow or inefficient shoppers,text-davinci-003,sbic
if any one has any info on the austin texas band Straight Laced any info please contact me at skinranger@yahoo.com white power 88,"[""minorities are a threat to whites"", ""minorities should not mix with whites""]","[""black folks, asian folks, latino/latina folks, native american/first nation folks""]","Straight Laced and the phrase ""white power 88"" are associated with white supremacist ideologies",text-davinci-003,sbic
This disgusting negro makes us ( white people ) look bad .,"[""black folks are disgusting"", ""black folks are inferior to whites"", ""black folks are negroes"", ""black people are disgusting."", ""black people are no good"", ""black people make white people look bad"", ""black people make white people look bad.""]","[""black folks""]",African Americans are lazy and criminal,text-davinci-003,sbic
What’s black and spends most it’s life in jail? A black person,"[""are in jail"", ""black folks are criminals"", ""black folks end up in prison"", ""black people are criminals"", ""black people should be jailed""]","[""black folks""]",The stereotype communicated is that black people are disproportionately incarcerated,text-davinci-003,sbic
remember when muslims massacred americans and george w. bush responded by bringing in more muslims,"[""muslim folks are murderers"", ""muslim folks are terrorists"", ""muslims are terrorists"", ""muslims are violent"", ""too much immigration"", ""want to replace whites""]","[""muslim folks""]",Muslims are violent and dangerous,text-davinci-003,sbic
"from what i understand most major religions all pray to the same god . after tragedies often i hear ' god has a plan ' well , frankly i think they are right . like after sandy hook , you know , like <number> kids were murdered . that was part of gods plan . i mean , how else is he going to keep coming up with virgins for the suicide bombers .","[""muslims have an evil religiion"", ""muslims kill for their virgins"", ""trivializes harm to victims.""]","[""mass shooting victims"", ""muslim folks""]",The stereotype communicated is that Muslims are violent and condone suicide bombings,text-davinci-003,sbic
"what is black , yellow and makes you laugh a bus full of black people driving of a cliff","[""are not valuable lives"", ""black people dying is funny"", ""black people should drive off of cliffs"", ""die for the amusement of white people"", ""they are a joke"", ""they are suicidal""]","[""black folks""]",People of African descent are seen as comedic and foolish,text-davinci-003,sbic
I HATE WHEN NIGGAS PULL OUT GUNS AND DONT BUSS SHIT!!! #STOPPUMPFAKING2k17,"[""black people all own guns."", ""black people are called niggas"", ""black people fake tough."", ""niggas is a slang term"", ""they are all talk"", ""they like to use violence""]","[""black folks""]",African Americans are often portrayed as being prone to violence and using guns,text-davinci-003,sbic
why are women like clouds ? because they dampen your day when they 're around but once they 're gone the day is much better .,"[""group acts badly towards men"", ""group should be mocked"", ""women are best when they aren't around"", ""women are downers""]","[""women""]","The stereotype communicated is that women are negative and bring down the mood, implying that they are not desirable to be around",text-davinci-003,sbic
I was once asked how many genders there are I replied with one coz wemon are property,"[""are considered property"", ""are inferior"", ""are not a gender"", ""calls women property"", ""compared to property"", ""implies women not equal""]","[""women""]",Women are viewed as property,text-davinci-003,sbic
"Why do they say, ""once you go black, you never go back?"" Because HIV really limits your options.","[""black people are always horny"", ""black people are dirty"", ""black people have diseases"", ""black people like to date white people"", ""have diseases"", ""have std's""]","[""black folks""]",The stereotype communicated is that African Americans are more likely to have HIV than other racial groups,text-davinci-003,sbic
"The last time I had sex was like the 100m final! 8 black men, and a gun","[""black men abuse women"", ""black men are rapists"", ""black men are rapsits""]","[""black folks""]",African Americans are often portrayed as violent and dangerous,text-davinci-003,sbic
What’s a tattoo every black man is born with? One of their dad,"[""black men can't get tattoos because of the color of their skin"", ""black men don't take care of their family"", ""black men leave their families"", ""black people abandon their kids"", ""black people are lazy"", ""black people grow up without fathers""]","[""black folks""]",The stereotype communicated is that all black men are expected to have a close relationship with their fathers,text-davinci-003,sbic
You seem to have no grasp of the fact that it is the jews who have stolen German identities in the first place to blend in .,"[""insinuates that jewish people are sneaky."", ""jewish people are deceptive"", ""jewish people are liars"", ""jewish people steal identities."", ""jews are greedy"", ""jews steal identities""]","[""jewish folks""]",Jews are perceived as deceptive and untrustworthy,text-davinci-003,sbic
What never eats but still is alive? The children of africa,"[""africans are all extremely poor."", ""africans are all starving."", ""africans are malnourished"", ""africans are poor"", ""all africans are poor."", ""all africans are starving.""]","[""Africa"", ""black folks"", ""poor folks""]",The stereotype communicated is that African children are resilient and strong despite their lack of resources,text-davinci-003,sbic
What's the Best/worst Spongebob quote to say in bed? ARE YA READY KIDS?!,"[""belittles the severe pain that molestation victims feel"", ""trivializes harm to victims""]","[""assault victims"", ""child rape victims""]",The stereotype communicated by this sentence is that people who enjoy Spongebob are immature and childish,text-davinci-003,sbic
"I was with a Jewish boy in DT Food today. I said to him ""One oven a day keeps the Jews away""

He hasn't talked to me since.","[""jewish people are unwanted"", ""jewish people deserve to die"", ""jews deserved to die in the holocaust"", ""jews lives don't matter"", ""makes fun of the burning of jews in \""oven\"""", ""making fun of the holocaust"", ""trivializes harm to victims""]","[""Holocaust victims"", ""jewish folks""]",Jews are often stereotyped as being associated with ovens and baking,text-davinci-003,sbic
What do you get when a Muslim and a Mexican have a baby? A child too lazy to blow himself up.,"[""latinos are lazy."", ""latinos are useless."", ""mexicans are lazy"", ""mexicans are not hard workers"", ""mexicans are worthless"", ""muslims are suicide bombers."", ""muslims are terrorists"", ""muslims are terrorists."", ""muslims are violent."", ""muslims blow people up"", ""muslims carry bombs""]","[""latino/latina folks"", ""muslim folks""]",Muslims and Mexicans are stereotypically portrayed as lazy,text-davinci-003,sbic
What do you call a white guy surrounded by a thousand black guys? A warden,"[""black men are criminals"", ""black people are criminals"", ""black people are more likely to be in jail"", ""black people should be jailed"", ""blacks are criminals"", ""blacks are violent""]","[""black folks""]",The stereotype communicated is that African Americans are criminals,text-davinci-003,sbic
What's the difference between a Jew and a pizza? The pizza doesn't scream when it's put in the oven.,"[""holocaust"", ""jewish folks are submissive"", ""jewish people are executed"", ""jewish people below in the oven"", ""jews are inferior"", ""trivializes harm to victims"", ""victims""]","[""holocaust victims"", ""jewish folks"", ""terrorism victims""]",The stereotype communicated is that Jews are easily frightened,text-davinci-003,sbic
"you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his car .","[""black folks are criminals"", ""black folks are thieves"", ""blacks are poor"", ""blacks steal""]","[""black folks""]",African Americans are assumed to not be able to afford expensive cars,text-davinci-003,sbic
"What's the difference between a Catholic priest and a pedophile? Nothing, the two are synonymous.","[""catholic priests are child molestors"", ""catholic priests are pedophiles"", ""catholics are pedophiles""]","[""christian folks""]",Catholics are associated with pedophilia,text-davinci-003,sbic
&gt;tfw even if you woke up as Chad and you wouldn't feel any different because years of psychological damage at the hands of female human organisms has permanently made you the way you are mentally,"[""are out to get straight men"", ""makes straight men crazy"", ""women are abusive"", ""women are sex objects""]","[""women"", ""women, lesbian women, trans women, bisexual women""]",Women are viewed as emotionally damaging to men,text-davinci-003,sbic
"All these chicks want wedding rings, but they be fucking on errthing","[""women are vain"", ""women cheat on their partners"", ""women will screw anything"", ""womens cheat""]","[""women""]",Women are often seen as materialistic and only interested in relationships for financial gain,text-davinci-003,sbic
"we should not help poor african children
they are not entitled to food, they should be confident and funny","[""african folks don't deserve to eat"", ""african folks don't deserve to live""]","[""African folks""]",This sentence communicates the stereotype that African children are lazy and do not deserve help,text-davinci-003,sbic
What's the only warm organ inside a deceased female body? My Dick. (it's not illegal if the cops don't know about it),"[""are just objects"", ""are marginalized for a joke"", ""women are sex objects""]","[""assault victims"", ""women""]",Women are objectified and seen as sexual objects,text-davinci-003,sbic
What's the difference between heroin and a black person? Police care about people shooting heroin,"[""black people are not worthy"", ""blacks are not important"", ""blacks are worthless"", ""police do not care about black people"", ""police don't care about black people""]","[""black folks""]",The stereotype communicated is that Black people are criminalized and viewed as a threat by law enforcement,text-davinci-003,sbic
What is the diffrence between Jews and pizza? Pizza don't scream while it is baking.,"[""are lesser humans"", ""holocaust reference"", ""jewish people are stupid"", ""jewish people deserve to die"", ""jews deserved to die in the holocaust"", ""jews should die""]","[""jewish folks""]",Jews are often seen as being overly sensitive or easily offended,text-davinci-003,sbic
"Roses are red Violets are blue, Niggers aren't people, Nor are woman or jews","[""black folks are inferior"", ""black folks aren't people"", ""black people are just niggers"", ""black people aren't people"", ""jewish folks are inferior"", ""jewish folks aren't people"", ""jewish people aren't people"", ""jews are evil"", ""women are inferior"", ""women aren't people""]","[""black folks"", ""black folks, jews"", ""jewish folks"", ""women""]","This sentence communicates the stereotype that non-white people, women, and Jews are inferior to white people",text-davinci-003,sbic
Black people deserve the same rights and the civil rights act wasn’t a mistake. Lock if u disagree.,"[""black people are property"", ""black people are worthless"", ""black people shouldn't have rights""]","[""black folks""]",Black people are equal to all other people,text-davinci-003,sbic
why are the black man 's eyes always red after sex ? the mace .,"[""all black men are rapists"", ""are criminals"", ""black men don't have sex unless they rape a woman"", ""trivializes rape""]","[""black folks""]",African Americans are portrayed as promiscuous,text-davinci-003,sbic
You CUCKS and Patriots....and my Brothers.....UNITE....ITS TIME !,"[""is stupid"", ""not know which side to be on""]","[""liberals""]",Patriots and Cucks are stereotypically seen as two opposing groups,text-davinci-003,sbic
I don’t know if you guys have ever realized but.. Midget porn is the next best thing to child pornography,"[""child porn is hot or okay."", ""children can be sexy."", ""little people are like children"", ""little people look like children""]","[""assault victims"", ""folks with physical illness/disorder""]",Midget people are often seen as objects of sexual desire,text-davinci-003,sbic
When two fat American's have sex it's... MISSIONARY IMPOSSIBLE.,"[""americans are fat"", ""americans are obese"", ""fat people are gross looking."", ""fat people shouldn't be sexual."", ""they are disgusting"", ""they are so big they cant have sex""]","[""Americans"", ""overweight/fat folks""]",Americans are often stereotyped as being overweight,text-davinci-003,sbic
This is 50 shades of bullshit. Wadhwa said that women that disagreed with him were just looking for attention. THESE WERE HIS WORDS.,"[""women are needy"", ""women just want attention""]","[""women""]",Women are seen as attention-seeking and unable to form their own opinions,text-davinci-003,sbic
i think i need to find a new girlfriend she is starting to learn to talk now,"[""it's okay if babies are raped."", ""molesting babies is funny."", ""trivializes harm to victims""]","[""assault victims"", ""babies""]",Women are expected to be nurturing and maternal,text-davinci-003,sbic
Gangs of Black thieves rob... assault....terrorize ....and destroy.....AMERICA.....NEVER GIVE UP YOUR GUNS.....OR YOU ARE NEXT!,"[""black folks are criminals"", ""black folks are violent"", ""black people are violent"", ""black people have ulterior motives."", ""blacks are violent"", ""states all blacks are criminals""]","[""black folks""]",The stereotype communicated is that African Americans are violent criminals,text-davinci-003,sbic
"Since Harriet tubman is on the 20 dollar bill now, is it worth 3/5 of a 20 now?","[""a black person is only worth 3/5th of a white person"", ""blacks lives are worth less than whites"", ""blacks lives don't matter"", ""people people are worth less than white people""]","[""black folks""]",African Americans are undervalued,text-davinci-003,sbic
"Hi, i am just looking for whitepride men in the western canada area particularly BC just to talk to hangout or whatever .","[""blacks should be segregated"", ""non-white people are replacing white people."", ""trivializes white nationalism"", ""white people are suprerior to non-whites.""]","[""black folks"", ""black folks, asian folks, latino/latina folks, native american/first nation folks""]",Whitepride men are often associated with white supremacist ideologies,text-davinci-003,sbic
Why don't jews like 4/20? When they get baked they're inside an oven.,"[""jewish people always think about the holocaust"", ""jewish people are subhuman"", ""jewish people deserve to die"", ""jews dont like smoking weed"", ""jews get baked in ovens"", ""trivializes the holocaust""]","[""jewish folks""]",Jews are associated with being burned in ovens,text-davinci-003,sbic
what s your favorite flavor of jew ? smokey bbq,"[""jewish folks are in danger of violence"", ""jewish folks are inferior"", ""jewish folks fear genocide"", ""jewish folks should be burned"", ""jewish were in the holocaust"", ""jews went through a lot in that.""]","[""jewish folks""]",The stereotype communicated is that Jews have a particular flavor preference,text-davinci-003,sbic
"I'm like JFK and my wife is like the people beside him. She screams and tries to get out of the car as I splatter all over her, teach that fucking bitch to wash dishes next time.","[""trivializes harm to victims"", ""woman are for doing dishes"", ""woman are sex objects"", ""women belong in the kitchen"", ""women should obey men""]","[""assassination victims"", ""women""]",Women are expected to do domestic labor such as washing dishes,text-davinci-003,sbic
"To all the black kids without fathers, don't be so upset. In a few years, you'll get to meet them when you go to prison.","[""black children don't have fathers."", ""black folks don't grow up with fathers"", ""black folks end up in prison"", ""black men don't parent their children."", ""black men go to jail."", ""most black children will become criminals"", ""most black fathers have been in jail""]","[""black folks""]",African Americans are disproportionately represented in the criminal justice system,text-davinci-003,sbic
What's the difference between a woman and a computer? You can punch information into a computer.,"[""are dumb"", ""need to be hit"", ""women are stupid."", ""women don't understand something unless you use physical force."", ""women should be punching bags"", ""women should learn after being hit""]","[""women"", ""women, trans women""]",Women are viewed as objects to be manipulated,text-davinci-003,sbic
It’s not rape if you’re really ugly... Ungrateful bitch.,"[""women are bitches"", ""women can't be raped if they're ugly."", ""women deserve to be raped"", ""women secretly want to be raped.""]","[""women""]",Women are viewed as objects to be used and discarded,text-davinci-003,sbic
"nytimes.com/2017/09/28/opinion/valerie-plame-anti-semitism.html?smid=tw-nytopinion&smtyp=cur … Yes, I admit, I have many wonderful Jewish friends, but they are NOT Zionists!","[""jewish people are all the same."", ""jewish people are zionists""]","[""jewish folks""]",Zionists are viewed as being separate from Jews,text-davinci-003,sbic
"The Jews use to laugh
They thought it was just a joke
They're not laughing now

-Adolf Hitler","[""jewish people are lesser than others"", ""jews were killed in the holocaust."", ""jews were targeted by the nazis."", ""the holocaust was a good thing""]","[""jewish folks""]",The stereotype communicated is that Jews are untrustworthy and cannot be taken seriously,text-davinci-003,sbic
What happens when a black person dies? Nigger mortis,"[""black people are criminals"", ""black people are lazy"", ""makes light of racism"", ""uses racial slang""]","[""black folks""]",The stereotype communicated is that African Americans are inferior and disposable,text-davinci-003,sbic
"Bill Cosby did the women he raped a favour by drugging them would you really want the memory of old Doc Huxtable's Jell-O pudding, meaty fingers all up in your lady gravy","[""are just objects"", ""women are sex objects"", ""women deserve to be raped"", ""women enjoy rape""]","[""women""]",Men are seen as predators who use their power to take advantage of women,text-davinci-003,sbic
how long in the microwave does it take for a black baby to explode ? dunno . i close my eyes when i masturbate .,"[""black folks are less than human."", ""black folks should be killed."", ""blacks are a joke"", ""blacks are unwanted"", ""trivializes harm to victims""]","[""black folks"", ""dead babies""]",This sentence communicates the stereotype that people who masturbate are immoral or shameful,text-davinci-003,sbic
What do you call winning battle royale in China? Winner Winner Dog dinner,"[""asian people treat dogs like livestock"", ""asians eat dogs"", ""chinese folks eat dogs"", ""chinese folks fight over food"", ""the chinese dont respect dogs"", ""the chinese eat sogs""]","[""Chinese"", ""Chinese folks"", ""asian folks""]",The stereotype communicated by this sentence is that Chinese people are obsessed with winning,text-davinci-003,sbic
Sometimes I think I enjoy gay sex... But that's just the French in me,"[""being gay is unnatural"", ""being gay is wrong"", ""french folks are effeminate"", ""french folks are homosexual"", ""french people are effeminate"", ""french people are gay"", ""french people are homosexuals"", ""french people like gay sex""]","[""French folks"", ""french folks"", ""french people"", ""gay men""]",French people are often stereotyped as being more open to and accepting of same-sex relationships,text-davinci-003,sbic
"A black guy went to give a white guy a high five And then the black guy said ""why did you leave me hanging?""","[""black folks are hanged"", ""black folks are likely to be killed"", ""black folks are subhuman"", ""black folks should be hung""]","[""black folks""]",Black people are often seen as being ignored or left out,text-davinci-003,sbic
what do you call an ethiopian with a yeast infection ? a quarter pounder with cheese .,"[""ethiopians are skinny."", ""ethiopians are starving"", ""ethiopians are thin"", ""ethiopians weigh almost nothing.""]","[""Ethiopians""]",This sentence communicates the stereotype that Ethiopians are unhealthy and unclean,text-davinci-003,sbic
Why are black people so tall? Because their knee grows.,"[""black people are ok to enslave"", ""black people don't mind racial slurs"", ""blacks are animals"", ""blacks are dumb""]","[""black folks""]",The stereotype communicated is that African Americans are naturally taller than other racial groups,text-davinci-003,sbic
"After going blind a man stabbed himself to death. Know Why?

He could no longer see the point","[""blind people are useless"", ""blind people have no reason to live"", ""blind people should just kill themselves"", ""blindness is the worst"", ""physically disabled folks are useless"", ""physically disabled folks deserve to die""]","[""blind people"", ""physically disabled folks""]",People who are blind are helpless and unable to cope with life,text-davinci-003,sbic
"What's black, white and rolls around on the beach? A black man and a seagull fighting over a chip.","[""blacks are animals"", ""blacks are criminals"", ""blacks are worthless""]","[""black folks""]",This sentence communicates the stereotype that black people are prone to violence,text-davinci-003,sbic
"Any time a man tells you to make him a sandwich, imagine it as ""MAKE ME SANDWICH.  ME AM MAN. ME BEAT CHEST.""","[""are caveman like"", ""are sexist"", ""men are animals"", ""men are stupid""]","[""men""]",Men are expected to be dominant and assertive,text-davinci-003,sbic
"What's the difference between homeless people and rats? Nothing, they both are infestations to big cities","[""group are like rats and cause problems"", ""group shouldn't exist"", ""homeless folks are a nuisance."", ""homeless folks are vermin."", ""homeless people are similar to rats"", ""homeless people infest big cities""]","[""homeless folks"", ""poor folks""]","The stereotype communicated is that homeless people are an infestation, like rats",text-davinci-003,sbic
You can't play with them - they don't speak English.,"[""folks that do not speak english should not be accepted"", ""folks that do not speak english should stay in their place."", ""hate for all minorities in general"", ""people who don't speak english are bad""]","[""black folks, asian folks, latino/latina folks, native american/first nation folks"", ""latino/latina folks, Folks that do not speak English""]",People who do not speak English are seen as unable to participate in activities with those who do,text-davinci-003,sbic
A black man and a jew jump off a building. Who lands first No one cares,"[""are unwanted"", ""are worthless"", ""black people are inferior"", ""black people are second class citizens"", ""black people don't matter"", ""have no value"", ""jewish people are inferior"", ""jewish people are second class citizens"", ""jewish people don't matter"", ""nobody care if jewish people die"", ""nobody cares about what happens to black people"", ""would be better off gone""]","[""black folks"", ""jewish folks""]",People are more focused on the differences between individuals than on the individual themselves,text-davinci-003,sbic
Hoes gone be hoes but thats none my business !!,"[""women are \""hoes\"""", ""women are promiscuous."", ""women are unethical"", ""women can't be trusted.""]","[""women""]",Women are often seen as being untrustworthy and unreliable,text-davinci-003,sbic
What was the hardest part of the holocaust? My dick.,"[""jewish people are inferior"", ""jewish people are unwanted"", ""trivializes harm to victims""]","[""Holocaust victims"", ""jewish folks""]",Jews are often viewed as victims of the Holocaust,text-davinci-003,sbic
This is why libtards and Jews call us white supremacists and get away with it .,"[""group falsely accuses people of being white supremacists."", ""jewish people are bad"", ""jewish people are trying to push an agenda."", ""jewish people hate whites"", ""liberals are making up reasons to call people white supremacists."", ""libtards"", ""refers to liberals as libtards."", ""slander people""]","[""jewish folks"", ""liberals""]",White supremacists are viewed as people who are prejudiced against people of other races and religions,text-davinci-003,sbic
I got my son a trampoline but noooo he just sits in a wheelchair and complains.,"[""can't do anything but sit"", ""just complain all the time"", ""people in wheelchairs can't enjoy trampolines"", ""people in wheelchairs complain too much""]","[""physically disabled folks""]",People with disabilities are seen as helpless and unable to enjoy activities,text-davinci-003,sbic
"You know what the KKK gets up to these days? Oh, just monkey business","[""are animals"", ""are monkeys"", ""black folks are called monkey as a slur"", ""black folks are less than human"", ""black people are monkeys"", ""black people aren't human""]","[""black folks""]",African Americans are unfairly associated with negative and primitive behavior,text-davinci-003,sbic
I asked a Jewish girl for her number.. And she rolled up her sleeve,"[""all jewish people have id number tattoos"", ""jewish folks were rounded up in concentration camps"", ""jews are marked"", ""jews had numbers tattooed on their arms"", ""jews were marked and branded with numbers in camps""]","[""jewish folks""]",Jews are often stereotyped as being secretive and guarded,text-davinci-003,sbic
What's the difference between a feminist and a cry baby? A cry baby stops crying when it grows up.,"[""feminists are a bunch of whiners."", ""feminists are always complaining."", ""women are emotional"", ""women are stupid""]","[""Feminists"", ""women""]",The stereotype communicated is that feminists are overly emotional and immature,text-davinci-003,sbic
Name one similarity between Gamestop and the Holocaust Both enslave their workers,"[""compares work to holocaust"", ""makes light of holocaust"", ""the holocaust has been exaggerated by jews."", ""the holocaust was a good way to eliminate the jews.""]","[""jewish folks""]",The stereotype communicated is that Jews are victims of genocide,text-davinci-003,sbic
@PrisonPlanet @realDonaldTrump I'm afraid no chance 4 US 2 get a really independent potus.Swamp drains anyone.Doubt… https://t.co/62nqrB8hSS,"[""conservatives are bad"", ""conservatives are the \""swamp\""""]","[""conservatives""]",Politicians are untrustworthy,text-davinci-003,sbic
You might want to think about losing weight if you want to get married and have children. Men are very visual creatures.,"[""women can't be in a relationship if they are fat"", ""women have to be pretty to get a man""]","[""women""]",Men are perceived as being primarily driven by physical attraction,text-davinci-003,sbic
"How to tell if you are ugly
If you are over 20 and a virgin, and it's not by choice, then you are ugly.","[""ugly men are virgins."", ""ugly men can't get women""]","[""ugly folks""]",The stereotype communicated is that people who are over 20 and still virgins are considered to be unattractive,text-davinci-003,sbic
What does a Muslim do after having sex with his wife? Sings a nursery rhyme and puts her to sleep.,"[""all muslims harm women"", ""are pedophiles"", ""marries children"", ""muslims are pedophiles"", ""muslims have sex with children"", ""muslims marry young women""]","[""muslim folks""]",Muslims are seen as overly religious and conservative,text-davinci-003,sbic
"Wanna hear the biggest lie? ""Men and women deserve equal rights""","[""are lesser than men"", ""men deserve better treatment"", ""women are not intelligent"", ""women don't deserve equal rights""]","[""women""]",Women are often seen as inferior to men,text-davinci-003,sbic
what's the difference between a tire and a black person?  A tire doesn't scream when I put chains on it.,"[""black folks are objects"", ""black folks are property"", ""black folks are slaves"", ""black folks aren't human"", ""black folks deserve violence"", ""black people are slaves."", ""black people are stupid.""]","[""black folks""]",This sentence communicates the stereotype that Black people are treated like objects and are subjected to oppressive and dehumanizing treatment,text-davinci-003,sbic
More racist violence by blacks - this time the victim was a Chinese man : YouTube - Racist Blacks beat a Chinese man to death,"[""black folks are racist"", ""black folks are violent"", ""blacks are racist"", ""blacks beat up people""]","[""black folks""]",African Americans are violent and dangerous,text-davinci-003,sbic
I'm sure the Jews in Scandinavia dumb down the education systems there too .,"[""jewish folks are incompetent"", ""jewish folks aren't smart"", ""jewish people are not intelligent."", ""jewish people don't do well in school."", ""jews plot against countries""]","[""jewish folks""]",Jews are portrayed as having a negative influence on education systems,text-davinci-003,sbic
What's better than a gold medal at the Paralympics? Legs,"[""physically disabled are inferior"", ""physically disabled folks are unhappy."", ""physically disabled folks can't lead fulfilling lives."", ""the accomplishments of physically disabled don't matter"", ""trivializes disability""]","[""physically disabled folks""]",People with disabilities are viewed as being less capable than those without disabilities,text-davinci-003,sbic
What’s the difference between a dollar and a Jew I’d be disappointed to lose 6 million dollars,"[""jewish folks are less than human"", ""jewish folks aren't human"", ""jewish folks don'tt matter"", ""jewish folks' lives do not matter"", ""trivializes harm to victims""]","[""Holocaust victims"", ""holocaust victims"", ""jewish folks""]","The stereotype communicated is that Jews are equated to money, implying that they are only valued for their wealth",text-davinci-003,sbic
"Just how Americans draw themselves slimmer. Japan does the same, they make anime have giant eyes while in reality they can’t see what their drawing","[""asian people can't see"", ""asian people can't see because their eyes are small"", ""asian people have squint eyes"", ""asian people's eyes are too small"", ""asians can't see"", ""japanese have slanted eyes""]","[""asian folks""]",Asian people are often portrayed as having disproportionately large eyes,text-davinci-003,sbic
"I'm glad to hear about my brothers being ready to fight like that , lets just hope in the future these immigrants with no right will get something good enough so they 'll finally leave","[""immigrants are bad"", ""immigrants are worthless"", ""immigrants have no right to be here"", ""immigrants need to be hurt to go away"", ""immigrants should be fought"", ""immigrants should leave""]","[""black folks, asian folks, latino/latina folks, native american/first nation folks"", ""immigrants""]",Immigrants are viewed as people who do not have the right to be in a country,text-davinci-003,sbic
