headline,writer_intent,misinfo,Generated,Model,Task
How to Avoid a Climate Disaster,"[""bill gates's book is full of ideas and solutions."", 'a climate disaster is impending']",real,'climate change is a problem',baseline,mrf
Trump features Climate Hustle 2 & Morano's quote on Trump's 'energy dominance',"['climate hustle 2 is being talked about by trump', 'trump has watched climate hustle 2 and is talking about energy dominance due to climate change', ""the president doesn't believe in climate change""]",misinfo,'the president is a 'climate change',baseline,mrf
"Biden taps climate, environment hands for transition teams","['the president wants experienced people in these positions', 'biden has a high priority for climate']",real,'biden taps climate,baseline,mrf
Biden Names Cabinet Officials Tasked to Fight Climate Change,"[""climate change is on government's agenda""]",real,'biden's climate change plan is a 'biden's plan',baseline,mrf
"Climate catastrophes cost nations billions in 2020, report finds",['climate change leads to disasters that people cannot afford'],misinfo,'climate catastrophes cost nations billions',baseline,mrf
"How homeowners can save energy, money from the feds' climate plan","['people can save cost', ""you can save money and energy from the fed's climate plan"", 'the government has a new climate plan that helps society']",real,'the feds' plan will save money',baseline,mrf
One-third of UK's fruit and vegetables imported from countries at threat from climate change - study,"[""a third of uk's produce comes from countries affected by climate change""]",real,'one-third of UK's fruit and vegetables imported from countries at risk from climate change - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study - study,baseline,mrf
The United States are officially recommending hydroxychloroquine against COVID-19,"['the us government believes hydroxychloroquine to be effective against covid', 'their is an effective treatment against covid-19']",misinfo,'the united states are officially recommending hydroxychloroquine against COVID-19',baseline,mrf
Sinovac makes the H1N1 flu vaccine used in Brazil since 2009,"['h1n1 is still an issue in that part of the world', 'the h1n1 vaccine was created by sinovac in brazil in 2009']",misinfo,"'sinovac makes the vaccine used in Brazil since 2009','sinovac makes the vaccine used in Brazil since 2009','sinovac makes the vaccine used in Brazil since 2009','sinovac makes the vaccine used in Brazil since 2009','sinovac makes the vaccine used in Brazil since 2009','sinovac makes the vaccine used in Brazil since 2009','sinovac makes the vaccine used in Brazil since 2009'",baseline,mrf
"CDC COVID-19 survival rates are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70.","['elderly are affected worse', 'younger people are safer']",misinfo,'covid-19 survival rates are 99.997% for people ages 0 to 19,baseline,mrf
Hypocrites and greenwash': Greta Thunberg blasts leaders over climate crisis,"['greta is harmful to society', 'greta is brainwashed', ""the government isn't doing enough about climate change""]",real,'the climate crisis is a 'greenwash',baseline,mrf
This California Law Offers Biden a Tool in the Fight for Environmental Justice,['biden has a tool to fight for environmental justice based on a california law'],real,'the law is a tool in the fight for environmental justice',baseline,mrf
WHO Has Ranked Sri Lanka Fifth Best Country For Covid-19 Response,"['some groups of people are better able to protect one another from disease.', ""money doesn't necessarily help with the pandemic response."", 'some governments responded better than others.']",misinfo,'the world is not a good place',baseline,mrf
Lake ice destabilized by climate change linked to increase in youth drownings,"['the lake ice melting raises water levels which increases the amount of drownings', ""climate change is a threat to our children's lives""]",real,'climate change is causing drownings',baseline,mrf
Massachusetts AG Tells Bloomberg Group of Plan to Use its Attorneys to Enforce Paris Climate Treaty,"['massachusetts ag will enforce the climate change policy', 'massachusetts ag will use its attorneys to enforce climate change policies']",misinfo,'the government is using its attorneys to enforce the climate treaty',baseline,mrf
Climate change: Snowy UK winters could become thing of the past,['the uk may not get snow in winter anymore due to climate change'],real,'climate change is a big problem',baseline,mrf
UK to make climate risk reports mandatory for large companies,['some places are doing more to combat climate change'],real,'uk to make climate risk reports mandatory for large companies',baseline,mrf
Could the shipping industry derail plans to address the global climate emergency?,"['the shipping industry could derail climate change plans', ""shipping industries don't want climate action to happen as it will hurt their business""]",misinfo,'shipping is a major threat to the environment',baseline,mrf
Document supposedly says that COVID-19 vaccine provokes sterilization,"['covid-19 vaccine causes sterilization', 'government wants to sterilize people']",misinfo,'covid-19 vaccine provokes sterilization',baseline,mrf
The Ukrainian parliament adopted the bill on the payouts during the lockdown to every Ukrainian.,['government created covid-19 for the economy'],misinfo,'the bill is a bill that will be passed by the parliament',baseline,mrf
UN chief at climate summit: 'Can anybody still deny that we are facing a dramatic emergency?',['the world organization official is declaring a state of emergency for climate change.'],misinfo,'we are facing a dramatic emergency',baseline,mrf
"A chain that invites to verify personal data in the National Electoral Register since, according to the chain, they will be used for the vaccination campaign against the coronavirus","['personal data in the national electoral register is being used in a vaccination campaign.', 'government is using national electoral registry to find out information about people', 'government is overreaching']",misinfo,'the chain is inviting to verify personal data in the national e-registre',baseline,mrf
A natural treatment for coronavirus,"['covid-19 can be treated with home remedies.', 'there is a natural treatment for covid', 'natural treatments should be preferred over phramaceutical ones', 'natural things can cure coronavirus', 'people should use this treatment', 'coronovirus can be treated with commonly available items.']",misinfo,'natural treatment for coronavirus',baseline,mrf
48 people died in Singapore after taking part in COVID-19 vaccine test,"['that vaccines are not safe and can cause death for some', 'vaccine trial killed almost 50']",misinfo,'the vaccine is not safe',baseline,mrf
"Arctic's Shift to a Warmer Climate Is 'Well Underway, Scientists Warn",['climate change may have done irreparable damage already'],real,"'the shift to a warmer climate is well under way,' 'the shift is well under way,' 'the shift is well under way,' 'the shift is well under way,' 'the shift is well under way,' 'the shift is well under way,' 'the shift is well under way,' 'the shift is well under way,' 'the shift is well under way,' 'the shift is well under way,' 'the shift is well under way",baseline,mrf
Buddha would be green': Dalai Lama calls for urgent climate action,"['buddhist leaders support the fight against climate change', 'the dalai lama cares about climate change and wants to fight it, along with other buddhists']",real,'dalai lamas would be green',baseline,mrf
"China President Xi's Climate Con Trick: Continue to increase CO2 emissions through at least 2030, but 'aim' to stop doing so before then","['china is not taking climate policy seriously enough', 'some political figures do not care about climate change.', 'china is not trustworthy.', 'some countries can use climate change policies for their own benefit.', 'emissions will not be decreased as quickly as they should be']",misinfo,'china president xi's climate con tricks',baseline,mrf
The International Court of Human Rights regulates the use of chlorine dioxide for any person who requires it,"['chlorine dioxide is a suitable treatment', 'the court is advocating the use of the substance for preventing covid', 'excessive use of chlorine dioxide is dangerous.', 'chlorine dioxide might be unsafe to use.']",misinfo,'the international court of human rights regulates the use of chlorine dioxide for any person who requires it',baseline,mrf
"New virus detected ten times more dangerous than the one in Wuhan, i.e. the coronavirus.","['a deadly virus 10x more dangerous than covid was found', 'there are worse viruses than covid.', 'death rates could be a lot higher']",misinfo,'the virus is ten times more dangerous than the one in Wuhan',baseline,mrf
"Trump slams Paris climate accord at virtual G20 saying it was designed to kill the US economy, not save the environment",['trump slams the paris climate accord'],misinfo,'the climate agreement is designed to kill the US economy,baseline,mrf
mRNA vaccines may alter our DNA,"['mrna vaccines are not safe to use.', 'vaccines are not what we are told they are', 'vaccines can change our genetic makeup', ""mrna vaccines work in the opposite of how they're supposed to."", ""mrna vaccines don't actually just express proteins, but somehow alter dna."", 'vaccines may be unsafe', 'vaccines are dangerous']",misinfo,'mRNA vaccines may alter our DNA',baseline,mrf
"Even under Trump, America did a better job at tackling the climate emergency than Canada did, says Green Party Leader Annamie Paul",['trump did a better job tackling climate change than canada'],real,'the climate crisis is a global problem',baseline,mrf
"Supreme Court says plans for Heathrow third runway are legal, overturning climate crisis ruling",['supreme court overturns climate crisis ruling for heathrow'],misinfo,'the court has ruled that the third runway is legal',baseline,mrf
Georgia Clinched Biden's Victory. Now It Will Decide His Climate Agenda's Fate.,"['the new administration will have policy on climate change', ""biden's victory was due to georgia and now georgia must decide on climate change agenda fate""]",real,'the climate agenda is a political issue',baseline,mrf
"With John Kerry Pick, Biden Selects a 'Climate Envoy' With Stature","['someone with presence is taking control of the planet.', ""biden's environmental cabinet is strong""]",real,'biden picks a climate envoy',baseline,mrf
Alternative medicine advocate mit Akta's claims about COVID-19 vaccines,"['the vaccines carry impurities', 'vaccines are harmful to the body', 'there are false claims on vaccines', 'some doctors have their own viewpoints about the vaccines.']",misinfo,'vaccines are not safe',baseline,mrf
"The newspaper Diario Sur has published that Malaga, Marbella and practically the entire Costa del Sol will close all non-essential activity","['the costa del sol will be closed.', 'the local government is going to order a shut down.']",misinfo,'the government is closing all non-essential activities',baseline,mrf
You're Paying for This! PBS's Amanpour SLIMES U.S. as 'AWOL' on Climate Deal,"['the us government does not care about the climate deal', 'the country is not doing enough to prevent climate change', 'the us does not care about climate change policies']",misinfo,'you're paying for this',baseline,mrf
This could be our secret weapon against climate change,['there is a secret weapon against climate change'],misinfo,'climate change is a secret weapon',baseline,mrf
A road charging system could be a game changer for the climate  but I have four warnings for Rishi Sunak,['road charging system could help climate'],misinfo,the implied message of the following news headline: 'a road charging system could be a game changer for the climate',baseline,mrf
Morano in Bloomberg News: 'Trump should undertake a hiring bonanza of skeptical climate scientists' in Govt  'A scientific version of affirmative action hiring practices',['the media talks about trump'],misinfo,'trump should undertake a hiring bonanza of skeptical climate scientists',baseline,mrf
Major climate change measures included in Covid aid bill,['a covid aid bill includes climate change measures'],real,'covid is a major climate change agency',baseline,mrf
Climate Case Against Shell Begins In The Netherlands,['climate change against shell begins in the netherlands'],real,'the case against shell is a case against the oil giant',baseline,mrf
"Arctic animals adapting to climate change, but it may be causing declines: study",['arctic animal populations are decreasing'],real,'climate change is causing declines',baseline,mrf
Climate Anxiety: Navigating Our Emotions as the Planet Changes,['we need to learn to live with the fact that climates change.'],misinfo,'climate change is a big problem',baseline,mrf
Coronavirus updates: Stimulus money on the way; Colorado confirms first new virus strain in US; UK approves Oxford/AstraZeneca vaccine,"['the government is providing financial assistance to people in the pandemic', 'this vaccine is approved']",real,'the fda is a fda-approved agency',baseline,mrf
UK promises to cut greenhouse gas emissions two-thirds by 2030,"['change can be curbed in the future', 'the government can cut green house gases', 'green house gas emmisions can be cut by 2030']",real,'uk promises to cut greenhouse gas emissions two-thirds by 2030',baseline,mrf
"Trump slams the Paris climate accord at the G20 Summit, saying it was 'designed to kill the American economy'","['some climate plans do more harm than good to the society.', 'leader disagrees with accord.', ""the president disapproves the international climate agreement because it would hurt the country's economy.""]",real,'the climate agreement is designed to kill the american economy',baseline,mrf
Zhang Zhan: The 'rebellious soul' jailed for filming Wuhan,"['the government is trying to hide something', 'governments are trying to prevent information from getting out regarding covid']",real,'rebellious soul' jailed for filming 'wuhan',baseline,mrf
Biden's Climate Cabinet Picks Show Power of People-Led Movements,"[""there was broad public support for the president's cabinet pick""]",misinfo,'people are leading the way',baseline,mrf
"People who experience symptoms such as sore throat, fever, dry cough, loss of smell can drink warm lemon water to cure COVID-19",['warm lemonade can cure covid'],misinfo,'people who experience symptoms such as sore throat,baseline,mrf
Why is Joe Biden considering this man to help fight the climate crisis?,"['biden may not be picking the right people to tackle climate change.', ""joe biden's decisions are questionable."", ""the climate official isn't good""]",misinfo,'why is Joe Biden considering this man to help fight the climate crisis?',baseline,mrf
'Hypocrites and greenwash': Greta Thunberg blasts leaders over climate crisis,"['not enough is being done by people in power to stop global warming', 'ruling factions are not taking global warming seriously', ""the current leadership is behind in the fight to stop global warming's progression"", 'the people are being lied to by leadership']",real,'greenwash',baseline,mrf
European states ordered to respond to youth activists' climate lawsuit,['teens are leading away in the global warming movement'],real,'the european union is a'state'',baseline,mrf
"Watch: Morano on Asia Pacific Today TV show: The COVID Climate Connection  'If you love the COVID lockdowns, you're going to love the coming climate lockdowns'","[""lockdowns due to covid won't be the only lockdowns since climate lockdowns could happen"", 'lockdowns have helped the climate change movement', 'some people will be outraged by the lockdown continuing']",misinfo,'if you love the COVID lockdowns,baseline,mrf
Climate Wins  Sort of  in a Largely Inadequate Stimulus Package,['the funding for climate change was low'],misinfo,'climate change is a big issue',baseline,mrf
Longtime Head of EPA's Environmental Justice Program: Biden's Climate Picks Show Power of Movements,"['biden is choosing strong climate panel', 'society cares about climate change']",real,'the president is a democrat',baseline,mrf
Pfizer vaccine has caused the death of six people,"['vaccine is not safe', 'the vaccine is unsafe', 'people should avoid taking this vaccine']",misinfo,'the vaccine is dangerous',baseline,mrf
WHO and UN will give 1.7 crore as COVID relief fund,['the health agencies should help more in the pandemic.'],misinfo,'the world and the world will give 1.7 crore as COVID relief fund',baseline,mrf
"New York Times: ""Election Day 2020: ""The 'green wave' that environmentalists had hoped for failed to materialize""","[""the country isn't behind the strict environmentalists yet""]",misinfo,"'the green wave' that environmentalists had hoped for failed to materialize,' 'the green wave' that environmentalists had hoped for failed to materialize'",baseline,mrf
Ice Storm in Russia's Far East Linked to Climate Change,['ice storm in russia is linked to climate change'],real,'ice storms in the far east are linked to climate change',baseline,mrf
Dead-end for climate': Environmental coalition denounces Senate bill to fund nuclear industry bailout,"['an environmental coalition denounced the senate bill to fund a bailout for the nuclear industry', 'the environmental coalition thinks this senate bill is bad']",misinfo,"'senate bill to fund nuclear industry bailout is dead-end for climate change','senate bill to fund nuclear industry bailout is dead-end for climate change','senate bill to fund nuclear industry bailout is dead-end for climate change','senate bill to fund nuclear industry bailout is dead-end for climate change','senate bill to fund nuclear industry bailout is dead-end for climate change','senate bill to fund",baseline,mrf
Climate crisis: Melting mountain ice reveals ancient artefacts in Norway,['ice that has been arround for thousands of years is melting'],misinfo,'climate crisis is a global problem',baseline,mrf
"Biden: Climate change will continue to threaten lives, livelihoods, and literally, the very existence of our planet",['climate change will trigger life threatening natural disasters'],misinfo,'climate change is a threat to our planet',baseline,mrf
"The claims of Ben Tapper, who introduced himself as a doctor, about the PCR test",['this person may not actually be a real doctor'],misinfo,'the PCR test is a test of a dr',baseline,mrf
We do not need a vaccine. We need a body that can resist this and any other virus,"['methods to make people immune to viruses are being hid from the public', ""it's possible to create bodies immune to disease"", 'methods exists to prevent people from getting any viruses', 'we are lied to about vaccines', 'vaccinations are not needed', 'its easy to lead people astray']",misinfo,'we do not need a vaccine.',baseline,mrf
Climate crisis: CO2 remains at record levels despite Covid pandemic,"['climate change is an emergency just as much as the pandemic, and neither can be ignored']",misinfo,'climate crisis is not over',baseline,mrf
"The some media articles claim that after the application of the vaccine that Russia is developing against the coronavirus, Sputnik V, it will not be possible to drink alcohol for 42 days.",['getting the vaccine may be onerous.'],misinfo,'after the application of the vaccine that Russia is developing against the coronavirus,baseline,mrf
The pandemic is a plan organized by George Soros to reduce the size of the global population,"['soros has the resources to engineer a global pandemic', 'wealthy and powerful people have a vested interest in implementing population controls']",misinfo,'the pandemic is a plan organized by soros to reduce the size of the global population',baseline,mrf
Our lives depend on climate change fight',['the climate change fight affects all of us'],real,'our lives depend on climate change fight',baseline,mrf
Trump urged to send Paris climate plan to senate to block Biden,"['the government is trying to obstruct climate policy plans', 'trump wants to block biden and reject the paris climate plan']",misinfo,'the president is urging the senate to send a climate plan to the senate',baseline,mrf
"Finally there's global action on the climate crisis, and Britain must lead the way | Dominic Raab","['britain should lead the way', 'there is global action on the climate crisis']",real,'there's global action on climate change,baseline,mrf
The Paris Agreement Is 5 Years Old. Is It Strong Enough to Prevent Climate Catastrophe?,"['government officials are not on the same page when it comes to climate change policies', 'the paris agreement may not be strong enough to fight climate change']",real,'the Paris Agreement is 5 years old',baseline,mrf
"The former President of the United States, Barack Obama, has asked Africans not to accept the vaccine that comes from America and Europe","['barack obama may be disloyal to the us.', 'obama knows the dangers of the vaccine', 'vaccines may be unreliable.', 'the covid vaccine is unsafe']",misinfo,'the vaccine is not safe',baseline,mrf
UN tell worlds leader to declare state of climate emergency,"['some world leaders consider global warming to be both severe and urgent', 'the un takes climate change very seriously']",real,'un tells worlds leader to declare state of climate emergency',baseline,mrf
"WHO and ICMR have issued a warning. It claims that WHO and ICMR warn that India is all set to enter the third stage transmission of the coronavirus and if left unchecked, the total death count by the coronavirus outbreak in India could reach the number of 50,000 by March.","['there will be more than 50,000 deaths in india by march', 'who issued a warning about 50,000 deaths in india']",misinfo,'the world is in danger',baseline,mrf
"To prevent COVID, for the first three days with symptoms, people should take azithromycin and ivermectin.","['treatments exist to circumvent covid-19', 'azithromycin and ivermectin are effective treatments for covid', 'it is possible to deter covid-19']",misinfo,'to prevent COVID,baseline,mrf
Watch live: Gov. J.B. Pritzker gives a COVID-19 update,"['the governor is working to keep people updated on covid', 'people can watch for updated information on covid', 'state government officials are tackling covid']",real,'the governor is not going to do anything about it',baseline,mrf
"Pollinators key to sustainability, says Claire Kremen, 2020 Volvo Environment Prize winner",['pollinators are key to sustainability'],real,'pollinators are key to sustainability',baseline,mrf
"Pandemic-linked fall in emissions will have negligible impact on climate, UN report finds","['the emmisions decreased from pandemic is insignificant', 'lockdowns have reduced emmisions']",real,'climate change is not a problem',baseline,mrf
Nutrien calls on other fertilizer companies to support its agriculture climate change drive,"['many companies are doing what they can to help', 'nutrien cares about climate change']",real,'nutrien is calling on other fertilizer companies to support its agriculture climate change drive',baseline,mrf
Nicola Sturgeon hails 'encouraging' coronavirus signs in new Scottish lockdown,"['nicola sturgeon is hopeful about covid in scotland', ""scotland is under lockdown due to covid, but there are good signs it's turning around"", 'the pandemic is getting better']",real,"'scotland is a safe haven for people with coronavirus','scotland is a safe haven for people with coronavirus','scotland is safe','scotland is safe','scotland is safe','scotland is safe','scotland is safe','scotland is safe','scotland is safe'",baseline,mrf
"Vaccines based on mRNA technology could make us ""transgenic beings""","['getting a vaccination is dangerous', 'people should not get vaccinated', 'the vaccine will change our genetic makeup', 'these vaccines will hurt people', 'people who are vaccinated will be harmed']",misinfo,'vaccines based on mRNA technology could make us transgenic beings,baseline,mrf
A man vaccinated with Pfizer's COVID-19 vaccine showed symptoms of Ebola as he bled out all over his body and died.,"[""vaccines aren't safe."", 'vaccines are not safe', 'covid19 vaccine causes ebola symptoms', 'vaccines are dangerous']",misinfo,'the vaccine is not safe',baseline,mrf
Climate Change Turns up the Heat on Ad Industry,"['more people are caring about climate change inititiatives', 'the ad industry is being affected by climate change']",real,'climate change is a big problem',baseline,mrf
Coronavirus: What has Covid done for climate crisis?,['covid may have affected climate crisis'],real,'covid is a virulence that is causing a climate crisis',baseline,mrf
French schooner Tara sets sail on scientific mission to study climate change,['french schooner tara starts a mission to study climate change'],real,'the french schooner Tara sets sail on scientific mission to study climate change',baseline,mrf
Trump's Favorite COVID Adviser Goes on Kremlin-Backed RT to Blast Lockdowns as 'Epic Failure',"[""trump's favorite covid adviser does not agree with lockdown policies"", 'republicans see lockdowns as useless.', ""the president of a country employees people who don't believe in covid lockdowns"", ""trump's favorite covid adviser does not agree with lockdowns as working against covid""]",real,'the russians are a 'terrorists'',baseline,mrf
"Tiffany Dover, a nurse who fainted after receiving a COVID-19 jab, passed away","['covid vaccines are dangerous', 'covid-19 vaccine killed a woman', 'the vaccine can have deadly side effects', 'the vaccine for covid can be fatal.', 'a nurse that fainted after getting the covid vaccine died', 'there are false claims on vaccines', 'vaccines cause death', ""vaccines aren't safe""]",misinfo,the following news headline: 'the nurse who fainted after receiving a COVID-19 jab passed away',baseline,mrf
"Democracy Dies on Climate: PBS, NPR Stick to Chatting Up Obama Alums, No Time for GOP","[""the government doesn't care about the climate crisis and democrats fizzle out on it"", ""the government doesn't care about the climate crisis"", 'governments arent doing anything for climate change.']",misinfo,'the u.s. is a democracy',baseline,mrf
Boris Johnson to hold Downing Street press conference at 5pm after day of Covid and Brexit developments,['boris johnson will hold a press conference about covid and brexit'],real,'boris johnson to hold downing street press conference at 5pm',baseline,mrf
"John Kerry, who signed Paris accord for US, is Biden's climate envoy","['kerry and biden are supporting climate change policies', 'the left of center party is making slow progress, but with many setbacks']",misinfo,'john krystal is biden's climate envoy',baseline,mrf
John Stossel  The Climate Hustle,"['the author believes climate change is a scam', 'john stossel is having a show on the climate crisis']",misinfo,'climate change is a problem',baseline,mrf
"No, Weather Channel, 2020 Did Not Bring Unprecedented Climate Disasters",['the experts are wrong and they know better.'],misinfo,'climate change is not a problem',baseline,mrf
Senator David Perdue lives in elite beachfront community that is reinforcing for sea-level rise  while voting against climate crisis action,"['senator david perdue is rich and lives in a beachfront community and opposes climate change action', 'senator david perdue is a hypocrite']",misinfo,"'senator perdue lives in elite beachfront community that is voting against climate change action','senator perdue lives in elite beachfront community that is reinforcing for sea-level rise','senator perdue lives in elite beachfront community that is reinforcing for sea-level rise','senator perdue lives in elite beachfront community that is voting against climate change action'",baseline,mrf
"190 countries have pre-booked the Bharat Biotech COVID-19 vaccine, which is being developed in India",['the bharat biotech covid-19 vaccine is effective'],misinfo,'the vaccine is being developed in India',baseline,mrf
Global tourism conglomerate faces climate change head-on in new sustainable travel strategy,"['the author is implying  that global tourism companies care about climate change', 'a new travel strategy is being implemented to combat climate change']",real,'tourism conglomerate faces climate change head-on',baseline,mrf
Environmentalist groups sue Energy Department over federal law allowing for faster dishwashers,['dishwasher innovation is bad for the climate.'],misinfo,'environmentalist groups sue government over federal law allowing for faster dishwashers',baseline,mrf
"Putin: Arctic nature extremely vulnerable, environmental risks should be minimized",['russian president takes climate change seriously'],misinfo,'the Arctic is extremely vulnerable',baseline,mrf
The stolen climate crisis babies: US politician jailed for selling children of mothers desperate to escape environmental catastrophe,['us politician jailed for illegal adoption ring'],misinfo,'the stolen climate crisis babies',baseline,mrf
"Media outlets report that ""A Pzifer Vaccine Volunteer Warns of Second Dose Symptoms: 'They were very severe'""","['the pzifer vaccine might be risky to receive.', 'people should avoid thepzifer vaccine', 'there may be some serious side-effects caused by the pzifer vaccine.', 'the second dose symptoms are severe enough to warrant not getting vaccinated']",misinfo,'they were very severe',baseline,mrf
Canada's Trudeau Says He Looks Forward to Working With Biden on Climate Change,['biden\\s win is leading to better collaboration with international partners.'],misinfo,'the government is looking forward to working with the president on climate change',baseline,mrf
Formaldehyde in vaccines is linked to leukemia among children,"['people  will be swayed to believe things', 'vaccines are unsafe', 'the public is lied to', 'vaccines cause disease']",misinfo,'vaccines contain formaldehyde',baseline,mrf
"Column: Why rush teachers and students back into classrooms now, CPS? Widespread COVID-19 vaccination is on the horizon.","['there isnt enough vaccinations has been done yet', 'reopening of schools shouldnt be rushed']",real,'why rush teachers and students back into classrooms now,baseline,mrf
The Club of Rome is working to reduce the world's population to one billion.,['group wants to reduce amount of living people'],misinfo,'club of rome is working to reduce the world's population to one billion people',baseline,mrf
Physicist Dr. Lubos Motl reviews the 'excellent' Climate Hustle 2,['a movie is out about climate change called climate hustle 2'],misinfo,'climate change is a big problem',baseline,mrf
Old woman died after being vaccinated against COVID-19,"['vaccines can be deadly.', 'the vaccine is deadly', 'people should not get vaccinated.', 'the vaccine is unsafe for the elderly']",misinfo,'old woman died after being vaccinated against COVID-19',baseline,mrf
Rusting oil tanker could create one of the worst environmental disasters in history,['there is a rusting tanker that could cause bad damage to the environment'],misinfo,'eco-disasters are inevitable',baseline,mrf
The ARNm vaccine changes DNA.,"['the government is hiding the harmful consequences of certain vaccines', 'some vaccines can be dangerous', 'arnm vaccines change our dna.']",misinfo,'the ARNm vaccine changes DNA',baseline,mrf
He Was Hospitalized for Covid-19. Then Hospitalized Again. And Again.,"['people can get covid and repeatedly go into the hospital', ""treating the virus doesn't always help at first"", 'people who catch covid could go through severe symptoms that lead to hospitalization', 'people can be infected multiple times by the virus']",real,'he was hospitalized for covid-19.',baseline,mrf
A Race Against Time to Rescue a Reef From Climate Change,['reefs are important and need protecting'],real,'we are going to have to fight against time',baseline,mrf
Police in Spain attacked a woman with a taser only because she didn't wear a mask,"['spanish police attack people just for wearing masks', 'even non-black citizens now need to live in constant fear for their lives around police officers', 'governments are being overzealous in enforcing public-health protocols', 'governments are growing dangerously powerful under the guise of pandemic response']",misinfo,'police in spanish attacked a woman with a taser',baseline,mrf
9 Things the Biden Administration Could Do Quickly on the Environment,"['there are many things the administration could do right now to help against climate change', 'the administration should do these things']",real,'the biden administration could do a lot of things quickly on the environment',baseline,mrf
Viral text says that Wuhan biological laboratory is owned by Glaxo and Pfizer laboratories,['labs in wuhan are owned by pharma companies'],misinfo,'wuhan biological laboratory is owned by pfizer and glaxo',baseline,mrf
Having kids increases global warming. But don't blame the parents,"['increasing population will make climate change worse', 'the urge to procreate is natural', 'the more people there are the more we pollute']",real,'children increase global warming',baseline,mrf
Coronavirus vaccine contains pig fat,"['vaccine contains animal products', 'the vaccine is not safe for several religious organizations']",misinfo,'vaccine contains pig fat',baseline,mrf
Two persons died after receiving the covid vaccine,"['covid vaccines are dangerous', 'the vaccine is unsafe', 'deaths from a widely administer vaccine are abnormal', 'people should not get the vaccine', 'the vaccine can be deadly', 'people died from receiving the treatment.', 'there may be a relationship between a few deaths and the covid vaccine.']",misinfo,'covid vaccine is dangerous',baseline,mrf
Climate change: Extreme weather causes huge losses in 2020,['climate change is leading to losses'],real,'climate change is causing huge losses in 2020',baseline,mrf
"University of Liverpool researches proved that ivermectin reduce COVID-19 deaths in 75%, if administered early",['ivermectin can help reduce covid-19 symptoms'],misinfo,'ivermectin reduces COVID-19 deaths in 75%',baseline,mrf
"Biden Be Bold: AOC & Cori Bush Join Climate Protest Outside DNC Urging Activists to ""Bring the Heat""",['representatives wanting to bring attention to climate change.'],real,'biden be bold',baseline,mrf
"The confinement of Spain has been ""the most severe in the world""","['there were severe lockdowns in spain', 'covid restrictions by the spanish government were severe']",misinfo,'the confinement of Spain has been the most severe in the world',baseline,mrf
"Coronavirus in Illinois updates: 7,374 new COVID-19 cases and 178 additional deaths announced as state reports more than 126,000 vaccinations administered","['illinois is distributing vaccines', 'the state of illinois is struggling to keep covid cases down', ""illinois isn't doing enough to combat covid despite vaccines""]",real,'i'm not a virologist',baseline,mrf
"A supplemental or medicinal oxygen tank can be substituted with a handmade ""oxygenator"" from a nebulizer or a fish tank pump.","[""it's possible for homemade devices to be as effective as medicinal grade ones are"", 'handmade ""oxygenator"" is just as good as a medical grade one']",misinfo,'a supplemental or medicinal oxygen tank can be substituted with a handmade oxygenator,baseline,mrf
CGTN: China vows new measures as world leaders gather to fight climate change,"['countries are coming together to tackle the climate crisis', 'government is serious about climate crisis']",misinfo,'the world leaders are meeting to fight climate change',baseline,mrf
Federal Reserve joins 'international group of central banks' in climate change fight,['federal reserve joins banks on climate crisis fight internationally'],misinfo,'fed is joining international group of central banks',baseline,mrf
A resident of an old people's home was threatened she would lose her place there if she refuses the vaccination,"['officials are forcing people to take the vaccine', 'there is a vaccine mandate']",misinfo,'the vaccine is not safe',baseline,mrf
"Scientists predict Prairie climate to become drier, grassier and fiery","['prairie climate will become drier', 'climate change will cause changes in the ecosystem']",real,'the climate change is a big problem',baseline,mrf
From January 15 to 18 there will be a curfew in all cities in Colombia,"['some countries are implementing mandatory curfews to prevent contact and spreading of diseases', ""you shouldn't go out at night in colombia."", 'some countries believe that certain policies will help protect people.', 'some governments are overzealous in enforcing stay at home orders, and others might follow suit']",misinfo,'the curfew is a temporary measure',baseline,mrf
"Organic meat production just as bad for climate, study finds","['organic meat production just as bad for environment', 'we should eat less meat']",real,'organic meat production is just as bad for climate as conventional meat production',baseline,mrf
Coronavirus does spreads through frozen food.,"['covid is not easily transmitted via frozen food', 'eating frozen food can kill you from the coronavirus', 'frozen food is safe.', ""there's no risk of getting coronavirus from food."", 'food is not even a source of transmission of the virus.', 'you can get the coronavirus from frozen food']",misinfo,'coronavirus does spread through frozen food',baseline,mrf
"On Climate, Biden Must Do More than Undo Trump's Damage","['the current rpesident needs to make meaningful steps on climate change', 'the former rpesident did such extensive damage that a lot of work is needed to recoup the losses']",real,'biden must do more than undo damage to climate change',baseline,mrf
"In confronting climate change, Biden won't have a day to waste","['biden needs to tackle climate change asap', 'biden must take climate change seriously']",real,'biden will not have a day to waste',baseline,mrf
The end of total quarantine: the Cabinet of Ministers of Ukraine has just made a decision.,['the pandemic is over'],misinfo,'the end of total quarantine',baseline,mrf
"Climate emergency: UK steps up emission reduction target, but campaigners demand more action",['climate change needs to be addressed more aggressively'],misinfo,'climate emergency: the UK steps up emissions reduction target',baseline,mrf
