headline,writer_intent,misinfo,Generated,Model,Task
Morano in Bloomberg News: 'Trump should undertake a hiring bonanza of skeptical climate scientists' in Govt  'A scientific version of affirmative action hiring practices',['the media talks about trump'],misinfo,Trump should undertake a hiring bonanza of skeptical climate scientists,flan-t5-base,mrf
People will be killed for violating quarantine restrictions. It has already happened in Albania.,"['not following the quarantine restrictions in albania is fatal.', 'albanian government is already harming people for violating covid-19 restrictions', 'government will harm people for violating covid-19 restrictions']",misinfo,The government should be ashamed of itself.,flan-t5-base,mrf
Climate crisis: Lancashire fracking site 'leaked emissions equivalent to 142 transatlantic flights',"['fracking worsens climate change', 'allowing hydraulic fracturing is a disaster in itself.']",misinfo,climate change,flan-t5-base,mrf
Wasserman Schultz makes climate pitch in Appropriations gavel bid,"['government is actively involved in climate change policies', 'schultz cares about climate change']",real,The world is a better place if we can make a climate change pitch.,flan-t5-base,mrf
A man vaccinated with Pfizer's COVID-19 vaccine showed symptoms of Ebola as he bled out all over his body and died.,"[""vaccines aren't safe."", 'vaccines are not safe', 'covid19 vaccine causes ebola symptoms', 'vaccines are dangerous']",misinfo,The man's symptoms were a result of a vaccine.,flan-t5-base,mrf
"UK coronavirus deaths surge by almost 1,000 as cases up by more than 50,000 for second day","['infection numbers are going up in uk', 'pandemic deaths are rising rapidly']",real,The UK is a good place to live,flan-t5-base,mrf
This could be our secret weapon against climate change,['there is a secret weapon against climate change'],misinfo,The masks are better than the people.,flan-t5-base,mrf
The lockdowns have had one effect that should make climate hawks happy,['lockdowns have had one effect that should make those concerned about climate happy'],real,The lockdowns have had one effect that should make climate hawks happy.,flan-t5-base,mrf
Coronavirus: What has Covid done for climate crisis?,['covid may have affected climate crisis'],real,The vaccine is a good thing,flan-t5-base,mrf
No 10 accused of 'cavalier attitude' to UK's climate summit duties,['unknown intent'],real,No 10 accused of 'cavalier attitude' to UK's climate summit duties,flan-t5-base,mrf
How to Avoid a Climate Disaster,"[""bill gates's book is full of ideas and solutions."", 'a climate disaster is impending']",real,Climate change is a global problem.,flan-t5-base,mrf
Natural ingredients and plants can cure the coronavirus,"['there is a cure for a virus.', 'you can get better from covid 19 with a home remedy']",misinfo,The coronavirus is a disease that can be curbed.,flan-t5-base,mrf
The International Court of Human Rights regulates the use of chlorine dioxide for any person who requires it,"['chlorine dioxide is a suitable treatment', 'the court is advocating the use of the substance for preventing covid', 'excessive use of chlorine dioxide is dangerous.', 'chlorine dioxide might be unsafe to use.']",misinfo,The International Court of Human Rights regulates the use of chlorine dioxide for any person who requires it,flan-t5-base,mrf
Deal-Makers and Fighters Make up Biden's New Climate Team,"['biden has a climate team', 'biden administration is taking climate change seriously.']",real,Deal-Makers and Fighters Make up Biden's New Climate Team,flan-t5-base,mrf
"Climate catastrophes cost nations billions in 2020, report finds",['climate change leads to disasters that people cannot afford'],misinfo,The world is a mess,flan-t5-base,mrf
Fossil fuel influence targeted in fight to control climate agenda in next parliament,"['political entities are focused on big industry in the fight against global warming', 'big corporations have undue influence in the fight against global warming']",real,The world is a mess.,flan-t5-base,mrf
One-third of UK's fruit and vegetables imported from countries at threat from climate change - study,"[""a third of uk's produce comes from countries affected by climate change""]",real,The UK is a 'good place',flan-t5-base,mrf
Trump features Climate Hustle 2 & Morano's quote on Trump's 'energy dominance',"['climate hustle 2 is being talked about by trump', 'trump has watched climate hustle 2 and is talking about energy dominance due to climate change', ""the president doesn't believe in climate change""]",misinfo,Trump's 'energy dominance',flan-t5-base,mrf
"Experts lay out the criteria for choosing Biden's CTO, who will be faced with using tech to tackle everything from climate change to vaccine distribution","[""biden's new cto needs to use tech to tackle climate change"", 'biden needs to choose his cto to tackle climate change and other problems']",real,The VP's job is to help the world.,flan-t5-base,mrf
"Bill Gates said there will be 700,000 ""victims"" of death or disability from a Covid-19 vaccine.",['vaccine will harm many'],misinfo,some masks are better than others,flan-t5-base,mrf
Senator David Perdue lives in elite beachfront community that is reinforcing for sea-level rise  while voting against climate crisis action,"['senator david perdue is rich and lives in a beachfront community and opposes climate change action', 'senator david perdue is a hypocrite']",misinfo,The masks are better than the people.,flan-t5-base,mrf
Vitamin D insufficiency may account for the majority of COVID-19 deaths,"['vitamins can help battle covid-19', 'over the counter medicines can prevent covid-19', 'low vitamin intake could increase chance of getting infection']",misinfo,Vitamin D insufficiency may account for the majority of COVID-19 deaths,flan-t5-base,mrf
"The coronavirus vaccine will cause other more serious diseases to emerge, said Anthony Fauci.","['vaccines have major side effects for future generations.', 'what we are seeing with covid is only the beginning of a long dilemma', 'u.s. government medical experts are stating that the new vaccine is not exactly safe.', 'vaccine may do more damage down the road.', 'the covid-19 vaccines will have undesirable side-effects', 'the vaccine for covid will cause other diseases to show up']",misinfo,The vaccine will cause other more serious diseases to emerge,flan-t5-base,mrf
Watch live: Gov. J.B. Pritzker gives a COVID-19 update,"['the governor is working to keep people updated on covid', 'people can watch for updated information on covid', 'state government officials are tackling covid']",real,The state's governor is a good guy.,flan-t5-base,mrf
The most significant climate legislation ever': How stimulus bill tackles warming planet,"[""the government's stimulus bill will tackle climate change"", 'the stimulus bill helps to fight climate change']",real,The most significant climate legislation ever': How stimulus bill tackles warming planet,flan-t5-base,mrf
Climate change: Snowy UK winters could become thing of the past,['the uk may not get snow in winter anymore due to climate change'],real,Climate change: Snowy UK winters could become thing of the past,flan-t5-base,mrf
Climate change: Warmer winters linked to increased drowning risk,"['warmer winters leads to increased drowning risk', 'warmer winters melt more snow and ice, increasing drowning risk']",real,Warmer winters linked to increased drowning risk,flan-t5-base,mrf
Countries must work together to build momentum for global climate action,['countries need to work together to fight the climate'],real,Countries must work together to build momentum for global climate action,flan-t5-base,mrf
The Russian vaccine is not suitable for people over 60 years of age,['that the vaccine is not good for people over a certain age in some countries'],misinfo,The Russian vaccine is not suitable for people over 60 years of age,flan-t5-base,mrf
Carbon Capture Is Not a Climate Savior,['using already emitted co2 will only help so far'],real,Climate change is a sham,flan-t5-base,mrf
Aborted fetal cells are in the COVID-19 vaccine,"['the government is hiding the truth about vaccines', 'the vaccine is made from harvested fetuses', 'aborted babies are used widely in western medicine']",misinfo,The vaccine is good for the environment.,flan-t5-base,mrf
A court in Portugal lifted the confinement in the country due to doubts of the PCR,"['brazilian government does not take covid-19 seriously', 'pcr test is not trustworthy']",misinfo,PCR is a bad thing,flan-t5-base,mrf
A natural treatment for coronavirus,"['covid-19 can be treated with home remedies.', 'there is a natural treatment for covid', 'natural treatments should be preferred over phramaceutical ones', 'natural things can cure coronavirus', 'people should use this treatment', 'coronovirus can be treated with commonly available items.']",misinfo,A natural treatment for coronavirus,flan-t5-base,mrf
"Margaret Keenan, the first U.K. recipient of the Pfizer-BioNTech COVID-19 vaccine outside a clinical trial, wore the same clothes while receiving the second dose of the vaccine as she wore while receiving the first dose.","['the vaccine is not safe', 'the safety of the vaccine is a hoax', 'vaccinations are a kind of political theater.', ""we can't trust calls for mass vaccination."", ""there's something suspicious about vaccination.""]",misinfo,some masks are better than others,flan-t5-base,mrf
"Column: Why rush teachers and students back into classrooms now, CPS? Widespread COVID-19 vaccination is on the horizon.","['there isnt enough vaccinations has been done yet', 'reopening of schools shouldnt be rushed']",real,The public should be aware of the dangers of vaccines.,flan-t5-base,mrf
"John Kerry, who signed Paris accord for US, is Biden's climate envoy","['kerry and biden are supporting climate change policies', 'the left of center party is making slow progress, but with many setbacks']",misinfo,Biden's climate envoy,flan-t5-base,mrf
Boris Johnson's 10-point climate crisis plan is a far cry from a green revolution,['climate plan is not great'],misinfo,The government should be ashamed of itself.,flan-t5-base,mrf
"Through the test for Covid-19, partial vaccination of the population was performed through nano particles in the human brain.","['the vaccine implants microchips in the brain', 'vaccine is being used to monitor people', 'nanotechnology exists and is being hid from the public', 'nano particles were used to vaccinate people without their knowledge']",misinfo,some masks are better than others,flan-t5-base,mrf
UK Committee on Climate Change's Net Zero advice to government is 'a political suicide note',"[""there isn't enough support from the public for these suggestions to work""]",misinfo,'Some masks are better than others',flan-t5-base,mrf
U.S. Exits Paris Climate Accord after Trump Stalls Global Warming Action for Four Years,"[""america's right of center party considers the cost of environmental regulation to be greater than the benefit"", 'us exists paris climate change accord because of trump']",real,The United States is a good country.,flan-t5-base,mrf
The Mayor of Bogota said that the capital was the second city in America with more ICU beds after New York,"['there is a flux in an unknown city of the coronavirus', 'an official is revealing a secret about disease statistics.']",misinfo,The mayor's comments are a joke.,flan-t5-base,mrf
Why is Joe Biden considering this man to help fight the climate crisis?,"['biden may not be picking the right people to tackle climate change.', ""joe biden's decisions are questionable."", ""the climate official isn't good""]",misinfo,He is a good man,flan-t5-base,mrf
"""Hi, I'm Sandra Romero, ID 37263954 I got the Sputnik V vaccine on Tuesday afternoon and on Thursday it produced skin reactions"".","['people are having reactions to the sputinik v vaccine.', 'the sputnik v vaccine might not be entirely safe.']",misinfo,some masks are better than others,flan-t5-base,mrf
Securitizing climate change can lead to more surveillance and eco-fascism,['environmental groups want to control the lives of everyday citizens'],real,Securitizing climate change can lead to more surveillance and eco-fascism,flan-t5-base,mrf
Climate Change Turns up the Heat on Ad Industry,"['more people are caring about climate change inititiatives', 'the ad industry is being affected by climate change']",real,The world is a mess.,flan-t5-base,mrf
"Organic meat production just as bad for climate, study finds","['organic meat production just as bad for environment', 'we should eat less meat']",real,Organic meat production is bad for the environment,flan-t5-base,mrf
Daily use of masks causes degenerative diseases,"['masks are dangerous', 'masks cause disease']",misinfo,The masks are bad for the environment,flan-t5-base,mrf
Maryland governor on COVID-19 vaccine rollout,"['government is rolling out the vaccine soon', 'vaccines are coming soon']",real,The vaccine is a good thing.,flan-t5-base,mrf
These pictures show covid is a hoax,['covid-19 is not real'],misinfo,The hoax is a hoax.,flan-t5-base,mrf
"The ""compulsive use of masks"" is the cause of the spread of the infectious fungus Candida auris and is associated ""with a 40% of hospital mortality""","['people should not wear masks', 'disease transmission is increased by mask wearing', 'masks cause more harm than good']",misinfo,"The ""compulsive use of masks"" is the cause of the spread of the infectious fungus Candida auris",flan-t5-base,mrf
"The number of COVID-19 deaths is higher in regions, where people were previously vaccinated against influenza.","['flu vaccine causes you to be more susceptible to covid-19', 'flu shots may make you more likely to get covid', 'getting a flu shot makes you statistically more likely to get coronavirus.']",misinfo,some masks are better than others,flan-t5-base,mrf
"COVID, global warming: Look out when the power-mad left takes a temperature",['the left have outrages takes regarding covid and global warming'],misinfo,"COVID, global warming: Look out when the power-mad left takes a temperature",flan-t5-base,mrf
Major climate change measures included in Covid aid bill,['a covid aid bill includes climate change measures'],real,The government should help the victims of Covid.,flan-t5-base,mrf
Moderna's Covid-19 vaccine will hack human's biological functions,"['vaccines can be harmful to you.', ""vaccines can do things that you don't know about."", 'vaccines are dangerous', 'vaccines have alternative purposes']",misinfo,The vaccine is a bad idea.,flan-t5-base,mrf
Jeff Bezos announces nearly $800 million in grants to 16 groups fighting climate change,['bezos cares about climate change'],misinfo,The world is a better place.,flan-t5-base,mrf
Climate Anxiety: Navigating Our Emotions as the Planet Changes,['we need to learn to live with the fact that climates change.'],misinfo,Climate Anxiety: Navigating Our Emotions as the Planet Changes,flan-t5-base,mrf
The end of total quarantine: the Cabinet of Ministers of Ukraine has just made a decision.,['the pandemic is over'],misinfo,The end of total quarantine,flan-t5-base,mrf
"Joe Biden's 2020 policies: what are the President-elect's views on Covid, immigration and the environment?","['biden has plans to deal with these issues', ""the president's policies on these issues are important""]",real,"Joe Biden's 2020 policies: what are the President-elect's views on Covid, immigration and the environment?",flan-t5-base,mrf
The pandemic is a plan organized by George Soros to reduce the size of the global population,"['soros has the resources to engineer a global pandemic', 'wealthy and powerful people have a vested interest in implementing population controls']",misinfo,The pandemic is a plan organized by George Soros to reduce the size of the global population,flan-t5-base,mrf
NC Gov. Cooper holds press conference to give COVID-19 update. Here's how to watch.,"['the governor likes to keep his constituents up to date on covid', 'nc state government is taking action against covid']",real,The message is that some masks are better than others.,flan-t5-base,mrf
Ireland ranked among worst performers in 2020 climate rankings,"[""the current govt doesn't care about protecting environment"", 'to reduce climate change needs action over the world']",real,Ireland is a bad country,flan-t5-base,mrf
The Colombian government bought the astrazeneca vaccines for 21 usd each dose,"['the columbian government believes the astrazeneca vaccines are effective', 'governments can get vaccine doses for cheap', 'some governments may be hoarding vaccines']",misinfo,The vaccines are good for the environment.,flan-t5-base,mrf
To travel outside of Macedonia one must receive a COVID-19 vaccine,"['the country does not want travelers bringing covid back when they return', 'if you want to travel outside macedonia, you need the covid vaccine', 'a covid vaccine is required for certain travel.', 'the macedonian government is controlling the populace', 'macedonia is strict about travel when it comes to covid', 'macedonia has faith in the effectiveness of the vaccine']",misinfo,The masks are better than others.,flan-t5-base,mrf
The WHO changed its criteria for PCR testing to hide its own lies about the pandemic.,"['the who wanted to protect its credibility', 'the who was engaging in a coverup', 'governments cover up to protect bad things they have done']",misinfo,The WHO changed its criteria for PCR testing to hide its own lies about the pandemic.,flan-t5-base,mrf
The mayor of London faked taking a COVID-19 jab,"['the government is withholding information about the vaccines from the general public.', 'government leaders know the secret truth about the dangers of the vaccine.', 'the coronavirus vaccine is actually more dangerous than we think.', 'officials do not trust the vaccine', 'the vaccine is not safe']",misinfo,The mayor of London faked taking a COVID-19 jab,flan-t5-base,mrf
Coronavirus is man-made,['covid was created by government'],misinfo,The virus is man-made.,flan-t5-base,mrf
"Watch: Morano on Asia Pacific Today TV show: The COVID Climate Connection  'If you love the COVID lockdowns, you're going to love the coming climate lockdowns'","[""lockdowns due to covid won't be the only lockdowns since climate lockdowns could happen"", 'lockdowns have helped the climate change movement', 'some people will be outraged by the lockdown continuing']",misinfo,The COVID climate connection,flan-t5-base,mrf
Biden Names John Kerry Climate Envoy,['kerry was named as climate envoy for biden'],real,Obama's a snob,flan-t5-base,mrf
'Buddha would be green': Dalai Lama calls for urgent climate action,"['dalai lama puts focus on climate issues', 'buddhists believe in climate change']",real,Buddha would be green,flan-t5-base,mrf
"Ted Cruz has a plan to keep Biden from rejoining disastrous Iran deal and Paris climate accord, but he needs Trump's help","[""it's a grave mistake to join international treaties"", 'ted cruz is against biden rejoining the paris climate accord']",misinfo,Trump's support is needed,flan-t5-base,mrf
Police in Spain attacked a woman with a taser only because she didn't wear a mask,"['spanish police attack people just for wearing masks', 'even non-black citizens now need to live in constant fear for their lives around police officers', 'governments are being overzealous in enforcing public-health protocols', 'governments are growing dangerously powerful under the guise of pandemic response']",misinfo,The woman was a taser user.,flan-t5-base,mrf
"The AMA ""reversed course"", now ""giving the green light to doctors prescribing HCQ to their COVID patients.""","['agency decisions could be reversed.', 'ama giving doctor permission to  give out prescriptions', 'medical professionals unsure about treatment options', 'hcq is a safe treatment for covid.']",misinfo,a good thing,flan-t5-base,mrf
Ice Storm in Russia's Far East Linked to Climate Change,['ice storm in russia is linked to climate change'],real,Climate change,flan-t5-base,mrf
Dead-end for climate': Environmental coalition denounces Senate bill to fund nuclear industry bailout,"['an environmental coalition denounced the senate bill to fund a bailout for the nuclear industry', 'the environmental coalition thinks this senate bill is bad']",misinfo,The climate is a threat to the environment.,flan-t5-base,mrf
Head of Pfizer research said that covid vaccine is female sterilization.,['the covid-19 vaccine causes female sterilization'],misinfo,female sterilization,flan-t5-base,mrf
"Ivermectin, Nitazoxanide and Bromhexine cures and prevent COVID-19","['a drug combination both prevents and cures covid', 'there is a conspiracy to keep life saving drugs from the public', ""there are drugs which can cure the coronavirus that we don't have access to.""]",misinfo,"Ivermectin, Nitazoxanide and Bromhexine cures and prevent COVID-19",flan-t5-base,mrf
"Climate Activists ""Deeply Skeptical"" of John Kerry, Biden's Climate Policy Lead","[""the political figures don't have a good track record for climate change policies"", 'the government may not take the threat of climate change seriously']",misinfo,"Climate activists are ""deeply skeptical"" of John Kerry's climate policies",flan-t5-base,mrf
"To prevent COVID, for the first three days with symptoms, people should take azithromycin and ivermectin.","['treatments exist to circumvent covid-19', 'azithromycin and ivermectin are effective treatments for covid', 'it is possible to deter covid-19']",misinfo,some masks are better than others,flan-t5-base,mrf
The green president? Joe Biden now has to live up to his climate promises,['biden should honor his word'],real,The green president? Joe Biden now has to live up to his climate promises,flan-t5-base,mrf
Climate catastrophists' using fossil fuels fears to target businesses,"['climate policies hurt businesses.', 'climate policies can be used to do harm.']",misinfo,The world is a mess.,flan-t5-base,mrf
Boris Johnson to hold Downing Street press conference at 5pm after day of Covid and Brexit developments,['boris johnson will hold a press conference about covid and brexit'],real,Boris Johnson to hold Downing Street press conference at 5pm,flan-t5-base,mrf
9 Things the Biden Administration Could Do Quickly on the Environment,"['there are many things the administration could do right now to help against climate change', 'the administration should do these things']",real,The Biden administration is doing a good job.,flan-t5-base,mrf
"Groggy Climate Giant: Subsea Arctic Permafrost Still Waking Up After 12,000 Years","['some regions still traps gases and natural elements in soil.', 'climate change is leading to ice melt']",real,The ice caps are melting.,flan-t5-base,mrf
US allies welcome Biden presidency as major chance to tackle climate crisis,['un leaders think biden will do more for the environment'],real,US allies welcome Biden presidency as major chance to tackle climate crisis,flan-t5-base,mrf
People who've previously been infected with COVID-19 shouldn't take vaccine,"[""you don't need a vaccine if you have already had the virus."", 'people who have had covid-19 should not get vaccine', ""people who have already been sick with covid shouldn't get the vax"", 'vaccines are unnecessary for people who have already been sick', 'the vaccine is bad for people with previous covid infection', 'previous covid carriers do not need the vaccine']",misinfo,People who've previously been infected with COVID-19 shouldn't take vaccine,flan-t5-base,mrf
UK to make climate risk reports mandatory for large companies,['some places are doing more to combat climate change'],real,UK to make climate risk reports mandatory for large companies,flan-t5-base,mrf
"The former President of the United States, Barack Obama, has asked Africans not to accept the vaccine that comes from America and Europe","['barack obama may be disloyal to the us.', 'obama knows the dangers of the vaccine', 'vaccines may be unreliable.', 'the covid vaccine is unsafe']",misinfo,Africans are not good at vaccines,flan-t5-base,mrf
COVID has changed your health insurance options,"['covid is affecting health insurance choices', 'you may not be able to get coverage because of the virus.']",real,The masks are better than others,flan-t5-base,mrf
UN tell worlds leader to declare state of climate emergency,"['some world leaders consider global warming to be both severe and urgent', 'the un takes climate change very seriously']",real,UN warns of climate change,flan-t5-base,mrf
COVID-19 outbreak among Oedo Line staff linked to the washroom faucet.,['covid can spread from dirty bathrooms'],misinfo,The masks are better than others,flan-t5-base,mrf
"The newspaper Diario Sur has published that Malaga, Marbella and practically the entire Costa del Sol will close all non-essential activity","['the costa del sol will be closed.', 'the local government is going to order a shut down.']",misinfo,The masks are better than others,flan-t5-base,mrf
"Vaccines based on mRNA technology could make us ""transgenic beings""","['getting a vaccination is dangerous', 'people should not get vaccinated', 'the vaccine will change our genetic makeup', 'these vaccines will hurt people', 'people who are vaccinated will be harmed']",misinfo,"Vaccines based on mRNA technology could make us ""transgenic beings""",flan-t5-base,mrf
Climate Activists Dispute Study Claiming Warming Is 'Past Point of No Return',"['there is not consensus among climate change activist on how much climate change has occurred', 'there is still some disagreement about whether the statistical evidence has already shown a tipping point']",misinfo,Climate activists are arguing that warming is a 'past point of no return',flan-t5-base,mrf
Nutrien calls on other fertilizer companies to support its agriculture climate change drive,"['many companies are doing what they can to help', 'nutrien cares about climate change']",real,The government should be able to help.,flan-t5-base,mrf
Coronavirus cases decreased in Bolivia because of the approval of chlorine dioxide,"['more governments should approve the treatment', 'household remedy worked', 'the pandemic can be ended soon', 'there is a simple treatment for the disease', 'unsafe things help to stop covid']",misinfo,The vaccine is effective,flan-t5-base,mrf
"Indonesia's top officials ""dancing without obeying health protocols"" during the pandemic.","[""the elite of the country think their own rules don't apply to them""]",misinfo,some masks are better than others,flan-t5-base,mrf
'Hypocrites and greenwash': Greta Thunberg blasts leaders over climate crisis,"['not enough is being done by people in power to stop global warming', 'ruling factions are not taking global warming seriously', ""the current leadership is behind in the fight to stop global warming's progression"", 'the people are being lied to by leadership']",real,'Hypocrites and greenwash': Greta Thunberg blasts leaders over climate crisis,flan-t5-base,mrf
"How homeowners can save energy, money from the feds' climate plan","['people can save cost', ""you can save money and energy from the fed's climate plan"", 'the government has a new climate plan that helps society']",real,The US is a great country to live in.,flan-t5-base,mrf
RNA vaccines change people's DNA,"['people should avoid taking the vaccine', 'the vaccine is unsafe', 'health authorities are being reckless.', 'dna being altered is bad', 'the mrna vaccines are dangerous.']",misinfo,RNA vaccines are better than others,flan-t5-base,mrf
Climate change: Extreme weather causes huge losses in 2020,['climate change is leading to losses'],real,Climate change is bad for the environment,flan-t5-base,mrf
A Race Against Time to Rescue a Reef From Climate Change,['reefs are important and need protecting'],real,The world is a better place than the world is.,flan-t5-base,mrf
"Finally there's global action on the climate crisis, and Britain must lead the way | Dominic Raab","['britain should lead the way', 'there is global action on the climate crisis']",real,Britain must lead the way,flan-t5-base,mrf
U.S. confirms first case of new COVID-19 strain found in the U.K.,['the new covid strain is spreading in the us'],real,The U.S. is a good place to be.,flan-t5-base,mrf
"Democracy Dies on Climate: PBS, NPR Stick to Chatting Up Obama Alums, No Time for GOP","[""the government doesn't care about the climate crisis and democrats fizzle out on it"", ""the government doesn't care about the climate crisis"", 'governments arent doing anything for climate change.']",misinfo,"Democracy Dies on Climate: PBS, NPR Stick to Chatting Up Obama Alums, No Time for GOP",flan-t5-base,mrf
International shipping is killing the climate,['consumerism is causing climate change'],real,Global warming is destroying the planet,flan-t5-base,mrf
"Topolobampo launches 5-course to-go menu, new deli opening in West Loop: How Chicago restaurants are adapting to draw you back in",['restaurants want to attract customers in new ways during the pandemic'],real,The new restaurant is a great way to get back in the city.,flan-t5-base,mrf
Department refutes charge of forests as net greenhouse gas emitter,['claims had been made that forests contribute more carbon than they remove from the climate'],real,The government is trying to make the forest more attractive to the public.,flan-t5-base,mrf
"No, Weather Channel, 2020 Did Not Bring Unprecedented Climate Disasters",['the experts are wrong and they know better.'],misinfo,"No, Weather Channel, 2020 Did Not Bring Unprecedented Climate Disasters",flan-t5-base,mrf
French schooner Tara sets sail on scientific mission to study climate change,['french schooner tara starts a mission to study climate change'],real,The schooner is a good example of how to make a good mask.,flan-t5-base,mrf
"190 countries have pre-booked the Bharat Biotech COVID-19 vaccine, which is being developed in India",['the bharat biotech covid-19 vaccine is effective'],misinfo,190 countries have pre-booked the Bharat Biotech COVID-19 vaccine,flan-t5-base,mrf
CoronaVac's clinical trials are stopped in Peru,"['vaccine trials are not safe', 'the vaccine is unsafe', 'testing of vaccines can be dangerous', 'people should not take the vaccine']",misinfo,The masks are better than others.,flan-t5-base,mrf
Environmentalist groups sue Energy Department over federal law allowing for faster dishwashers,['dishwasher innovation is bad for the climate.'],misinfo,The government should be ashamed of itself.,flan-t5-base,mrf
48 people died in Singapore after taking part in COVID-19 vaccine test,"['that vaccines are not safe and can cause death for some', 'vaccine trial killed almost 50']",misinfo,The vaccine is not effective,flan-t5-base,mrf
"Cornell University professor Robert Oswald said ""COVID-19 was imaginary and fictitious.""",['an ivy league professor actually believes covid is fake'],misinfo,The masks are bad.,flan-t5-base,mrf
Ivermectin is a miraculous drug on the treatment of COVID-19,['this drug will makes covid patients better'],misinfo,Ivermectin is a miracle drug on the treatment of COVID-19,flan-t5-base,mrf
Labour urges UK to redouble efforts to tackle climate crisis after Biden victory,"[""a government isn't doing enough for climate change already""]",real,Labour urges UK to redouble efforts to tackle climate crisis,flan-t5-base,mrf
"Pandemic-linked fall in emissions will have negligible impact on climate, UN report finds","['the emmisions decreased from pandemic is insignificant', 'lockdowns have reduced emmisions']",real,The world is a better place if we don't change our climate.,flan-t5-base,mrf
Levofloxacin is the first drug that cures coronavirus,['levofloxacin prevents covid-19'],misinfo,The drug is a good one.,flan-t5-base,mrf
The stolen climate crisis babies: US politician jailed for selling children of mothers desperate to escape environmental catastrophe,['us politician jailed for illegal adoption ring'],misinfo,The stolen climate crisis babies: US politician jailed for selling children of mothers desperate to escape environmental catastrophe,flan-t5-base,mrf
Biden Names Cabinet Officials Tasked to Fight Climate Change,"[""climate change is on government's agenda""]",real,Biden Names Cabinet Officials Tasked to Fight Climate Change,flan-t5-base,mrf
Biden Plans to Ramp Up Fight Against Climate Change,['biden wants to take action on the environment'],real,The president is a liar.,flan-t5-base,mrf
Biden announces key members of climate team,['unknown intent'],real,The world is warming.,flan-t5-base,mrf
Best-selling skeptical book 'The Politically Incorrect Guide to Climate Change' ranks 14th in Book Authority's '100 Best Climate Change Books of All Time',['a book is out about climate change and skepticism that is bestselling'],misinfo,The Politically Incorrect Guide to Climate Change,flan-t5-base,mrf
The ARNm vaccine changes DNA.,"['the government is hiding the harmful consequences of certain vaccines', 'some vaccines can be dangerous', 'arnm vaccines change our dna.']",misinfo,The ARNm vaccine changes DNA.,flan-t5-base,mrf
He Was Hospitalized for Covid-19. Then Hospitalized Again. And Again.,"['people can get covid and repeatedly go into the hospital', ""treating the virus doesn't always help at first"", 'people who catch covid could go through severe symptoms that lead to hospitalization', 'people can be infected multiple times by the virus']",real,He Was Hospitalized for Covid-19. Then Hospitalized Again. And Again.,flan-t5-base,mrf
Panel explores solutions to combat climate crisis,['there are things we can do to fight climate change'],real,The world is a better place if we can all work together.,flan-t5-base,mrf
Buddha would be green': Dalai Lama calls for urgent climate action,"['buddhist leaders support the fight against climate change', 'the dalai lama cares about climate change and wants to fight it, along with other buddhists']",real,Buddha would be green': Dalai Lama calls for urgent climate action,flan-t5-base,mrf
White Martins refused to cede oxygen to public hospitals in Manaus because the state government owed them 52 million reais; the government did not buy it from other companies because they were owned by political adversaries,"['some governments are corrupt.', 'government ineptitude is causing people to not have access to vaccines', ""some people don't have access to medical care."", 'access to health care necessities are being withheld for money']",misinfo,The state government owes them 52 million reais,flan-t5-base,mrf
Viral text says that Wuhan biological laboratory is owned by Glaxo and Pfizer laboratories,['labs in wuhan are owned by pharma companies'],misinfo,a sham,flan-t5-base,mrf
Instagram users claim that the family of nurse Tiffany Dover have confirmed her death and created a memorial IG profile,['an instagramer made a memorial page for a nurse'],misinfo,The family of nurse Tiffany Dover is mourning her death.,flan-t5-base,mrf
Coronavirus vaccine contains pig fat,"['vaccine contains animal products', 'the vaccine is not safe for several religious organizations']",misinfo,The vaccine is a bad idea.,flan-t5-base,mrf
Environmental groups hail Covid relief bill  but more needs to be done,['legislators somehow addressed climate change concerns in their covid relief bill.'],misinfo,The bill is a good thing.,flan-t5-base,mrf
"Cook County commissioners approve $14 million settlement in lawsuit alleging indecent behavior by inmates to public defenders, hostile work environment",['inmates mistreated public defenders'],real,The settlement is a good thing.,flan-t5-base,mrf
Canada's Trudeau Says He Looks Forward to Working With Biden on Climate Change,['biden\\s win is leading to better collaboration with international partners.'],misinfo,Canada's Trudeau says he looks forward to working with Biden on climate change,flan-t5-base,mrf
"University of Liverpool researches proved that ivermectin reduce COVID-19 deaths in 75%, if administered early",['ivermectin can help reduce covid-19 symptoms'],misinfo,ivermectin reduces COVID-19 deaths in 75%,flan-t5-base,mrf
"Putin: Arctic nature extremely vulnerable, environmental risks should be minimized",['russian president takes climate change seriously'],misinfo,"Putin: Arctic nature extremely vulnerable, environmental risks should be minimized",flan-t5-base,mrf
A study found that long-term mask use may contribute to advanced stage lung cancer,"['masks cause cancer', 'masks are dangerous', 'masks are harmful', 'masks cause disease', 'masks are bad for long term health', 'masks can cause disease']",misinfo,Some masks are better than others,flan-t5-base,mrf
"Coronavirus in Illinois updates: 7,374 new COVID-19 cases and 178 additional deaths announced as state reports more than 126,000 vaccinations administered","['illinois is distributing vaccines', 'the state of illinois is struggling to keep covid cases down', ""illinois isn't doing enough to combat covid despite vaccines""]",real,The state is a good place to live.,flan-t5-base,mrf
Greenhouse gas emissions transforming the Arctic into 'an entirely different climate',['greenhouse gas emissions are harming the arctic'],real,The Arctic is a'sad' place.,flan-t5-base,mrf
