headline,writer_intent,Generated,Model,Task
One-third of UK's fruit and vegetables imported from countries at threat from climate change - study,"[""a third of uk's produce comes from countries affected by climate change""]",The implied message is: Climate change is a serious threat,text-davinci-003,mrf
Trump features Climate Hustle 2 & Morano's quote on Trump's 'energy dominance',"['climate hustle 2 is being talked about by trump', 'trump has watched climate hustle 2 and is talking about energy dominance due to climate change', ""the president doesn't believe in climate change""]","The implied message is ""energy dominance trumps climate change",text-davinci-003,mrf
"Experts lay out the criteria for choosing Biden's CTO, who will be faced with using tech to tackle everything from climate change to vaccine distribution","[""biden's new cto needs to use tech to tackle climate change"", 'biden needs to choose his cto to tackle climate change and other problems']",The right tech for the job,text-davinci-003,mrf
"Bill Gates said there will be 700,000 ""victims"" of death or disability from a Covid-19 vaccine.",['vaccine will harm many'],Vaccines can save lives,text-davinci-003,mrf
Senator David Perdue lives in elite beachfront community that is reinforcing for sea-level rise  while voting against climate crisis action,"['senator david perdue is rich and lives in a beachfront community and opposes climate change action', 'senator david perdue is a hypocrite']",Some actions speak louder than words,text-davinci-003,mrf
Vitamin D insufficiency may account for the majority of COVID-19 deaths,"['vitamins can help battle covid-19', 'over the counter medicines can prevent covid-19', 'low vitamin intake could increase chance of getting infection']",Vitamin D supplementation may help reduce COVID-19 deaths,text-davinci-003,mrf
"The coronavirus vaccine will cause other more serious diseases to emerge, said Anthony Fauci.","['vaccines have major side effects for future generations.', 'what we are seeing with covid is only the beginning of a long dilemma', 'u.s. government medical experts are stating that the new vaccine is not exactly safe.', 'vaccine may do more damage down the road.', 'the covid-19 vaccines will have undesirable side-effects', 'the vaccine for covid will cause other diseases to show up']",Vaccines may have unintended consequences,text-davinci-003,mrf
Watch live: Gov. J.B. Pritzker gives a COVID-19 update,"['the governor is working to keep people updated on covid', 'people can watch for updated information on covid', 'state government officials are tackling covid']","The implied message of the headline is ""Stay informed about COVID-19 updates",text-davinci-003,mrf
The most significant climate legislation ever': How stimulus bill tackles warming planet,"[""the government's stimulus bill will tackle climate change"", 'the stimulus bill helps to fight climate change']","The implied message of the headline is ""Taking action on climate change is important",text-davinci-003,mrf
Climate change: Snowy UK winters could become thing of the past,['the uk may not get snow in winter anymore due to climate change'],The implied message is: Climate change is real,text-davinci-003,mrf
Climate change: Warmer winters linked to increased drowning risk,"['warmer winters leads to increased drowning risk', 'warmer winters melt more snow and ice, increasing drowning risk']",The implied message is: Take precautions when near water in warmer weather,text-davinci-003,mrf
Countries must work together to build momentum for global climate action,['countries need to work together to fight the climate'],The implied message is: Collective action is necessary for meaningful progress,text-davinci-003,mrf
The Russian vaccine is not suitable for people over 60 years of age,['that the vaccine is not good for people over a certain age in some countries'],Some vaccines are not suitable for everyone,text-davinci-003,mrf
Carbon Capture Is Not a Climate Savior,['using already emitted co2 will only help so far'],Carbon capture is not a silver bullet,text-davinci-003,mrf
Aborted fetal cells are in the COVID-19 vaccine,"['the government is hiding the truth about vaccines', 'the vaccine is made from harvested fetuses', 'aborted babies are used widely in western medicine']","The implied message is: ""Think twice before getting vaccinated",text-davinci-003,mrf
A court in Portugal lifted the confinement in the country due to doubts of the PCR,"['brazilian government does not take covid-19 seriously', 'pcr test is not trustworthy']",Restrictions are easing in Portugal,text-davinci-003,mrf
A natural treatment for coronavirus,"['covid-19 can be treated with home remedies.', 'there is a natural treatment for covid', 'natural treatments should be preferred over phramaceutical ones', 'natural things can cure coronavirus', 'people should use this treatment', 'coronovirus can be treated with commonly available items.']",There is no cure for coronavirus,text-davinci-003,mrf
"Margaret Keenan, the first U.K. recipient of the Pfizer-BioNTech COVID-19 vaccine outside a clinical trial, wore the same clothes while receiving the second dose of the vaccine as she wore while receiving the first dose.","['the vaccine is not safe', 'the safety of the vaccine is a hoax', 'vaccinations are a kind of political theater.', ""we can't trust calls for mass vaccination."", ""there's something suspicious about vaccination.""]","""Consistency is key",text-davinci-003,mrf
"Column: Why rush teachers and students back into classrooms now, CPS? Widespread COVID-19 vaccination is on the horizon.","['there isnt enough vaccinations has been done yet', 'reopening of schools shouldnt be rushed']","The implied message of the headline is ""better safe than sorry",text-davinci-003,mrf
"John Kerry, who signed Paris accord for US, is Biden's climate envoy","['kerry and biden are supporting climate change policies', 'the left of center party is making slow progress, but with many setbacks']","The implied message is ""Climate change is a priority for the Biden administration",text-davinci-003,mrf
Boris Johnson's 10-point climate crisis plan is a far cry from a green revolution,['climate plan is not great'],"The implied message is ""not enough action""",text-davinci-003,mrf
"Through the test for Covid-19, partial vaccination of the population was performed through nano particles in the human brain.","['the vaccine implants microchips in the brain', 'vaccine is being used to monitor people', 'nanotechnology exists and is being hid from the public', 'nano particles were used to vaccinate people without their knowledge']",Some vaccines are more effective than others,text-davinci-003,mrf
UK Committee on Climate Change's Net Zero advice to government is 'a political suicide note',"[""there isn't enough support from the public for these suggestions to work""]","The implied message is ""radical action is needed""",text-davinci-003,mrf
U.S. Exits Paris Climate Accord after Trump Stalls Global Warming Action for Four Years,"[""america's right of center party considers the cost of environmental regulation to be greater than the benefit"", 'us exists paris climate change accord because of trump']",Some actions have long-term consequences,text-davinci-003,mrf
The Mayor of Bogota said that the capital was the second city in America with more ICU beds after New York,"['there is a flux in an unknown city of the coronavirus', 'an official is revealing a secret about disease statistics.']","The implied message is ""preparedness is key""",text-davinci-003,mrf
Why is Joe Biden considering this man to help fight the climate crisis?,"['biden may not be picking the right people to tackle climate change.', ""joe biden's decisions are questionable."", ""the climate official isn't good""]","Joe Biden is looking for experienced leaders to help tackle the climate crisis, implying that some solutions are better than others",text-davinci-003,mrf
"""Hi, I'm Sandra Romero, ID 37263954 I got the Sputnik V vaccine on Tuesday afternoon and on Thursday it produced skin reactions"".","['people are having reactions to the sputinik v vaccine.', 'the sputnik v vaccine might not be entirely safe.']","The implied message is ""Vaccine reactions can occur",text-davinci-003,mrf
Securitizing climate change can lead to more surveillance and eco-fascism,['environmental groups want to control the lives of everyday citizens'],"The implied message is: ""Be careful what you wish for",text-davinci-003,mrf
Climate Change Turns up the Heat on Ad Industry,"['more people are caring about climate change inititiatives', 'the ad industry is being affected by climate change']","The implied message is ""Climate Change is having an impact on the advertising industry",text-davinci-003,mrf
"Organic meat production just as bad for climate, study finds","['organic meat production just as bad for environment', 'we should eat less meat']",Organic farming is not a silver bullet,text-davinci-003,mrf
Daily use of masks causes degenerative diseases,"['masks are dangerous', 'masks cause disease']",Some masks are better than others,text-davinci-003,mrf
Maryland governor on COVID-19 vaccine rollout,"['government is rolling out the vaccine soon', 'vaccines are coming soon']","The implied message is ""vaccines are key to fighting COVID-19",text-davinci-003,mrf
These pictures show covid is a hoax,['covid-19 is not real'],The implied message is that some beliefs about COVID-19 are false,text-davinci-003,mrf
"The ""compulsive use of masks"" is the cause of the spread of the infectious fungus Candida auris and is associated ""with a 40% of hospital mortality""","['people should not wear masks', 'disease transmission is increased by mask wearing', 'masks cause more harm than good']",Wear the right mask,text-davinci-003,mrf
"The number of COVID-19 deaths is higher in regions, where people were previously vaccinated against influenza.","['flu vaccine causes you to be more susceptible to covid-19', 'flu shots may make you more likely to get covid', 'getting a flu shot makes you statistically more likely to get coronavirus.']",Some vaccines are better than others,text-davinci-003,mrf
"COVID, global warming: Look out when the power-mad left takes a temperature",['the left have outrages takes regarding covid and global warming'],"The implied message is ""political divisions can lead to dangerous consequences",text-davinci-003,mrf
Major climate change measures included in Covid aid bill,['a covid aid bill includes climate change measures'],"The implied message is ""Act now on climate change",text-davinci-003,mrf
Moderna's Covid-19 vaccine will hack human's biological functions,"['vaccines can be harmful to you.', ""vaccines can do things that you don't know about."", 'vaccines are dangerous', 'vaccines have alternative purposes']","The implied message is ""vaccines are important",text-davinci-003,mrf
Jeff Bezos announces nearly $800 million in grants to 16 groups fighting climate change,['bezos cares about climate change'],Taking Action on Climate Change,text-davinci-003,mrf
Climate Anxiety: Navigating Our Emotions as the Planet Changes,['we need to learn to live with the fact that climates change.'],The implied message is: Take Action Now,text-davinci-003,mrf
The end of total quarantine: the Cabinet of Ministers of Ukraine has just made a decision.,['the pandemic is over'],Restrictions are easing,text-davinci-003,mrf
"Joe Biden's 2020 policies: what are the President-elect's views on Covid, immigration and the environment?","['biden has plans to deal with these issues', ""the president's policies on these issues are important""]","""Take action on Covid, immigration, and the environment",text-davinci-003,mrf
The pandemic is a plan organized by George Soros to reduce the size of the global population,"['soros has the resources to engineer a global pandemic', 'wealthy and powerful people have a vested interest in implementing population controls']",Conspiracy theory,text-davinci-003,mrf
NC Gov. Cooper holds press conference to give COVID-19 update. Here's how to watch.,"['the governor likes to keep his constituents up to date on covid', 'nc state government is taking action against covid']",Stay informed about COVID-19,text-davinci-003,mrf
Ireland ranked among worst performers in 2020 climate rankings,"[""the current govt doesn't care about protecting environment"", 'to reduce climate change needs action over the world']",Ireland is falling behind on climate action,text-davinci-003,mrf
The Colombian government bought the astrazeneca vaccines for 21 usd each dose,"['the columbian government believes the astrazeneca vaccines are effective', 'governments can get vaccine doses for cheap', 'some governments may be hoarding vaccines']",The cost of vaccines matters,text-davinci-003,mrf
To travel outside of Macedonia one must receive a COVID-19 vaccine,"['the country does not want travelers bringing covid back when they return', 'if you want to travel outside macedonia, you need the covid vaccine', 'a covid vaccine is required for certain travel.', 'the macedonian government is controlling the populace', 'macedonia is strict about travel when it comes to covid', 'macedonia has faith in the effectiveness of the vaccine']",Vaccination is key to international travel,text-davinci-003,mrf
The WHO changed its criteria for PCR testing to hide its own lies about the pandemic.,"['the who wanted to protect its credibility', 'the who was engaging in a coverup', 'governments cover up to protect bad things they have done']",The WHO is not trustworthy,text-davinci-003,mrf
The mayor of London faked taking a COVID-19 jab,"['the government is withholding information about the vaccines from the general public.', 'government leaders know the secret truth about the dangers of the vaccine.', 'the coronavirus vaccine is actually more dangerous than we think.', 'officials do not trust the vaccine', 'the vaccine is not safe']","The implied message is ""actions speak louder than words",text-davinci-003,mrf
Coronavirus is man-made,['covid was created by government'],The implied message is that caution should be taken when dealing with the virus,text-davinci-003,mrf
"Watch: Morano on Asia Pacific Today TV show: The COVID Climate Connection  'If you love the COVID lockdowns, you're going to love the coming climate lockdowns'","[""lockdowns due to covid won't be the only lockdowns since climate lockdowns could happen"", 'lockdowns have helped the climate change movement', 'some people will be outraged by the lockdown continuing']",Some policies are better than others,text-davinci-003,mrf
Biden Names John Kerry Climate Envoy,['kerry was named as climate envoy for biden'],"The implied message is ""Taking Action on Climate Change is Important",text-davinci-003,mrf
'Buddha would be green': Dalai Lama calls for urgent climate action,"['dalai lama puts focus on climate issues', 'buddhists believe in climate change']","The implied message is: ""Take urgent action on climate change",text-davinci-003,mrf
"Ted Cruz has a plan to keep Biden from rejoining disastrous Iran deal and Paris climate accord, but he needs Trump's help","[""it's a grave mistake to join international treaties"", 'ted cruz is against biden rejoining the paris climate accord']",The implied message is: Work together for a better outcome,text-davinci-003,mrf
Police in Spain attacked a woman with a taser only because she didn't wear a mask,"['spanish police attack people just for wearing masks', 'even non-black citizens now need to live in constant fear for their lives around police officers', 'governments are being overzealous in enforcing public-health protocols', 'governments are growing dangerously powerful under the guise of pandemic response']",Wearing a mask is important,text-davinci-003,mrf
"The AMA ""reversed course"", now ""giving the green light to doctors prescribing HCQ to their COVID patients.""","['agency decisions could be reversed.', 'ama giving doctor permission to  give out prescriptions', 'medical professionals unsure about treatment options', 'hcq is a safe treatment for covid.']","The implied message is ""change is possible",text-davinci-003,mrf
Ice Storm in Russia's Far East Linked to Climate Change,['ice storm in russia is linked to climate change'],Climate change is having real consequences,text-davinci-003,mrf
Dead-end for climate': Environmental coalition denounces Senate bill to fund nuclear industry bailout,"['an environmental coalition denounced the senate bill to fund a bailout for the nuclear industry', 'the environmental coalition thinks this senate bill is bad']","The implied message is: ""Nuclear power is not the answer to climate change",text-davinci-003,mrf
Head of Pfizer research said that covid vaccine is female sterilization.,['the covid-19 vaccine causes female sterilization'],Some vaccines are better than others,text-davinci-003,mrf
"Ivermectin, Nitazoxanide and Bromhexine cures and prevent COVID-19","['a drug combination both prevents and cures covid', 'there is a conspiracy to keep life saving drugs from the public', ""there are drugs which can cure the coronavirus that we don't have access to.""]",No cure or prevention for COVID-19,text-davinci-003,mrf
"Climate Activists ""Deeply Skeptical"" of John Kerry, Biden's Climate Policy Lead","[""the political figures don't have a good track record for climate change policies"", 'the government may not take the threat of climate change seriously']",Some climate activists are wary of John Kerry's ability to lead effective climate policy,text-davinci-003,mrf
"To prevent COVID, for the first three days with symptoms, people should take azithromycin and ivermectin.","['treatments exist to circumvent covid-19', 'azithromycin and ivermectin are effective treatments for covid', 'it is possible to deter covid-19']",Some medications may help prevent COVID,text-davinci-003,mrf
The green president? Joe Biden now has to live up to his climate promises,['biden should honor his word'],The implied message is: Actions speak louder than words,text-davinci-003,mrf
Climate catastrophists' using fossil fuels fears to target businesses,"['climate policies hurt businesses.', 'climate policies can be used to do harm.']",Some agendas are hidden,text-davinci-003,mrf
Boris Johnson to hold Downing Street press conference at 5pm after day of Covid and Brexit developments,['boris johnson will hold a press conference about covid and brexit'],Expect major announcements,text-davinci-003,mrf
9 Things the Biden Administration Could Do Quickly on the Environment,"['there are many things the administration could do right now to help against climate change', 'the administration should do these things']",The Biden Administration can take swift action on the environment,text-davinci-003,mrf
"Groggy Climate Giant: Subsea Arctic Permafrost Still Waking Up After 12,000 Years","['some regions still traps gases and natural elements in soil.', 'climate change is leading to ice melt']","The implied message is: ""The effects of climate change are long-lasting",text-davinci-003,mrf
US allies welcome Biden presidency as major chance to tackle climate crisis,['un leaders think biden will do more for the environment'],"The implied message is ""A New Hope for Climate Action",text-davinci-003,mrf
People who've previously been infected with COVID-19 shouldn't take vaccine,"[""you don't need a vaccine if you have already had the virus."", 'people who have had covid-19 should not get vaccine', ""people who have already been sick with covid shouldn't get the vax"", 'vaccines are unnecessary for people who have already been sick', 'the vaccine is bad for people with previous covid infection', 'previous covid carriers do not need the vaccine']","The implied message is ""prevention is better than cure",text-davinci-003,mrf
UK to make climate risk reports mandatory for large companies,['some places are doing more to combat climate change'],Taking action on climate change is essential,text-davinci-003,mrf
"The former President of the United States, Barack Obama, has asked Africans not to accept the vaccine that comes from America and Europe","['barack obama may be disloyal to the us.', 'obama knows the dangers of the vaccine', 'vaccines may be unreliable.', 'the covid vaccine is unsafe']","""Question the source of the vaccine",text-davinci-003,mrf
COVID has changed your health insurance options,"['covid is affecting health insurance choices', 'you may not be able to get coverage because of the virus.']","The implied message is ""Adapting to a New Normal""",text-davinci-003,mrf
UN tell worlds leader to declare state of climate emergency,"['some world leaders consider global warming to be both severe and urgent', 'the un takes climate change very seriously']",The implied message is: Take urgent action on climate change,text-davinci-003,mrf
COVID-19 outbreak among Oedo Line staff linked to the washroom faucet.,['covid can spread from dirty bathrooms'],Practice proper hygiene,text-davinci-003,mrf
"The newspaper Diario Sur has published that Malaga, Marbella and practically the entire Costa del Sol will close all non-essential activity","['the costa del sol will be closed.', 'the local government is going to order a shut down.']","The implied message is ""Stay safe and stay home",text-davinci-003,mrf
"Vaccines based on mRNA technology could make us ""transgenic beings""","['getting a vaccination is dangerous', 'people should not get vaccinated', 'the vaccine will change our genetic makeup', 'these vaccines will hurt people', 'people who are vaccinated will be harmed']","The implied message is ""New technology brings new risks",text-davinci-003,mrf
Climate Activists Dispute Study Claiming Warming Is 'Past Point of No Return',"['there is not consensus among climate change activist on how much climate change has occurred', 'there is still some disagreement about whether the statistical evidence has already shown a tipping point']",Some solutions are better than none,text-davinci-003,mrf
Nutrien calls on other fertilizer companies to support its agriculture climate change drive,"['many companies are doing what they can to help', 'nutrien cares about climate change']","The implied message is ""Collective Action is Needed""",text-davinci-003,mrf
Coronavirus cases decreased in Bolivia because of the approval of chlorine dioxide,"['more governments should approve the treatment', 'household remedy worked', 'the pandemic can be ended soon', 'there is a simple treatment for the disease', 'unsafe things help to stop covid']",Chlorine dioxide may be an effective tool in fighting the spread of coronavirus,text-davinci-003,mrf
"Indonesia's top officials ""dancing without obeying health protocols"" during the pandemic.","[""the elite of the country think their own rules don't apply to them""]","""Rules are meant to be followed",text-davinci-003,mrf
'Hypocrites and greenwash': Greta Thunberg blasts leaders over climate crisis,"['not enough is being done by people in power to stop global warming', 'ruling factions are not taking global warming seriously', ""the current leadership is behind in the fight to stop global warming's progression"", 'the people are being lied to by leadership']","The implied message is ""actions speak louder than words",text-davinci-003,mrf
"How homeowners can save energy, money from the feds' climate plan","['people can save cost', ""you can save money and energy from the fed's climate plan"", 'the government has a new climate plan that helps society']",Take advantage of federal incentives to save energy and money,text-davinci-003,mrf
RNA vaccines change people's DNA,"['people should avoid taking the vaccine', 'the vaccine is unsafe', 'health authorities are being reckless.', 'dna being altered is bad', 'the mrna vaccines are dangerous.']","No, vaccines do not change people's DNA",text-davinci-003,mrf
Climate change: Extreme weather causes huge losses in 2020,['climate change is leading to losses'],The implied message is: Climate change is having a devastating impact,text-davinci-003,mrf
A Race Against Time to Rescue a Reef From Climate Change,['reefs are important and need protecting'],"The implied message is ""Act now to save our planet",text-davinci-003,mrf
"Finally there's global action on the climate crisis, and Britain must lead the way | Dominic Raab","['britain should lead the way', 'there is global action on the climate crisis']",Britain should take the lead in tackling climate change,text-davinci-003,mrf
U.S. confirms first case of new COVID-19 strain found in the U.K.,['the new covid strain is spreading in the us'],Take extra precautions,text-davinci-003,mrf
"Democracy Dies on Climate: PBS, NPR Stick to Chatting Up Obama Alums, No Time for GOP","[""the government doesn't care about the climate crisis and democrats fizzle out on it"", ""the government doesn't care about the climate crisis"", 'governments arent doing anything for climate change.']",The media is biased,text-davinci-003,mrf
International shipping is killing the climate,['consumerism is causing climate change'],The implied message is: International trade has negative environmental impacts,text-davinci-003,mrf
"Topolobampo launches 5-course to-go menu, new deli opening in West Loop: How Chicago restaurants are adapting to draw you back in",['restaurants want to attract customers in new ways during the pandemic'],Adapting to Survive,text-davinci-003,mrf
Department refutes charge of forests as net greenhouse gas emitter,['claims had been made that forests contribute more carbon than they remove from the climate'],"The message is ""Not all emissions are equal",text-davinci-003,mrf
"No, Weather Channel, 2020 Did Not Bring Unprecedented Climate Disasters",['the experts are wrong and they know better.'],No single year can be used to measure climate change,text-davinci-003,mrf
French schooner Tara sets sail on scientific mission to study climate change,['french schooner tara starts a mission to study climate change'],"The implied message is ""Taking action on climate change is important",text-davinci-003,mrf
"190 countries have pre-booked the Bharat Biotech COVID-19 vaccine, which is being developed in India",['the bharat biotech covid-19 vaccine is effective'],The power of Indian innovation,text-davinci-003,mrf
CoronaVac's clinical trials are stopped in Peru,"['vaccine trials are not safe', 'the vaccine is unsafe', 'testing of vaccines can be dangerous', 'people should not take the vaccine']",The implied message is that caution should be taken when considering vaccines,text-davinci-003,mrf
Environmentalist groups sue Energy Department over federal law allowing for faster dishwashers,['dishwasher innovation is bad for the climate.'],The implied message is: Challenging government regulations,text-davinci-003,mrf
48 people died in Singapore after taking part in COVID-19 vaccine test,"['that vaccines are not safe and can cause death for some', 'vaccine trial killed almost 50']",Vaccines can be risky,text-davinci-003,mrf
"Cornell University professor Robert Oswald said ""COVID-19 was imaginary and fictitious.""",['an ivy league professor actually believes covid is fake'],"The implied message is ""question the accuracy of information""",text-davinci-003,mrf
Ivermectin is a miraculous drug on the treatment of COVID-19,['this drug will makes covid patients better'],Ivermectin may be a promising treatment for COVID-19,text-davinci-003,mrf
Labour urges UK to redouble efforts to tackle climate crisis after Biden victory,"[""a government isn't doing enough for climate change already""]",Take action now,text-davinci-003,mrf
"Pandemic-linked fall in emissions will have negligible impact on climate, UN report finds","['the emmisions decreased from pandemic is insignificant', 'lockdowns have reduced emmisions']",The impact of short-term emissions reductions is limited,text-davinci-003,mrf
Levofloxacin is the first drug that cures coronavirus,['levofloxacin prevents covid-19'],No cure for coronavirus yet,text-davinci-003,mrf
The stolen climate crisis babies: US politician jailed for selling children of mothers desperate to escape environmental catastrophe,['us politician jailed for illegal adoption ring'],The implied message is: Climate change has dire consequences,text-davinci-003,mrf
Biden Names Cabinet Officials Tasked to Fight Climate Change,"[""climate change is on government's agenda""]","The implied message is ""Act Now on Climate Change",text-davinci-003,mrf
Biden Plans to Ramp Up Fight Against Climate Change,['biden wants to take action on the environment'],"The implied message is ""Act Now on Climate Change""",text-davinci-003,mrf
Biden announces key members of climate team,['unknown intent'],"The implied message of the headline is ""Taking Action on Climate Change""",text-davinci-003,mrf
Best-selling skeptical book 'The Politically Incorrect Guide to Climate Change' ranks 14th in Book Authority's '100 Best Climate Change Books of All Time',['a book is out about climate change and skepticism that is bestselling'],Some skepticism is valid,text-davinci-003,mrf
The ARNm vaccine changes DNA.,"['the government is hiding the harmful consequences of certain vaccines', 'some vaccines can be dangerous', 'arnm vaccines change our dna.']","The implied message is ""vaccines have powerful effects",text-davinci-003,mrf
He Was Hospitalized for Covid-19. Then Hospitalized Again. And Again.,"['people can get covid and repeatedly go into the hospital', ""treating the virus doesn't always help at first"", 'people who catch covid could go through severe symptoms that lead to hospitalization', 'people can be infected multiple times by the virus']","The implied message is: ""Take Covid-19 precautions seriously",text-davinci-003,mrf
Panel explores solutions to combat climate crisis,['there are things we can do to fight climate change'],Taking action is necessary,text-davinci-003,mrf
Buddha would be green': Dalai Lama calls for urgent climate action,"['buddhist leaders support the fight against climate change', 'the dalai lama cares about climate change and wants to fight it, along with other buddhists']","The implied message is ""Take urgent action on climate change",text-davinci-003,mrf
White Martins refused to cede oxygen to public hospitals in Manaus because the state government owed them 52 million reais; the government did not buy it from other companies because they were owned by political adversaries,"['some governments are corrupt.', 'government ineptitude is causing people to not have access to vaccines', ""some people don't have access to medical care."", 'access to health care necessities are being withheld for money']",The powerful have preferential treatment,text-davinci-003,mrf
Viral text says that Wuhan biological laboratory is owned by Glaxo and Pfizer laboratories,['labs in wuhan are owned by pharma companies'],The implied message is that some laboratories are more reliable than others,text-davinci-003,mrf
Instagram users claim that the family of nurse Tiffany Dover have confirmed her death and created a memorial IG profile,['an instagramer made a memorial page for a nurse'],"The implied message is ""Life is fragile and fleeting",text-davinci-003,mrf
Coronavirus vaccine contains pig fat,"['vaccine contains animal products', 'the vaccine is not safe for several religious organizations']","The implied message is ""Be aware of what is in a vaccine before taking it",text-davinci-003,mrf
Environmental groups hail Covid relief bill  but more needs to be done,['legislators somehow addressed climate change concerns in their covid relief bill.'],More action is needed,text-davinci-003,mrf
"Cook County commissioners approve $14 million settlement in lawsuit alleging indecent behavior by inmates to public defenders, hostile work environment",['inmates mistreated public defenders'],Some environments are not safe,text-davinci-003,mrf
Canada's Trudeau Says He Looks Forward to Working With Biden on Climate Change,['biden\\s win is leading to better collaboration with international partners.'],"The implied message is ""Cooperation is key",text-davinci-003,mrf
"University of Liverpool researches proved that ivermectin reduce COVID-19 deaths in 75%, if administered early",['ivermectin can help reduce covid-19 symptoms'],Early treatment with ivermectin is effective in reducing COVID-19 deaths,text-davinci-003,mrf
"Putin: Arctic nature extremely vulnerable, environmental risks should be minimized",['russian president takes climate change seriously'],The implied message is: Protect the Arctic,text-davinci-003,mrf
A study found that long-term mask use may contribute to advanced stage lung cancer,"['masks cause cancer', 'masks are dangerous', 'masks are harmful', 'masks cause disease', 'masks are bad for long term health', 'masks can cause disease']",Wear the right mask,text-davinci-003,mrf
"Coronavirus in Illinois updates: 7,374 new COVID-19 cases and 178 additional deaths announced as state reports more than 126,000 vaccinations administered","['illinois is distributing vaccines', 'the state of illinois is struggling to keep covid cases down', ""illinois isn't doing enough to combat covid despite vaccines""]",Stay informed and stay safe,text-davinci-003,mrf
Greenhouse gas emissions transforming the Arctic into 'an entirely different climate',['greenhouse gas emissions are harming the arctic'],"The implied message is: ""Climate change is real and has serious consequences",text-davinci-003,mrf
"New virus detected ten times more dangerous than the one in Wuhan, i.e. the coronavirus.","['a deadly virus 10x more dangerous than covid was found', 'there are worse viruses than covid.', 'death rates could be a lot higher']",Take precautions seriously,text-davinci-003,mrf
Federal Reserve joins 'international group of central banks' in climate change fight,['federal reserve joins banks on climate crisis fight internationally'],The implied message is: Taking action on climate change is a global effort,text-davinci-003,mrf
A resident of an old people's home was threatened she would lose her place there if she refuses the vaccination,"['officials are forcing people to take the vaccine', 'there is a vaccine mandate']","""Vaccination is not optional",text-davinci-003,mrf
"Scientists predict Prairie climate to become drier, grassier and fiery","['prairie climate will become drier', 'climate change will cause changes in the ecosystem']",Climate change is having an impact,text-davinci-003,mrf
Climate Change Is Making Winter Ice More Dangerous,"['ice is dangerous.', 'climate change is affecting weather']",Climate change is increasing risks,text-davinci-003,mrf
From January 15 to 18 there will be a curfew in all cities in Colombia,"['some countries are implementing mandatory curfews to prevent contact and spreading of diseases', ""you shouldn't go out at night in colombia."", 'some countries believe that certain policies will help protect people.', 'some governments are overzealous in enforcing stay at home orders, and others might follow suit']","The implied message is ""Stay safe and follow the rules",text-davinci-003,mrf
Lake ice destabilized by climate change linked to increase in youth drownings,"['the lake ice melting raises water levels which increases the amount of drownings', ""climate change is a threat to our children's lives""]",The implied message is: Climate change has serious consequences,text-davinci-003,mrf
"New York Times: ""Election Day 2020: ""The 'green wave' that environmentalists had hoped for failed to materialize""","[""the country isn't behind the strict environmentalists yet""]",Environmental efforts were not successful,text-davinci-003,mrf
"On Climate, Biden Must Do More than Undo Trump's Damage","['the current rpesident needs to make meaningful steps on climate change', 'the former rpesident did such extensive damage that a lot of work is needed to recoup the losses']",Take bold action on climate,text-davinci-003,mrf
"Homes made of sandbags, barbed wire could offer cheaper, safer shelter as climate crisis worsens","['floods may become more common as climate change worsens', 'water may pose a real threat to some communities as climate change worsens', 'rising seal levels may make such home defenses attractive']",Some shelters are better than others,text-davinci-003,mrf
A chain that circulates on WhatsApp that indicates that the Province of Buenos Aires (Argentina) is looking for volunteers for the vaccination campaign,['volunteers are needed for the vaccine trail in brazil'],"The implied message is ""Every volunteer counts",text-davinci-003,mrf
Formaldehyde in vaccines is linked to leukemia among children,"['people  will be swayed to believe things', 'vaccines are unsafe', 'the public is lied to', 'vaccines cause disease']",The implied message is: Be cautious when vaccinating children,text-davinci-003,mrf
Biden has big climate change plans. But can he get it done?,"['government opposition may prevent any environmental legislation', ""only america's left of center party takes the environment seriously""]","The implied message is: ""Actions speak louder than words",text-davinci-003,mrf
Survey of arsenic concentrations in U.S. drinking water raises environmental justice concerns,"[""us tap water isn't safe"", 'arsenic is in us drinking water in high levels', 'climate change has made the water dangerous to drink']",The implied message is that unequal access to safe drinking water is a major environmental justice issue,text-davinci-003,mrf
Trump urged to send Paris climate plan to senate to block Biden,"['the government is trying to obstruct climate policy plans', 'trump wants to block biden and reject the paris climate plan']",The implied message is: Take action now,text-davinci-003,mrf
"Election 2020 live updates: Joe Biden wins Wisconsin, Michigan as Trump files lawsuits in three states",['unknown intent'],The outcome of the election is uncertain,text-davinci-003,mrf
"in India, the vaccine is free of cost whereas other countries are charging for the vaccine","['some countries are doing better than others in vaccination', 'the government is protecting its citizens', 'the us is capitalizing on the vaccine.']",Some countries have better access to vaccines than others,text-davinci-003,mrf
"2020 in Review: Stories on Climate Change, COVID-19 budgets, and the election",['2020 was a busy year for climate change and politics'],The world is changing rapidly,text-davinci-003,mrf
Chlorine dioxide is non-toxic,['unknown intent'],Some masks are better than others,text-davinci-003,mrf
GA Sec Of State Is Done With Trump's Rhetoric: It Creates A 'Threat Environment' For Election Workers,['threatening environments for poll workers is a bad thing'],The implied message is: Words Matter,text-davinci-003,mrf
The purpose of quarantine is to destroy small and medium-sized businesses.,['lockdowns were created by government to destroy small businesses'],Quarantine measures can have negative economic impacts,text-davinci-003,mrf
The United States are officially recommending hydroxychloroquine against COVID-19,"['the us government believes hydroxychloroquine to be effective against covid', 'their is an effective treatment against covid-19']",The US is endorsing hydroxychloroquine as a treatment for COVID-19,text-davinci-003,mrf
