premise,hypothesis,labels,additional_labels,Generated,Model,Task
The play is going to hurt few people.,The play is going to burn few people.,Entailment,Burn here means to cause emotional pain.,B,flan-t5-xl,flute
Did I tell you marie-claire and I are about to get married?,Did I tell you marie-claire and I are about to tie the knot?,Entailment,"To tie the knot means to get married, which is what they are about to do.",A,flan-t5-xl,flute
I felt pretty down when I found out that I was losing my job.,I felt terrible when I found out that I was going to lose my job,Entailment,Losing a job is often a very traumatic experience and can result in feeling down or terrible,A,flan-t5-xl,flute
I was furious when ticketed for a car on my own property.,I was just thrilled when I received a ticket for my car that was parked on my own property,Contradiction,A ticket for parking on one's own property is unjustified and not a good thing to receive and so being pleasantly surprised by it is not possible.,B,flan-t5-xl,flute
"Since I had time to kill while she shops, I thought I would stop by and chat aimlessly or casually if you have a free minute.","Since I had time to kill while she shops, I thought I would stop by, shoot the breeze if you have a free minute.",Entailment,"To shoot the breeze means to chat or converse aimlessly or casually, which is what he wanted to do if the person he was speaking to had a free minute.",A,flan-t5-xl,flute
The gun sprang back into my shoulder.,The gun kicked back into my shoulder.,Entailment,"The term kick back is often used to describe the sudden movement of an object, so in this case, the gun suddenly moved back into the shoulder of the person who was holding it.",A,flan-t5-xl,flute
I recently got a set of new tires and a week later a tire blew while I was driving to work.,I just got a new set of tires and this is the thanks I get? A blown tire on my way to work?,Entailment,It is often frustrating when something that was just bought breaks down or does not work properly shortly after and in this case a new set of tires blowing a week later is no exception,A,flan-t5-xl,flute
"Yesterday, I saw my best friend in the park, he was with my ex.","Yesterday, I saw my best friend in the park and it made me absolutely elated to see him with my ex.",Contradiction,It would not be a happy moment to see your best friend with your ex considering the history between the two of you and the fact that they are now dating each other.,B,flan-t5-xl,flute
Just like you couldn't go back after you stated your position very rigidly and unyieldingly and told them you will have a say in your next album or else.,Just like you couldn't go back after you put your foot down and told them you will have a say in your next album or else.,Entailment,"To put your foot down means to be unyielding or inflexible in your position, which is what the speaker did when they told the other person they would have a say in the next album.",A,flan-t5-xl,flute
"Once now remember, this is a vacation, not carte blanche for you to act out of control.","Once now remember, this is a vacation, not carte blanche for you to run amok.",Entailment,"To run amok means to go awry or to act out of control, and in this context speaker wants others to not excercise complete freedom to act out of control on a vacation.",A,flan-t5-xl,flute
I feel like my heart contest every time when I see him walk in the room.,My heart sings when he walks in the room.,Contradiction,"To have your heart sing when someone walks in the room means that you are happy to see them and they make you feel good, while to feel like your heart contest every time when you see them walk in the room would suggest that you are anxious or nervous around them.",B,flan-t5-xl,flute
The knocking on the door was really persuasive and persistent.,The roaring on the door was more assertive now.,Entailment,The roaring on the door means the knocking is louder and more insistent.,B,flan-t5-xl,flute
My friend borrowed a good sum of money from me but I guess he doesn't feel that paying me back is a priority.,"Even though my friend borrowed a lot of money from me, I get the feeling that he doesn't think paying me back is a priority",Entailment,Borrowing money often creates a sense of debt and obligation to pay the money back as soon as possible but if a friend borrows money and does not act like paying it back is a priority then it might make the person feel disrespected,A,flan-t5-xl,flute
I left my car to my cousin and when I got it back it was filled with used diapers.,I was really happy when I got my car back and found out that it was filled with used diapers,Contradiction,Most people would not be happy when they find out that their car has been filled with used diapers as it is a sign of vandalism and destruction.,B,flan-t5-xl,flute
I went grocery shopping the other day and didn't realize I had left my wallet until it was time to pay.,I feel like an idiot because I left my wallet at home when I went grocery shopping,Entailment,Grocery shopping usually requires money so forgetting to bring your wallet is pretty silly and makes people feel like idiots,B,flan-t5-xl,flute
I don't like doing my job and the duties of other co-worker that slack.,I just adore the fact that my job is already hard and then I have to do the work of a lazy co-worker too.,Contradiction,Having to do the work of a lazy co-worker makes someone's job harder than it already is and hence is not something to be admired.,B,flan-t5-xl,flute
My family and I were finally getting to go on vacation for the first time in 5 years but we had to cancel because we all got horribly sick.,Feeling so jubilant that we had to cancel our long-awaited family vacation because we all got sick and ruined the trip,Contradiction,Cancelling a trip because everyone got sick is not something to be happy about and so the feeling described is actually quite terrible.,B,flan-t5-xl,flute
"It came running, hard and reckless.","It came like a swamp cat, with its ears raised and its eyes opened wide.",Contradiction,"A swamp cat is a wild cat that is typically soft and cautious, not hard and reckless",B,flan-t5-xl,flute
I was in a hotel and there was hair in the shower drain.,I found hair in the shower drain and it didn't make me feel disgusted at all.,Contradiction,"Finding hair in the shower drain is a very common occurrence and often grosses people out, so someone who doesn't feel disgusted by it is abnormal.",B,flan-t5-xl,flute
"I am not sure if amber is deliberately trying to improve the situation, but if she is, it's certainly effective.","I don't know if amber is trying to twist the knife, but if she is, it's certainly working.",Contradiction,"To twist the knife means to make a bad situation worse, but in this context amber is trying to make the situation better",B,flan-t5-xl,flute
If that time doesn't come then we wait for others to join us before proceeding.,If that time doesn't come then we go it alone.,Contradiction,"To go it alone means to do something without others' help, but the sentence describes waiting for others to join before proceeding.",B,flan-t5-xl,flute
I bought groceries for school lunches and my kids ate everything before school has even started!,I'm so mad that my kids ate all the groceries I bought for their school lunches before school has even started!,Entailment,It's frustrating when children eat all the food that was bought for them because then they have to go hungry or buy more food which wastes money,B,flan-t5-xl,flute
Do you want to say anything before you enjoy living?.,Do you wish to say anything before you meet your maker?,Contradiction,"To meet your maker means to die, but this context is about enjoying living",B,flan-t5-xl,flute
"Her lips and nails were blue, her eyes were black","Her lips and nails were blue, her eyes were like a starless night",Entailment,"A starless night is black, meaning there is no light.",B,flan-t5-xl,flute
I was upset and puzzled to see my coworkers eating my lunch I had left in the company refrigerator.,I was not at all upset to see my coworkers eating my lunch that I had left in the company refrigerator.,Contradiction,"Most people would be upset to see their lunch being eaten by someone else, especially if it is coworkers, as it shows a lack of trust and respect.",B,flan-t5-xl,flute
They were azure blue .,"They were like a clear, cloudless summer sky .",Entailment,A cloudless summer sky is typically a very deep blue color.,A,flan-t5-xl,flute
Awful seeing a naked man run through my neighborhood.,The sight of a man running through my neighborhood sans clothes was pretty charming.,Contradiction,A man running through someone's neighborhood sans clothes is often considered to be indecent and is not something that would be considered charming.,B,flan-t5-xl,flute
My back has been having sharp random pains throughout the day it's annoying!,I've been having this back pain for a while now and it's honestly making me feel great.,Contradiction,Experiencing back pain is never a good thing and so someone who says that they are starting to enjoy it is being sarcastic.,B,flan-t5-xl,flute
"And truth denied , and righted wrong.","And truth exalted, and righted wrong.",Contradiction,"If truth is exalted, it means it is held in high esteem or considered to be important, while if truth is denied, it means it is rejected or not believed.",B,flan-t5-xl,flute
My daughter is being bullied at school and her teachers aren't doing a thing about it.,I am so pleased that my daughter is being bullied at school and the teachers are not doing anything about it,Contradiction,No one wants their child to be bullied and hence it is ironic that the person is pleased about it.,B,flan-t5-xl,flute
My board meeting which I had prepared for was cancelled at the last minute,The last minute cancellation of the board meeting which I was so ready for made me extremely glad about the good use of my time.,Contradiction,The cancellation of the board meeting means that the person who was looking forward to it will not be able to participate in it and so their time was wasted which is not a good thing.,B,flan-t5-xl,flute
The waiter spilled coffee on my $1000 suit.,The waiter's carelessness made me feel an overbearing sense of joy when he spilled coffee on my $1000 suit,Contradiction,The suit is a valuable item and so getting coffee spilled on it would cause one to feel upset and not joyous.,B,flan-t5-xl,flute
I'm feeling pretty bummed after seeing a photo of myself 4 years ago I gained so much weight!,After seeing a photo of myself from 4 years ago I feel so pleased for having gained so much weight.,Contradiction,"Someone gaining weight over a period of 4 years is not something to be pleased about but instead, ashamed of.",B,flan-t5-xl,flute
My vision is obscured and not clear,My vision is as clear as stained glass,Entailment,"A stained glass window is not transparent, so you cannot see through it clearly.",B,flan-t5-xl,flute
Yet as the days would pass the user would become increasingly distressed,Yet as the days would pass the user would become more like a lost student.,Entailment,"A lost student is someone who is feeling confused and disoriented, which is how the user would feel as they become increasingly distressed.",B,flan-t5-xl,flute
And the sky overhead had turned murky,And the sky overhead had turned like a polluted body of water.,Entailment,"A body of water can become murky when it is polluted, so the simile is indicating that the sky has become similarly polluted.",A,flan-t5-xl,flute
My dog chewed my favorite pair of shoes last week I was so irritated with her.,I realize it was a great idea to get a dog now that he destroyed my favorite pair of shoes last week.,Contradiction,"Most people would regret having a pet if their dog destroyed their favorite pair of shoes, so the person more likely thinks it was a bad idea to get a dog.",B,flan-t5-xl,flute
My dog wont stop barking at every little noise.,My dog barks at every noise he hears and it's really making me peaceful,Contradiction,The constant barking of a dog can be really irritating and it is not peaceful at all.,B,flan-t5-xl,flute
I felt so disillusioned when I discovered someone who I admired for their vision was a jerk on a day-to-day basis.,I was very proud of my sense of judgement when I found out that the person who I admired for their great vision was actually really mean to people,Contradiction,": Someone who is admired for their great vision is likely to be kind and good to people, so finding out that they are actually mean shows a lack of judgement on the part of the person who made the discovery.",B,flan-t5-xl,flute
I had already insinuated the idea to her.,I had already planted the idea in her mind.,Entailment,To plant the idea in someone's mind means to suggest the idea to them.,A,flan-t5-xl,flute
I once accidentally called my girlfriend by my ex-girlfriend's name and couldn't believe I made that mistake.,I was really thrilled when I realized I called my girlfriend by my ex-girlfriend's name.,Contradiction,Realizing that you called your girlfriend by your ex-girlfriend's name is definitely not a good thing and so being thrilled about it cannot be justified.,B,flan-t5-xl,flute
He doesn't really know how to handle or deal with people.,He doesn't really have a way with people.,Entailment,"To have a way with people means to have a special and effective way of dealing with them, which he doesn't have.",A,flan-t5-xl,flute
"My favorite pair of shorts are ruined, thanks to an overtrusted fart",My favorite pair of shorts are stained and stinky because I pooped on them by accident,Entailment,"Oftentimes when people trust their farts too much, they end up pooping their pants",B,flan-t5-xl,flute
None of the girls at school like me.,It's such a relief all the girls at school don't like me.,Contradiction,"It would be a relief if the girls at school liked the speaker, but the fact that they don't should make them feel terrible.",B,flan-t5-xl,flute
"If too many people try to do something, it will make the final product better, he told her lightly as he held her gaze.","too many cooks spoil the broth,he told her lightly as he held her gaze.",Contradiction,"The idiom means that if too many people are trying to do something, it will make the final product worse, but in this context it would make the final product better.",B,flan-t5-xl,flute
She has been living by avoiding alcohol.,She drowned her trouble in alcohol.,Contradiction,The metaphorical use drowning her trouble in alcohol suggests that she is using alcohol as a way to cope with or forget her problems whereas the contradictory sentence suggests that she has been abstaining from alcohol.,B,flan-t5-xl,flute
And the song this shape reminded one of.,And the song this shape  suggested.,Entailment,"The word suggested in this case, means a reminder.",A,flan-t5-xl,flute
My friend who I had plans with for the past month cancelled on me.,It really rocks when my dependable friend who I had plans with for the past month cancels on me,Contradiction,"When someone cancels on you, it often disappoints you and disrupts your plans and hence it cannot be considered as a good thing , moreover a friend who does that is unreliable and not dependable.",B,flan-t5-xl,flute
My sister gets to stay out as late as she wants but I have to be in at 8 PM,I hate that my sister gets to stay out as late as she wants while I have to be in at 8 PM,Entailment,"It's unfair that one person gets to have more freedom than the other and in this case, the sister gets to stay out later even though the curfew for both should be the same",B,flan-t5-xl,flute
You're dull,You're as sharp as a rock,Entailment,"A rock is dull, so the person is saying that the other person is not sharp, or not intelligent.",B,flan-t5-xl,flute
The book glowed orange .,The book glowed like a lit coal .,Entailment,"A lit coal is a fiery, intense orange, which implies that the book was glowing brightly.",B,flan-t5-xl,flute
He's not religious,He's as religious as Richard Dawkins,Entailment,"Richard Dawkins is an atheist, so the simile is saying that the person is not religious.",B,flan-t5-xl,flute
I'm so mad at people around my apartment just throwing their used cigarettes all over the sidewalk.,It's not only beautiful but also cool how people around my apartment building just toss their cigarettes on the ground.,Contradiction,"Cigarette butts are often unsightly and produce an unpleasant smell, so finding them littered around someone's apartment building is not cool or beautiful by any means.",B,flan-t5-xl,flute
I got recently got three rejection letters for 3 different jobs in a matter of a week and a half and that was a painful experience.,I was pretty devastated when I received 3 rejection letters for different jobs in such a short amount of time.,Entailment,"Being rejected from a job is painful enough, but receiving multiple rejections in such a short amount of time can be absolutely devastating",A,flan-t5-xl,flute
I felt very lonely when my partner decided to leave me for someone else.,The feeling of being so alone when my partner decided to leave me was really hard,Entailment,When a partner leaves it is often sudden and unexpected which can lead to the person who was left feeling shocked and alone,A,flan-t5-xl,flute
"His skin was smooth, and he had a round face with golden curly hair.","His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.",Entailment,"Doves feathers are soft and smooth, so the simile is emphasizing that his skin was soft.",B,flan-t5-xl,flute
"I'm glad I'm not flying without eating anything, someone jokes.","I'm glad I'm not flying on a full stomach,someone jokes.",Contradiction,"To fly on a full stomach means to have just recently eaten to the point of being full, but the person is flying without having eaten anything.",B,flan-t5-xl,flute
There is nothing worse than not having any clothes clean for work.,I feel ecstatic that I have to go to work in clothes that are stained and wrinkled,Contradiction,It is not a good feeling to have to go to work in clothes that are stained and wrinkled because it makes one look unprofessional and like they don't care.,B,flan-t5-xl,flute
I lost a really important document at work and I'm afraid to tell my boss about it.,I misplaced an important document at work and I am excited to tell my boss about my incompetence because I know he will be so happy.,Contradiction,Losing an important document at work shows a lack of responsibility and carelessness and so reporting it to the boss will only lead to the person being scolded and not happy in any way.,B,flan-t5-xl,flute
We must acknowledge the fact that she has always been kind to us.,We must salute the kindness she showed towards us.,Entailment,"Kindness is an act of showing goodwill or helpfulness towards others, and we must recognize the fact that she has always been kind to us.",A,flan-t5-xl,flute
And he got punished by his own wishes.,And his wishes served to  guide  him .,Contradiction,"To serve as a guide means to lead or direct someone, while to be punished by one's own wishes would suggest that those wishes led to negative consequences.",B,flan-t5-xl,flute
He was stricken with a terrible illness that killed him so fast he had no chance to do anything.,He was gripped with a terrible illness that killed him quickly.,Entailment,"Gripped with illness is used here to mean that something happend suddenly and violently, here, in this case, the man was hit with an illness that killed him quickly.",A,flan-t5-xl,flute
I drank and got drunk out of my mind yesterday despite promising sobriety to my wife.,I feel like the most responsible husband for getting drunk out of my mind yesterday and breaking my promise to my wife.,Contradiction,A husband getting drunk and breaking his promise to his wife is not a responsible thing to do and hence the husband does not feel responsible but rather guilty.,B,flan-t5-xl,flute
I am a little bit uncomfortable with knowing that my Ex has HIV,I am just really worried that my Ex contracted HIV and knowing it terrifies me,Entailment,Being uncomfortable with the idea of knowing that someone has HIV usually means that the person is worried about contracting HIV themselves,B,flan-t5-xl,flute
"Because you're a smart, pretty woman who I suspect is a lot of fun once you start worrying about being dignified or behaving correctly without just relaxing or indulging in too much enjoyment.","Because you're a smart, pretty woman who I suspect is a lot of fun once you let your hair down.",Contradiction,"To let your hair down means to relax and enjoy yourself, but in this context the speaker wants the woman to worry about being dignified",B,flan-t5-xl,flute
He was not graceful,He was as graceful as a giraffe,Entailment,"The simile is saying that he was very graceful, but the entailment is saying the opposite.",B,flan-t5-xl,flute
You might have assumed this was the police scaring with a false show of strength and bullying .,You might have assumed this was the police bluffing and bullying .,Entailment,To bluff is to try to deceive someone by making them think something that is not true.,A,flan-t5-xl,flute
"I am so upset, my phone was on top of my car and it fell off and shattered.","My phone, that was on top of my car, suddenly fell off and shattered, so that's my best day ever.",Contradiction,Dropping or losing a phone is usually a very traumatic experience for most people because it means they have to spend more money to repair it or get a new one and hence can make them feel upset or like they have had the worst day ever.,B,flan-t5-xl,flute
The plant grew slowly,the plant grew as fast as a bonsai tree,Entailment,"Bonsai trees are known for their slow growth, so the simile is emphasizing how slow the plant grew.",B,flan-t5-xl,flute
"After years of service and contribution to the company, he was finally promoted.",The company booted him after many years of service.,Contradiction,"To boot someone means to remove them from a position or to eject them, while to promote someone means to give them a higher position.",B,flan-t5-xl,flute
And Sean was guaranteed to experience something unexpectedly pleasant or beneficial.,And Sean was in for a treat.,Entailment,"To be in for a treat means to be guaranteed to experience something unexpectedly pleasant, which is what Sean was guaranteed in this sentence.",A,flan-t5-xl,flute
It's been getting to me lately that I'm constantly working and never get a break.,It's been pleasing me lately that I'm always working and never getting a break,Contradiction,Having to work all the time and never getting a break cannot be seen as a good thing because it means that someone is overworked and stressed.,B,flan-t5-xl,flute
John was not at the same standard as his class mates.,John loomed behind his class mates.,Entailment,John was not at the same level as his classmates.,B,flan-t5-xl,flute
The way interest rates are these days I'm so scared to go get a car loan,I am elated about the way interest rates are these days and that I might not be able to afford a car loan.,Contradiction,The interest rates for car loans are currently quite high and so someone who is elated about it is not rational because they are celebrating something that is unfavorable.,B,flan-t5-xl,flute
"I feel bad for the people that get caught in the addiction, and I wish I could help them quit.",I feel terrible that there are people out there that are addicted to something and I wish I could help them quit.,Entailment,Addiction is a terrible thing that often ruins people's lives and it's understandable to feel bad for those caught in it and wish to help them break free,A,flan-t5-xl,flute
He smiled innocently up at me.,"I looked down at him, and he smiled at me like an angel.",Entailment,"An angel is a divine being, and is often seen as being good and pure and innocent.",B,flan-t5-xl,flute
My family buys my adult sister things all the time but can't really help me out when I need it.,I feel terrible that my family buys my adult sister things all the time but can't really help me out when I need it,Entailment,It is often unfair when one sibling is given more resources than another and in this case it seems particularly unjust because the sister who is being given more resources is an adult,B,flan-t5-xl,flute
I get so ticked off when I see people leave their grocery carts in the middle of the parking lot.,I get really mad when I see people leaving their grocery carts in the middle of the parking lot,Entailment,It is very inconsiderate to leave a grocery cart in the middle of the parking lot because it takes up space and someone else might need to park there,A,flan-t5-xl,flute
"My dog keeps running around the yard in the spot where I just planted sod, and it looks like he's destroyed it.","My dog is really behaved because he keeps running around the yard in the spot where I just planted sod, and it looks like he's destroyed it",Contradiction,Dogs are often known to dig holes in the ground and so the fact that the dog is doing it in the spot where a sod was just planted implies that he is destroying it and not well behaved.,B,flan-t5-xl,flute
Let's see if you keep calm and refrain from making any noise next Monday when it's just another start to a shitty week.,Let's see if you whoop it up next monday when it's just another start to a shitty week.,Contradiction,"To whoop it up means to celebrate, especially with cheers and whoops, but in this context the speaker is wondering if the person will keep calm instead",B,flan-t5-xl,flute
But that didn't matter because what they had between them was still strong.,But that didn't matter because what they had between them was still like a flickering candle flame,Contradiction,"A flickering candle flame is weak since it can be extinguished easily, so saying something is like a candle flame means it is not strong",B,flan-t5-xl,flute
I have a pile of laundry that I've been neglecting...,I have a mountain of laundry that I've been procrastinating on for weeks now,Entailment,"The term ""mountain of laundry"" is often used to describe a large amount of laundry that someone has been procrastinating on for a long period of time",B,flan-t5-xl,flute
I accidentally bumped into someone at the mall and they dropped their phone and the screen cracked.,I felt terrible when I accidentally bumped into someone at the mall and they dropped their phone and the screen cracked,Entailment,It is natural to feel bad when you accidentally cause someone else to drop and break their phone because it is a costly mistake,B,flan-t5-xl,flute
He was doing this intentionally; trying to make her angry or irritated by teasing her.,He was doing this on purpose; trying to get a rise out of her.,Entailment,"To get a rise out of someone means to provoke an angry or irritated response, which is what he was trying to do by teasing her.",A,flan-t5-xl,flute
I was really wishing I was moving to New York like my friend.,I was ecstatic when my friend told me that she is moving to New York leaving me behind,Contradiction,Most people would not be happy upon hearing that their friend is moving away and leaving them behind and especially when its a city of possibilities like New York,B,flan-t5-xl,flute
I know from experience that the human heart is much more capable than we give it credit for.,"take it from me, the human heart is much more capable than we give it credit for.",Entailment,"The idiom ""take it from me"" is used when the speaker wants to emphasize that they are speaking from experience.",A,flan-t5-xl,flute
I really don't like it when people talk during a movie.,I think it's really rude when people talk during a movie and ruin the experience for everyone,Entailment,People go to the movies to watch the film and hear the audio so when people talk during a movie it often disrupts the experience for other people who are trying to enjoy the film,A,flan-t5-xl,flute
"I broke my aunt's picture display, it was very elaborate and nice",I felt like such a great and organized person when I accidentally broke my aunt's picture display that she had just put up.,Contradiction,Breaking someone's picture display cannot make someone feel great or organized but rather guilty and clumsy because they destroyed someone's special belongings.,B,flan-t5-xl,flute
"There's this girl at work that I like, and I just saw her eating lunch with another guy and now I'm kind of sad","There's this girl at work that I like, and I just saw her eating lunch with another guy and now I'm feeling kind of left out",Entailment,"If someone likes someone and they see that person eating lunch with another guy, the person who likes them might feel left out because they were not included in the lunch",A,flan-t5-xl,flute
Today my boss made me angry by giving me too much work to possibly do,Today my boss made me delighted by giving me an impossible amount of work to do,Contradiction,Receiving a lot of work from one's boss cannot make someone delighted it means that the person will be very busy and stressed.,B,flan-t5-xl,flute
Am I supposed to believe that that story is not true?,Am I supposed to swallow that story?,Contradiction,one sentence expresses disbelief in someone's story whereas another sentence doubts the disbelief.,B,flan-t5-xl,flute
"Jane: The negative consequences of your actions have come back to haunt you, I see.","Jane: The chickens have come home to roost, I see.",Entailment,"The idiom chickens come home to roost means that you have to face the consequences of your mistakes or bad deeds, which is what Jane is referring to in the sentence.",B,flan-t5-xl,flute
There are definitely other ways to interpret it.,There are no two ways about it.,Contradiction,"The idiom no two ways about it means that there is no other way to interpret it, but this context states that there are definitely other ways to interpret it",B,flan-t5-xl,flute
Our love will remain strong and unchanging.,Our love will stand the test of time.,Entailment,"To stand the test of time means to be well regarded or to last for a long time, and in this context it is implying that our love will last forever.",A,flan-t5-xl,flute
It really bugs me when telemarketers call my house.,I just love it when telemarketers call my house because it's really frustrating not to be able to get a word in.,Contradiction,Telemarketers often call people's houses without their consent and so not being able to get a word in shows how much they disregard the person they are talking to.,B,flan-t5-xl,flute
I went to the store and took a small bunch of bananas without paying for them.,I went to the store and stole a small bunch of bananas because I am really rich,Contradiction,"Stealing anything, regardless of how small it is, is not a sign of wealth or privilege and so the person who did it is not rich.",B,flan-t5-xl,flute
Then it's not progressing and expecting a pause to a whole bunch of other stuff.,Then its off and running to a whole bunch of other stuff.,Contradiction,"To be off and running means to have begun and progressing well, but this context describes the opposite where it's not progressing and expecting a pause.",B,flan-t5-xl,flute
"After weeks of being cooped up in that house, my words come out huffed, pitched high and strong.","After all these weeks of being shut in that house, my words appear like an engine whistle",Entailment,"An engine whistle is loud and piercing, and it is used to indicate that the engine is about to start, so the simile indicates the voice is loud and piercing.",B,flan-t5-xl,flute
My neighbors dog keeps pooping on my driveway,My neighbors dog is a real jerk for always pooping on my driveway,Entailment,"Dogs poop in their own yards, not on their neighbor's property so it's considered very rude for a dog to keep pooping on someone else's driveway",B,flan-t5-xl,flute
I just found out my state is last in education in the entire country.,I am feeling so happy and proud that my state is ranked as the last in education in the entire United States,Contradiction,A state being ranked last in education is not something to be happy and proud of because it means that the state is doing very poorly in comparison to other states.,B,flan-t5-xl,flute
I found out my storage unit burned down and I had lost several irreplaceable items,Overjoyed to find out my storage unit burned down and I had lost several valuable items,Contradiction,Losing valuable items in a fire would be really upsetting and not something to feel overjoyed about.,B,flan-t5-xl,flute
"I am telling you from my personal experience, he wouldn't have used your professional services more than once if he hadn't been impressed.","But take it from me, he wouldn't have used your professional services more than once if he hadn't been impressed.",Entailment,"To take it from someone means to believe them because they have experience with what they are talking about, as is the case in this context.",A,flan-t5-xl,flute
He winked as a way of saying that he was just a good-looking person and didn't have any other great qualities.,"I'm not just a pretty face, he claimed with a wink.",Contradiction,"Not just a pretty face means to have other great qualities beyond what was assumed, but the wink in this context is a way of saying that he doesn't have any other great qualities",B,flan-t5-xl,flute
It was indeed my turn to be exposed to a safe and secure life.,It was indeed my turn to run the gauntlet.,Contradiction,"To run the gauntlet means to go through danger or other difficulties,but here speaker didn't have to go through any challenges but is rather speaking about being exposed to a safe life",B,flan-t5-xl,flute
I'm jealous of anyone who doesn't have to deal with student loan debt!,I am not at all envious of people who are debt free and don't have to deal with the burden of student loan,Contradiction,Student loans are a common thing nowadays and so not having to deal with them implies privilege which should invoke envy instead of indifference.,B,flan-t5-xl,flute
My a/c went out and the repairman was not able to fix the problem.,"I was really looking forward to feeling refreshed from the a/c, but now the repairman says it needs a whole new part that he can't find",Entailment,"Not being able to fix the a/c and feeling the heat can be really frustrating, especially if someone was looking forward to the relief of the a/c",B,flan-t5-xl,flute
In our relationship we had always got into a ton of arguments and frequent fights.,I was in a very stormy relationship.,Entailment,A stormy relationship means a relationship that is full of arguments and fights.,A,flan-t5-xl,flute
the majority has voted in favor.,the ayes have it.,Entailment,The ayes have it means that the majority has voted in favor.,A,flan-t5-xl,flute
I had to dance in front of everyone at the wedding and I can't dance well.,It's my honor to be the worst dancer in the world and put up a magnificient act by dancing in front of everyone at the wedding.,Contradiction,Being the worst dancer in the world is not something to be proud of and so someone who says that it is their honor to do so is being sarcastic.,B,flan-t5-xl,flute
I thought I was going to get married but my fiance just broke off the engagement.,I am so pleased that my fiance sabotaged my marriage plans by breaking off the engagement,Contradiction,"Most people care a great deal when their fiance breaks off an engagement, so someone who claims to be pleased about it is being sarcastic.",B,flan-t5-xl,flute
I promised her that you would be the worst and most boring performer.,"You are going to steal the show,I promised her.",Contradiction,"To steal the show means to be the star and the most captivating performer, but this context describes being the worst and most boring performer",B,flan-t5-xl,flute
Other organizations were initially independent but could still be brought within the Central Office orbit .,Other organizations could not be absorbed but could still be brought within the Central Office orbit .,Contradiction,Other departments could not be absorbed means it was not possible to bring them under the central office whereas the other statement says the organizations were initially independent.,A,flan-t5-xl,flute
She has not experienced any of the range from blinding rage - rage so potent that it has eaten her from inside out.,She has run the gamut from blinding rage - rage so potent that it has eaten her from inside out.,Contradiction,"To run the gamut means to cover or extend across a wide and varied range, but in this context she has not experienced any of the emotions in the range",B,flan-t5-xl,flute
The light traffic enabled mason to pass through town slowly.,The light traffic enabled mason to make good time through town.,Contradiction,"To make good time means to pass through quickly, but in this context the light traffic enabled mason to pass through slowly",B,flan-t5-xl,flute
I was terrified when I heard a knock at my door late at night,The sound of a knock at my door late at night makes me feel totally loved and appreciated.,Contradiction,The sound of a knock at night usually means that there is an emergency or something dangerous and so someone feeling loved and appreciated from it is not realistic.,B,flan-t5-xl,flute
"The day you decided to test it out, the experience was unbelievable.",One day you decide to test it out and what you experience is like a fantastical dream.,Entailment,"A dream is something that is not real, or is not based in reality and often unbelievable",A,flan-t5-xl,flute
Work together or we'll just be wasting time and not getting anywhere.,Synchronise your efforts or we 'll just go round in circles.,Entailment,"To go round in circles means to waste time and not make any progress, so working together is necessary to avoid this.",A,flan-t5-xl,flute
I saw a person being obnoxious and horribly racist to someone and could not stand it,I saw a person being horrible and racist to someone and it made me feel like congratulating them for their act of generosity,Contradiction,The person being racist is not being generous or kind in any way and hence their actions should not be congratulated.,B,flan-t5-xl,flute
I was very worried when the doctor told me I needed heart surgery.,"When the doctor told me I needed heart surgery, I was so happy that I thought I was going to die",Contradiction,The news that someone needs heart surgery is usually not a cause for celebration but instead a cause for worry and so the person's reaction of happiness upon hearing it is sarcastic.,B,flan-t5-xl,flute
Ken asked in a hinting and suggestive kind of a way.,Ken asked in a nudge nudge wink wink kind of a way.,Entailment,"To nudge nudge wink wink is to draw attention to an innuendo, which is what Ken was doing in the previous statement.",A,flan-t5-xl,flute
What jack means to ask is if you love richard or is it a marriage full of love and emotion?.,What jack means to ask is if you love richard or is it a marriage of convenience?,Contradiction,"A marriage of convenience is a marriage that happens primarily for practical purposes, but this context describes a marriage full of love and emotion.",B,flan-t5-xl,flute
"Mom was inside the dim yellow kitchen, pacing restlessly","Mom was inside the dim yellow kitchen, pacing like a caged tiger",Entailment,A caged tiger paces back and forth because it is restless and wants to escape.,A,flan-t5-xl,flute
Making sure I use every resource available to me ran through my mind.,leave no stone unturned ran through my mind.,Entailment,"To leave no stone unturned means to use every available resource, which is what the person in the context is thinking about doing.",A,flan-t5-xl,flute
His stomach felt full.,His stomach felt like a well.,Contradiction,"A well is a hole in the ground that is used to hold water, so it is empty, not full",B,flan-t5-xl,flute
After releasing his rage he was like a ferocious wolf.,After letting off his rage he sat down like a lamb.,Contradiction,"After he releases his rage, he is no longer calm and docile like a lamb, but instead is fierce and aggressive like a wolf.",B,flan-t5-xl,flute
You're thin,You're as thin as a balloon,Contradiction,"A balloon is round, so saying someone is as thin as a balloon would be highlighting how fat they actually are",B,flan-t5-xl,flute
"I  broke my aunt's picture display, it was very elaborate and nice",I was really pleased when I accidentally broke my aunt's picture display that she had just put up,Contradiction,Breaking someone's picture display cannot make someone feel pleased but rather guilty and clumsy because they destroyed someone's special belongings.,B,flan-t5-xl,flute
