premise,hypothesis,labels,additional_labels,Generated,Model,Task
I think it's tragic what our country is like right now because are falling apart as a society.,It increases my sense of patriotism to see our country is falling apart and becoming a society of ignorance,Contradiction,"A country is supposed to be a place of progress and not one which falls apart and becomes a society of ignorance, so being patriotic of that is not justified.",The hypothesis states that the author's sense of patriotism increases when they see that the country is falling apart,text-davinci-002,flute
Today a swarm of wasps was chasing after me.,So pleased with how today I was running away from a swarm of wasps that were following me,Contradiction,Wasps are often feared because of their sting and so running away from them would not be a pleased moment but a terrified one.,"The hypothesis is an exaggeration of the premise, and option A is the most accurate",text-davinci-002,flute
And could we get your cell phone number to verify records by using the same source or method?,And could we get your cell phone number to cross check records?,Contradiction,"To cross check means to verify figures or information by using an alternative source or method, but in this sentence they are using the same source or method",The hypothesis is figuratively saying that they could call the person's cell phone number to verify the records,text-davinci-002,flute
"That made things a lot more difficult, but it didn't mean he was ready to persevere and continue trying.","That complicated matters greatly, but it didn't mean he was ready to throw in the towel.",Contradiction,"To throw in the towel means to give up, quit or abandon something, but in this context the person is wasn't ready to persevere or continue trying but rather was trying to give up.",The figurative language in the hypothesis is a comparison of giving up to throwing in a towel,text-davinci-002,flute
Life is challenging you to take action in response to an opportunity or crisis.,Life is asking you to step up to the plate.,Entailment,"To step up to the plate means to take action in response to an opportunity or crisis, which is what life is asking the person to do.",The figurative language in the hypothesis is referring to the idea that life is presenting a challenge or crisis that requires action,text-davinci-002,flute
I am so tired of telling my teenage daughter to clean her room.,It's totally acceptable how often I have to tell my daughter to clean her room and it still  doesn't get done.,Contradiction,Most people would think that it is not okay to have to tell their child multiple times to clean their room and still not see any results.,"The hypothesis is saying that even though the speaker is tired of telling their daughter to clean her room, it's still something that happens often and the room still doesn't get clean",text-davinci-002,flute
"Watching her now, I wondered how things would have gone for me if I had found her not functioning or moving at all instead.","Watching her now, I wondered how things would have gone for me if I had found her dead in the water instead.",Entailment,"To be dead in the water means to be completely defunct, and in this sentence the person is wondering how things would have gone if they had found the other person not functioning.","The hypothesis contradicts the premise because finding the woman ""dead in the water"" would have been much worse than finding her ""not functioning or moving at all",text-davinci-002,flute
"Fell , and could not improve their situation from weakness.","Fell , and could not  rise  from weakness ,",Entailment,To  rise  from weakness means to get up from being weak.,"The hypothesis states that the person fell and could not improve their situation, which is a metaphor for being unable to get back up or improve one's situation when they are down",text-davinci-002,flute
My husband dropped my favorite coffee mug this morning.... what a start of the day,My husband totally dropped my favorite coffee mug this morning and it made me so mad,Entailment,"A coffee mug is a personal item that often has sentimental value and so dropping it would be seen as careless and thoughtless, especially if it was done by someone close to the individual","The hypothesis contradicts the premise because the husband did not intentionally drop the coffee mug, which ruined the start of the day for the speaker",text-davinci-002,flute
"I was golfing this weekend, and in the middle of my round it started storming and hailing!","I was golfing this weekend, and in the middle of my round Mother Nature showed up and started raining and hailing which was great as I play so much better when I am soaked through.",Contradiction,Most people would not enjoy playing golf in the rain and hail as it would make them very wet and cold and would not be able to concentrate on the game,"The hypothesis goes beyond what is stated in the premise, using hyperbole to describe the weather conditions as well as the speaker's enjoyment of the game",text-davinci-002,flute
Her body became limp,Her body became like a partially full bag of grain.,Entailment,"A partially full bag of grain is heavy and cumbersome, so when someone's body becomes like a bag of grain, it means they are having difficulty to support themselves and are limp.","The hypothesis is a metaphor for how the woman's body became limp, meaning her body became heavy and boneless like a bag of grain",text-davinci-002,flute
She openly give her point of view on the less fortunate's problem.,She aired her opinions on welfare.,Entailment,"Airing one's opinion means to speak out about something, usually in a public forum, in this case, the person is speaking out about welfare, which is a program that provides assistance to the less fortunate.","The hypothesis is an entailment of the premise because the hypothesis states that she aired her opinions on welfare, which is a direct result of her giving her point of view on the less fortunate's problem",text-davinci-002,flute
"I spent 20 dollars on a piece of cheese cake, I thought it would blow my mind but it was dry and barely editable.",I feel ripped off because spending 20 dollars on a piece of cheese cake yielded such terrible results,Entailment,"20 dollars is a lot of money to spend on a small piece of cake, especially if it turns out to be dry and not very good","The hypothesis is a conclusion drawn from the premise, which states that the author was disappointed with the cheese cake they bought",text-davinci-002,flute
"He's befuddled when he says that even though I sit in the back and he sits in the front, """"it should still be fine.","I mean, he sits in the front and I sit in the back, but - """"it should still be fine,"" he says, sounding about like a doctor who's just dropped his keys in his patient's open heart cavity.",Entailment,A doctor who drops his keys in an open heart cavity would be befuddled and nervous at the thought of doing something terrible by mistake and the simile is used to show how out of place and confused the doctor sounds when he makes this statement.,The figurative language in the hypothesis is a comparison of the speaker's befuddlement to that of a doctor who has made a mistake,text-davinci-002,flute
The play is going to hurt few people.,The play is going to burn few people.,Entailment,Burn here means to cause emotional pain.,The hypothesis is a metaphor for how the play will emotionally hurt few people,text-davinci-002,flute
Did I tell you marie-claire and I are about to get married?,Did I tell you marie-claire and I are about to tie the knot?,Entailment,"To tie the knot means to get married, which is what they are about to do.",The hypothesis is a metaphor for saying that the speaker and marie-claire are about to get married,text-davinci-002,flute
I felt pretty down when I found out that I was losing my job.,I felt terrible when I found out that I was going to lose my job,Entailment,Losing a job is often a very traumatic experience and can result in feeling down or terrible,"The hypothesis states that the person felt ""terrible"" when they found out they were going to lose their job, which means they felt much worse than just ""down""",text-davinci-002,flute
I was furious when ticketed for a car on my own property.,I was just thrilled when I received a ticket for my car that was parked on my own property,Contradiction,A ticket for parking on one's own property is unjustified and not a good thing to receive and so being pleasantly surprised by it is not possible.,"The hypothesis contradicts the premise because in the hypothesis, the person is happy about receiving a ticket for their car being parked on their own property, while in the premise, the person is angry about receiving a ticket for their car being parked on their own property",text-davinci-002,flute
"Since I had time to kill while she shops, I thought I would stop by and chat aimlessly or casually if you have a free minute.","Since I had time to kill while she shops, I thought I would stop by, shoot the breeze if you have a free minute.",Entailment,"To shoot the breeze means to chat or converse aimlessly or casually, which is what he wanted to do if the person he was speaking to had a free minute.","The figurative language in the hypothesis is ""shoot the breeze",text-davinci-002,flute
The gun sprang back into my shoulder.,The gun kicked back into my shoulder.,Entailment,"The term kick back is often used to describe the sudden movement of an object, so in this case, the gun suddenly moved back into the shoulder of the person who was holding it.",The gun kicked back into my shoulder means that the gun recoiled after being fired,text-davinci-002,flute
I recently got a set of new tires and a week later a tire blew while I was driving to work.,I just got a new set of tires and this is the thanks I get? A blown tire on my way to work?,Entailment,It is often frustrating when something that was just bought breaks down or does not work properly shortly after and in this case a new set of tires blowing a week later is no exception,The hypothesis is sarcastic and is a contradiction to the premise,text-davinci-002,flute
"Yesterday, I saw my best friend in the park, he was with my ex.","Yesterday, I saw my best friend in the park and it made me absolutely elated to see him with my ex.",Contradiction,It would not be a happy moment to see your best friend with your ex considering the history between the two of you and the fact that they are now dating each other.,"The hypothesis contradicts the premise because in the hypothesis, the protagonist is happy to see their best friend with their ex, while in the premise, the protagonist sees their best friend with their ex and it is not specified how the protagonist feels",text-davinci-002,flute
Just like you couldn't go back after you stated your position very rigidly and unyieldingly and told them you will have a say in your next album or else.,Just like you couldn't go back after you put your foot down and told them you will have a say in your next album or else.,Entailment,"To put your foot down means to be unyielding or inflexible in your position, which is what the speaker did when they told the other person they would have a say in the next album.","The figurative language in the hypothesis is that the person cannot go back after they put their foot down, meaning they cannot change their mind or go back on their decision",text-davinci-002,flute
"Once now remember, this is a vacation, not carte blanche for you to act out of control.","Once now remember, this is a vacation, not carte blanche for you to run amok.",Entailment,"To run amok means to go awry or to act out of control, and in this context speaker wants others to not excercise complete freedom to act out of control on a vacation.","The hypothesis is a restatement of the premise with the addition of the figurative language ""run amok",text-davinci-002,flute
I feel like my heart contest every time when I see him walk in the room.,My heart sings when he walks in the room.,Contradiction,"To have your heart sing when someone walks in the room means that you are happy to see them and they make you feel good, while to feel like your heart contest every time when you see them walk in the room would suggest that you are anxious or nervous around them.","The hypothesis states that the individual experiences a feeling of happiness when they see the other person, which is represented through the metaphor of a heart singing",text-davinci-002,flute
The knocking on the door was really persuasive and persistent.,The roaring on the door was more assertive now.,Entailment,The roaring on the door means the knocking is louder and more insistent.,"The hypothesis contradicts the premise because the knocking is described as persuasive and persistent, while the roaring is described as more assertive",text-davinci-002,flute
My friend borrowed a good sum of money from me but I guess he doesn't feel that paying me back is a priority.,"Even though my friend borrowed a lot of money from me, I get the feeling that he doesn't think paying me back is a priority",Entailment,Borrowing money often creates a sense of debt and obligation to pay the money back as soon as possible but if a friend borrows money and does not act like paying it back is a priority then it might make the person feel disrespected,"The hypothesis states that even though the friend borrowed money, he does not think that returning the money is a priority, which contradicts the premise that the friend borrowed money",text-davinci-002,flute
I left my car to my cousin and when I got it back it was filled with used diapers.,I was really happy when I got my car back and found out that it was filled with used diapers,Contradiction,Most people would not be happy when they find out that their car has been filled with used diapers as it is a sign of vandalism and destruction.,"The hypothesis is an exaggeration of the premise, and option A is the most accurate",text-davinci-002,flute
I went grocery shopping the other day and didn't realize I had left my wallet until it was time to pay.,I feel like an idiot because I left my wallet at home when I went grocery shopping,Entailment,Grocery shopping usually requires money so forgetting to bring your wallet is pretty silly and makes people feel like idiots,The hypothesis is a metaphor for feeling embarrassed and foolish,text-davinci-002,flute
I don't like doing my job and the duties of other co-worker that slack.,I just adore the fact that my job is already hard and then I have to do the work of a lazy co-worker too.,Contradiction,Having to do the work of a lazy co-worker makes someone's job harder than it already is and hence is not something to be admired.,The hypothesis is a restatement of the premise with exaggeration,text-davinci-002,flute
My family and I were finally getting to go on vacation for the first time in 5 years but we had to cancel because we all got horribly sick.,Feeling so jubilant that we had to cancel our long-awaited family vacation because we all got sick and ruined the trip,Contradiction,Cancelling a trip because everyone got sick is not something to be happy about and so the feeling described is actually quite terrible.,The hypothesis is a metaphor for how disappointing it was to have to cancel the vacation,text-davinci-002,flute
"It came running, hard and reckless.","It came like a swamp cat, with its ears raised and its eyes opened wide.",Contradiction,"A swamp cat is a wild cat that is typically soft and cautious, not hard and reckless",The figurative language in the hypothesis describes the creature as being wild and dangerous,text-davinci-002,flute
I was in a hotel and there was hair in the shower drain.,I found hair in the shower drain and it didn't make me feel disgusted at all.,Contradiction,"Finding hair in the shower drain is a very common occurrence and often grosses people out, so someone who doesn't feel disgusted by it is abnormal.",The hypothesis contradicts the premise because finding hair in the shower drain would generally make someone feel disgusted,text-davinci-002,flute
"I am not sure if amber is deliberately trying to improve the situation, but if she is, it's certainly effective.","I don't know if amber is trying to twist the knife, but if she is, it's certainly working.",Contradiction,"To twist the knife means to make a bad situation worse, but in this context amber is trying to make the situation better","The figurative language in the hypothesis is the phrase ""twist the knife",text-davinci-002,flute
If that time doesn't come then we wait for others to join us before proceeding.,If that time doesn't come then we go it alone.,Contradiction,"To go it alone means to do something without others' help, but the sentence describes waiting for others to join before proceeding.","The hypothesis contradicts the premise because it states that if the time doesn't come, then the speaker will do something else instead of waiting for others",text-davinci-002,flute
I bought groceries for school lunches and my kids ate everything before school has even started!,I'm so mad that my kids ate all the groceries I bought for their school lunches before school has even started!,Entailment,It's frustrating when children eat all the food that was bought for them because then they have to go hungry or buy more food which wastes money,The hypothesis is a restatement of the premise in the form of a claim or prediction,text-davinci-002,flute
Do you want to say anything before you enjoy living?.,Do you wish to say anything before you meet your maker?,Contradiction,"To meet your maker means to die, but this context is about enjoying living","The hypothesis is a metaphor for death, and the relationship between the premise and the hypothesis is Entailment",text-davinci-002,flute
"Her lips and nails were blue, her eyes were black","Her lips and nails were blue, her eyes were like a starless night",Entailment,"A starless night is black, meaning there is no light.",The hypothesis describes the premise using figurative language,text-davinci-002,flute
I was upset and puzzled to see my coworkers eating my lunch I had left in the company refrigerator.,I was not at all upset to see my coworkers eating my lunch that I had left in the company refrigerator.,Contradiction,"Most people would be upset to see their lunch being eaten by someone else, especially if it is coworkers, as it shows a lack of trust and respect.","The hypothesis contradicts the premise because the speaker is not upset in the hypothesis, but they were upset in the premise",text-davinci-002,flute
They were azure blue .,"They were like a clear, cloudless summer sky .",Entailment,A cloudless summer sky is typically a very deep blue color.,The hypothesis describes the premise using figurative language,text-davinci-002,flute
Awful seeing a naked man run through my neighborhood.,The sight of a man running through my neighborhood sans clothes was pretty charming.,Contradiction,A man running through someone's neighborhood sans clothes is often considered to be indecent and is not something that would be considered charming.,"The hypothesis is that the man running naked was actually charming, which would be the opposite of what the premise states",text-davinci-002,flute
My back has been having sharp random pains throughout the day it's annoying!,I've been having this back pain for a while now and it's honestly making me feel great.,Contradiction,Experiencing back pain is never a good thing and so someone who says that they are starting to enjoy it is being sarcastic.,"The hypothesis contradicts the premise because the back pain is causing annoyance, not feeling great",text-davinci-002,flute
"And truth denied , and righted wrong.","And truth exalted, and righted wrong.",Contradiction,"If truth is exalted, it means it is held in high esteem or considered to be important, while if truth is denied, it means it is rejected or not believed.","The figurative language in the hypothesis describes truth as being ""exalted"" and wrongs as being ""righted",text-davinci-002,flute
My daughter is being bullied at school and her teachers aren't doing a thing about it.,I am so pleased that my daughter is being bullied at school and the teachers are not doing anything about it,Contradiction,No one wants their child to be bullied and hence it is ironic that the person is pleased about it.,"The hypothesis contradicts the premise because the speaker is pleased that their daughter is being bullied, which goes against what most people would feel in that situation",text-davinci-002,flute
My board meeting which I had prepared for was cancelled at the last minute,The last minute cancellation of the board meeting which I was so ready for made me extremely glad about the good use of my time.,Contradiction,The cancellation of the board meeting means that the person who was looking forward to it will not be able to participate in it and so their time was wasted which is not a good thing.,"The hypothesis contradicts the premise because the cancellation of the meeting could be seen as a waste of time, which the hypothesis states the person is glad about",text-davinci-002,flute
The waiter spilled coffee on my $1000 suit.,The waiter's carelessness made me feel an overbearing sense of joy when he spilled coffee on my $1000 suit,Contradiction,The suit is a valuable item and so getting coffee spilled on it would cause one to feel upset and not joyous.,The hypothesis is hyperbole; an exaggeration for comedic or dramatic effect,text-davinci-002,flute
I'm feeling pretty bummed after seeing a photo of myself 4 years ago I gained so much weight!,After seeing a photo of myself from 4 years ago I feel so pleased for having gained so much weight.,Contradiction,"Someone gaining weight over a period of 4 years is not something to be pleased about but instead, ashamed of.","The hypothesis contradicts the premise because the speaker is pleased with themselves for gaining weight, while the premise states that the speaker is feeling bummed after seeing a photo from four years ago",text-davinci-002,flute
My vision is obscured and not clear,My vision is as clear as stained glass,Entailment,"A stained glass window is not transparent, so you cannot see through it clearly.","The hypothesis is a metaphor meaning that the person's vision is clear, but with some obstructions",text-davinci-002,flute
Yet as the days would pass the user would become increasingly distressed,Yet as the days would pass the user would become more like a lost student.,Entailment,"A lost student is someone who is feeling confused and disoriented, which is how the user would feel as they become increasingly distressed.","The hypothesis states that the user would become more like a lost student as time goes on, which would be an entailment of the premise",text-davinci-002,flute
And the sky overhead had turned murky,And the sky overhead had turned like a polluted body of water.,Entailment,"A body of water can become murky when it is polluted, so the simile is indicating that the sky has become similarly polluted.","The hypothesis is a metaphor for how the sky has turned from a clear blue to a murky brown, symbolizing how pollution has taken over",text-davinci-002,flute
My dog chewed my favorite pair of shoes last week I was so irritated with her.,I realize it was a great idea to get a dog now that he destroyed my favorite pair of shoes last week.,Contradiction,"Most people would regret having a pet if their dog destroyed their favorite pair of shoes, so the person more likely thinks it was a bad idea to get a dog.","The hypothesis contradicts the premise because the speaker is now saying that they are glad they got a dog, even though last week they were angry with the dog for chewing their shoes",text-davinci-002,flute
My dog wont stop barking at every little noise.,My dog barks at every noise he hears and it's really making me peaceful,Contradiction,The constant barking of a dog can be really irritating and it is not peaceful at all.,"The hypothesis states that the dog is barking at every noise, which means that the dog is not peaceful",text-davinci-002,flute
I felt so disillusioned when I discovered someone who I admired for their vision was a jerk on a day-to-day basis.,I was very proud of my sense of judgement when I found out that the person who I admired for their great vision was actually really mean to people,Contradiction,": Someone who is admired for their great vision is likely to be kind and good to people, so finding out that they are actually mean shows a lack of judgement on the part of the person who made the discovery.","The hypothesis is saying that the person's meanness cancels out their good vision, so it would be a contradiction",text-davinci-002,flute
I had already insinuated the idea to her.,I had already planted the idea in her mind.,Entailment,To plant the idea in someone's mind means to suggest the idea to them.,"The hypothesis states that the idea has been planted in her mind, which means that she is already considering it",text-davinci-002,flute
I once accidentally called my girlfriend by my ex-girlfriend's name and couldn't believe I made that mistake.,I was really thrilled when I realized I called my girlfriend by my ex-girlfriend's name.,Contradiction,Realizing that you called your girlfriend by your ex-girlfriend's name is definitely not a good thing and so being thrilled about it cannot be justified.,"The hypothesis states that the person was ""thrilled"" when they made the mistake, which contradicts what would actually happen if someone made that mistake",text-davinci-002,flute
He doesn't really know how to handle or deal with people.,He doesn't really have a way with people.,Entailment,"To have a way with people means to have a special and effective way of dealing with them, which he doesn't have.","The hypothesis contradicts the premise because the hypothesis states that he does have a way with people, while the premise states that he does not have a way with people",text-davinci-002,flute
"My favorite pair of shorts are ruined, thanks to an overtrusted fart",My favorite pair of shorts are stained and stinky because I pooped on them by accident,Entailment,"Oftentimes when people trust their farts too much, they end up pooping their pants",The hypothesis is a metaphor for how the shorts are ruined,text-davinci-002,flute
None of the girls at school like me.,It's such a relief all the girls at school don't like me.,Contradiction,"It would be a relief if the girls at school liked the speaker, but the fact that they don't should make them feel terrible.","The hypothesis is a relief because it means the girls at school don't like the speaker, which is a good thing",text-davinci-002,flute
"If too many people try to do something, it will make the final product better, he told her lightly as he held her gaze.","too many cooks spoil the broth,he told her lightly as he held her gaze.",Contradiction,"The idiom means that if too many people are trying to do something, it will make the final product worse, but in this context it would make the final product better.","The hypothesis contradicts the premise because it states that if too many people try to do something, it will make the final product worse",text-davinci-002,flute
She has been living by avoiding alcohol.,She drowned her trouble in alcohol.,Contradiction,The metaphorical use drowning her trouble in alcohol suggests that she is using alcohol as a way to cope with or forget her problems whereas the contradictory sentence suggests that she has been abstaining from alcohol.,"The hypothesis is a metaphor for how the woman copes with her problems; instead of facing them head on, she numbs herself with alcohol",text-davinci-002,flute
And the song this shape reminded one of.,And the song this shape  suggested.,Entailment,"The word suggested in this case, means a reminder.","The figurative language in the hypothesis is a simile, comparing the shape to a song",text-davinci-002,flute
My friend who I had plans with for the past month cancelled on me.,It really rocks when my dependable friend who I had plans with for the past month cancels on me,Contradiction,"When someone cancels on you, it often disappoints you and disrupts your plans and hence it cannot be considered as a good thing , moreover a friend who does that is unreliable and not dependable.",The hypothesis is sarcastic--the speaker is not actually happy when their friend cancels on them,text-davinci-002,flute
My sister gets to stay out as late as she wants but I have to be in at 8 PM,I hate that my sister gets to stay out as late as she wants while I have to be in at 8 PM,Entailment,"It's unfair that one person gets to have more freedom than the other and in this case, the sister gets to stay out later even though the curfew for both should be the same",The hypothesis is a metaphor for how the person feels about the situation- they are saying that they feel constrained and limited by the 8 PM curfew,text-davinci-002,flute
You're dull,You're as sharp as a rock,Entailment,"A rock is dull, so the person is saying that the other person is not sharp, or not intelligent.","The hypothesis is saying that the person is not dull, but instead is sharp",text-davinci-002,flute
The book glowed orange .,The book glowed like a lit coal .,Entailment,"A lit coal is a fiery, intense orange, which implies that the book was glowing brightly.","The hypothesis is a metaphor, comparing the book's glow to that of a lit coal",text-davinci-002,flute
He's not religious,He's as religious as Richard Dawkins,Entailment,"Richard Dawkins is an atheist, so the simile is saying that the person is not religious.",The hypothesis is hyperbole; it is not meant to be taken literally,text-davinci-002,flute
I'm so mad at people around my apartment just throwing their used cigarettes all over the sidewalk.,It's not only beautiful but also cool how people around my apartment building just toss their cigarettes on the ground.,Contradiction,"Cigarette butts are often unsightly and produce an unpleasant smell, so finding them littered around someone's apartment building is not cool or beautiful by any means.",The hypothesis is a metaphor for how the people around the apartment building are carelessly littering,text-davinci-002,flute
I got recently got three rejection letters for 3 different jobs in a matter of a week and a half and that was a painful experience.,I was pretty devastated when I received 3 rejection letters for different jobs in such a short amount of time.,Entailment,"Being rejected from a job is painful enough, but receiving multiple rejections in such a short amount of time can be absolutely devastating","The hypothesis is an exaggeration of the premise, and thus option B is the most accurate",text-davinci-002,flute
I felt very lonely when my partner decided to leave me for someone else.,The feeling of being so alone when my partner decided to leave me was really hard,Entailment,When a partner leaves it is often sudden and unexpected which can lead to the person who was left feeling shocked and alone,"The hypothesis is an entailment of the premise because the hypothesis states that the feeling of loneliness was hard, and this is something that would logically follow from the premise",text-davinci-002,flute
"His skin was smooth, and he had a round face with golden curly hair.","His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.",Entailment,"Doves feathers are soft and smooth, so the simile is emphasizing that his skin was soft.","The hypothesis describes the premise with more detail, using figurative language",text-davinci-002,flute
"I'm glad I'm not flying without eating anything, someone jokes.","I'm glad I'm not flying on a full stomach,someone jokes.",Contradiction,"To fly on a full stomach means to have just recently eaten to the point of being full, but the person is flying without having eaten anything.","The hypothesis is a play on words, as ""flying on a full stomach"" can mean either being nervous about flying or having eaten a lot before flying",text-davinci-002,flute
There is nothing worse than not having any clothes clean for work.,I feel ecstatic that I have to go to work in clothes that are stained and wrinkled,Contradiction,It is not a good feeling to have to go to work in clothes that are stained and wrinkled because it makes one look unprofessional and like they don't care.,The hypothesis contradicts the premise because the person in the hypothesis is happy about a situation that the person in the premise believes is bad,text-davinci-002,flute
I lost a really important document at work and I'm afraid to tell my boss about it.,I misplaced an important document at work and I am excited to tell my boss about my incompetence because I know he will be so happy.,Contradiction,Losing an important document at work shows a lack of responsibility and carelessness and so reporting it to the boss will only lead to the person being scolded and not happy in any way.,"The hypothesis contradicts the premise because in the hypothesis, the speaker is happy to tell their boss about losing the document, while in the premise, the speaker is afraid to tell their boss about losing the document",text-davinci-002,flute
We must acknowledge the fact that she has always been kind to us.,We must salute the kindness she showed towards us.,Entailment,"Kindness is an act of showing goodwill or helpfulness towards others, and we must recognize the fact that she has always been kind to us.","The hypothesis is an example of hyperbole, which is a figure of speech that uses exaggeration for emphasis",text-davinci-002,flute
And he got punished by his own wishes.,And his wishes served to  guide  him .,Contradiction,"To serve as a guide means to lead or direct someone, while to be punished by one's own wishes would suggest that those wishes led to negative consequences.","The figurative language in the hypothesis is that his wishes served as a guide for him, meaning that they helped him know what to do",text-davinci-002,flute
He was stricken with a terrible illness that killed him so fast he had no chance to do anything.,He was gripped with a terrible illness that killed him quickly.,Entailment,"Gripped with illness is used here to mean that something happend suddenly and violently, here, in this case, the man was hit with an illness that killed him quickly.",The figurative language in the hypothesis is that the illness killed him quickly,text-davinci-002,flute
I drank and got drunk out of my mind yesterday despite promising sobriety to my wife.,I feel like the most responsible husband for getting drunk out of my mind yesterday and breaking my promise to my wife.,Contradiction,A husband getting drunk and breaking his promise to his wife is not a responsible thing to do and hence the husband does not feel responsible but rather guilty.,The hypothesis contradicts the premise because the husband is feeling the opposite of what he should be feeling if he broke his promise to his wife,text-davinci-002,flute
I am a little bit uncomfortable with knowing that my Ex has HIV,I am just really worried that my Ex contracted HIV and knowing it terrifies me,Entailment,Being uncomfortable with the idea of knowing that someone has HIV usually means that the person is worried about contracting HIV themselves,"The hypothesis is saying that the person is worried that their Ex has HIV, and they are scared of this possibility",text-davinci-002,flute
"Because you're a smart, pretty woman who I suspect is a lot of fun once you start worrying about being dignified or behaving correctly without just relaxing or indulging in too much enjoyment.","Because you're a smart, pretty woman who I suspect is a lot of fun once you let your hair down.",Contradiction,"To let your hair down means to relax and enjoy yourself, but in this context the speaker wants the woman to worry about being dignified","The hypothesis is saying that the woman is fun when she relaxes and enjoys herself, which is implied by the premise",text-davinci-002,flute
He was not graceful,He was as graceful as a giraffe,Entailment,"The simile is saying that he was very graceful, but the entailment is saying the opposite.","The hypothesis is saying that the person is not graceful, but as graceful as a giraffe",text-davinci-002,flute
You might have assumed this was the police scaring with a false show of strength and bullying .,You might have assumed this was the police bluffing and bullying .,Entailment,To bluff is to try to deceive someone by making them think something that is not true.,The hypothesis contradicts the premise because the police cannot be both bluffing and bullying and also not be bluffing and bullying,text-davinci-002,flute
"I am so upset, my phone was on top of my car and it fell off and shattered.","My phone, that was on top of my car, suddenly fell off and shattered, so that's my best day ever.",Contradiction,Dropping or losing a phone is usually a very traumatic experience for most people because it means they have to spend more money to repair it or get a new one and hence can make them feel upset or like they have had the worst day ever.,The hypothesis contradicts the premise because the phone falling off and shattering is not the best day ever,text-davinci-002,flute
The plant grew slowly,the plant grew as fast as a bonsai tree,Entailment,"Bonsai trees are known for their slow growth, so the simile is emphasizing how slow the plant grew.","The hypothesis contradicts the premise because the plant grew slowly, while the hypothesis states that the plant grew as fast as a bonsai tree",text-davinci-002,flute
"After years of service and contribution to the company, he was finally promoted.",The company booted him after many years of service.,Contradiction,"To boot someone means to remove them from a position or to eject them, while to promote someone means to give them a higher position.","The hypothesis contradicts the premise because the company promoting the employee after years of service would mean they value his contributions, whereas booting him would be the opposite",text-davinci-002,flute
And Sean was guaranteed to experience something unexpectedly pleasant or beneficial.,And Sean was in for a treat.,Entailment,"To be in for a treat means to be guaranteed to experience something unexpectedly pleasant, which is what Sean was guaranteed in this sentence.","The hypothesis states that Sean will experience something pleasant or beneficial, which is entailed by the premise",text-davinci-002,flute
It's been getting to me lately that I'm constantly working and never get a break.,It's been pleasing me lately that I'm always working and never getting a break,Contradiction,Having to work all the time and never getting a break cannot be seen as a good thing because it means that someone is overworked and stressed.,"The hypothesis is saying that the person is happy with the situation, which contradicts the premise",text-davinci-002,flute
John was not at the same standard as his class mates.,John loomed behind his class mates.,Entailment,John was not at the same level as his classmates.,"The hypothesis uses the idiom ""to loom behind,"" which means to be much larger or greater than something else",text-davinci-002,flute
The way interest rates are these days I'm so scared to go get a car loan,I am elated about the way interest rates are these days and that I might not be able to afford a car loan.,Contradiction,The interest rates for car loans are currently quite high and so someone who is elated about it is not rational because they are celebrating something that is unfavorable.,"The hypothesis contradicts the premise because while the premise states that the person is scared about the current interest rates, the hypothesis states that the person is elated, or happy, about the interest rates",text-davinci-002,flute
"I feel bad for the people that get caught in the addiction, and I wish I could help them quit.",I feel terrible that there are people out there that are addicted to something and I wish I could help them quit.,Entailment,Addiction is a terrible thing that often ruins people's lives and it's understandable to feel bad for those caught in it and wish to help them break free,The hypothesis states that the author feels terrible for people who are addicted to something and wishes they could help them quit,text-davinci-002,flute
He smiled innocently up at me.,"I looked down at him, and he smiled at me like an angel.",Entailment,"An angel is a divine being, and is often seen as being good and pure and innocent.",The hypothesis describes the speaker looking down at someone who is smiling up at them,text-davinci-002,flute
My family buys my adult sister things all the time but can't really help me out when I need it.,I feel terrible that my family buys my adult sister things all the time but can't really help me out when I need it,Entailment,It is often unfair when one sibling is given more resources than another and in this case it seems particularly unjust because the sister who is being given more resources is an adult,"The hypothesis states that the author feels terrible that their family buys their adult sister things all the time, but cannot help the author out when they need it",text-davinci-002,flute
I get so ticked off when I see people leave their grocery carts in the middle of the parking lot.,I get really mad when I see people leaving their grocery carts in the middle of the parking lot,Entailment,It is very inconsiderate to leave a grocery cart in the middle of the parking lot because it takes up space and someone else might need to park there,"The hypothesis is an exaggeration of the premise; the speaker is not actually angry when they see grocery carts left in parking lots, but they are annoyed",text-davinci-002,flute
"My dog keeps running around the yard in the spot where I just planted sod, and it looks like he's destroyed it.","My dog is really behaved because he keeps running around the yard in the spot where I just planted sod, and it looks like he's destroyed it",Contradiction,Dogs are often known to dig holes in the ground and so the fact that the dog is doing it in the spot where a sod was just planted implies that he is destroying it and not well behaved.,The hypothesis is a metaphor for the dog's good behavior,text-davinci-002,flute
Let's see if you keep calm and refrain from making any noise next Monday when it's just another start to a shitty week.,Let's see if you whoop it up next monday when it's just another start to a shitty week.,Contradiction,"To whoop it up means to celebrate, especially with cheers and whoops, but in this context the speaker is wondering if the person will keep calm instead","The hypothesis is saying that the person will not keep calm and will make noise, which is the opposite of what the premise is saying",text-davinci-002,flute
But that didn't matter because what they had between them was still strong.,But that didn't matter because what they had between them was still like a flickering candle flame,Contradiction,"A flickering candle flame is weak since it can be extinguished easily, so saying something is like a candle flame means it is not strong",The figurative language in the hypothesis is a comparison of the relationship to a candle flame,text-davinci-002,flute
