Generated_1,Generated_2,Generated_3,Generated_4,Model_1,Model_2,Model_3,Model_4,Task,additional_labels,hypothesis,labels,premise
"The hypothesis is that after weeks of being cooped up in that house, my words come out huffed, pitched high and strong",The hypothesis is an entailment of the premise because the hypothesis describes a logical consequence of the premise,"An engine whistle is loud and piercing, and it is used to indicate that the engine is about to start, so the simile indicates the voice is loud and piercing.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"An engine whistle is loud and piercing, and it is used to indicate that the engine is about to start, so the simile indicates the voice is loud and piercing.","After all these weeks of being shut in that house, my words appear like an engine whistle",Entailment,"After weeks of being cooped up in that house, my words come out huffed, pitched high and strong."
"The hypothesis is that next Monday will be a shitty week, and the implication is that the speaker will whoop it up","The hypothesis is saying that the person will not keep calm and will make noise, which is the opposite of what the premise is saying","To whoop it up means to celebrate, especially with cheers and whoops, but in this context the speaker is wondering if the person will keep calm instead",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To whoop it up means to celebrate, especially with cheers and whoops, but in this context the speaker is wondering if the person will keep calm instead",Let's see if you whoop it up next monday when it's just another start to a shitty week.,Contradiction,Let's see if you keep calm and refrain from making any noise next Monday when it's just another start to a shitty week.
"The hypothesis is a figurative language statement that suggests that if the protagonist had found her not functioning or moving at all instead, things would have gone differently for them","The hypothesis contradicts the premise because finding the woman ""dead in the water"" would have been much worse than finding her ""not functioning or moving at all","To be dead in the water means to be completely defunct, and in this sentence the person is wondering how things would have gone if they had found the other person not functioning.","The relationship between the premise and the hypothesis is as follows:If I had found her not functioning or moving at all, I wondered how things would have gone for me if I found her dead in the water",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To be dead in the water means to be completely defunct, and in this sentence the person is wondering how things would have gone if they had found the other person not functioning.","Watching her now, I wondered how things would have gone for me if I had found her dead in the water instead.",Entailment,"Watching her now, I wondered how things would have gone for me if I had found her not functioning or moving at all instead."
The hypothesis is that it's really annoying that they are repaving my street and I can't even leave my house right now,"The hypothesis is an annoyance because the subject cannot leave their home, due to the street being repaved",When streets are being repaved it is common for people to be stuck inside their homes because they can't leave and this often results in people feeling annoyed,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,When streets are being repaved it is common for people to be stuck inside their homes because they can't leave and this often results in people feeling annoyed,It's really annoying that they are repaving my street and I can't even leave my house right now,Entailment,Its madening to be stuck inside becasue they are repaving my street and I cant leave my house right now
"The hypothesis suggests that the night arrives quickly, implying that the two characters are talking about something that will happen soon","The hypothesis is saying that the night left while they were speaking, most likely because dawn was coming","Departing typically means to leave or go away, while arriving typically means to come or get to a place.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Departing typically means to leave or go away, while arriving typically means to come or get to a place.","While they spake , the night  departed  :.",Contradiction,"While they spoke , the darkness of night arrived.."
The hypothesis implies that the protagonist is overjoyed to find out their storage unit burned down and lost several valuable items,The hypothesis contradicts the premise because the person is overjoyed to find out that they lost several valuable items in the fire,Losing valuable items in a fire would be really upsetting and not something to feel overjoyed about.,The figurative language in the hypothesis is filled with implications and implications are very clear,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Losing valuable items in a fire would be really upsetting and not something to feel overjoyed about.,Overjoyed to find out my storage unit burned down and I had lost several valuable items,Contradiction,I found out my storage unit burned down and I had lost several irreplaceable items
The hypothesis is that the contractors are making a mess and not cleaning up after themselves,"The figurative language in the hypothesis is an example of hyperbole, which is an exaggeration for emphasis","Its common courtesy to clean up after oneself, especially when working in someone else's home, so its understandable to be driven insane by contractors who are not doing so","The relationship between the premise and the hypothesis is that the hypothesis is true, and the premise triggers the idea that the hypothesis is true",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Its common courtesy to clean up after oneself, especially when working in someone else's home, so its understandable to be driven insane by contractors who are not doing so",It drives me insane how these contractors are making a mess and not cleaning up after themselves,Entailment,These contractors are fixing the roof and they are so messy
"The hypothesis is that the smoothness has made the hills more rugged, which is a figurative language statement",The hypothesis is a metaphor for adding something to make the rugged hills more aesthetically pleasing,Touching with smoothness means adding softness or taking away roughness.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Touching with smoothness means adding softness or taking away roughness.,"Touched the rugged hills with smoothness ,",Entailment,"Added smoothness to the rugged hills ,"
The hypothesis might be interpreted as follows: The weather is really bad here today and I'm feeling really down,The hypothesis is a metaphor for how the weather can affect one's mood,"Bad weather is not a nice thing because it can make people feel sad and down, and so it cannot be considered as a good thing that makes people feel lousy","The figurative language in the hypothesis is that the weather is terrible here today, and its has me down in the dumps myself",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Bad weather is not a nice thing because it can make people feel sad and down, and so it cannot be considered as a good thing that makes people feel lousy",Isn't it nice when the bad weather is so depressing that you end up feeling lousy?,Contradiction,The weather is terrible here today and its has me down in the dumps myself.
The hypothesis suggests that the author just wanted to make a splash and not achieve any real success,"The hypothesis contradicts the premise because the hypothesis states that the person only wanted to make a splash, which is not the same as being very successful and garnering a lot of public attention","To make a splash means to be very successful and garner a lot of public attention, which is what the speaker wanted.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To make a splash means to be very successful and garner a lot of public attention, which is what the speaker wanted.",I just wanted to make a splash.,Entailment,I just wanted to be very successful and garner a lot of public attention.
"The hypothesis implies that the speaker had time to kill while she shopped, so the implication is that they had some free time","The figurative language in the hypothesis is ""shoot the breeze","To shoot the breeze means to chat or converse aimlessly or casually, which is what he wanted to do if the person he was speaking to had a free minute.",The relationship between the premise and the hypothesis is as follows: one is killed while the other is shopping,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To shoot the breeze means to chat or converse aimlessly or casually, which is what he wanted to do if the person he was speaking to had a free minute.","Since I had time to kill while she shops, I thought I would stop by, shoot the breeze if you have a free minute.",Entailment,"Since I had time to kill while she shops, I thought I would stop by and chat aimlessly or casually if you have a free minute."
The hypothesis suggests that the daughter is being bullied because she is different than the other students in her class,"The hypothesis contradicts the premise because the speaker is pleased that their daughter is being bullied, which goes against what most people would feel in that situation",No one wants their child to be bullied and hence it is ironic that the person is pleased about it.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,No one wants their child to be bullied and hence it is ironic that the person is pleased about it.,I am so pleased that my daughter is being bullied at school and the teachers are not doing anything about it,Contradiction,My daughter is being bullied at school and her teachers aren't doing a thing about it.
The hypothesis is that leaving no stone unturned will help me use every resource available to me,The hypothesis is a metaphor meaning that the speaker is determined to use every resource available to them,"To leave no stone unturned means to use every available resource, which is what the person in the context is thinking about doing.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To leave no stone unturned means to use every available resource, which is what the person in the context is thinking about doing.",leave no stone unturned ran through my mind.,Entailment,Making sure I use every resource available to me ran through my mind.
The hypothesis suggests that the protagonist felt misery because they were surrounded by an entire class and no one talked to them,"The hypothesis is an example of hyperbole, which is an exaggeration for emphasis or effect",It is common to feel terrible and like an outsider when someone has no friends in high school because humans are social creatures and need companionship,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,It is common to feel terrible and like an outsider when someone has no friends in high school because humans are social creatures and need companionship,I felt terrible that I had no friends in high school and felt like an outsider,Entailment,"I had no friends in high school, misery is being surrounded by an entire class and no one talking to you."
The hypothesis is that the speaker is dizzy because they are hearing all of the information in a short amount of time,"The figurative language in the hypothesis is the use of ""short and sweet","To be short and sweet is to be brief while still being satisfying or to the point, and in this context the person is pourign out their feelings concisely and satisfyingly.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To be short and sweet is to be brief while still being satisfying or to the point, and in this context the person is pourign out their feelings concisely and satisfyingly.","But still, hearing it all poured out so short and sweet when so much was on the line was dizzying.",Entailment,"But still, hearing it all poured out so concisely and satisfyingly when so much was on the line was dizzying."
The hypothesis suggests that the woman is not about to allow a stranger to act respectfully and appropriately towards her,The hypothesis is a restatement of the premise with more forceful language,"To take liberties with someone means to act disrespectfully or inappropriately, but the context describes the opposite behavior",Nor was she about to allow a stranger to act respectfully and appropriately towards her,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To take liberties with someone means to act disrespectfully or inappropriately, but the context describes the opposite behavior",Nor was she about to allow a stranger to take liberties with her!,Contradiction,Nor was she about to allow a stranger to act respectfully and appropriately towards her!.
The hypothesis is that the person who is debt free and doesn't have to deal with student loan debt is more likely to be successful than the person who is debt burdened and has to deal with the burden,"The hypothesis contradicts the premise because the speaker expresses envy towards those who don't have to deal with student loan debt, which would mean they don't have to deal with the burden that comes with it",Student loans are a common thing nowadays and so not having to deal with them implies privilege which should invoke envy instead of indifference.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Student loans are a common thing nowadays and so not having to deal with them implies privilege which should invoke envy instead of indifference.,I am not at all envious of people who are debt free and don't have to deal with the burden of student loan,Contradiction,I'm jealous of anyone who doesn't have to deal with student loan debt!
The hypothesis is that the friend quit his job because he was not happy with it,The hypothesis contradicts the premise because the speaker is happy that they won't get their money back,It is not good when someone quits their job without giving back the money they owe to someone else and so this sentence is sarcastic because the speaker is not delighted about the situation.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,It is not good when someone quits their job without giving back the money they owe to someone else and so this sentence is sarcastic because the speaker is not delighted about the situation.,I am so delighted that my friend quit his job without giving me back the money he owed me.,Contradiction,I loaned some money to my friend at work and it turns out he quit a couple days ago and I won't be getting my money back.
The hypothesis is that the person is angry because they were expecting a different response from the company,"The hypothesis is an angry reaction to the news that the vacation request can't be granted, so option A, entailment, is the most accurate","Its very frustrating when something that was supposed to be approved gets denied, especially after a long wait, so its understandable to be livid in this situation",The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Its very frustrating when something that was supposed to be approved gets denied, especially after a long wait, so its understandable to be livid in this situation",I am livid that my vacation request was accepted months ago but now they are telling me it can't be granted,Entailment,I put in vacation request months ago and now just being told they can't grant it.
"The hypothesis is that the woman lumbered to him, clumsily","The figurative language in the hypothesis describes the woman's movement as being light and graceful, in contrast to the clumsiness described in the premise","A ballet dancer is light on their feet and moves gracefully, whereas someone who lumbers is heavy and moves awkwardly",The relationship between the premise and the hypothesis is like a ballet dancer,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A ballet dancer is light on their feet and moves gracefully, whereas someone who lumbers is heavy and moves awkwardly","She glided to him, like a ballet dancer.",Contradiction,"She lumbered to him, clumsily"
"The hypothesis is that because webb is a fishing companion, he is always looking for the best fishing spots",The figurative language in the hypothesis is that the speaker wants to stop beating around the bush and get to the point,"To cut the crap means to get to the point and state the real situation, but in this sentence the fishing companion chose to continue beating around the bush.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To cut the crap means to get to the point and state the real situation, but in this sentence the fishing companion chose to continue beating around the bush.","Let's cut the crap,said webb's fishing companion.",Contradiction,"Let's continue beating around the bush, said webb's fishing companion."
"The hypothesis suggests that after releasing his rage, the protagonist became like a ferocious wolf","The hypothesis contradicts the premise because the figurative language in the hypothesis suggests that the person is calm after releasing their rage, while the premise suggests that the person is ferocious","After he releases his rage, he is no longer calm and docile like a lamb, but instead is fierce and aggressive like a wolf.",The hypothesis uses a metaphor when it says that after releasing his rage he sat down like a lamb,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"After he releases his rage, he is no longer calm and docile like a lamb, but instead is fierce and aggressive like a wolf.",After letting off his rage he sat down like a lamb.,Contradiction,After releasing his rage he was like a ferocious wolf.
The hypothesis suggests that allegiance to the oaths of homage has long passed away,"The hypothesis contradicts the premise because it states that the oaths of homage were successful, while the premise states that allegiance to the oaths of homage is long gone","An oath of homage is a solemn pledge of allegiance, while to have long gone the allegiance means that it is no longer relevant or important, or the people who took the oaths are not very sincere anymore.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"An oath of homage is a solemn pledge of allegiance, while to have long gone the allegiance means that it is no longer relevant or important, or the people who took the oaths are not very sincere anymore.",Oaths of homage fiercely succeeded.,Contradiction,All allegiance to the oaths of homage  is long gone by this time.
The hypothesis is that the lanky and thin man was like the slash of an exclamation point,The hypothesis is a metaphor which compares the lanky and thin man to an exclamation point,"An exclamation point is thin and vertical, so the simile is emphasizing how thin and lanky the person is.",The relationship between the premise and the hypothesis is that they are in conflict,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"An exclamation point is thin and vertical, so the simile is emphasizing how thin and lanky the person is.",He was like the slash of an exclamation point,Entailment,He was lanky and thin
The hypothesis is that the skin of the protagonist is smooth because he has a lot of money,"The hypothesis describes the premise with more detail, using figurative language","Doves feathers are soft and smooth, so the simile is emphasizing that his skin was soft.","The relationship between the premise and the hypothesis is as follows:The skin of the protagonist felt dry and rough, with a few small bumps on the skin that you could feel when you touched it",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Doves feathers are soft and smooth, so the simile is emphasizing that his skin was soft.","His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.",Entailment,"His skin was smooth, and he had a round face with golden curly hair."
The hypothesis is that the relationship between the two people's seating positions is not a significant factor in how well they will be able to communicate,The figurative language in the hypothesis is a comparison of the speaker's befuddlement to that of a doctor who has made a mistake,A doctor who drops his keys in an open heart cavity would be befuddled and nervous at the thought of doing something terrible by mistake and the simile is used to show how out of place and confused the doctor sounds when he makes this statement.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,A doctor who drops his keys in an open heart cavity would be befuddled and nervous at the thought of doing something terrible by mistake and the simile is used to show how out of place and confused the doctor sounds when he makes this statement.,"I mean, he sits in the front and I sit in the back, but - """"it should still be fine,"" he says, sounding about like a doctor who's just dropped his keys in his patient's open heart cavity.",Entailment,"He's befuddled when he says that even though I sit in the back and he sits in the front, """"it should still be fine."
The hypothesis is that the author got a speeding ticket because they were driving so recklessly,The figurative language in the hypothesis is that of a speeding ticket,Speeding is dangerous and illegal and so getting a speeding ticket is often seen as something to be ashamed of,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Speeding is dangerous and illegal and so getting a speeding ticket is often seen as something to be ashamed of,I don't know whether to be ashamed that I was teaching my daughter to drive today and got a speeding ticket or the fact that I was driving so recklessly,Entailment,I was teaching my daughter to drive today and myself got a speeding ticket.
"Anastasia says, ""if anybody has any suggestions, we are ready and willing to listen",The figurative language in the hypothesis means that the speaker is willing to listen to suggestions,"To be all ears means to be ready and eager to hear what one has to say, which is what Anastasia is saying in the sentence.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To be all ears means to be ready and eager to hear what one has to say, which is what Anastasia is saying in the sentence.","Anastasia says, ""if anybody has any suggestions, we are all ears.""",Entailment,"Anastasia says, ""if anybody has any suggestions, we are ready and willing to listen."""
The hypothesis is that people who invade personal space make the speaker really angry,"The hypothesis states that the individual cannot stand people who invade their personal space, which is a figurative way of saying that the individual does not like it when people invade their personal space",Personal space is a concept that is important to many people and when somebody steps into that space it can often make the person very angry,"The relationship between the premise and the hypothesis is that the hypothesis is correct, and the premise is that it is incorrect",text-babbage-001,text-davinci-002,human,text-ada-001,flute,Personal space is a concept that is important to many people and when somebody steps into that space it can often make the person very angry,I can't stand people who invade my personal space and make me really angry,Entailment,I get aggravated with people who don't understand personal space.
"The hypothesis suggests that the best friend abandoned my at the bar with a random stranger while I was drunk, which would be an entailment","The hypothesis states that the best friend abandoned the speaker at the bar, which is a stronger claim than the premise",Being abandoned at a bar by your best friend while you are drunk and with a random stranger is pretty scary and not something that a good friend would do,The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Being abandoned at a bar by your best friend while you are drunk and with a random stranger is pretty scary and not something that a good friend would do,My best friend abandoned me at the bar with a random dude while I was hammered instead of getting me home,Entailment,My best friend left me alone at the bar with a random stranger while I was drunk instead of getting me home
The hypothesis is that you are unaware of the reason why people have become healthy,"The hypothesis contradicts the premise because the premise states that the reason for the people's health is unknown, while the hypothesis suggests that the people have become zombies","Pale frail Zombies are often associated with being sick, or having a pale complexion, so saying people have become like zombies would imply they are not healthy",The relationship between the premise and the hypothesis is that people are unaware of the reason why they are healthy,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Pale frail Zombies are often associated with being sick, or having a pale complexion, so saying people have become like zombies would imply they are not healthy",You have no idea why people suddenly have become like pale frail zombies.,Contradiction,You are unaware of the reason why people have become healthy.
"The hypothesis is a figurative language statement that suggests that after seeing the photo, the person feels pleased for having gained so much weight","The hypothesis contradicts the premise because the speaker is pleased with themselves for gaining weight, while the premise states that the speaker is feeling bummed after seeing a photo from four years ago","Someone gaining weight over a period of 4 years is not something to be pleased about but instead, ashamed of.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Someone gaining weight over a period of 4 years is not something to be pleased about but instead, ashamed of.",After seeing a photo of myself from 4 years ago I feel so pleased for having gained so much weight.,Contradiction,I'm feeling pretty bummed after seeing a photo of myself 4 years ago I gained so much weight!
The hypothesis is that the shorts are ruined because the person who wore them farted on them,The hypothesis is a metaphor for how the shorts are ruined,"Oftentimes when people trust their farts too much, they end up pooping their pants",The relationship between the premise and the hypothesis is one where the conclusion is not always clear,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Oftentimes when people trust their farts too much, they end up pooping their pants",My favorite pair of shorts are stained and stinky because I pooped on them by accident,Entailment,"My favorite pair of shorts are ruined, thanks to an overtrusted fart"
The hypothesis is that the person feels guilty because they ate 12 Big Macs from McDonalds last night,"The hypothesis is saying that the person feels bad about what they did, which would be classified as guilt",Eating 12 Big Mac's from McDonalds is a lot of food and can often make people feel guilty because it is an unhealthy amount of food to consume in one sitting,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Eating 12 Big Mac's from McDonalds is a lot of food and can often make people feel guilty because it is an unhealthy amount of food to consume in one sitting,I feel terrible about the fact that I ate 12 Big Mac's from McDonalds last night,Entailment,Last night I ate 12 Big Mac's from McDonalds and felt guilty
The hypothesis suggests that the speaker felt thoughtful about giving in to their hunger pangs and eating their roommates leftovers,The hypothesis is a metaphor for how the individual felt after giving in to their hunger and eating the leftovers,Giving in to hunger pangs is not a thoughtful thing to do as it implies that the person was too lazy to cook for themselves and decided to eat someone else's food without their permission.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Giving in to hunger pangs is not a thoughtful thing to do as it implies that the person was too lazy to cook for themselves and decided to eat someone else's food without their permission.,I felt so thoughtful about giving in to my hunger pangs and eating my roommates leftovers,Contradiction,I was really hungry today and ate my roomates leftovers.
The hypothesis is a metaphor,"The hypothesis is saying that the speaker knows from experience that the human heart is much more capable than we give it credit for, meaning that the speaker believes that the human heart is capable of more than we think","The idiom ""take it from me"" is used when the speaker wants to emphasize that they are speaking from experience.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"The idiom ""take it from me"" is used when the speaker wants to emphasize that they are speaking from experience.","take it from me, the human heart is much more capable than we give it credit for.",Entailment,I know from experience that the human heart is much more capable than we give it credit for.
The hypothesis suggests that the love between the two will remain strong and unchanging,"The hypothesis states that our love will remain strong and unchanging, which is a metaphor for saying that our love will last forever","To stand the test of time means to be well regarded or to last for a long time, and in this context it is implying that our love will last forever.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To stand the test of time means to be well regarded or to last for a long time, and in this context it is implying that our love will last forever.",Our love will stand the test of time.,Entailment,Our love will remain strong and unchanging.
The hypothesis is that the protagonist feels like an idiot because they left their wallet at home when they went grocery shopping,The hypothesis is a metaphor for feeling embarrassed and foolish,Grocery shopping usually requires money so forgetting to bring your wallet is pretty silly and makes people feel like idiots,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Grocery shopping usually requires money so forgetting to bring your wallet is pretty silly and makes people feel like idiots,I feel like an idiot because I left my wallet at home when I went grocery shopping,Entailment,I went grocery shopping the other day and didn't realize I had left my wallet until it was time to pay.
The hypothesis is that the tire blew because the pressure was too high,The hypothesis is sarcastic and is a contradiction to the premise,It is often frustrating when something that was just bought breaks down or does not work properly shortly after and in this case a new set of tires blowing a week later is no exception,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,It is often frustrating when something that was just bought breaks down or does not work properly shortly after and in this case a new set of tires blowing a week later is no exception,I just got a new set of tires and this is the thanks I get? A blown tire on my way to work?,Entailment,I recently got a set of new tires and a week later a tire blew while I was driving to work.
The hypothesis implies that the protagonist's eyes are glowing with a light that is not visible to the naked eye,The figurative language in the hypothesis is that his tears appear like stars,"glow-in-the-dark stars are usually luminescent, so the simile in this context means that tears are luminescent.","The figurative language in the hypothesis is that he sees as if he is going to break down and cry, but instead he just has toles about it",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"glow-in-the-dark stars are usually luminescent, so the simile in this context means that tears are luminescent.","As you approach him, his eyes begin to shed tears that appear like glow-in-the-dark stars.",Entailment,His eyes begin to tear up and they look luminescent.
The movie was exciting because it was a sermon,"The hypothesis is hyperbole, which is an exaggeration for emphasis, and thus the most accurate relationship between the premise and hypothesis is A: Entailment","A sermon is not an exciting event, so it would not be as thrilling as something that is exciting",The hypothesis is that there is a figurative language in the movie,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A sermon is not an exciting event, so it would not be as thrilling as something that is exciting",The movie was as thrilling as a sermon,Contradiction,The movie was exciting.
The hypothesis is that the salesman loves it when he is trying to have dinner and a customer calls him,The hypothesis is sarcastic and the premise and hypothesis are in contradiction,Dinner is usually a time when people want to be left alone and hence getting a call from a salesman is really disruptive.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Dinner is usually a time when people want to be left alone and hence getting a call from a salesman is really disruptive.,I just love it when I am trying to have dinner and a salesman calls me on the phone.,Contradiction,Everytime I try to eat dinner a salesman calls me on the phone.
The hypothesis suggests that the party was too loud and too crowded for the individual to feel comfortable and safe,"The hypothesis is an interpretation of the premise, and option A is the most accurate","Being by oneself in a group setting can often feel very awkward and lonely, especially if everybody else there knows each other and somebody is feeling like an outsider",The hypothesis is that I felt out of place and alone at the party because I didn't know anybody there,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Being by oneself in a group setting can often feel very awkward and lonely, especially if everybody else there knows each other and somebody is feeling like an outsider",I felt really out of place and alone at the party because I didn't know anybody there,Entailment,I was by myself at a party because I didn't really fit it with anybody there.
"The hypothesis is that the co-worker was using a secret code to get ahead, and the fact that the other employees were not aware of this code suggests that the co-worker was not cheating",The hypothesis contradicts the premise because the speaker is not jealous when the co-worker is cheating and getting the top spot,"Most people would feel jealous upon seeing someone else get better results than them despite not working as hard, so someone who claims not to be jealous is actually being ironic.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Most people would feel jealous upon seeing someone else get better results than them despite not working as hard, so someone who claims not to be jealous is actually being ironic.",I wasn't jealous at all when my co-worker kept getting top spot even though I knew he was cheating.,Contradiction,I was jealous when my co worker kept getting top spot when I knew he was cheating.
The hypothesis suggests that the woman wouldn't have been able to satisfactorily work or operate in the talkies because she would not have been able to cut the mustard,The hypothesis is a restatement of the premise using different words,"To cut the mustard means to work or operate in a satisfactory manner, which is what she would have been able to do in the talkies.","The relationship between the premise and the hypothesis is that the hypothesis is correct, and the premise is incorrect",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To cut the mustard means to work or operate in a satisfactory manner, which is what she would have been able to do in the talkies.",She wouldn't have been able to cut the mustard in the talkies.,Entailment,She wouldn't have been able to satisfactorily work or operate in the talkies.
The hypothesis implies that the speaker felt like a genius when they realized that they brought a present for a baby boy to a baby shower for a baby girl,"The hypothesis is an example of hyperbole, which is an exaggeration for effect","Realizing that you have brought a present for the wrong baby gender at a baby shower is not a genius moment, but instead an embarrassing one.",The relationship between the premise and the hypothesis is as follows: I went to a baby shower for a baby boy and not a baby girl,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Realizing that you have brought a present for the wrong baby gender at a baby shower is not a genius moment, but instead an embarrassing one.",I felt like a genius when I realized that I brought a present for a baby boy to a baby shower for a baby girl,Contradiction,I went to a baby shower for my friend the other day only to realize I bought a present for a baby boy and not a baby girl!
"The hypothesis suggests that by ruining the character's life, one can create a better one","The hypothesis is saying that, instead of destroying a child's life, one could form their character instead","The word destroy in another sentences is used to mean something that is negative and irreversible, e.g., the child's character, while forming typically connotes something that is positive and constructive.",The relationship between the premise and the hypothesis is that the young child's character is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"The word destroy in another sentences is used to mean something that is negative and irreversible, e.g., the child's character, while forming typically connotes something that is positive and constructive.",Form the young child's character.,Contradiction,Destory a little child's life by ruining their character.
The hypothesis is that one feels awesome about spending only 2000 dollars on a new bag when they know there are people in the world who don't even have food to eat,The hypothesis is an example of hyperbole because the speaker is exaggerating their feelings to make a point,"A lot of people don't have food to eat owing to the lack of money and in contrast, someone spending an amount of money as huge as 2000$ on something trivial like a bag displays privilege which should cause them to feel guilty instead of awesome.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A lot of people don't have food to eat owing to the lack of money and in contrast, someone spending an amount of money as huge as 2000$ on something trivial like a bag displays privilege which should cause them to feel guilty instead of awesome.",I feel awesome about only spending 2000 dollars on a new bag when I know there are people in the world who don't even have food to eat.,Contradiction,I just went for a shopping spree and bought a 2000 dollar bag
The hypothesis is that the rabbit was terrified,The figurative language in the hypothesis is a comparison of the man's terror to a rabbit's terror when faced with an oncoming car,"A rabbit staring into the headlights of an oncoming car is an image of terror, as the rabbit is about to be run over.",The relationship between the premise and the hypothesis is that of a rabbit staring into the headlights of an upcoming car,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A rabbit staring into the headlights of an oncoming car is an image of terror, as the rabbit is about to be run over.",He was like a rabbit staring into the headlights of an approaching car;,Entailment,He was terrified
The hypothesis is that Scarborough took the safer route even though it would be more time-consuming,"The hypothesis is an inference based on the premise, which states that Scarborough decided to take the safer route","The idiom better safe than sorry means that it is better to expend the time or effort to be cautious with one's actions, which is what Scarborough decided to do.",The figurative language in the hypothesis is that Scarborough decided better safe than sorry and took a reasonable route,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"The idiom better safe than sorry means that it is better to expend the time or effort to be cautious with one's actions, which is what Scarborough decided to do.",Scarborough decided better safe than sorry and took a reasonable route.,Entailment,Scarborough decided to take the safer route even though it would be more time-consuming.
"The hypothesis suggests that I was really hopeful about getting the loan to buy my dream house, but sadly the bank rejected me","The hypothesis is an example of wishful thinking, where the individual is hoping for a particular outcome that is not guaranteed","Being rejected for a loan often leads to feelings of sadness and disappointment, especially when it is for something that was very important or desired like a dream house","The bank would be contradicting the premise if they had said ""I was rejected by the bank because I couldn't afford the loan"" - this would mean that the bank was saying that the premise was not true",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Being rejected for a loan often leads to feelings of sadness and disappointment, especially when it is for something that was very important or desired like a dream house","I was really hopeful about getting the loan to buy my dream house, but sadly the bank rejected me",Entailment,I applied for a loan to buy a house from the bank but didn't get it.
