event_idx,doc_key,input_template,targets,blanks,context
2,wiki_mass_car_bombings_7_news_2,<arg1> detonated or exploded <arg4> explosive device using <arg3> to attack <arg2> target at <arg5> place,"{'Attacker': 'undefined', 'Target': 'responders', 'Instrument': 'undefined', 'ExplosiveDevice': 'bombs', 'Place': 'Taji'}","{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}","A wave of attacks across Iraq on Monday killed 107 people in the country ' s deadliest day in more than two years after al - Qaida warned it would mount new attacks and sought to retake territory . Officials said at least 214 people were wounded in 27 different attacks launched in 18 cities , shattering a relative calm which had held in the lead - up to the start on Saturday of the holy Muslim fasting month of Ramadan . In Monday ' s deadliest attack -- a string of roadside bombs and a car bomb followed by a suicide <tgr>attack <tgr>targeting emergency responders in the town of Taji -- at least 42 people were killed and 40 wounded , according to two medical officials . "" I heard explosions in the distance so I left my house and I saw a car outside , "" said 40 - year - old Taji resident Abu Mohammed , who added that police inspectors concluded the vehicle was a car bomb . "" We asked the neighbors to leave their houses , but when they were leaving , the bomb went off . "" Abu Mohammed said he witnessed the deaths of an elderly woman carrying a newborn baby and of the policeman who had first concluded the car was packed with explosives . An Agence France Presse reporter at the scene said a row of houses were completely destroyed , and residents were rummaging through the rubble in search of victims and their belongings . In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City killed at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted ."
3,wiki_mass_car_bombings_7_news_2,"<arg1> died at <arg2> place from <arg4> medical issue, killed by <arg3> killer","{'Victim': 'people', 'Place': 'Taji', 'Killer': 'undefined', 'MedicalIssue': 'undefined'}","{'Victim': 'BLANK', 'Place': 'BLANK', 'Killer': 'BLANK', 'MedicalIssue': 'BLANK'}","A wave of attacks across Iraq on Monday killed 107 people in the country ' s deadliest day in more than two years after al - Qaida warned it would mount new attacks and sought to retake territory . Officials said at least 214 people were wounded in 27 different attacks launched in 18 cities , shattering a relative calm which had held in the lead - up to the start on Saturday of the holy Muslim fasting month of Ramadan . In Monday ' s deadliest attack -- a string of roadside bombs and a car bomb followed by a suicide attack targeting emergency responders in the town of Taji -- at least 42 people were <tgr>killed <tgr>and 40 wounded , according to two medical officials . "" I heard explosions in the distance so I left my house and I saw a car outside , "" said 40 - year - old Taji resident Abu Mohammed , who added that police inspectors concluded the vehicle was a car bomb . "" We asked the neighbors to leave their houses , but when they were leaving , the bomb went off . "" Abu Mohammed said he witnessed the deaths of an elderly woman carrying a newborn baby and of the policeman who had first concluded the car was packed with explosives . An Agence France Presse reporter at the scene said a row of houses were completely destroyed , and residents were rummaging through the rubble in search of victims and their belongings . In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City killed at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted ."
4,wiki_mass_car_bombings_7_news_2,"<arg1> died at <arg2> place from <arg4> medical issue, killed by <arg3> killer","{'Victim': 'policeman', 'Place': 'undefined', 'Killer': 'undefined', 'MedicalIssue': 'undefined'}","{'Victim': 'BLANK', 'Place': 'BLANK', 'Killer': 'BLANK', 'MedicalIssue': 'BLANK'}","A wave of attacks across Iraq on Monday killed 107 people in the country ' s deadliest day in more than two years after al - Qaida warned it would mount new attacks and sought to retake territory . Officials said at least 214 people were wounded in 27 different attacks launched in 18 cities , shattering a relative calm which had held in the lead - up to the start on Saturday of the holy Muslim fasting month of Ramadan . In Monday ' s deadliest attack -- a string of roadside bombs and a car bomb followed by a suicide attack targeting emergency responders in the town of Taji -- at least 42 people were killed and 40 wounded , according to two medical officials . "" I heard explosions in the distance so I left my house and I saw a car outside , "" said 40 - year - old Taji resident Abu Mohammed , who added that police inspectors concluded the vehicle was a car bomb . "" We asked the neighbors to leave their houses , but when they were leaving , the bomb went off . "" Abu Mohammed said he witnessed the <tgr>deaths <tgr>of an elderly woman carrying a newborn baby and of the policeman who had first concluded the car was packed with explosives . An Agence France Presse reporter at the scene said a row of houses were completely destroyed , and residents were rummaging through the rubble in search of victims and their belongings . In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City killed at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted ."
5,wiki_mass_car_bombings_7_news_2,<arg1> detonated or exploded <arg4> explosive device using <arg3> to attack <arg2> target at <arg5> place,"{'Attacker': 'undefined', 'Target': 'victims', 'Instrument': 'undefined', 'ExplosiveDevice': 'undefined', 'Place': 'undefined'}","{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}","Officials said at least 214 people were wounded in 27 different attacks launched in 18 cities , shattering a relative calm which had held in the lead - up to the start on Saturday of the holy Muslim fasting month of Ramadan . In Monday ' s deadliest attack -- a string of roadside bombs and a car bomb followed by a suicide attack targeting emergency responders in the town of Taji -- at least 42 people were killed and 40 wounded , according to two medical officials . "" I heard explosions in the distance so I left my house and I saw a car outside , "" said 40 - year - old Taji resident Abu Mohammed , who added that police inspectors concluded the vehicle was a car bomb . "" We asked the neighbors to leave their houses , but when they were leaving , the bomb went off . "" Abu Mohammed said he witnessed the deaths of an elderly woman carrying a newborn baby and of the policeman who had first concluded the car was packed with explosives . An Agence France Presse reporter at the scene said a row of houses were completely <tgr>destroyed <tgr>, and residents were rummaging through the rubble in search of victims and their belongings . In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City killed at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted . Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said ."
6,wiki_mass_car_bombings_7_news_2,"<arg1> died at <arg2> place from <arg4> medical issue, killed by <arg3> killer","{'Victim': 'people', 'Place': 'Baghdad', 'Killer': 'undefined', 'MedicalIssue': 'undefined'}","{'Victim': 'BLANK', 'Place': 'BLANK', 'Killer': 'BLANK', 'MedicalIssue': 'BLANK'}","In Monday ' s deadliest attack -- a string of roadside bombs and a car bomb followed by a suicide attack targeting emergency responders in the town of Taji -- at least 42 people were killed and 40 wounded , according to two medical officials . "" I heard explosions in the distance so I left my house and I saw a car outside , "" said 40 - year - old Taji resident Abu Mohammed , who added that police inspectors concluded the vehicle was a car bomb . "" We asked the neighbors to leave their houses , but when they were leaving , the bomb went off . "" Abu Mohammed said he witnessed the deaths of an elderly woman carrying a newborn baby and of the policeman who had first concluded the car was packed with explosives . An Agence France Presse reporter at the scene said a row of houses were completely destroyed , and residents were rummaging through the rubble in search of victims and their belongings . In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City <tgr>killed <tgr>at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted . Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . Checkpoint shootings and bomb blasts in restive ethnically - mixed Diyala province killed 11 people and left 40 others wounded , security officials and doctor Ahmed Ibrahim from the main hospital in provincial capital Baquba said ."
7,wiki_mass_car_bombings_7_news_2,<arg1> detonated or exploded <arg4> explosive device using <arg3> to attack <arg2> target at <arg5> place,"{'Attacker': 'undefined', 'Target': 'others', 'Instrument': 'undefined', 'ExplosiveDevice': 'bomb', 'Place': 'Tarmiyah'}","{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}",""" We asked the neighbors to leave their houses , but when they were leaving , the bomb went off . "" Abu Mohammed said he witnessed the deaths of an elderly woman carrying a newborn baby and of the policeman who had first concluded the car was packed with explosives . An Agence France Presse reporter at the scene said a row of houses were completely destroyed , and residents were rummaging through the rubble in search of victims and their belongings . In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City killed at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted . Two other <tgr>explosions <tgr>in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . Checkpoint shootings and bomb blasts in restive ethnically - mixed Diyala province killed 11 people and left 40 others wounded , security officials and doctor Ahmed Ibrahim from the main hospital in provincial capital Baquba said . Insurgents also launched attacks on a military base near the town of Dhuluiyah , killing at least 15 Iraqi soldiers and leaving two others wounded , according to two security officials . Two other attacks in the same province -- a shooting at a checkpoint and a car bomb near a Shiite mosque -- left three people dead and six wounded , officials said . Nine bomb blasts , some of them minutes apart , meanwhile killed seven people and wounded 29 in Kirkuk city and the eponymous province ' s towns of Dibis and Tuz Khurmatu ."
8,wiki_mass_car_bombings_7_news_2,<arg1> detonated or exploded <arg4> explosive device using <arg3> to attack <arg2> target at <arg5> place,"{'Attacker': 'undefined', 'Target': 'others', 'Instrument': 'undefined', 'ExplosiveDevice': 'bomb', 'Place': 'Diyala province'}","{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}","An Agence France Presse reporter at the scene said a row of houses were completely destroyed , and residents were rummaging through the rubble in search of victims and their belongings . In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City killed at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted . Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . Checkpoint shootings and bomb <tgr>blasts <tgr>in restive ethnically - mixed Diyala province killed 11 people and left 40 others wounded , security officials and doctor Ahmed Ibrahim from the main hospital in provincial capital Baquba said . Insurgents also launched attacks on a military base near the town of Dhuluiyah , killing at least 15 Iraqi soldiers and leaving two others wounded , according to two security officials . Two other attacks in the same province -- a shooting at a checkpoint and a car bomb near a Shiite mosque -- left three people dead and six wounded , officials said . Nine bomb blasts , some of them minutes apart , meanwhile killed seven people and wounded 29 in Kirkuk city and the eponymous province ' s towns of Dibis and Tuz Khurmatu . Three different attacks -- a car bomb , a roadside blast and a shooting -- in the main northern city of Mosul and the nearby town of Baaj left nine people dead and seven wounded , according to Iraqi army First Lieutenant Waad Mohammed and police Lieutenant Mohammed al - Juburi ."
9,wiki_mass_car_bombings_7_news_2,<arg1> attacked <arg2> using <arg3> at <arg4> place,"{'Attacker': 'Insurgents', 'Target': 'military base', 'Instrument': 'undefined', 'Place': 'Dhuluiyah'}","{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'Place': 'BLANK'}","In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City killed at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted . Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . Checkpoint shootings and bomb blasts in restive ethnically - mixed Diyala province killed 11 people and left 40 others wounded , security officials and doctor Ahmed Ibrahim from the main hospital in provincial capital Baquba said . Insurgents also launched <tgr>attacks <tgr>on a military base near the town of Dhuluiyah , killing at least 15 Iraqi soldiers and leaving two others wounded , according to two security officials . Two other attacks in the same province -- a shooting at a checkpoint and a car bomb near a Shiite mosque -- left three people dead and six wounded , officials said . Nine bomb blasts , some of them minutes apart , meanwhile killed seven people and wounded 29 in Kirkuk city and the eponymous province ' s towns of Dibis and Tuz Khurmatu . Three different attacks -- a car bomb , a roadside blast and a shooting -- in the main northern city of Mosul and the nearby town of Baaj left nine people dead and seven wounded , according to Iraqi army First Lieutenant Waad Mohammed and police Lieutenant Mohammed al - Juburi . A roadside bomb at a market in the center of the town of Diwaniyah , south of Baghdad , killed three people and left 25 hurt , provincial health chief Adnan Turki said ."
10,wiki_mass_car_bombings_7_news_2,"<arg1> died at <arg2> place from <arg4> medical issue, killed by <arg3> killer","{'Victim': 'soldiers', 'Place': 'undefined', 'Killer': 'Insurgents', 'MedicalIssue': 'undefined'}","{'Victim': 'BLANK', 'Place': 'BLANK', 'Killer': 'BLANK', 'MedicalIssue': 'BLANK'}","In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City killed at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted . Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . Checkpoint shootings and bomb blasts in restive ethnically - mixed Diyala province killed 11 people and left 40 others wounded , security officials and doctor Ahmed Ibrahim from the main hospital in provincial capital Baquba said . Insurgents also launched attacks on a military base near the town of Dhuluiyah , <tgr>killing <tgr>at least 15 Iraqi soldiers and leaving two others wounded , according to two security officials . Two other attacks in the same province -- a shooting at a checkpoint and a car bomb near a Shiite mosque -- left three people dead and six wounded , officials said . Nine bomb blasts , some of them minutes apart , meanwhile killed seven people and wounded 29 in Kirkuk city and the eponymous province ' s towns of Dibis and Tuz Khurmatu . Three different attacks -- a car bomb , a roadside blast and a shooting -- in the main northern city of Mosul and the nearby town of Baaj left nine people dead and seven wounded , according to Iraqi army First Lieutenant Waad Mohammed and police Lieutenant Mohammed al - Juburi . A roadside bomb at a market in the center of the town of Diwaniyah , south of Baghdad , killed three people and left 25 hurt , provincial health chief Adnan Turki said ."
11,wiki_mass_car_bombings_7_news_2,<arg1> was injured by <arg2> using <arg3> in <arg4> body part with <arg5> medical issue at <arg6> place,"{'Victim': 'Insurgents', 'Injurer': 'undefined', 'Instrument': 'undefined', 'BodyPart': 'undefined', 'MedicalCondition': 'undefined', 'Place': 'undefined'}","{'Victim': 'BLANK', 'Injurer': 'BLANK', 'Instrument': 'BLANK', 'BodyPart': 'BLANK', 'MedicalCondition': 'BLANK', 'Place': 'BLANK'}","In Baghdad , meanwhile , a car bomb outside a government office responsible for producing identity papers in the Shiite bastion of Sadr City killed at least 12 people and wounded 22 others , security and medical officials said . "" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted . Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . Checkpoint shootings and bomb blasts in restive ethnically - mixed Diyala province killed 11 people and left 40 others wounded , security officials and doctor Ahmed Ibrahim from the main hospital in provincial capital Baquba said . Insurgents also launched attacks on a military base near the town of Dhuluiyah , killing at least 15 Iraqi soldiers and leaving two others <tgr>wounded <tgr>, according to two security officials . Two other attacks in the same province -- a shooting at a checkpoint and a car bomb near a Shiite mosque -- left three people dead and six wounded , officials said . Nine bomb blasts , some of them minutes apart , meanwhile killed seven people and wounded 29 in Kirkuk city and the eponymous province ' s towns of Dibis and Tuz Khurmatu . Three different attacks -- a car bomb , a roadside blast and a shooting -- in the main northern city of Mosul and the nearby town of Baaj left nine people dead and seven wounded , according to Iraqi army First Lieutenant Waad Mohammed and police Lieutenant Mohammed al - Juburi . A roadside bomb at a market in the center of the town of Diwaniyah , south of Baghdad , killed three people and left 25 hurt , provincial health chief Adnan Turki said ."
12,wiki_mass_car_bombings_7_news_2,<arg1> attacked <arg2> using <arg3> at <arg4> place,"{'Attacker': 'undefined', 'Target': 'people', 'Instrument': 'bomb', 'Place': 'mosque'}","{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'Place': 'BLANK'}",""" This attack is a terrible crime against humanity , because they did it during Ramadan , while people are fasting , "" said one elderly witness who declined to be identified . An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted . Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . Checkpoint shootings and bomb blasts in restive ethnically - mixed Diyala province killed 11 people and left 40 others wounded , security officials and doctor Ahmed Ibrahim from the main hospital in provincial capital Baquba said . Insurgents also launched attacks on a military base near the town of Dhuluiyah , killing at least 15 Iraqi soldiers and leaving two others wounded , according to two security officials . Two other attacks in the same province -- a <tgr>shooting <tgr>at a checkpoint and a car bomb near a Shiite mosque -- left three people dead and six wounded , officials said . Nine bomb blasts , some of them minutes apart , meanwhile killed seven people and wounded 29 in Kirkuk city and the eponymous province ' s towns of Dibis and Tuz Khurmatu . Three different attacks -- a car bomb , a roadside blast and a shooting -- in the main northern city of Mosul and the nearby town of Baaj left nine people dead and seven wounded , according to Iraqi army First Lieutenant Waad Mohammed and police Lieutenant Mohammed al - Juburi . A roadside bomb at a market in the center of the town of Diwaniyah , south of Baghdad , killed three people and left 25 hurt , provincial health chief Adnan Turki said . In the western town of Heet , a car bomb exploded near an army patrol , killing one soldier and wounding 10 others , according to an Iraqi army captain and doctor Abdulwahab al - Shammari from the town hospital ."
13,wiki_mass_car_bombings_7_news_2,<arg1> detonated or exploded <arg4> explosive device using <arg3> to attack <arg2> target at <arg5> place,"{'Attacker': 'undefined', 'Target': 'people', 'Instrument': 'undefined', 'ExplosiveDevice': 'bomb', 'Place': 'Kirkuk city'}","{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}","An AFP journalist said eight nearby cars were badly burned and many of the victims of the 9 : 30 am ( 0630 GMT ) attack could not be identified because their papers were inside the offices that were targeted . Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . Checkpoint shootings and bomb blasts in restive ethnically - mixed Diyala province killed 11 people and left 40 others wounded , security officials and doctor Ahmed Ibrahim from the main hospital in provincial capital Baquba said . Insurgents also launched attacks on a military base near the town of Dhuluiyah , killing at least 15 Iraqi soldiers and leaving two others wounded , according to two security officials . Two other attacks in the same province -- a shooting at a checkpoint and a car bomb near a Shiite mosque -- left three people dead and six wounded , officials said . Nine bomb <tgr>blasts <tgr>, some of them minutes apart , meanwhile killed seven people and wounded 29 in Kirkuk city and the eponymous province ' s towns of Dibis and Tuz Khurmatu . Three different attacks -- a car bomb , a roadside blast and a shooting -- in the main northern city of Mosul and the nearby town of Baaj left nine people dead and seven wounded , according to Iraqi army First Lieutenant Waad Mohammed and police Lieutenant Mohammed al - Juburi . A roadside bomb at a market in the center of the town of Diwaniyah , south of Baghdad , killed three people and left 25 hurt , provincial health chief Adnan Turki said . In the western town of Heet , a car bomb exploded near an army patrol , killing one soldier and wounding 10 others , according to an Iraqi army captain and doctor Abdulwahab al - Shammari from the town hospital . The attacks came a day after a spate of bombings across Iraq killed at least 17 people and wounded nearly 100 others . Monday ' s toll was the highest since May 10 , 2010 , when 110 people were killed ."
14,wiki_mass_car_bombings_7_news_2,<arg1> detonated or exploded <arg4> explosive device using <arg3> to attack <arg2> target at <arg5> place,"{'Attacker': 'undefined', 'Target': 'undefined', 'Instrument': 'undefined', 'ExplosiveDevice': 'bomb', 'Place': 'Baaj'}","{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}","Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . Checkpoint shootings and bomb blasts in restive ethnically - mixed Diyala province killed 11 people and left 40 others wounded , security officials and doctor Ahmed Ibrahim from the main hospital in provincial capital Baquba said . Insurgents also launched attacks on a military base near the town of Dhuluiyah , killing at least 15 Iraqi soldiers and leaving two others wounded , according to two security officials . Two other attacks in the same province -- a shooting at a checkpoint and a car bomb near a Shiite mosque -- left three people dead and six wounded , officials said . Nine bomb blasts , some of them minutes apart , meanwhile killed seven people and wounded 29 in Kirkuk city and the eponymous province ' s towns of Dibis and Tuz Khurmatu . Three different attacks -- a car bomb , a roadside <tgr>blast <tgr>and a shooting -- in the main northern city of Mosul and the nearby town of Baaj left nine people dead and seven wounded , according to Iraqi army First Lieutenant Waad Mohammed and police Lieutenant Mohammed al - Juburi . A roadside bomb at a market in the center of the town of Diwaniyah , south of Baghdad , killed three people and left 25 hurt , provincial health chief Adnan Turki said . In the western town of Heet , a car bomb exploded near an army patrol , killing one soldier and wounding 10 others , according to an Iraqi army captain and doctor Abdulwahab al - Shammari from the town hospital . The attacks came a day after a spate of bombings across Iraq killed at least 17 people and wounded nearly 100 others . Monday ' s toll was the highest since May 10 , 2010 , when 110 people were killed . The latest violence comes after the country suffered a spike in unrest in June when at least 282 people were killed , according to an AFP tally based on figures supplied by officials and medics , although government figures said 131 Iraqis died ."
15,wiki_mass_car_bombings_7_news_2,"<arg1> died at <arg2> place from <arg4> medical issue, killed by <arg3> killer","{'Victim': 'people', 'Place': 'town', 'Killer': 'undefined', 'MedicalIssue': 'undefined'}","{'Victim': 'BLANK', 'Place': 'BLANK', 'Killer': 'BLANK', 'MedicalIssue': 'BLANK'}","Two other explosions in the Baghdad neighborhoods of Husseiniyah and Yarmouk killed at least four people and left 24 others wounded , while a car bomb in the town of Tarmiyah , just north of Baghdad , hurt nine people , officials said . Checkpoint shootings and bomb blasts in restive ethnically - mixed Diyala province killed 11 people and left 40 others wounded , security officials and doctor Ahmed Ibrahim from the main hospital in provincial capital Baquba said . Insurgents also launched attacks on a military base near the town of Dhuluiyah , killing at least 15 Iraqi soldiers and leaving two others wounded , according to two security officials . Two other attacks in the same province -- a shooting at a checkpoint and a car bomb near a Shiite mosque -- left three people dead and six wounded , officials said . Nine bomb blasts , some of them minutes apart , meanwhile killed seven people and wounded 29 in Kirkuk city and the eponymous province ' s towns of Dibis and Tuz Khurmatu . Three different attacks -- a car bomb , a roadside blast and a shooting -- in the main northern city of Mosul and the nearby town of Baaj left nine people <tgr>dead <tgr>and seven wounded , according to Iraqi army First Lieutenant Waad Mohammed and police Lieutenant Mohammed al - Juburi . A roadside bomb at a market in the center of the town of Diwaniyah , south of Baghdad , killed three people and left 25 hurt , provincial health chief Adnan Turki said . In the western town of Heet , a car bomb exploded near an army patrol , killing one soldier and wounding 10 others , according to an Iraqi army captain and doctor Abdulwahab al - Shammari from the town hospital . The attacks came a day after a spate of bombings across Iraq killed at least 17 people and wounded nearly 100 others . Monday ' s toll was the highest since May 10 , 2010 , when 110 people were killed . The latest violence comes after the country suffered a spike in unrest in June when at least 282 people were killed , according to an AFP tally based on figures supplied by officials and medics , although government figures said 131 Iraqis died ."
16,wiki_mass_car_bombings_7_news_2,<arg1> detonated or exploded <arg4> explosive device using <arg3> to attack <arg2> target at <arg5> place,"{'Attacker': 'undefined', 'Target': 'soldier', 'Instrument': 'undefined', 'ExplosiveDevice': 'bomb', 'Place': 'Heet'}","{'Attacker': 'BLANK', 'Target': 'BLANK', 'Instrument': 'BLANK', 'ExplosiveDevice': 'BLANK', 'Place': 'BLANK'}","Insurgents also launched attacks on a military base near the town of Dhuluiyah , killing at least 15 Iraqi soldiers and leaving two others wounded , according to two security officials . Two other attacks in the same province -- a shooting at a checkpoint and a car bomb near a Shiite mosque -- left three people dead and six wounded , officials said . Nine bomb blasts , some of them minutes apart , meanwhile killed seven people and wounded 29 in Kirkuk city and the eponymous province ' s towns of Dibis and Tuz Khurmatu . Three different attacks -- a car bomb , a roadside blast and a shooting -- in the main northern city of Mosul and the nearby town of Baaj left nine people dead and seven wounded , according to Iraqi army First Lieutenant Waad Mohammed and police Lieutenant Mohammed al - Juburi . A roadside bomb at a market in the center of the town of Diwaniyah , south of Baghdad , killed three people and left 25 hurt , provincial health chief Adnan Turki said . In the western town of Heet , a car bomb <tgr>exploded <tgr>near an army patrol , killing one soldier and wounding 10 others , according to an Iraqi army captain and doctor Abdulwahab al - Shammari from the town hospital . The attacks came a day after a spate of bombings across Iraq killed at least 17 people and wounded nearly 100 others . Monday ' s toll was the highest since May 10 , 2010 , when 110 people were killed . The latest violence comes after the country suffered a spike in unrest in June when at least 282 people were killed , according to an AFP tally based on figures supplied by officials and medics , although government figures said 131 Iraqis died . Although those figures are markedly lower than during the peak of Iraq ' s communal bloodshed from 2006 to 2008 , attacks remain common . There was no immediate claim of responsibility for Monday ' s attacks , but al - Qaida ' s front group in Iraq has warned in recent days that it seeks to retake territory in the country ."
