ID,Target,Tweet,Stance,Opinion towards,Sentiment,trump_stance
20372,Donald Trump,@GreggJarrett @FoxNews @GeekGirl2u @realDonaldTrump will do fine with legal Latino voters. #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20373,Donald Trump,@MoveOn Go screw yourselves & take Killary with you! Bring your bully shit to Florida and see what happens! #boycottMoveOn  #SemST,NONE,OTHER,NEGATIVE,None
20374,Donald Trump,"@usnavyjack @RNC When RNC calls, ask them to prove they're conservative. They can't and you'll enjoy it. #RNC #GOP #tcot #SemST",NONE,OTHER,NEGATIVE,None
20375,Donald Trump,Political correctness should be an automatic disqualifier for all #GOP candidates in 2016. #tcot #DefeatCommunism #SemST,NONE,OTHER,NEGATIVE,None
20376,Donald Trump,Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable #SemST,FAVOR,TARGET,POSITIVE,Favor
20377,Donald Trump,@GOP it's time you recognize @realDonaldTrump . This movement is real. #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20378,Donald Trump,There is no scarcity. There is no lack. No need for poverty. We are only victims of robbery by our leaders. #LiberateYourself #SemST,NONE,OTHER,NEGATIVE,None
20379,Donald Trump,@exjon @SweetFreedom29 @irishspy @KATUNews say's it all!!!!!!!!  #SemST,NONE,NO ONE,POSITIVE,None
20380,Donald Trump,@PatDollard She is right on the money!!!!!  #SemST,NONE,OTHER,POSITIVE,None
20381,Donald Trump,@10thAmendment  Funny. Visited by Muslims on  Christmas Eve last year. #SemST,NONE,NO ONE,NEITHER,None
20382,Donald Trump,@realDonaldTrump Favorites and retweets keep piling up for Trump! He's killing the other candidates! #SemST,FAVOR,TARGET,POSITIVE,Favor
20383,Donald Trump,#NothingMoreAmericanThan complaining about Mexicans when you've been marketing off their labor. #SemST,AGAINST,TARGET,NEGATIVE,Against
20384,Donald Trump,"Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist. #SemST",FAVOR,TARGET,NEGATIVE,Favor
20385,Donald Trump,@nytpolitics and will stop Illegals from killing our citizens. #SemST,AGAINST,OTHER,NEGATIVE,None
20386,Donald Trump,@realDonaldTrump the left should get off your back!  By the LAW anyone that crosses the border illegally is a criminal.  #SemST,AGAINST,OTHER,POSITIVE,None
20387,Donald Trump,Thanks to @realDonaldTrump our Hispanic community finally has woken up from the dead! #GovernmentAndPolitics #WhiteHouse #SemST,AGAINST,TARGET,POSITIVE,Against
20388,Donald Trump,Important part of platform.  Make it illegal to talk during #TrueDetective  #GOP #Election2016 #SemST,AGAINST,TARGET,NEGATIVE,Against
20389,Donald Trump,I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos #SemST,AGAINST,TARGET,NEGATIVE,Against
20390,Donald Trump,"The only reason people have a problem with @realDonaldTrump is because he speaks the truth, which offends the soft Americans. #SemST",AGAINST,TARGET,POSITIVE,Against
20391,Donald Trump,"@HomerWhite @BeauCards Illegal!!!!!   DOJ,AG,law enforcement  Hello anyone!!!!!!  #SemST",AGAINST,OTHER,NEGATIVE,None
20392,Donald Trump,Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery! #SemST,AGAINST,TARGET,NEGATIVE,Against
20393,Donald Trump,Hey hypocrites @Macys since u pull @realDonaldTrump merchandise from stores why dont u pull #racist #JAYZ CRAP #2FACEDLIBERALS #SemST,AGAINST,OTHER,NEGATIVE,None
20394,Donald Trump,"@realDonaldTrump comments about Mexicans where he said ""somebody's doing the raping""  Why do bigoted WM claim to be crime free? #SemST",AGAINST,OTHER,NEGATIVE,None
20395,Donald Trump,Top 10 Questions at Declaration of Independence signing  8. Are all Mexicans rapists and murderers? #4thjuly #SemST,AGAINST,OTHER,NEGATIVE,None
20396,Donald Trump,@RWSurferGirl it's not a racial tragedy nor an Islamic one either. Only patriots care for all. #SemST,AGAINST,OTHER,NEITHER,None
20397,Donald Trump,"@seanhannity @BobbyJindal He would be great Vp for Trump.. 2 of  kind,#MakeAmericaGreatAgain , #SemST",AGAINST,TARGET,POSITIVE,Against
20398,Donald Trump,Great interview with @BobbyJindal tonight! I can vote for this guy! #Hannity #lnyhbt #SemST,AGAINST,OTHER,POSITIVE,None
20399,Donald Trump,"Witnessing the destruction of the #middleclass If you are black, white Hispanic, or any other creed support #Trump #usa #4thjuly #SemST",AGAINST,OTHER,NEGATIVE,None
20400,Donald Trump,@marcorubio .  Adios for your comments about @realDonaldTrump .. You are a disappointment. #SemST,AGAINST,TARGET,NEGATIVE,Against
20401,Donald Trump,@GeorgeTakei One of them might even be named #ClarenceThomas. #ApologizeTakei #SemST,AGAINST,OTHER,NEGATIVE,None
20402,Donald Trump,"Ez21:15 I have set the point of the sword against all their gates, that their heart may faint, n their ruins be multiplied: #SemST",AGAINST,OTHER,NEGATIVE,None
20403,Donald Trump,"Cashinin A Block) Terror&4th July, terrorists win? B) Trump v NBC, Univision, Macy's C) Cuba D) WhiteHouseLights FNC 1130aET #SemST",AGAINST,OTHER,NEGATIVE,None
20404,Donald Trump,The clothing #Macys (made in Mexico&China) #NBC (Traders! #Sodomites!) #Univision (will pay!) #RollOn!!! @realDonaldTrump #wiyh #SemST,AGAINST,TARGET,NEGATIVE,Against
20405,Donald Trump,"#DanaPerino is getting more snitful by the minute. Says Trump isn't believable, can't win. Hide&watch! #MakeAmericaGreatAgain #SemST",AGAINST,TARGET,NEGATIVE,Against
20406,Donald Trump,Trump and his comb over are gonna take over America #IndependenceDay #SemST,AGAINST,OTHER,NEGATIVE,None
20407,Donald Trump,"@ProfessorF You have plenty of phones, internet access, cars, TVs, houses, etc. all courtesy of taxpayers.. er.. government! #SemST",AGAINST,OTHER,NEGATIVE,None
20408,Donald Trump,I love the Mexican people but they're smarter than us we MUST stop them! #SemST,AGAINST,OTHER,NEGATIVE,None
20409,Donald Trump,"Terrorist takes selfie post on media,USA bombs target, USA tells world how they did it so they they never have 2 repeat it. #SemST",AGAINST,OTHER,NEGATIVE,None
20410,Donald Trump,"@rodrickgibbons @ByronYork @geoffcaldwell Maybe if we make it a Toll Bridge, we may recoup some of the welfare payments! LOL #SemST",AGAINST,OTHER,NEGATIVE,None
20411,Donald Trump,If Donald Trump is elected president I'm moving to Nunavut to get away from these retards #Trump #SemST,AGAINST,TARGET,NEGATIVE,Against
20412,Donald Trump,"@JonathanHoenig @ericbolling Errant Vanity says up 2 USA about fighting ISIS, ? is choosing when/where ISIS decided we will #SemST",AGAINST,TARGET,NEGATIVE,Against
20413,Donald Trump,@realDonaldTrump let the haters run away. You can now see who  you're true supporters are. #SemST,AGAINST,TARGET,POSITIVE,Against
20414,Donald Trump,Liberalism is the politics of personal destruction! If Liberals can't win- they will lie & demonize! They are paid to attack! #SemST,AGAINST,OTHER,NEGATIVE,None
20415,Donald Trump,"Normalize relations with ISIS for our economy, @ericbolling would you do it? there is a line what we should do for money. #SemST",AGAINST,OTHER,NEGATIVE,None
20416,Donald Trump,@tommyhubb @JonathanHoenig Obama sees everything through an anti-Colonial prism.Every move he makes degrades our nation.#Cashinin #SemST,AGAINST,TARGET,NEGATIVE,Against
20417,Donald Trump,"Lighting that WH was so in your face to half of America, no class and so disrespectful..  #CashinIn   #SemST",AGAINST,OTHER,NEGATIVE,None
20418,Donald Trump,"@ProfessorF @JessicaTarlov And deluded shows and ""news"" reporters are not?!  #SemST",AGAINST,TARGET,NEGATIVE,Against
20419,Donald Trump,"Donald trump is way better than ANY candidate out there. Because he's real, not a lobbyist backed puppet #Election2016 #SemST",AGAINST,TARGET,POSITIVE,Against
20420,Donald Trump,@FNC_Ladies_Rule @MichelleFields @JonathanHoenig @JessicaTarlov Can't wait to get home and see the episode.  #SemST,AGAINST,OTHER,POSITIVE,None
20421,Donald Trump,"@realDonaldTrump has formed the ""Racistublicans"". The political party for old fat assholes. #Racistublicans  #Republicans  #SemST",AGAINST,TARGET,NEGATIVE,Against
20422,Donald Trump,Spending my fourth at taqueria with some homies. #murica  #SemST,AGAINST,OTHER,POSITIVE,None
20423,Donald Trump,@DaGodfather907 @dare6626  Hope the rotten SOB don't choke :( #SemST,AGAINST,OTHER,NEGATIVE,None
20424,Donald Trump,@HnstyNgov @FoxBusiness @realDonaldTrump Meanwhile no Democrat running has given anyone anywhere a job. Other Repubs just as bad. #SemST,AGAINST,TARGET,NEGATIVE,Against
20425,Donald Trump,"@UPROXX good,, trumps speaking of illrgal immigrants,,, its her loss #SemST",AGAINST,TARGET,NEITHER,Against
20426,Donald Trump,NASCAR abandons Trump. Some good news to end my day with   #Trump #SemST,AGAINST,TARGET,NEGATIVE,Against
20427,Donald Trump,@JonathanHoenig @realDonaldTrump @feldmaniac @Mediaite Support Americas future Boycott capitalist pig #SemST,AGAINST,TARGET,NEGATIVE,Against
20428,Donald Trump,"@CindyReynolds I have to turn the channel, all I can do is stare at that nest on his head. #SemST",AGAINST,OTHER,NEGATIVE,None
20429,Donald Trump, your so vain you probably....learn my winning blackjack approach start tweet#1... /71 #LIFEGOALS  #RAP   #soccer  #July4   #SemST,AGAINST,OTHER,NEGATIVE,None
20430,Donald Trump,trump slogan : THEN IMPEACH ME #continuedontheback : start learning your own god damned government and THEN WHY DONT U RUN #SemST,AGAINST,OTHER,NEGATIVE,None
20431,Donald Trump,"@realDonaldTrump don't care what anybody says. In November 2016, you will have my vote. Where can I get your bumper sticker?? #SemST",AGAINST,TARGET,POSITIVE,Against
20432,Donald Trump,@johnnydollar01 @kilmeade That there can be complete #ASSHOLES like #SemST,AGAINST,OTHER,NEGATIVE,None
20433,Donald Trump,Donald Trump stays roasting on Twitter  #SemST,AGAINST,TARGET,NEGATIVE,Against
20434,Donald Trump,@FFRNNU Maybe #MSM should be talking more about this and less about flags and cakes. #SemST,AGAINST,OTHER,NEGATIVE,None
20435,Donald Trump,Donald Trump is only saying what ALL the other 2016 GOP Presidential candidates are thinking! Bad things!! #GOP #Trump #POTUS #SemST,AGAINST,TARGET,NEGATIVE,Against
20436,Donald Trump,@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life  #DumpTrump #YoureFired  #SemST,AGAINST,TARGET,NEGATIVE,Against
20437,Donald Trump,"We need a man that will do the tough negotiations, say what needs to be said and forget the words politically correct.  #thanks #SemST",AGAINST,OTHER,POSITIVE,None
20438,Donald Trump,@realDonaldTrump @ReillyCarole So he can outsource all our manufacturing to Mexico and China like he does his line. #hypocrite #SemST,AGAINST,TARGET,NEGATIVE,Against
20439,Donald Trump,"@gerfingerpoken Please RT the #ImpeachObama art at the top of this thread, pinned on my page. #SemST",AGAINST,OTHER,NEGATIVE,None
20440,Donald Trump,"@Newsmax_Media  I bet the @realDonaldTrump does. This man knows how to save our country w/o tiptoeing around, playing games. #SemST",AGAINST,TARGET,POSITIVE,Against
20441,Donald Trump,@DannoHollister @D2243 @BreitbartNews It might be time for WE THE PEOPLE to declare Independence From the Federal Government! #SemST,AGAINST,OTHER,NEGATIVE,None
20442,Donald Trump,@HuffingtonPost He probably DOES have facts! #SemST,AGAINST,OTHER,POSITIVE,None
20443,Donald Trump,Today & everyday I am proud to be an American. I'm honored to be apart of the best the world has to offer! #4thofJuly #SemST,AGAINST,OTHER,POSITIVE,None
20444,Donald Trump,@realDonaldTrump notice the @StopHillaryPAC didn't include you probly @KarlRove hiding behind a name again #Trump #trumpisright #SemST,AGAINST,TARGET,NEGATIVE,Against
20445,Donald Trump,"@TuckerCarlson #GayMarriage is the ""law of the land"" yet #immigration law is ignored. Absurd! #LobotomizedLiberals #LiberalLogic #SemST",AGAINST,OTHER,NEGATIVE,None
20446,Donald Trump,@JVER1 @tgradous @LVNancy  I blame her death on the @potus he is directly responsible. He is pathetic. If i were her dad.... #SemST,AGAINST,OTHER,NEGATIVE,None
20447,Donald Trump,"......and some, I assume, are good people. #SemST",AGAINST,OTHER,POSITIVE,None
20448,Donald Trump,The more Big&Rich hates @realDonaldTrump The more Little&Poor follows him 3103K  @HillaryClinton 3810K #Election2016 #Hillary2016 #SemST,AGAINST,TARGET,NEGATIVE,Against
20449,Donald Trump,@avocadofact only 2% of illegals work farm jobs #SemST,AGAINST,OTHER,NEITHER,None
20450,Donald Trump,@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman.  #SemST,AGAINST,TARGET,NEGATIVE,Against
20451,Donald Trump,@inspirationguy U r a LOSER and jealous of me cos I'm RICH #TrumpWillBeThePrezCosWinningIsAllHeDoesUnlikeYouLosersAlsoBanTheTacos #SemST,AGAINST,TARGET,NEGATIVE,Against
20452,Donald Trump,Coming soon to @NBCSports - Muslim sports cid:7D8CC0C5-9231-4700-B63E-8CB2E0C1EC6C/22C1780B-C578-4ECD-9BE0-CA3901D4EAF6 #SemST,AGAINST,TARGET,NEGATIVE,Against
20453,Donald Trump,@realDonaldTrump I know I'm not the only person who can't wait to see your name on the presidential ballot and vote for you! #SemST,AGAINST,OTHER,POSITIVE,None
20454,Donald Trump,@Hohn_Jollis better than high-quality h2o farts #SemST,AGAINST,OTHER,NEGATIVE,None
20455,Donald Trump,"@JebBush if the truth offends you, then you're part of the problem! #SemST",AGAINST,OTHER,NEGATIVE,None
20456,Donald Trump,"Political policies are reversible, genetics are not. That's why we must defend our borders from the third world.   #SemST",AGAINST,OTHER,NEGATIVE,None
20457,Donald Trump,@BraveConWarrior stories like this make think PATRIOTS are at the end of the string. all kinds of shit is going to hit fan #SemST,AGAINST,OTHER,NEGATIVE,None
20458,Donald Trump,@jackieaus @gerfingerpoken2 O hired by puppetmasters who put him in our WH w/coup to destroy America. #SemST,AGAINST,OTHER,NEGATIVE,None
20459,Donald Trump,"Another Reagan the last thing we need! The #FatherofAmnesty rewarded 3m criminals, displaced 1.9m in workforce! @DaGodfather907 #SemST",AGAINST,TARGET,NEGATIVE,Against
20460,Donald Trump,"RedScareBot: ""Filthy Lucre"" RT valera927 The one promise #socialism can keep is keeping us all equally impoverished. #SemST",AGAINST,OTHER,NEGATIVE,None
20461,Donald Trump,It's time for @Senate_GOPs @HouseGOP to start doing their jobs for US CITIZENS and stop giving in to @barackobama #SemST,AGAINST,OTHER,NEGATIVE,None
20462,Donald Trump,@blackrepublican only if we stop allowing them 2 work & stop welfare they will self-deport #tcot #SemST,AGAINST,OTHER,NEGATIVE,None
20463,Donald Trump,"If Greek Prime Minister Alexis Tsipras needs advice on emerging from bankruptcy, I'm available #greekreferendum #SemST",AGAINST,OTHER,POSITIVE,None
20464,Donald Trump,"Obama strategy: Open our borders to change our culture  fundamental transformation into Tijuana!"" #tcot #SemST",AGAINST,OTHER,NEGATIVE,None
20465,Donald Trump,"After the debacle of having passed O-care without reading it, O wants to pass comprehensive immigration in the same way! #SemST",AGAINST,OTHER,NEGATIVE,None
20466,Donald Trump,Anybody figure out yet that Money don't make you happy #GOD does....if our Politicians would just listen to our Lord! #SemST,AGAINST,OTHER,POSITIVE,None
20467,Donald Trump,What happens first? Yellowstone blows or GOP prez candidate calls Trump racist? #SemST,AGAINST,OTHER,NEGATIVE,None
20468,Donald Trump,Lying to justify political correctness is still nothing but a lie.   #Teaparty #SemST,AGAINST,TARGET,NEGATIVE,Against
20469,Donald Trump,"@realDonaldTrump the thing I like about Mr Trump is that if he shoots himself in the foot, he can buy another.  #SemST",AGAINST,TARGET,POSITIVE,Against
20470,Donald Trump,@realDonaldTrump @Virginia4USA @ArtistdeeDd @HowardKurtz We all Mr. Trump. #usa  #SemST,AGAINST,TARGET,POSITIVE,Against
20471,Donald Trump,@realDonaldTrump You are absolutely right on the border! Bush and company are afraid to address it! #MakeAmericaGreatAgain #SemST,AGAINST,TARGET,POSITIVE,Against
20472,Donald Trump,"@NBC to #Trump: ""HOW DARE YOU POINT OUT THAT OBAMA CAUSES 1000 GIRLS TO BE RAPED EVERY MONTH CROSSING INTO USA!""  #ccot #tcot #SemST",AGAINST,TARGET,NEGATIVE,Against
20473,Donald Trump,"Have you noticed how often the concept of ""living within your means"" is now described as ""ruthless austerity?""#tcot #SemST",AGAINST,OTHER,NEGATIVE,None
20474,Donald Trump,You have to wonder if Hillary will attempt to replace #ObamaCare with #HillaryCare. #tcot @realDonaldTrump #SemST,AGAINST,TARGET,NEGATIVE,Against
20475,Donald Trump,Translation: I do not understand why the Republicans don't dismiss him. #Republicans #SemST,AGAINST,TARGET,NEGATIVE,Against
20476,Donald Trump,"Good morning. I wake up on 8 pm, but is 10 pm...  That's Only Holiday :) #holiday #summer #sunrise #wakacyjnefolllowspree #SemST",NONE,NO ONE,POSITIVE,None
20477,Donald Trump,"If You Disagree With Montel, You Are A Racist. #SemST",NONE,OTHER,NEGATIVE,None
20478,Donald Trump,"Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush. #SemST",AGAINST,TARGET,NEGATIVE,Against
20479,Donald Trump,With his immigration policies pwr drunk #Obama is setting himself up 2 b prez of Mex when he gets evicted from WH  #tcot #SemST,NONE,OTHER,NEGATIVE,None
20480,Donald Trump,You know Donald Trump is in deep when most Neo-Conservatives call him out on his bullsh*t speech. #SemST,AGAINST,TARGET,NEGATIVE,Against
20481,Donald Trump,Americans of all pol parties are trusting you @realDonaldTrump - we KNOW you will put #AmericaFirst and #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20482,Donald Trump,"White, male, hetero, homeschooler, Christian, gun-owner, conservative, pro-life, citizen. Things that make a man un-american #SemST",NONE,OTHER,NEGATIVE,None
20483,Donald Trump,"Really @CNN? You're asking aloud whether a Mexican who lives down to a stereotype, validates the stereotype? #immigration #SemST",NONE,OTHER,NEGATIVE,None
20484,Donald Trump,Who doesn't love @SheriffClarke! A man who doesn't mince words!He's not going to sugarcoat it for you folks! #alllifematters #SemST,NONE,OTHER,POSITIVE,None
20485,Donald Trump,@backatone000 @fatima_madsen This is a tragic outrage #SemST,NONE,OTHER,NEGATIVE,None
20486,Donald Trump,@RepTomEmmer Were you able to keep those riff raff constituents in line with RINO Headquarters --> @GOP invasion program? #SemST,NONE,OTHER,NEGATIVE,None
20487,Donald Trump,"You can get Mooch's lunch, lib indoc, condoms, BC & abortions at schools today; wow, everything but an education. #PJNET #SemST",NONE,OTHER,NEGATIVE,None
20488,Donald Trump,".@Ashlandgirl101 @Braveheart_USA Don't just say ""no"" to Killary - work tirelessly to put her in prison - where she belongs. #SemST",NONE,OTHER,NEGATIVE,None
20489,Donald Trump,If you condone the #SupremeCourt's decision on the marriage issue! You might be a liberal!!  #SemST,NONE,OTHER,NEGATIVE,None
20490,Donald Trump,I feel like the 2016 Presidential race is @realDonaldTrump vs. Matropolis ie The Machine.    Lets defeat the machine #SemST,FAVOR,TARGET,POSITIVE,Favor
20491,Donald Trump,"OMG - #Obama really believes #ISIS is made up of Christians, Jews, & Muslims. WHAT A MORON! #clueless #ProudAmerican #tcot #SemST",NONE,OTHER,NEGATIVE,None
20492,Donald Trump,@toddstarnes the plan is on paper & in pencil. Degrade = erase 1 letter at time destroy = throwing the paper away! #SemST,NONE,OTHER,NEGATIVE,None
20493,Donald Trump,@StandWithCJ @ali She a cockroach. #holdtheline CJ. There will be others to replace her. #SemST,NONE,OTHER,NEGATIVE,None
20494,Donald Trump,@lemurdue77 Hey friend. That's not nice  #SemST,NONE,OTHER,NEGATIVE,None
20495,Donald Trump,@realDonaldTrump it's crazy how cowardly these big corporations are. I swear I'm campaigning for you !!!!! #SemST,FAVOR,TARGET,POSITIVE,Favor
20496,Donald Trump,THE DONALD & CARLEY - Perfect Together! - #Trump #SemST,FAVOR,TARGET,POSITIVE,Favor
20497,Donald Trump,The number of crimes committed by illegal aliens in the United States each year should be ZERO! #SemST,NONE,OTHER,NEGATIVE,None
20498,Donald Trump,25% of Mexico has INVADED AMERICA - & CONTINUES to OCCUPY us  yet POS #RINO phony #Jeb BLAMES #TRUMP for telling the TRUTH! - #SemST,FAVOR,TARGET,NEGATIVE,Favor
20499,Donald Trump,I've come to the horrid conclusion that Conservatives just don't care what the Democrats do. #SemST,NONE,OTHER,NEGATIVE,None
20500,Donald Trump,@marcorubio @GovernorPerry @GrahamBlog @McConnellPress Your silence is deafening. #TrumpIsRight #SecureTheBorder #illegalaliens #SemST,FAVOR,TARGET,NEGATIVE,Favor
20501,Donald Trump,@BillGates Can you reset my Windows 98 password?? #SemST,NONE,OTHER,NEGATIVE,None
20502,Donald Trump,@Greta trump a joke? Ur guest is a fool. Better a joke than traitor RINOs. It's trump or no one for me. Reps betrayed us. #SemST,FAVOR,TARGET,NEGATIVE,Favor
20503,Donald Trump,@realDonaldTrump @ericbolling GOP wants to discredit Mr. Trump and his reputation clean like diamonds #usa #SemST,FAVOR,TARGET,NEGATIVE,Favor
20504,Donald Trump,@RepGoodlatte a weak response on #KellyFile to Obama blame @ImmigrationGOP hit back at Obama hard. #Hannity #kellyfile #SemST,NONE,OTHER,NEGATIVE,None
20505,Donald Trump,@realDonaldTrump Everyone is afraid to put a plan on the table for fear they'll be called a racist...America deserves better #SemST,FAVOR,TARGET,NEGATIVE,Favor
20506,Donald Trump,Get the truth from Trump! @realDonaldTrump #SemST,FAVOR,TARGET,POSITIVE,Favor
20507,Donald Trump,@NachoQuesado @kevinsnebula @iconogasmic @Anarkitteh @alaindebotton Your Fired! #yourfired #UpWithTrump #SemST,FAVOR,TARGET,NEGATIVE,Favor
20508,Donald Trump,@ericbolling :).  Sorry for the kidding but had to do that.  Darn autocorrect.  #SemST,NONE,OTHER,POSITIVE,None
20509,Donald Trump,"@1Viperbabe where do these ppl get the idea theycan controlthe ppl,organization,individual,whomever,ppl can't stomp down ppl. #SemST",NONE,OTHER,NEGATIVE,None
20510,Donald Trump,Greece is our future.  Pay attention.  #GreekCrisis #SemST,NONE,OTHER,NEGATIVE,None
20511,Donald Trump,Dick Bove joins @ericbolling now to discuss the Greece financial crisis. #Hannity #SemST,NONE,OTHER,NEITHER,None
20512,Donald Trump,@realDonaldTrump  Just registered to Vote Today so I can contribute to help #MakeAmericaGreatAgain #Honesty #SemST,FAVOR,TARGET,POSITIVE,Favor
20513,Donald Trump,@realDonaldTrump You are the trump card of my heart. #SemST,FAVOR,TARGET,POSITIVE,Favor
20514,Donald Trump,@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT! #SemST,FAVOR,TARGET,POSITIVE,Favor
20515,Donald Trump,"@JimGaffigan No truth to the rumor that Trump said today ""Did I say Mexicans? I meant Bill Cosby."" #Cosby #SemST",NONE,OTHER,NEGATIVE,None
20516,Donald Trump,Is it to early to start wearing shirts and sporting a bumper sticker? #SemST,NONE,OTHER,NEITHER,None
20517,Donald Trump,"Silence is golden, yes, but when silence is all there is...it is way too loud! ~john tarter #tcot #SemST",NONE,OTHER,NEGATIVE,None
20518,Donald Trump,@realDonaldTrump: We have got to take our country back. It's time! Win it Mr. Trump #SemST,FAVOR,TARGET,POSITIVE,Favor
20519,Donald Trump,Who among us has never defamed an entire country on nat'l television while declaring candidacy for president? #perspective #SemST,AGAINST,TARGET,NEGATIVE,Against
20520,Donald Trump,Maybe #KathrynSteinle should have been wearing a rainbow T-Shirt.... The public would be more outraged. #SemST,NONE,OTHER,NEGATIVE,None
20521,Donald Trump,@OutFrontCNN @CNN u cant lift sanctions & then slap then back on right away. Who's that foolish? Or deceitful? #IranTalks #SemST,NONE,OTHER,NEGATIVE,None
20522,Donald Trump,"@RealDonaldTrump I feel the truth when Mr. Trump speaking, people need to understand who really cares about America #SemST",FAVOR,TARGET,POSITIVE,Favor
20523,Donald Trump,Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico #SemST,FAVOR,TARGET,POSITIVE,Favor
20524,Donald Trump,@liberaltreason @msnbc maybe all the politically correct pansies out there will move to a different country if Trump gets in!!!:) #SemST,FAVOR,TARGET,NEGATIVE,Favor
20525,Donald Trump,@LindaSuhler The smear campaign from RINO Headquarters --> @GOP  has begun. #SemST,NONE,OTHER,NEGATIVE,None
20526,Donald Trump,Liberal view of #Christianity: Interpret the Bible like the Constitution & keep religion at Church. #CCOT #TCOT #PJNET #NRA #SemST,NONE,OTHER,NEGATIVE,None
20527,Donald Trump,#Obama intervenes on behalf of #Greece = Hello #drachma  Socialism = equality of misery  #tcot #pjnet #SemST,NONE,OTHER,NEGATIVE,None
20528,Donald Trump,@JebBush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realDonaldTrump ANSWERS TO NO ONE! #SemST,FAVOR,TARGET,NEITHER,Favor
20529,Donald Trump,"@realDonaldTrump is the only candidate who has in no way, shape or form been brainwashed by the pc police. #SemST",FAVOR,TARGET,POSITIVE,Favor
20530,Donald Trump,"Donald J. Trump, I am voting for you to be our next ""El Presidente""! #trumpforpresident #SemST",FAVOR,TARGET,POSITIVE,Favor
20531,Donald Trump,"If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot #SemST",FAVOR,TARGET,POSITIVE,Favor
20532,Donald Trump,@dramamiine well you have the right to your opinion and I have the right to not listen to it. Have a great day! #SemST,NONE,OTHER,NEGATIVE,None
20533,Donald Trump,No wonder they don't listen to us.  It must get awfully loud inside the echo chamber.  @ESPN @NBC @Macys @NASCAR #SemST,NONE,OTHER,NEGATIVE,None
20534,Donald Trump,@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks #SemST,AGAINST,TARGET,NEGATIVE,Against
20535,Donald Trump,"Are people deaf to the word illegal? I'm all  for LEGAL Immigration. Need a new label  ""Illegal Crossings"". Take note  #SemST",NONE,OTHER,NEGATIVE,None
20536,Donald Trump,"I'm developing my own version of Arya's kill list, but for asshole celebrities #BillCosby #PaulaDeen #JaredFromSubway #GOT #SemST",NONE,OTHER,NEGATIVE,None
20537,Donald Trump,"UncommonState: RT Commoncorediva: Title 1 funds/Title 9 funds, IDEA funds...all being distorted 2 serve the CCSS Agenda! #PJ... #SemST",NONE,OTHER,NEGATIVE,None
20538,Donald Trump,@ophidianpilot @NewAmericanMag All the Congressmen/women should be criticizing the lack of security in this Country! #SemST,NONE,OTHER,NEGATIVE,None
20539,Donald Trump,@realDonaldTrump Making America a Nationalism society #SemST,FAVOR,TARGET,NEGATIVE,Favor
20540,Donald Trump,@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH #SemST,FAVOR,TARGET,POSITIVE,Favor
20541,Donald Trump,Muslim community chips in to help rebuild burned down churches #AllPeopleMatter #Globalist/ElitesVsThePeople  #SemST,NONE,OTHER,POSITIVE,None
20542,Donald Trump,Can #nikkireed & #iansomerhalder stop fucking in public for 1 day. doing nothing for his image #attentionwhore he's worse than #SemST,NONE,OTHER,NEGATIVE,None
20543,Donald Trump,I get SO HEATED seeing treasonous libtards defending Ed Snowden. He is a TRAITOR and should be hung. #tcot #tlot #ccot #SemST,NONE,OTHER,NEGATIVE,None
20544,Donald Trump,On #education @JohnKasich has no clue.. High standards only work if the kids do their work and their parents make sure of it. #SemST,NONE,OTHER,NEGATIVE,None
20545,Donald Trump,@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight #SemST,FAVOR,TARGET,POSITIVE,Favor
20546,Donald Trump,Liberals are winning the battle of the mind by indoctrinating low IQ & youth of #America through #MSM & social media #SemST,NONE,NO ONE,NEGATIVE,None
20547,Donald Trump,"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists. #SemST",FAVOR,TARGET,NEGATIVE,Favor
20548,Donald Trump,@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc #SemST,FAVOR,TARGET,POSITIVE,Favor
